zts1e	新手冒險家學習課程
zts1523e	向卡瑪歸‧莫皮提出關於藥瓶的問題。
zts1524e	將樣品和信交給大祭司艾爾拉第安。
zts1525e	去找阿卡瑪商團本店的塞米亞‧貝爾頓。
zts1526e	調查凱路斯和卡頓野營地的阿卡瑪商團箱子，獲得2種妖精精華劑。
zts1527e	精華劑收集任務完成。拿給大祭司艾爾拉第安。
zts1528e	將接受祝福的妖精精華劑交給代理人盧夏爾第。
zts1529e	對沙漠盜賊團在巢穴休息的輸送隊盜賊，使用沙礫妖精的精華劑。
zts1530e	使用任務完成。 向代理人盧夏爾第報告。
zts1531e	對沙漠盜賊團在巢穴休息的警備隊盜賊，使用風妖精的精華劑。
zts1532e	對沙漠盜賊團在巢穴休息的精銳盜賊，使用沙漠妖精的精華劑。
zts1533e	將盧夏爾第的決議書交給翻譯比爾利。
zts1534e	將盜賊團的決議書交給劍客貝爾門。
zts1535e	將盜賊團的決議書交給卡瑪歸‧莫皮。
zts1536e	在四個地方的盜賊團野營地，消滅四名部隊長，獲得各自的秘密指令書。
zts1537e	秘密指令書 A，B，C，D 收集任務完成。 交給翻譯比爾利。
zts1538e	解決掉舊亞斯特聖殿內部的部隊長嘯嵐和塞伊，的到他們各自的秘密指令書。
zts1539e	秘密指令書 E，F 收集任務完成。 交給翻譯比爾利。
zts1540e	將比爾利的情報轉達給代理人盧夏爾第。
zts1541e	與無法地帶的劍客貝爾門對話。
zts1542e	與卡瑪歸‧莫皮對話。
zts1543e	調查凱路斯和卡頓的野營地，沙漠盜賊團巢穴和亞斯特聖殿地下丟失的４種商品。
zts1544e	商品收集 務完成。 拿給沙漠飛鷹城的迪普‧布拉溫。
zts1545e	消滅凱路斯和卡頓的野營地，沙漠盜賊團巢穴和舊亞斯特聖殿地下的盜賊團，進行商品回收。
zts1546e	商品收集任務完成。 拿給沙漠飛鷹城的代門‧米路埔。
zts1547e	前往無法地帶調查之前完全沒有發現的特殊箱子。
zts1548e	與劍客貝爾門進行關於箱子的對話。
zts1549e	在沙漠盜賊團消滅嘯嵐輸送隊炮手和爆破兵。
zts1550e	詢問翻譯比爾利。
zts1551e	消滅部隊長嘯嵐，找回代門的自鳴鐘。
zts1552e	獲得自鳴鐘。返回翻譯比爾利處。
zts1553e	將自鳴鐘和信交給劍客貝爾門。
zts1554e	將代門的自鳴鐘交給代門‧米路埔。
zts1555e	將袋子交給大祭司艾爾拉第安。
zts1556e	前往麥爾奇的野營地周邊，狩獵暴風沙礫暴食者。
zts1557e	暴風沙礫暴食者狩獵任務完成。 向修米海伊茲報告。
zts1558e	消滅尼爾的搜索隊偵查兵，取得偵查報告書
zts1559e	在卡頓的野營地，消滅卡頓的搜索隊偵查兵，取得被遺忘的聖殿報告書
zts1560e	在卡頓的野營地周邊 消滅卡頓的搜索隊爆破兵，取得被遺忘的聖殿報告書
zts1561e	在被被遺忘的聖殿要道，消滅卡頓的搜索隊偵查兵
zts1562e	在卡頓的野營地，消滅卡頓的精銳暗殺者及野營地部隊長卡頓
zts1563e	在沙漠盜賊團的巢穴，消滅嘯嵐的輸送隊炮手
zts1564e	前往被遺忘的聖殿要道消滅加頓的搜查隊偵查兵，取得被遺忘的聖殿報告書吧。
zts1565e	清除於迪斯丘陵的無邊的沙礫之暴食者，並取得沙之淨水。
zts1566e	清除於迪斯丘陵的無邊的沙礫之暴食者，並取得風精靈之淨水。
zts1567e	將風之淨水交予劍客貝爾門。
zts1569e	山露古教授的興趣。(日常)
zts1570e	山露古教授 希望你能幫忙狩獵 吱喳雞女王，因為牠正在不斷散播異變的卡兒蛋。擊敗 吱喳雞女王 後再次向 山露古教授 報告吧。他會送你一份合乎復活節氣氛的禮物作為報酬。
zts1571e	完成 吱喳雞女王遠征團 可從 山露古教授 領取報酬。
zts1572e	關於烈焰之刃
zts1573e	向塞力再德提及烈焰之刃的探索。
zts1574e	總之先進入烈焰之刃看看
zts1575e	嘗試進入烈焰之刃內部。
zts1576e	烈焰之刃的燃燒
zts1577e	向塞力再德報告 烈焰之刃的燃燒。
zts1578e	尋求方法抵禦 烈焰之刃的燃燒
zts1579e	向亞斯特聖殿中的「大祭司 艾爾拉第安」查詢抵禦 烈焰之刃的燃燒 的方法。
zts1580e	知道秘方的神秘人
zts1581e	「卡瑪歸莫皮」知道那個秘方。到無法地帶去找他。
zts1582e	詭異的藥
zts1583e	把「鮑伯丁希爾可韋伯」的 詭異的藥 帶給「卡瑪歸莫皮」。
zts1584e	秘方的調查完成。
zts1585e	抵禦 烈焰之刃的燃燒 的方法已經查明。回去向塞力再德報告。
zts1586e	到霜雪冰冠
zts1587e	收集到冰之花帶回來給塞力再德。
zts1588e	突襲麥爾奇的野營地
zts1589e	在麥爾奇的野營地搜捕盜賊。
zts1590e	從麥爾奇的野營地返回
zts1591e	向修米海伊茲回報。
zts1592e	請求商團協助
zts1593e	到阿卡瑪商團野營地與修米海伊茲見面。
zts1594e	到達神殿深處。
zts1595e	探索拉希特聖殿地下室的時空裂縫。
zts1596e	沙之門
zts1597e	把出現的「遺跡守護者」擊敗。
zts1598e	報告關於遺跡的事情
zts1599e	回去向「米克爾拉本茲」報告。
zts1600e	報告關於守衛的事情
zts1601e	返回並向塞力再德報告。
zts1602e	建議營地
zts1603e	協助軍事工程師。
zts1604e	進入被遺忘的聖殿
zts1605e	在被遺忘的聖殿與「米克爾拉本茲」見面。
zts1606e	前往烈焰之刃
zts1607e	把烈焰之刃中的怪物與破壞者消滅。
zts1608e	大冒險家 約翰
zts1609e	到烈焰之刃中與「約翰」見面。
zts1610e	烈焰之刃中的怪物
zts1611e	擊敗烈焰之刃中的怪物。
zts1612e	奇怪的震動
zts1613e	我感到了奇怪的震動，需要向塞力再德報告。
zts1614e	烈焰之刃的封印
zts1615e	在烈焰之刃的中層封印中好像有點問題。去探索那裡的時空裂縫。
zts1616e	中層封印已經受損。
zts1617e	中層封印已經受損。與「大冒險家 約翰」對話。
zts1618e	灼熱的怪物
zts1619e	收集 克拉托斯印章 及 巴拉酷斯印章，帶給塞力再德。
zts1620e	封印的真正顏色
zts1621e	向「大祭司 艾爾拉第安」查詢強大的怪物。
zts1622e	倒塌的危機
zts1623e	回去找塞力再德說明這件事。
zts1624e	進入最終封印
zts1625e	我要保護烈焰之刃的最終封印。進入時空裂縫吧。
zts1626e	成功守護封印
zts1627e	回去找塞力再德。
zts1628e	暴炎的火神克萊尼卡斯
zts1629e	完成守護真狩獵
zts1630e	成功守護了世界
zts1631e	請求塞力再德負責看管封印。
zts1632e	收集額外的冰之花（每日任務）
zts1633e	突擊盜賊野營區（每日任務）
zts1635e	提供建立營地所需的材料（每日任務）
zts1637e	再次調查聖殿地下室（每日任務）
zts1638e	船長 傑克派諾的請託(1天)
zts1639e	請獵捕海盜 傑克蚌。
zts1640e	請獵捕海盜 鋼蚌。
zts1641e	完成1次獨眼龍船長康胖團隊遠征，跟船長 傑克派諾領取獎勵吧。
zts1642e	請收集 檸檬汁(活動)。
zts1643e	請收集 海盜頭巾(活動)。
zts1644e	當你準備好時，與塞力再德對話。
zts1645e	獲得了 魔法駱駝騎乘卷軸。
zts1646e	假如你有空閒，請協助軍事工程師。
zts1647e	擊敗「暴炎的火神克萊尼卡斯」。
zts1648e	把必要的物品帶來給軍事工程師。
zts1649e	突襲麥爾奇的野營地
zts1650e	突擊凱路斯的野營地（每日任務）
zts1651e	搜捕凱路斯野營地的盜賊。
zts1652e	突擊卡頓的野營地（每日任務）
zts1653e	搜捕卡頓野營地的所有盜賊。
zts1654e	當你準備好時，與「修米海伊茲」對話。
zts1655e	擁有魔法力量的沙
zts1656e	到烈焰之刃中與「約翰」見面。
zts1657e	狩獵烈焰之犬
zts1658e	擊敗烈焰之犬之後，告訴約翰
zts1659e	塞力再德正在呼喊我們,回去找他吧！
zts1660e	去被遺忘的聖殿找「米克爾拉本茲」，確定是否找到新的遺跡
zts1661e	探索拉希特聖殿,聖室外的時空裂縫。
zts1662e	把無法辨認的遺跡碎片,送到遺忘的聖殿給「米克爾拉本茲」
zts1663e	找大冒險家 約翰，檢查昔日的調查結果
zts1664e	狩獵巴拉古斯及烈焰之犬
zts1665e	擊敗了所有怪物
zts1666e	去巴拉酷斯之爪找赤焰煉金術士
zts1667e	獵殺巴拉凱特，收集巴拉凱特的蛋
zts1668e	收集齊巴拉凱特的蛋，去告訴赤焰煉金術士
zts1669e	大冒險家 約翰找到中層封印，找他吧
zts1670e	告訴塞力再德有關中層封印
zts1671e	去巴拉酷斯之爪探索時間石塊
zts1672e	告知塞力再德中層封印已經摧毀
zts1673e	告訴大冒險家 約翰關於摧毀了的中層封印
zts1674e	狩獵不穩定的 鳳凰 跟 熾烈之造化之物
zts1675e	回報給大冒險家 約翰
zts1676e	給塞力再德看看克拉托斯印章及巴拉酷斯印章
zts1677e	向亞斯特聖殿中的「大祭司 艾爾拉第安」查詢有關強大的惡魔
zts1678e	狩獵克拉托斯並回報塞力再德
zts1679e	狩獵巴拉酷斯並回報塞力再德
zts1680e	回報給塞力再德
zts1681e	與大冒險家 約翰談話
zts1682e	找赤焰煉金術士了解調查結果
zts1683e	收集赤焰巨人心臟
zts1684e	收集齊赤焰巨人心臟，去告訴赤焰煉金術士
zts1685e	把耐熱藥劑交給大冒險家 約翰
zts1686e	去卡頓部米倫之徑的時空裂縫，保護烈焰之刃的最終封印
zts1687e	完成守護真狩獵後，回報給塞力再德
zts1688e	到烈焰之刃擊敗怪物（每日任務）
zts1689e	狩獵怪物並擾亂調查
zts1690e	告訴大冒險家 約翰
zts1691e	收集耐熱藥劑的材料（每日任務）
zts1692e	收集巴拉凱特的蛋
zts1693e	告訴赤焰煉金術士
zts1694e	收集赤焰巨人心臟
zts1695e	Trick Or Treat (艾力克)
zts1696e	完成1次積高燈籠狩獵，再去找艾力克吧。
zts1697e	跟艾力克對話並獲得獎勵吧。
zts1698e	Trick Or Treat (瑪妮)
zts1699e	狩捕積高燈籠護衛軍吧。
zts1700e	回去找瑪妮並獲得獎勵吧。
zts1701e	Trick Or Treat (貝托魯奇 辛尼)
zts1702e	從積高燈籠護衛軍收集積高特飲回來吧。
zts1703e	回去找貝托魯奇 辛尼並獲得獎勵吧。
zts1704e	Trick Or Treat (拉迪 安魯爾)
zts1705e	哈囉喂積高帽子(1日)然後跟艾美專櫃對話吧。
zts1706e	回去找拉迪 安魯爾並獲得獎勵吧。
zts1707e	Trick Or Treat (比茲柏修斯)
zts1708e	從積高燈籠護衛軍那裡收集南瓜頭回來吧。
zts1709e	回去找比茲柏修斯吧。
zts1713e	在一個被遺棄的地窖中，消滅紅色泥漿魔岩。可以從比斯特神殿入口的通過廢礦區域到達地窖。
zts1714e	移動到地獄守門犬出沒的地方。
zts1746e	每日任務 (聖誕老人)
zts1747e	打開聖誕封印圓壺，獵殺粗暴的聖誕鹿和墮落的聖誕鹿吧。
zts1748e	回去找聖誕老人領取獎勵吧。
zts1749e	每日任務 (問號先生)
zts1750e	從雪人狩獵寶箱中取得聖誕鈴鐺，並轉交給問號先生。
zts1751e	回去找問號先生領取獎勵吧。
zts1752e	每日任務 (貝托魯奇 辛尼)
zts1753e	完成雪人狩獵1回合後就回去找貝托魯奇 辛尼領取獎勵吧。
zts1754e	每日任務(拉迪 安魯爾)
zts1755e	到寒冰晶冠採集雪花結晶吧。
zts1756e	每日任務 (比茲柏修斯 )
zts1757e	把救助困難鄰居的愛心款交給艾美專櫃吧。
zts1758e	回去找比茲柏修斯領取獎勵吧。
zts1759e	每日任務(雪滋 羅濱蒂)
zts1760e	收集魔法羊毛和魔法針，並拿去給雪滋 羅濱蒂。
zts1761e	把換來的魔法圍巾轉交給山露古教授。
zts1762e	回去找雪滋 羅濱蒂，傳達山露古教授的心意。
zts1765e	好，我們要從吱喳雞女王遠征團寶箱中，找出「吱喳雞女王的羽毛」並帶回去給問號先生。
zts1766e	每日任務(艾美專櫃)
zts1767e	每次擊敗吱喳雞女王後，都可以找艾美專櫃領取獎品。
zts1768e	回去找艾美專櫃並領取獎品吧。
zts1769e	找出隱藏在村莊裡的「黃色復活蛋」。
zts1770e	每日任務(山露古教授)
zts1771e	收下山露古教授的復活節禮物。
zts1772e	把山露古教授的復活節禮物轉交給雪滋教授。
zts1773e	回去找山露古教授並領取獎品吧。
zts1774e	擊敗怪物並收集「紅色復活蛋」，然後帶回去給貝托魯奇 辛尼。
zts1776e	從曙光平原進入翻滾斷層4樓。
zts1777e	通過神殿前通道，並進入被遺棄的大法師之塔4樓。
zts1778e	到龍捲地圖 東，切斷第一個地脈吧。
zts1779e	到龍捲地圖 西，切斷第二個地脈吧。
zts1780e	到龍捲地圖 南，切斷第三個地脈吧。
zts1781e	到龍捲地圖 北，切斷第四個地脈吧。
zts1782e	英雄之焰
zts1783e	一起來聽聽大魔法師‧肯說故事吧！
zts1784e	與利亞‧阿卡瑪對話。
zts1785e	收集 刃牙巨蜥之角。
zts1786e	向利亞‧阿卡瑪請教修理頭盔的方法。
zts1787e	把羅柏特的頭盔交給大魔法師‧肯。
zts1788e	與尼比‧阿卡瑪對話。
zts1789e	收集 神秘之沙。
zts1790e	用神秘之沙交換艾琳的眼罩。
zts1791e	把艾琳的眼罩交給大魔法師‧肯。
zts1792e	與哈瑪特‧阿卡瑪對話。
zts1793e	消滅 盜賊團頭目。
zts1794e	回去找瑪特‧阿卡瑪。
zts1795e	把沃爾夫岡的臂鎧交給大魔法師‧肯。
zts1796e	進入英雄之焰時空之石。
zts1797e	把時空之石中，你的所見所聞，都告訴大魔法師‧肯。
zts1798e	收集 航海士的證明(活動)。
zts1800e	擊敗 獨眼龍船長 康胖 的軍隊。
zts1801e	收集 康胖的藏寶地圖(活動)。
zts1802e	戴著「海賊王 草帽(1天)」，再來跟船長 傑克派諾 說話吧。
zts1803e	狩獵各種怪物，並收集「積高特飲」。
zts1804e	戴著「迷幻南瓜帽子(1天)」找艾美小姐聊天。
zts1805e	從積高燈籠遠征團狩獵寶箱，收集「南瓜頭」。
zts1806e	維京家族
zts1807e	在溫妮的身體完全溶化前，帶些冰塊來交給他吧！
zts1808e	去見拉迪 安魯爾。他會告訴你如何喚醒維京戰士的靈魂。
zts1809e	去見山露古教授。他會告訴你喚醒維京戰士靈魂的詳細方法。
zts1810e	向溫妮匯報你的調查成果。
zts1811e	請比茲柏修斯協助你打造一個維京號角。
zts1812e	把製作維京號角的必要材料帶給比茲柏修斯。
zts1813e	維京號角已經完成。回去見溫妮。
zts1814e	對著溫妮吹奏維京號角。
zts1815e	追隨著維京家族進入時空之石。
zts1816e	告訴溫妮在時空之石發生的事情。
zts1817e	野生音之花的能量。
zts1818e	完成野生音之花任務獲得額外的效果。
zts1819e	寒冰之刃 貝魯 夏納爾
zts1820e	在「無法地帶週邊」，尋找「默達」所說的「可疑的冰川」。
zts1821e	仔細檢查「可疑的冰川」。
zts1822e	回去跟「青魔導使 默達」對話。
zts1823e	向身在「尋寶隊本部」的「利亞‧阿卡瑪」，查詢關於「蒙德的佛珠」的事情。
zts1824e	把＄100,000金交給「希林‧海伊茲」作情報費。
zts1825e	狩獵沙漠上的狐狸，找尋「蒙德的佛珠」。
zts1826e	向「可疑的冰川」交出「蒙德的佛珠」。
zts1827e	回去找「青魔導使 默達」以便獲取新的情報。
zts1828e	向「劍客貝爾門」查詢關於「艾德華的馴鷹手套」的情報。
zts1829e	把威脅「無法地帶」的卡頓精銳盜賊團劍客擊敗。
zts1830e	擊敗「部隊長卡頓 」並找出「無法地帶進攻書函」。
zts1831e	與「劍客貝爾門」交換「艾德華的馴鷹手套」。
zts1832e	向「可疑的冰川」交出「艾德華的馴鷹手套」。
zts1833e	回去找「青魔導使 默達」以便獲取關於「依莉莎亞的髮飾」的情報。
zts1834e	向「尼比‧阿卡瑪」查詢關於「依莉莎亞的髮飾」的情報。
zts1835e	把「冰之花」交給「尼比‧阿卡瑪」以換取「依莉莎亞的髮飾」。
zts1836e	向「可疑的冰川」交出「依莉莎亞的髮飾」。
zts1837e	借助遠古英靈的力量，探索時空裂縫吧。
zts1838e	向「可疑的冰川」回報「夏納爾之聖殿」的破滅。
zts1839e	向「青魔導使 默達」交出「寒冰卷軸」。
zts1840e	戴著「上校軍帽(1天)」並與船長 傑克派諾對話。
zts1841e	請求新鮮的肝
zts1842e	狩獵怪物並收集新鮮的肝
zts1843e	九尾狐的指控
zts1844e	完成九尾狐遠征團
zts1845e	狩獵狐狸
zts1846e	狐狸和小狐狸
zts1847e	誰能告訴事實的真相
zts1848e	與帕克先生的三子會面
zts1849e	遺失的補給
zts1850e	收集藍色藥瓶、黃色藥瓶及紅色藥瓶
zts1851e	紅色藥瓶的效果
zts1852e	向九尾狐使用紅色藥瓶
zts1853e	狐狸和小狐狸
zts1854e	尋找兄妹的母親（１）
zts1855e	尋找虎王
zts1856e	尋找兄妹的母親（２）
zts1857e	收集豆粉年糕和紅豆年糕
zts1858e	尋找兄妹的母親（３）
zts1859e	流浪者的相遇
zts1860e	拯救兄妹
zts1861e	殺死虎王
zts1862e	需要芝麻油
zts1863e	收集五個芝麻油
zts1864e	洪巴成為有錢人
zts1865e	與洪巴見面
zts1866e	洪巴的奇怪種子
zts1867e	打開洪巴的奇怪種子
zts1868e	洪巴的結局
zts1869e	與噢巴見面
zts1870e	噢巴的奇怪種子
zts1871e	打開噢巴的奇怪種子
zts1872e	噢巴的結局
zts1873e	可怕的小妖兵衛
zts1874e	狩獵紅‧兵衛和青‧兵衛
zts1875e	受傷的燕子
zts1876e	收集治療品
zts1877e	被操控靈魂的英雄(1)
zts1879e	被操控靈魂的英雄(2)
zts1880e	神秘女人
zts1881e	被操控靈魂的英雄(3)
zts1882e	被操控靈魂的英雄(5)
zts1884e	被操控靈魂的英雄(6)
zts1885e	被操控靈魂的英雄(7)
zts1886e	收集光靈魂石碎片
zts1887e	消滅白女巫雷娜(1)
zts1888e	從有毒的暗黑植物收集暗黑種子
zts1889e	消滅白女巫雷娜(2)
zts1890e	消滅白女巫雷娜
zts1891e	關於英雄
zts1892e	消滅白女巫雷娜
zts1893e	被操控靈魂的英雄(4)
zts1894e	尋找英雄
zts1895e	前往撒拉卡爾所指的地方
zts1896e	與撒拉卡爾見面
zts1897e	烏龜的故事
zts1898e	請尋找兔子的足跡
zts1899e	胡蘿蔔與兔子
zts1900e	用胡蘿蔔引誘兔子
zts1901e	尋找胡蘿蔔秘境
zts1902e	兔子的藏身之處
zts1903e	懲治青澀兔小芒
zts1904e	請好好調教青澀兔小芒並奪回寶物
zts1905e	烏龜鮑爾的另一面
zts1906e	烏龜鮑爾的身份非常可疑，但請先奪回寶物
zts1907e	人蔘挖掘機
zts1908e	取得人蔘
zts1909e	奇怪的兔子洞穴
zts1910e	讓我們討論一下
zts1911e	找到兔子的足跡
zts1912e	請找到秘境兔領袖
zts1913e	海洋中的皇宮
zts1914e	藏身於海洋中的皇宮
zts1915e	好好懲罰青澀兔小芒並把物品交給烏龜鮑爾
zts1916e	烏龜鮑爾的另一面
zts1917e	烏龜鮑爾的身份非常可疑，但請先奪回寶物
zts1918e	海洋裡唯一的皇宮
zts1919e	無名的人
zts1920e	與格雷厄姆對話
zts1921e	遺忘的島嶼(1)
zts1922e	與格雷厄姆對話
zts1923e	遺忘的島嶼(2)
zts1924e	遺忘的島嶼(3)
zts1925e	與天使對話
zts1926e	遺忘的島嶼(4)
zts1927e	與惡魔對話
zts1928e	遺忘的島嶼(5)
zts1929e	天使與惡魔(1)
zts1930e	與天使 亞撒黑對話
zts1931e	天使與惡魔(2)
zts1932e	前往海魯丹 一段尋找神秘天堂的偵察單位
zts1933e	天使與惡魔(3)
zts1934e	天使與惡魔(4)
zts1935e	擊敗惡魔後回報亞撒黑
zts1936e	天使與惡魔(5)
zts1937e	與天使 拉梅爾對話
zts1938e	天使與惡魔(6)
zts1939e	把巴索的尻尾和魔角帶給拉梅爾
zts1940e	天使與惡魔(7)
zts1941e	天使與惡魔(8)
zts1942e	與天使 薩基爾對話
zts1943e	天使與惡魔(9)
zts1944e	把闇黑能量石頭帶給薩基爾
zts1945e	天使與惡魔(10)
zts1946e	天使與惡魔(11)
zts1947e	天使與惡魔(12)
zts1948e	完成女神 吉隆崎遠征團1次
zts1949e	天使與惡魔(13)
zts1950e	說服惡魔
zts1951e	天使與惡魔(14)
zts1952e	與惡魔 巴克拉對話
zts1953e	天使與惡魔(15)
zts1954e	擊敗天使後回報巴克拉
zts1955e	天使與惡魔(16)
zts1956e	擊敗狂熱者並收集受損的能量
zts1957e	天使與惡魔(17)
zts1958e	天使與惡魔(18)
zts1959e	與惡魔 帕里斯對話
zts1960e	天使與惡魔(19)
zts1961e	把無辜的靈魂帶給帕里斯
zts1962e	天使與惡魔(20)
zts1963e	天使與惡魔(21)
zts1964e	與惡魔 波魯斯對話
zts1965e	天使與惡魔(22)
zts1966e	擊敗天使後回報波魯斯
zts1967e	天使與惡魔(23)
zts1968e	把聖血帶給波魯斯
zts1969e	天使與惡魔(24)
zts1970e	天使與惡魔(25)
zts1971e	天使與惡魔(26)
zts1972e	完成女神 愛羅尼亞遠征團1次
zts1973e	天使與惡魔(27)
zts1974e	把結果回報格雷厄姆
zts1975e	與惡魔 巴克拉對話
zts1976e	巨大的聖潔之石
zts1977e	失蹤的偵察兵
zts1978e	從十字軍格雷厄姆口中聆聽故事
zts1979e	失蹤的偵察兵(2)
zts1980e	從十字軍隊長口中聆聽故事
zts1981e	迎接新的冒險
zts1982e	與飛船前的船長對話
zts1983e	不好的時機
zts1984e	收集維修發動機的材料
zts1985e	貪婪的船長
zts1986e	進入飛船
zts1987e	前往禁區
zts1988e	與船長對話
zts1989e	搜索
zts1990e	尋找偵察兵的痕跡
zts1991e	搜索(2)
zts1992e	跟蹤偵察兵的線索
zts1993e	搜索(3)
zts1994e	尋找失蹤偵察兵的痕跡
zts1995e	倖存者
zts1996e	壓制失去意識的十字軍
zts1997e	哎啊…
zts1998e	為受傷的十字軍帶來希魯安泉水
zts1999e	保護生命
zts2000e	與十字軍隊長對話
zts2001e	發生什麼事
zts2002e	與受傷的十字軍對話
zts2003e	尋找消失十字軍的線索
zts2004e	收集十字軍變成怪物的線索
zts2005e	恢復過程
zts2006e	與煉金術士菲利斯對話
zts2007e	恢復過程(2)
zts2008e	收集材料
zts2009e	真相
zts2010e	交付已修復的日誌給十字軍隊長
zts2011e	離開的人
zts2012e	迎接死亡
zts2013e	協助十字軍休息
zts2014e	安息
zts2015e	善與惡
zts2016e	與埃爾丁對話
zts2017e	善與惡(2)
zts2018e	從埃爾丁口中聆聽故事
zts2019e	善與惡(3)
zts2020e	安雪路安的創造與佩拉諾的破壞
zts2021e	探索安雪路安的意念
zts2022e	安雪路安的創造與佩拉諾的破壞(2)
zts2023e	解讀地球的記憶從而了解所發生的事
zts2024e	安雪路安的創造與佩拉諾的破壞(3)
zts2025e	檢查地球的記憶
zts2026e	追隨光源
zts2027e	前往寒冰晶冠
zts2028e	阿卡西記錄
zts2029e	與大魔法師佩爾羅 對話
zts2030e	阿卡西記錄(2)
zts2031e	收集解封阿卡西記錄的素材
zts2032e	阿卡西記錄(3)
zts2033e	與大魔法師佩爾羅 對話
zts2034e	淨化儀式
zts2035e	收集淨化儀式的材料
zts2036e	淨化儀式(2)
zts2037e	為了世界的命運
zts2038e	消滅佩拉諾
zts2039e	日誌的最後
zts2040e	與埃爾丁對話
zts2041e	沒有時間準備
zts2042e	線索
zts2043e	傳達訊息給十字軍隊長
zts2044e	未知的惡魔靈魂
zts2045e	向十字軍隊長展示從惡魔靈魂所掉落的物品
zts2046e	史域多的悲劇
zts2047e	為了死者
zts2048e	回到安雪路安的身邊
zts2049e	帶十字軍到安雪路安
zts2050e	被遺忘的部落和線索
zts2051e	與知道佩拉諾能量的人對話
zts2052e	新關係
zts2053e	與克爾曼西娜對話
zts2054e	探索安雪路安的意念
zts2055e	解讀地球的記憶
zts2056e	解讀剩餘的記憶
zts2057e	肌膚對女性來說尤其重要
zts2058e	把材料帶給克爾曼西娜
zts2059e	暗黑史域多的誕生
zts2060e	從克爾曼西娜口中聆聽故事
zts2061e	喂，請給我可可！
zts2062e	把可可帶給克爾曼西娜
zts2063e	暗黑史域多與佩拉諾
zts2064e	意外的建議
zts2065e	準備
zts2066e	收集材料
zts2067e	渾沌
zts2068e	需要渾沌的靈魂
zts2069e	為了偉大的未來
zts2070e	另一個惡魔的誕生
zts2071e	與克爾曼西娜對話
zts2072e	尋找受傷的十字軍
zts2073e	時空裂縫(每日)
zts2074e	於時空裂縫消滅5個敵人
zts2075e	探索時空裂縫(每日)
zts2076e	於時空裂縫消滅7個敵人
zts2077e	時空裂縫的獨裁者(每日)
zts2078e	於時空裂縫消滅10個敵人
zts2079e	研究時空裂縫(1)(每日)
zts2080e	收集時空裂縫碎片進行研究
zts2081e	研究時空裂縫(2)(每日)
zts2082e	收集時空裂縫精華進行研究
zts2083e	研究時空裂縫(3)(每日)
zts2084e	收集時空裂縫水晶進行研究
zts2085e	收集醫藥材料(每日)
zts2086e	收集醫藥用的材料
zts2087e	止血藥(每日)
zts2088e	收集止血藥的材料
zts2089e	研究對象(每日)
zts2090e	收集佩拉諾精華
zts2091e	被盜物品(每日)
zts2092e	把純潔秘銀交給莉莉絲
zts2093e	最硬的寶石(每日)
zts2094e	把亞德曼金屬交給莉莉絲
zts2095e	稀有寶石收藏(每日)
zts2096e	把厄特爾交給莉莉絲
zts2097e	為亡靈祈禱(每日)
zts2098e	收集禱告
zts2099e	亡靈的遺物(每日)
zts2100e	收集念珠
zts2101e	過路人的蹤跡(每日)
zts2102e	收集血腥的最後意志
zts2103e	預先準備(每日)
zts2104e	收集冷卻液
zts2105e	喂喂，冷靜一下(每日)
zts2106e	心理變態的盛女(每日)
zts2107e	極限(每日)
zts2108e	收集渾沌的靈魂
zts2109e	克拉托斯的壓制(每日)
zts2110e	完成克拉托斯遠征團1次
zts2111e	巴拉酷斯的壓制(每日)
zts2112e	完成巴拉酷斯遠征團1次
zts2113e	克萊尼卡斯的壓制(每日)
zts2114e	完成克萊尼卡斯遠征團1次
zts2115e	破滅與渾沌的壓制(每日)
zts2116e	希史蘭特的壓制(每日)
zts2117e	完成希史蘭特遠征團1次
zts2118e	白女巫雷娜的壓制(每日)
zts2119e	完成白女巫雷娜遠征團1次
zts2120e	懲罰惡魔(每日)
zts2121e	於寒冰晶冠消滅5個敵人
zts2122e	懲罰偽善者(每日)
zts2123e	淨化儀式(每日)
zts2124e	淨化十字軍
zts2125e	救援十字軍(每日)
zts2126e	壓制失去意識的十字軍
zts2127e	為了安雪路安(每日)
zts2128e	消滅發瘋的十字軍
zts2129e	打倒哨兵(每日)
zts2130e	於神秘天堂消滅5名哨兵
zts2131e	打倒羅夫尼克(每日)
zts2132e	於神秘天堂消滅5名羅夫尼克
zts2133e	打倒埃斯特里(每日)
zts2134e	於神秘天堂消滅5名埃斯特里
zts2135e	打倒拉斯基爾(每日)
zts2136e	於神秘天堂消滅5名拉斯基爾
zts2137e	打倒美絲達路(每日)
zts2138e	於神秘天堂消滅5名美絲達路
zts2139e	打倒狂熱者(每日)
zts2140e	於神秘天堂消滅5名狂熱者
zts2141e	打倒精銳惡毒槍侍(每日)
zts2142e	於海魯丹消滅5名精銳惡毒槍侍
zts2143e	打倒德萊昂(每日)
zts2144e	於海魯丹消滅5名德萊昂
zts2145e	打倒雷曼(每日)
zts2146e	於海魯丹消滅5名雷曼
zts2147e	打倒伊斯梅爾(每日)
zts2148e	於海魯丹消滅5名伊斯梅爾
zts2149e	打倒巴索(每日)
zts2150e	於海魯丹消滅5名巴索
zts2151e	完成破滅與渾沌遠征團1次
zts2152e	意想不到的團聚
zts2153e	與羅伊的靈魂對話
zts2154e	理由
zts2155e	細聽羅伊的故事
zts2156e	神之使者
