zts1e	新物品
zts19085e	仲夏變身派對寶箱(二)
zts19086e	仲夏變身派對寶箱(二)[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]小丑 米米 變身卡[n]控偶師 凱妮 變身卡[n]冰公主艾麗莎變身卡[n]海盜王丹尼爾變身卡[n]氣泡精靈變身卡[n]可愛九尾女助手卡片[n]流亡者瓦芙變身卡[n]魔法UFO禮盒[n]藍色魔法吉普車禮盒[n]水漾夢古帽子(永久)[n]水漾夢古衣服(永久)[n]同伴卡片盒[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19090e	型仔捧球棍，顧名思義是型男索女專用的捧球棍！[n]裝備後開始計算時效並綁定。[n][效果][n]增加PVP 傷害 2%[n]
zts19092e	型仔捧球棍，顧名思義是型男索女專用的捧球棍！[n][效果][n]增加PVP 傷害 2%[n]
zts19094e	法輪複合弓，據說是具有佛家靈氣加持的弓！[n]裝備後開始計算時效並綁定。[n][效果][n]增加PVP 傷害 2%[n]
zts19096e	法輪複合弓，據說是具有佛家靈氣加持的弓！[n][效果][n]增加PVP 傷害 2%[n]
zts19098e	啪啪網球拍，揮動時，仿佛會聽到啪啪兩聲！[n]裝備後開始計算時效並綁定。[n][效果][n]增加PVP 傷害 2%[n]
zts19100e	啪啪網球拍，揮動時，仿佛會聽到啪啪兩聲！[n][效果][n]增加PVP 傷害 2%[n]
zts19102e	狼‧牙棒，是古代兵器之一，長有狼牙般的倒刺，因而命名。[n]裝備後開始計算時效並綁定。[n][效果][n]增加PVP 傷害 2%[n]
zts19104e	狼‧牙棒，是古代兵器之一，長有狼牙般的倒刺，因而命名。[n][效果][n]增加PVP 傷害 2%[n]
zts19106e	繡‧花弓，是古代兵器之一，繡有樹紋花瓣的長弓，容易瞄準。[n]裝備後開始計算時效並綁定。[n][效果][n]增加PVP 傷害 2%[n]
zts19108e	繡‧花弓，是古代兵器之一，繡有樹紋花瓣的長弓，容易瞄準。[n][效果][n]增加PVP 傷害 2%[n]
zts19110e	東‧鐵扇，是古代兵器之一，外表貌似扇子，由深海鉻鐵制造。[n]裝備後開始計算時效並綁定。[n][效果][n]增加PVP 傷害 2%[n]
zts19112e	東‧鐵扇，是古代兵器之一，外表貌似扇子，由深海鉻鐵制造。[n][效果][n]增加PVP 傷害 2%[n]
zts19113e	將特殊人物的翅膀改變成魅惑的妖精之翼。[n] [使用方法] [n]1. 變身成特殊人物。 [n]2. 使用這件物品來改變你的翅膀。 [n] [效果] [n]攻擊時，以7%機率重置技能冷卻時間。[n]移動速度增加1[n] [注意] [n] 只能使用於+1或以上的S卡，[n] 使用過魅惑的妖精之翼的S卡，放進卡盒時魅惑的妖精之翼效果將會消失。[n]
zts19114e	競技角鬥場秘銀寶箱
zts19115e	競技角鬥場秘銀寶箱。[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]熾天使之翼[n]墜惡暗之翼[n]魔法機械之翼[n]冰霜之翼[n]火焰之翼[n]非常大的全體恢復劑[n]超級角鬥場氣勢[n]英雄紅寶石[n]英雄天青石[n]英雄黑金鑽[n]英雄黃晶石[n]遠古紅寶石[n]遠古天青石[n]遠古黑金鑽[n]遠古黃晶石[n]角鬥士護盾[戰場之雷][n]角鬥士護盾[戰場之波][n]角鬥士護盾[戰場之流][n]角鬥士護盾[戰場之風][n]角鬥士護盾[戰場之火][n]
zts19124e	型仔捧球棍(30日)
zts19125e	型仔捧球棍(永久)
zts19126e	法輪複合弓(30日)
zts19127e	法輪複合弓(永久)
zts19128e	啪啪網球拍(30日)
zts19129e	啪啪網球拍(永久)
zts19130e	狼‧牙棒(30日)
zts19131e	狼‧牙棒(永久)
zts19132e	繡‧花弓(30日)
zts19133e	繡‧花弓(永久)
zts19134e	東‧鐵扇(30日)
zts19135e	東‧鐵扇(永久)
zts19138e	夢之特警帽(30天)
zts19139e	穿上夢之特警帽，化身「夢之特警」把壞旦通通捉拿！[n]裝備後開始計算時效並綁定。[n][效果][n]道具恢復量增加5%。[n]
zts19140e	夢之特警帽(永久)
zts19141e	穿上夢之特警帽，化身「夢之特警」把壞旦通通捉拿！[n][效果][n]道具恢復量增加5%。[n]
zts19142e	夢之特警服(30天)
zts19143e	穿上夢之特警服，化身「夢之特警」把壞旦通通捉拿！[n]裝備後開始計算時效並綁定。[n][效果][n]以2%機率，消除Lv4以下的負面狀態[n]
zts19144e	夢之特警服(永久)
zts19145e	穿上夢之特警服，化身「夢之特警」把壞旦通通捉拿！[n][效果][n]以2%機率，消除Lv4以下的負面狀態[n]
zts19146e	夢之特警套裝(永久)
zts19147e	夢之特警裝禮盒。[n]打開此箱子時，你將獲得以下所有禮物。[n][獎品清單][n]夢之特警帽(永久)[n]夢之特警服(永久)[n]
zts19148e	夢之特警寶箱
zts19149e	夢之特警寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]夢之特警帽(永久)[n]夢之特警服(永久)[n]夢之特警帽(30天)[n]夢之特警服(30天)[n]泰拳夢古晶球[n]魔法UFO禮盒[n]大精靈之蛋[n]狐耳朵帽子(永久)[n]三本尾巴娃娃裝(永久)[n]百變特殊卡盒[n]S卡重置藥水[n]佩拉諾的詛咒護符[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19150e	七夕潮人禮盒
zts19151e	七夕潮人禮盒[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]型仔捧球棍[n]法輪複合弓[n]啪啪網球拍[n]【迷人粉紅】舞會套裝 (永久)[n]【可愛鮮黃】舞會套裝 (永久)[n]【高貴澄藍】舞會套裝 (永久)[n]【深棕色】名偵探套裝 (永久)[n]【酒紅色】名偵探套裝 (永久)[n]【芥綠色】名偵探套裝 (永久)[n]同伴卡片盒[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19162e	愛情料理帽(30日)
zts19163e	穿上愛情料理帽，用愛心烹調美食。[n]裝備後開始計算時效並綁定。[n][效果][n]火屬性之力提升5。[n]
zts19164e	愛情料理帽(永久)
zts19165e	穿上愛情料理帽，用愛心烹調美食。[n][效果][n]火屬性之力提升5。[n]
zts19166e	愛情料理服(30日)
zts19167e	穿上愛情料理服，用愛心烹調美食。[n]裝備後開始計算時效並綁定。[n][效果][n]道具恢復量增加10%。[n]移動速度提升1。[n]
zts19168e	愛情料理服(永久)
zts19169e	穿上愛情料理服，用愛心烹調美食。[n][效果][n]道具恢復量增加10%。[n]移動速度提升1。[n]
zts19170e	愛情料理套裝(永久)
zts19171e	愛情料理裝禮盒。[n]打開此箱子時，你將獲得以下所有禮物。[n][獎品清單][n]愛情料理帽(永久)[n]愛情料理服(永久)[n]
zts19172e	愛情料理箱
zts19173e	愛情料理箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n][神聖]獨角幻獸箱子[n]愛情料理帽(永久)[n]愛情料理服(永久)[n]愛情料理帽(30天)[n]愛情料理服(30天)[n]水漾男孩水手服(永久)[n]水漾女孩水手服(永久)[n]水漾男孩水兵帽(永久)[n]水漾女孩貝蕾帽(永久)[n]同伴卡片盒[n]同伴S卡重置卷II[n]佩拉諾的詛咒護符[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19174e	兵器庫的寶藏
zts19175e	兵器庫的寶藏[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n][神聖]獨角幻獸箱子[n]狼‧牙棒(永久)[n]繡‧花弓(永久)[n]東‧鐵扇(永久)[n]狼‧牙棒(30天)[n]繡‧花弓(30天)[n]東‧鐵扇(30天)[n]流亡者瓦芙變身卡[n]印弟安夢古晶球[n]綠色魔法吉普車禮盒[n]百變特殊卡盒[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19180e	9 (活動)
zts19181e	九週年記念勳章
zts19182e	稀有 塔羅卡 [擴大]
zts19183e	使用時，以擴大的心情高速移動，可以收集更多金錢。[n]移動速度+2,取得金幣數量20%增加[n]使用等級:1Lv[n]使用時限:1小時[n]由裝備時開始使用時限開始。[n]
zts19184e	稀有 塔羅卡 [魔法師]
zts19185e	使用時，以魔法師的魔力增加魔法值，並且減少魔力的消耗。所有屬性的抵抗力上升。[n]魔力消耗減少30%，最大MP增加4000，所有屬性抵抗增加6[n]使用等級:1Lv[n]使用時限:1小時[n]由裝備時開始使用時限開始。[n]
zts19186e	稀有 塔羅卡 [戀人]
zts19187e	使用時，感受到戀人的愛情及溫暖。[n]最大HP值增加4000，最大MP增加4000，所有攻擊力增加100[n]使用等級:1Lv[n]使用時限:1小時[n]由裝備時開始使用時限開始。[n]
zts19188e	稀有 塔羅卡 [隱遁者]
zts19189e	使用時好像隱遁者一樣活動及增加防禦力。[n]所有防禦力增加200，最大HP值增加1600，所有屬性抵抗增加6[n]使用等級:1Lv[n]使用時限:1小時[n]由裝備時開始使用時限開始。[n]
zts19190e	稀有 塔羅卡 [死亡]
zts19191e	使用時，感受到死亡的恐懼。[n]命中率增加300，所有攻擊力增加300[n]使用等級:1Lv[n]使用時限:1小時[n]由裝備時開始使用時限開始。[n]
zts19192e	稀有 塔羅卡 [惡魔]
zts19193e	使用時，以惡魔的力量變強。[n]移動速度+2，HP增加1600，增加所有攻擊力400[n]使用等級:1Lv[n]使用時限:1小時[n]由裝備時開始使用時限開始。[n]
zts19194e	稀有 塔羅卡 [塔]
zts19195e	使用時，以塔的魔力取得大量金幣及經驗值。[n]黃金的取得量增加20%,戰鬥經驗值增加量增加20%[n]使用等級:1Lv[n]使用時限:1小時[n]由裝備時開始使用時限開始。[n]
zts19196e	稀有 塔羅卡 [星]
zts19197e	使用時，受到星光的影響，活動得更快，可取得更多經驗值。[n]移動速度+2,戰鬥經驗值增加30%[n]使用等級:1Lv[n]使用時限:1小時[n]由裝備時開始使用時限開始。[n]
zts19198e	稀有 塔羅卡 [月]
zts19199e	使用時，得到月之祝福。[n]最大MP增加3000,所有攻擊力增加100,所有防禦力100增加[n]使用等級:1Lv[n]使用時限:1小時[n]由裝備時開始使用時限開始。[n]
zts19200e	稀有 塔羅卡 [太陽]
zts19201e	使用時可取得太陽的熱力變強。[n][n]移動速度+2，MP增加1600，增加所有攻擊力400[n]使用等級:1Lv[n]使用時限:1小時[n]由裝備時開始使用時限開始。[n]
zts19208e	你可以改變服飾的外觀。[n]你需要準備「基礎服飾」以及「素材服飾」用作改變外觀。[n][注意事項][n]1. 只適用於永久外觀服飾。[n]2. 只適用於綁定裝備。[n]3. 改變後，「素材服飾」會消失。[n]4. 你可以使用[服飾轉換卷]來重置外觀。[n]5. 「素材服飾」的能力效果不會套用或增加到「基礎服飾」。[n]
zts19209e	你可以改變服飾的外觀。[n]你需要準備「基礎服飾」以及「素材服飾」用作改變外觀。[n][注意事項][n]1. 只適用於永久外觀服飾。[n]2. 只適用於綁定裝備。[n]3. 改變後，「素材服飾」會消失。[n]4. 你可以使用[服飾轉換卷]來重置外觀。[n]5. 「素材服飾」的能力效果不會套用或增加到「基礎服飾」。[n]
zts19210e	中古維京盔(30日)
zts19211e	穿上中古維京盔，化身成為維京勇士。[n]裝備後開始計算時效並綁定。[n][效果][n]水屬性抗性提升10。[n]
zts19212e	中古維京盔(永久)
zts19213e	穿上中古維京盔，化身成為維京勇士。[n][效果][n]水屬性抗性提升10。[n]
zts19214e	中古維京鎧(30日)
zts19215e	穿上中古維京鎧，化身成為維京勇士。[n]裝備後開始計算時效並綁定。[n][效果][n]裝備時，將會感受到「奧丁的祝福」。[n]移動速度+1[n]
zts19216e	中古維京鎧(永久)
zts19217e	穿上中古維京鎧，化身成為維京勇士。[n][效果][n]裝備時，將會感受到「奧丁的祝福」。[n]移動速度+1[n]
zts19218e	中古維京禮盒(永久)
zts19219e	中古維京禮盒。[n]打開此箱子時，你將獲得以下所有禮物。[n][獎品清單][n]中古維京盔(永久)[n]中古維京鎧(永久)[n]
zts19220e	古北歐傳奇箱
zts19221e	古北歐傳奇箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]中古維京盔(永久)[n]中古維京鎧(永久)[n]中古維京盔(30天)[n]中古維京鎧(30天)[n]剛煌龍之黃金翼[n]可愛九尾女助手卡片[n]可愛九尾狐卡片[n]赤丸晶球[n]魔法掃把寶箱[n]南瓜夢古EX[n]哈囉喂積高帽子(永久)[n]迷幻南瓜帽子(永久)[n]哈囉喂變身護符[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19228e	稀有 封印之塔羅卡 [擴大]
zts19229e	稀有 封印之塔羅卡 [擴大]可以轉讓給其他人[n][使用方法][n]雙擊解開封印，獲得塔羅卡。[n]
zts19230e	稀有 封印之塔羅卡 [魔法師]
zts19231e	稀有 封印之塔羅卡 [魔法師]可以轉讓給其他人[n][使用方法][n]雙擊解開封印，獲得塔羅卡。[n]
zts19232e	稀有 封印之塔羅卡 [戀人]
zts19233e	稀有 封印之塔羅卡 [戀人]可以轉讓給其他人[n][使用方法][n]雙擊解開封印，獲得塔羅卡。[n]
zts19234e	稀有 封印之塔羅卡 [隱遁者]
zts19235e	稀有 封印之塔羅卡 [隱遁者]可以轉讓給其他人[n][使用方法][n]雙擊解開封印，獲得塔羅卡。[n]
zts19236e	稀有 封印之塔羅卡 [死亡]
zts19237e	稀有 封印之塔羅卡 [死亡]可以轉讓給其他人[n][使用方法][n]雙擊解開封印，獲得塔羅卡。[n]
zts19238e	稀有 封印之塔羅卡 [惡魔]
zts19239e	稀有 封印之塔羅卡 [惡魔]可以轉讓給其他人[n][使用方法][n]雙擊解開封印，獲得塔羅卡。[n]
zts19240e	稀有 封印之塔羅卡 [塔]
zts19241e	稀有 封印之塔羅卡 [塔]可以轉讓給其他人[n][使用方法][n]雙擊解開封印，獲得塔羅卡。[n]
zts19242e	稀有 封印之塔羅卡 [星]
zts19243e	稀有 封印之塔羅卡 [星]可以轉讓給其他人[n][使用方法][n]雙擊解開封印，獲得塔羅卡。[n]
zts19244e	稀有 封印之塔羅卡 [月]
zts19245e	稀有 封印之塔羅卡 [月]可以轉讓給其他人[n][使用方法][n]雙擊解開封印，獲得塔羅卡。[n]
zts19246e	稀有 封印之塔羅卡 [太陽]
zts19247e	稀有 封印之塔羅卡 [太陽]可以轉讓給其他人[n][使用方法][n]雙擊解開封印，獲得塔羅卡。[n]
zts19248e	一副稀有的塔羅卡
zts19249e	一套中有５張。 獲得５枚使用時可以轉讓給他人的稀有封印之塔羅卡。[n][可以獲得的 物品][n]稀有封印之塔羅卡 [擴大]，[魔法師]，[戀人]，[隱遁者]，[死亡]，[惡魔]，[塔]，[星]，[月]，[太陽] 中獲得５張[n][稀有封印之塔羅卡][n]使用稀有封印之塔羅卡，可以得到塔羅卡(裝備)。[n]塔羅卡(裝備)使用時開始計算使用小時數。[n]
zts19250e	芙蕾雅之鍵
zts19251e	使用後，芙蕾雅將會加入成為你的同伴。[n]
zts19252e	拉格納羅洛之鍵
zts19253e	使用後，拉格納羅洛將會加入成為你的同伴。[n]
zts19254e	北歐神炎之戰爭寶箱
zts19255e	北歐神炎之戰爭寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]芙蕾雅之鍵[n]拉格納羅洛之鍵[n]維京勇士晶球[n]氣泡精靈變身卡[n]熾天使之翼[n]墜惡暗之翼[n]弧形滑板禮盒[n]黑色魔法吉普車禮盒[n]大精靈之蛋[n]夢古寶石箱[n]大福神的覺醒[n]佩拉諾的詛咒護符[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19262e	古老的占卜捧
zts19263e	尋找隱藏地點的工具。[n][使用時機][n]在法布尼爾的氣息之中找到安全區域。[n][n][如何使用][n]1. 前往隱藏安全區域的地圖。[n]2. 使用古老的占卜捧。[n]3. 如果出現「？」的顯示，請移動一下再嘗試，然後再次使用古老的占卜捧。[n]4. 如果出現箭矢，請往箭矢所指的方向移動，然後再次使用古老的占卜捧。[n]
zts19264e	一塊泥巴
zts19265e	一塊掉落的泥巴[n]據說這種泥巴，能夠增強男士的耐力。[n]
zts19266e	熟悉的面具
zts19267e	這面具看起來好像曾經在哪裡見過。[n]
zts19268e	破碎的鎖匙
zts19269e	破碎鎖匙的碎片。[n]
zts19270e	龍之氣息
zts19271e	包含了龍的強大能量。[n]
zts19272e	純潔的火炎精華
zts19273e	沒有混合任何雜質，[n]內含純潔的火炎能量[n]
zts19274e	法布尼爾的能量
zts19275e	法布尼爾的能量實體。[n]
zts19276e	法布尼爾的長角
zts19277e	法布尼爾的長角[n]非常堅硬、鋒利。[n]
zts19278e	法布尼爾的心臟
zts19279e	蘊藏著法布尼爾的法力。[n]非常的熱。[n]
zts19280e	法布尼爾的臼齒
zts19281e	法布尼爾的臼齒[n]非常鋒利。[n]
zts19282e	法布尼爾的鱗片
zts19283e	法布尼爾的鱗片[n]非常堅硬。[n]
zts19284e	古老的錢幣袋
zts19285e	袋子內收藏著古老的硬幣。[n]
zts19286e	法布尼爾的號角
zts19287e	以邪惡之龍法布尼爾的長角所製作而成。[n]能夠發出非常響亮的聲音。[n]使後它，就能夠回到鎮上。[n]能夠標記現有位置，並於使用復歸的符咒時回到此地[n]更重要的是可以無限次使用[n]
zts19288e	維京法師妮恩之鍵
zts19289e	使用後，妮恩將會加入成為你的同伴。[n]
zts19290e	龍之翼裝飾
zts19291e	以邪惡之龍法布尼爾的鱗片和氣息所製作而成。[n]
zts19292e	殘舊的中古維京鎧(7日)
zts19293e	穿上殘舊的中古維京鎧，化身成為維京勇士。[n][效果][n]裝備時，將會感受到「奧丁的祝福」。[n]
zts19294e	詠嘆調城堡的鎖匙
zts19295e	玩家能夠於詠嘆調城堡進行遠征團。[n]建議等級 ： 70 - 99[n]建議參與人數：10名玩家[n][如何使用][n]使用時會變成遠征隊的隊長。[n]成為隊長後可點擊其他人，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n]
zts19296e	殘舊的中古維京鎧(7日)設計草圖
zts19297e	描述關於殘舊的中古維京鎧(7日)的設計草圖[n]記錄了制作物品時所需的道具素材。[n][制作方法][n]1. 把所有需要的材料放置於物品欄內。[n]2. 雙擊生產設計圖，並開啟組合生產視窗。[n]3. 選擇要生產的物品。[n]4. 點擊生產按鈕進行組合生產。[n]
zts19298e	法布尼爾的號角設計草圖
zts19299e	描述關於法布尼爾的號角的設計草圖[n]記錄了制作物品時所需的道具素材。[n][制作方法][n]1. 把所有需要的材料放置於物品欄內。[n]2. 雙擊生產設計圖，並開啟組合生產視窗。[n]3. 選擇要生產的物品。[n]4. 點擊生產按鈕進行組合生產。[n]
zts19300e	法布尼爾的油炸食品
zts19301e	立即回復20%的HP和MP。[n]消除等級以下的負面狀態。[n]並且回復100點SP[n]
zts19302e	玩家能夠於詠嘆調城堡進行遠征團。[n]建議等級 ： 70 - 99[n]建議參與人數：15名玩家[n][如何使用][n]使用時會變成遠征隊的隊長。[n]成為隊長後可點擊其他人，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n]
zts19303e	描述關於法布尼爾的號角的設計草圖[n]記錄了制作物品時所需的道具素材。[n][制作方法][n]1. 把所有需要的材料放置於物品欄內。[n]2. 雙擊生產設計圖，並開啟組合生產視窗。[n]3. 選擇要生產的物品。[n]4. 點擊生產按鈕進行組合生產。[n]
zts19304e	維京法師與冰公主寶箱
zts19305e	維京法師與冰公主寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]維京法師 妮恩[n]冰公主艾麗莎變身卡[n]百年虎王卡[n]毛毛絨白虎外套 (永久)[n]毛毛絨白虎頭套 (永久)[n]滑雪板禮盒[n]弧形滑板禮盒[n]冰晶夜鷹晶球[n]聖誕夢古EX晶球[n]聖誕夢古的帽子(永久)[n]大福神的覺醒[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19306e	維京法師與海盜王寶箱
zts19307e	維京法師與海盜王寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]維京法師 妮恩[n]海盜王丹尼爾變身卡[n]百年虎王卡[n]小可愛老虎外套 (永久)[n]小可愛老虎頭飾 (永久)[n]滑雪板禮盒[n]飄逸之雪箱子[n]紅鼻子夢古晶球[n]聖誕夢古晶球[n]聖誕夢古扮裝(永久)[n]佩拉諾的詛咒護符[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19312e	62式蒸汽大劍(永久)
zts19313e	裝備蒸汽龐克文明武器，感受科技所帶來的無限可能！[n][效果][n]如果怪物等級比玩家角色等級更高或相同，提升攻擊傷害10%，30%發動機率。[n]
zts19314e	SO-21動力弓(永久)
zts19315e	68式蒸汽魔杖(永久)
zts19316e	62式蒸汽大劍(30天)
zts19317e	裝備蒸汽龐克文明武器，感受科技所帶來的無限可能！[n]裝備後開始計算時效並綁定。[n][效果][n]如果怪物等級比玩家角色等級更高或相同，提升攻擊傷害5%，15%發動機率。[n]
zts19318e	SO-21動力弓(30天)
zts19319e	68式蒸汽魔杖(30天)
zts19320e	蒸汽龐克文明寶箱
zts19321e	蒸汽龐克文明寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]62式蒸汽大劍[n]SO-21動力弓[n]68式蒸汽魔杖[n]盜賊兵團N帽子(永久)[n]盜賊兵團N戰鬥服(永久)[n]韓國傳統帽(永久)[n]粉紅色韓國禮服(永久)[n]韓國公子帽(永久)[n]杜鵑韓服(永久)[n]魔法毯子寶箱[n]魔法輕型車寶箱[n]黃色魔法吉普車禮盒[n]靈魂復活石[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]
zts19322e	雞年春節禮盒
zts19323e	雞年春節禮盒[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]冥煌龍之黑鋼翼[n]剛煌龍之黃金翼[n]魔法飛龍箱子[n][神聖]獨角幻獸箱子[n]大天使路西斐爾變身卡[n]細細粒公主 金星變身卡[n]冰晶夜鷹晶球[n]福鼠娘娘晶球[n]夏日休閒沙灘帽(永久)[n]夏日清涼沙灘裝(永久)[n]三本尾巴套裝(永久)[n]大精靈之蛋[n]新年利是[n]同伴S卡重置卷II[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]
zts19328e	同伴存放欄擴充球
zts19329e	使用後，[n]同伴存放欄將會永久增加1格[n]玩家因此可以收集更多的同伴。[n][注意][n]同伴存放欄擴充球最多只能使用9次。[n]總共12格。[n]
zts19330e	維京同伴集結寶箱
zts19331e	維京同伴集結寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]同伴存放欄擴充球[n]芙蕾雅之鍵[n]拉格納羅洛之鍵[n]維京法師妮恩之鍵[n]控偶師 凱妮 變身卡[n]貓咪劍統士晶球[n][愛心]獨角幻獸箱子[n]男生美國短毛貓帽子(永久)[n]男生美國短毛貓衣服(永久)[n]女生泰式貓帽子(永久)[n]女生泰式貓衣服(永久)[n]紅色魔法吉普車禮盒[n]同伴卡片盒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19334e	光輝的彩色橡果
zts19335e	色彩鮮艷的橡果。[n]吃下這個，可能會有危險。[n]
zts19336e	哥特騎士 珍妮花之鍵
zts19337e	使用後，珍妮花將會加入成為你的同伴。[n]
zts19338e	珍妮花的羽毛帽
zts19339e	一個花式設計的帽子。[n]非常艷麗的一頂帽子，同時也太容易被人發現。[n]所以實用性備受質疑。[n]
zts19340e	夢古夢古被盜寶箱
zts19341e	夢古夢古被盜寶箱，裝了滿滿的物品。[n]它擁有一個容易攜帶的手柄，方便於緊急情況下帶走。[n]可以用青銅橡果兌換。[n]
zts19342e	古老的維京人器皿
zts19343e	一個極具價值的維京人器皿！[n]是真的？還是假的？[n]可以用黃金橡果兌換。[n]
zts19344e	古老的哥特人器皿
zts19345e	一個極具價值的哥特人器皿！[n]是真的？還是假的？[n]可以用黃金橡果兌換。[n]
zts19346e	夢古夢古國王防守戰印章
zts19347e	使用後，夢古夢古國王防守戰將會被創建。[n][注意事項][n]參加人數： 2隊 10~15名玩家。最大 30名玩家。[n]只有成功加入的玩家才可進行遊戲，超出人數的玩家將會安排到下一輪活動。[n]至少需要 20名玩家才會開始，[n]假如沒有足夠的玩家，遊戲將不會開始。[n]如果遊戲被取消，印章同樣會被消耗。[n]如果遊戲已經開始，印章亦不能再次使用。[n]
zts19348e	小綿羊大農場印章
zts19349e	使用後，小綿羊大農場將會被創建。[n][注意事項][n]參加人數： 5~30名玩家。[n]只有成功加入的玩家才可進行遊戲，超出人數的玩家將會安排到下一輪活動。[n]至少需要 5名玩家才會開始，[n]假如沒有足夠的玩家，遊戲將不會開始。[n]如果遊戲被取消，印章同樣會被消耗。[n]如果遊戲已經開始，印章亦不能再次使用。[n]
zts19350e	流星閃閃大作戰印章
zts19351e	使用後，流星雨下大作戰將會被創建。[n][注意事項][n]參加人數： 10~50名玩家。[n]只有成功加入的玩家才可進行遊戲，超出人數的玩家將會安排到下一輪活動。[n]至少需要 10名玩家才會開始，[n]假如沒有足夠的玩家，遊戲將不會開始。[n]如果遊戲被取消，印章同樣會被消耗。[n]如果遊戲已經開始，印章亦不能再次使用。[n]
zts19352e	夢古夢古最珍貴的東西。[n]
zts19353e	一個橡果，由青銅製作而成。[n]不知道夢古夢古從哪裡取得這個東西。[n]
zts19354e	白銀橡果
zts19355e	一個橡果，由白銀製作而成。[n]不知道夢古夢古從哪裡取得這個東西。[n]
zts19356e	一個橡果，由黃金製作而成。[n]不知道夢古夢古從哪裡取得這個東西。[n]十分可疑。[n]
zts19357e	邪惡豺狼的禮物箱
zts19358e	完成小綿羊大農場的獎勵。[n]沒法得知藏有什麼東西。非常可疑。[n]
zts19359e	來自夢古夢古國王的禮物。[n]沒法得知藏有什麼東西。不過看起來似乎不錯。[n]
zts19362e	哥特騎士寶箱
zts19363e	哥特騎士寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]哥特騎士 珍妮花之鍵[n]小丑 米米 變身卡[n]青‧兵衛變身卡[n]魔法開篷車寶箱[n]黃色魔法吉普車禮盒[n]仙狐晶球[n]神聖天使蛋[n]超級吱喳雞蛋[n]蹦蹦復活兔套裝(永久)[n]跳跳復活兔套裝(永久)[n]魔法神燈[n]同伴存放欄擴充球[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19370e	傳奇遠征團寶箱
