zts1e	依蘭特 裝備商店 (使用)
zts18319e	終於，你成功解決了紛爭！
zts18320e	從此以後，遺忘的島嶼能夠和平共處。這一切都有賴你的幫忙。
zts18321e	最後的任務，來讓我們找出幕後的陰謀。
zts18322e	我跟蹤他們已經有一段很長的時間了。
zts18323e	我相信我很快就能夠知道真相。
zts18324e	你往後的冒險是相當困難的，我建議你現在先好好休息一下。當我知道真相後，我會告訴你。
zts18325e	…更多艱難的任務在等著我…
zts18326e	(已經沒有時間了，我必須找出他們的所在地。)
zts18327e	ACT6 格雷厄姆 (希魯安)
zts18328e	前往 東方魔伊
zts18329e	歡迎來到希魯安.
zts18330e	希魯安，一個神的地方，不過已經變成為戰場。我們從菲利斯出發去阻止這場紛爭！
zts18331e	ACT6 配給者(希魯安)
zts18332e	ACT6 轉換器(希魯安)
zts18333e	惡魔…你永遠不會了解他們。
zts18334e	我們的戰鬥永不結束，直至我們把所有天使趕離這裡！
zts18335e	人類在這裡？有趣有趣！
zts18336e	你是誰！到底你是誰！
zts18337e	乏味的惡魔…
zts18338e	我該如何讓天使沾上麻煩？
zts18339e	為什麼你不跟我爭鬥！你這個無膽鬼！
zts18340e	如果我們把吉隆崎打敗了，這片土地將會屬於我們的！嘿嘿…
zts18341e	*可惡* 惡魔竟是如此強硬…
zts18342e	哈哈哈！我愈來愈喜歡你了！
zts18343e	我真的能夠阻止這些紛爭？事件背後是否還有誰在操縱著這一切？
zts18344e	(為何他就不能直接告訴我？)
zts18345e	吉隆崎 入口
zts18346e	「笨蛋！這裡不歡迎你！」
zts18347e	吉隆崎 任務 成功
zts18348e	「安雪路安的保護？你到底是誰？」
zts18349e	吉隆崎 任務 失敗
zts18350e	「哈哈，如我所料！你實在是太弱了。」
zts18351e	愛羅尼亞 入口
zts18352e	「WOW，你是如何來到這裡的？算了，來到這裡相信已經是你的極限了。」
zts18353e	愛羅尼亞 任務 成功
zts18354e	「切…真的好討厭，是你自找麻煩的！！」
zts18355e	愛羅尼亞 任務 失敗
zts18356e	「嗯？你的朋友…？呵呵，不必傷心，你很快會跟他一樣。」
zts18357e	這絕非易事…她是如此不可思議！不過…很好奇為何她如此喜歡名牌？
zts18358e	這真的是非常困難，她比我預期中更強大！不過…紛爭已經停止了嗎？
zts18359e	從今以後，我會跟隨著你！願主永遠保佑你！
zts18360e	未知的十字軍
zts18361e	「哎呀～太閃了！」
zts18362e	光芒，從巨大的聖潔之石中映射出來，淹沒了整個身體。
zts18363e	「你這個笨蛋又來了！我再給你一次機會，但你必須通過三項試煉。」
zts18364e	「安雪路安的保護？你到底是誰？你是如何通過試煉的！？」
zts18365e	「WOW，你是如何來到這裡的？算了，來到這裡相信已經是你的極限了，我的試煉可不容易！」
zts18366e	「切…真的好討厭，是你自找麻煩的！！一定是試煉太容易了！」
zts18367e	農曆新年活動！！
zts18368e	新的一年，不知道你有些什麼新願望嗎？
zts18369e	贓物
zts18370e	最硬的寶石
zts18371e	稀有寶石系列
zts18372e	極限提升
zts18373e	十字軍的時空裂縫調查員
zts18374e	時空裂縫
zts18375e	探索時空裂縫
zts18376e	時空裂縫總管
zts18377e	煉金術士菲利斯
zts18378e	研究時空裂縫(1)
zts18379e	研究時空裂縫(2)
zts18380e	研究時空裂縫(3)
zts18381e	收集治療用素材
zts18382e	止血藥
zts18383e	研究對象
zts18384e	十字軍隊長
zts18385e	為亡靈禱告
zts18386e	亡靈的遺物
zts18387e	過路人的蹤跡
zts18388e	純化
zts18389e	救援十字軍
zts18390e	前往安雪路安
zts18391e	船長(希魯安)
zts18392e	進入飛船
zts18393e	事前準備
zts18394e	風暴…再次…來臨…庫庫…但是…我們…仍然…維持…飛行…庫庫…
zts18395e	因為…我們…有…庫庫…噴射發動機…庫庫…
zts18396e	傳奇的獵人
zts18397e	克拉托斯的壓制
zts18398e	巴拉酷斯的壓制
zts18399e	克萊尼卡斯的壓制
zts18400e	破滅與渾沌的壓制
zts18401e	希史蘭特的壓制
zts18402e	白女巫雷娜的壓制
zts18403e	亞斯塔羅特
zts18404e	打倒哨兵
zts18405e	打倒羅夫尼克
zts18406e	打倒埃斯特里
zts18407e	打倒拉斯基爾
zts18408e	打倒美絲達路
zts18409e	打倒狂熱者
zts18410e	基列伊
zts18411e	打倒精銳惡毒槍侍
zts18412e	打倒德萊昂
zts18413e	打倒雷曼
zts18414e	打倒伊斯梅爾
zts18415e	打倒巴索
zts18416e	拉巴斯
zts18417e	懲罰惡魔
zts18418e	哈帕戈斯
zts18419e	懲罰偽善者
zts18420e	船長(希魯安飛船)
zts18421e	目的地
zts18422e	噴射發動機…庫庫…噴射發動機…庫庫…庫庫…
zts18423e	移動到安雪路安的意念
zts18424e	船長(安雪路安飛船)
zts18425e	回去吧…庫庫…風暴…庫庫…再次…來臨…庫庫…
zts18426e	前往希魯安
zts18427e	失蹤的偵察兵
zts18428e	埃爾丁去哪裡了？…埃爾丁該不會獨自前往海魯丹吧？
zts18429e	冷靜…
zts18430e	我現在該先擔心一下身於神秘天堂的克爾曼西娜
zts18431e	心理變態的盛女
zts18432e	ACT Part.2 格雷厄姆
zts18433e	我們每隔一段時間便會派出偵察兵監視他們的行動，更擴大了探索至被遺忘的島嶼。
zts18434e	但幾個月以來，偵察兵已經超出了預定時間，也沒有把消息帶回。
zts18435e	所以十字軍隊長希望你能夠尋回失蹤的偵察兵。
zts18436e	ACT Part.2 十字軍隊長
zts18437e	冒險者，你好。
zts18438e	我從格雷厄姆那裡聽到關於這裡的問題。我想，你應該知道關於這件事？
zts18439e	這是我們教會的問題，但是我們的人手不足以阻止天使與惡魔之間的衝突…
zts18440e	如果可以的話，希望你替我們尋找失蹤的偵察兵。懇求你。
zts18441e	失蹤的偵察兵原本是派往安雪路安的意念。
zts18442e	前往安雪路安的意念需要乘坐飛船。請使用我身後的飛船。
zts18443e	我會告訴船長關於你的事情。
zts18444e	ACT Part.2 船長
zts18445e	歡迎你，庫庫…上船，庫庫。
zts18446e	我是這艘船的船長，庫庫。請叫我「船長」，庫庫！
zts18447e	Wow…
zts18448e	(庫庫…是船長。)
zts18449e	庫庫？這是你第一次坐飛船嗎？庫庫！
zts18450e	這艘船，庫庫。很棒棒，庫庫。(BangBangBang～)是不是很棒棒，庫庫？
zts18451e	…(完全聽不懂。)
zts18452e	我從教會收到關於你的訊息，庫庫。
zts18453e	尋找失蹤的偵察兵？庫庫。
zts18454e	帶你過去，庫庫。很容易，庫庫。但不是現在。庫庫。
zts18455e	我們見面了，庫庫。最後一次飛行出現了風暴，庫庫。
zts18456e	幸好，庫庫。我仍然生存，庫庫。通過我非凡的能力，庫庫。
zts18457e	我仍然生存，庫庫。不過引擎壞了，庫庫。
zts18458e	為了飛行，庫庫。我需要修理引擎，庫庫。
zts18459e	為了修理引擎，庫庫。我需要一些材料，庫庫。
zts18460e	哈！太好了！庫庫！
zts18461e	我都沒想到你這麼好！庫庫！
zts18462e	我很快回來，庫庫！請給我一首歌的時間，庫庫。
zts18463e	(請…庫庫…升級…庫庫…引擎…庫庫。)
zts18464e	庫庫～它真的很難。庫庫，完成了。庫庫。
zts18465e	庫庫，請付費。庫庫
zts18466e	庫庫？升級…庫庫！！不，庫庫！！
zts18467e	你幫忙修理引擎，庫庫。我有一事請求教會，庫庫。
zts18468e	我會給你一個特別的優惠，庫庫！50%折扣優惠，庫庫！優惠！庫庫！
zts18469e	(你不如去搶…)
zts18470e	冒險者，庫庫。有錢人，庫庫。
zts18471e	現在出發！庫庫～
zts18472e	到底了，庫庫。請小心，庫庫。
zts18473e	這裡，很危險。庫庫。
zts18474e	ACT Part.2 冒險者
zts18475e	這…這是戰鬥的痕跡…
zts18476e	沿線索跟蹤吧。
zts18477e	(沿線索跟蹤到一個死胡同)
zts18478e	望著路徑，發現地上拖著一些東西。
zts18479e	是敵人拖著的屍體…
zts18480e	難道已經沒有倖存者了嗎？
zts18481e	(找到治著的十字軍)
zts18482e	不過看起來有點奇怪…
zts18483e	他的雙眼好像沒有焦點似的…而且有點駭人…
zts18484e	上前看看吧～
zts18485e	(當我們接近時，他突然對我們作出攻擊…)
zts18486e	他看起來還好。只是身上的傷口有點嚴重！
zts18487e	替他把傷勢治療一下吧。
zts18488e	如果只是傷口感染，可能需要花上一整天。盡快把他帶回鎮上吧。
zts18489e	ACT Part.2 受傷的十字軍
zts18490e	(把希魯安的泉水倒在傷口上。)
zts18491e	呃…我在哪…
zts18492e	聽到我的說話嗎？你身上有傷…不要亂動。
zts18493e	發現你的時候只有獨自一人，發生了什麼事嗎？
zts18494e	我…不是很確定…我想不起任何事情…呃…
zts18495e	他已經脫離危險期，但是仍然急需治療。
zts18496e	把他帶回希魯安並給予適當的治療。
zts18497e	我必須回到希魯安並通知十字軍。
zts18498e	啊…冒險者，有什麼進展嗎？
zts18499e	(說明到目前為止的情況。)
zts18500e	真是難以致信。那位十字軍看起來有點奇怪。
zts18501e	現在，我認為我們應該先跟被救的十字軍好好聊一下。
zts18502e	這要取決於完成治療的時間。
zts18503e	對於已經離世的同袍，我感到很羞愧…
zts18504e	我…仍活著…
zts18505e	作為偵察兵的我們，為了使命開始了進行搜索。
zts18506e	但是突然間，偵察兵們開始變得奇怪。
zts18507e	他們開始互相攻擊…
zts18508e	*咳咳*…呃…
zts18509e	之後…
zts18510e	一片血肉模糊…
zts18511e	我認為我們應該先修復它，
zts18512e	煉金術士菲利斯應該知道方法。
zts18513e	跟他查詢吧。
zts18514e	ACT Part.2 煉金術士菲利斯
zts18515e	大師，你可以把它修復嗎？
zts18516e	當然，對我來說沒有不可能的事情。
zts18517e	但是，這是非常困難和複雜的，所以我必須要非常小心和專注。
zts18518e	我需要一些素材來完成。
zts18519e	給我把素材拿來，之後我會嘗試去修復它。
zts18520e	這是不容易的。
zts18521e	好，來發揮所長吧～
zts18522e	修復已經完成了，把它拿給十字軍隊長吧。
zts18523e	十字軍直至死亡之前，都會保持著堅定的信念和信仰。
zts18524e	即使他們變成了怪物，相信他們的意志仍會保留這一點。
zts18525e	如果你把他們打敗，他們的意志會在死亡之前恢復過來。
zts18526e	這樣你便可以得知事情的始末。
zts18527e	雖然他們被妖魔化…
zts18528e	那些經歷過安雪路安的意念的弱者，
zts18529e	能夠讓他們安息，為此我會感到高興…
zts18530e	你會？
zts18531e	(傷口看來很嚴重，仍在咳嗽。)
zts18532e	*咳咳* *咳咳*
zts18533e	看來沒時間了…
zts18534e	請…請把它交給十字軍隊長…
zts18535e	發生什麼事？
zts18536e	哎呀！
zts18537e	他回來了，事情有好轉嗎？
zts18538e	對於我的同袍，我感到很羞愧…
zts18539e	在安雪路安的懷抱中安息吧…
zts18540e	這是那位死去的十字軍讓我交給你的。
zts18541e	嗯…我不是很清楚那是什麼…
zts18542e	我們必須要找到一位了解這東西的人。
zts18543e	天使中，好像有人知道。請嘗試問問他們。
zts18544e	去找天使中最有能力的那位人物～
zts18545e	我相信你可以解決這個問題。
zts18546e	ACT Part.2 埃爾丁
zts18547e	人類，你為什麼會在這裡？
zts18548e	等一下…你手中的是？
zts18549e	我同時感受到神之力量和暗黑的能量…
zts18550e	(向他展示這未知的水晶。)
zts18551e	我已經活了數百年了，還是第一次看到這樣的東西，真是有趣。
zts18552e	我認為這是天使之王和惡魔之王的能量…
zts18553e	不，不是…他跟史域多部落的能力非常相似。
zts18554e	你是不是知道些什麼關於史域多？
zts18555e	這是嚴禁告知人類的…但不過看在你之前幫過我…
zts18556e	我就當作人情，把我所知的告訴你吧。
zts18557e	我應該從哪說起呢…
zts18558e	根據古代文獻，大地初開之時，太陽神和月亮神因為某種原因而爭吵起來，
zts18559e	一個小小的爭吵最後演變成戰爭。
zts18560e	戰爭開始之時，分別代表他們的「吉隆崎」和「愛羅尼亞」也加入了戰爭。
zts18561e	戰爭持續了很長的時間，安雪路安和史域多部落開始出面調停。
zts18562e	強大的史域多部落把天使和惡魔了壓制了。
zts18563e	他們還利用安雪路安的意念封印了天使之王與惡魔之王。
zts18564e	至於為何史域多部落擁有如此巨大的力量，至今仍然是一個迷。
zts18565e	像是意味著傀儡…
zts18566e	這是古代文學的記錄。
zts18567e	如果你有機會，你會找出史域多部落嗎？
zts18568e	你在哪找到的？
zts18569e	於安雪路安的意念附近，是死去的十字軍所交托給我的。
zts18570e	安雪路安的意念？那是個禁區…
zts18571e	不管天使還是惡魔，都沒有任何一個可以進入那裡。
zts18572e	因為天使和惡魔之王都被封印在那裡，按照承諾他們是不能前往安雪路安的意念。
zts18573e	不過人類，如果是你…如果…
zts18574e	如果安雪路安並沒有滅絕，只是在暗黑中沉睡了…
zts18575e	那就只有你可以協助安雪路安。只有你同時擁有善與惡…
zts18576e	(告訴十字軍隊長至目前為止所收集到的情報)
zts18577e	安雪路安並沒有滅絕…
zts18578e	噢…我的天…
zts18579e	冒險者，不，是誰繼承了安雪路安意念，沒時間了。
zts18580e	馬上前往禁區，並尋找她的下落。
zts18581e	這是一個非常古老的事情，或許你無法用通常的方式找到它…
zts18582e	你必須閱讀地球記憶才能夠找到它。
zts18583e	閱讀地球記憶是失傳的古老魔法…
zts18584e	不過，還有一個方法。
zts18585e	前往尋找教會的牧師，你會找到一個教會特別製成的探測手杖。
zts18586e	那探測手杖，是教會經過了多年的研究，能夠把安雪路安的能量放大。
zts18587e	而且可以檢測到她的能量。
zts18588e	利用那個探測手杖，你應該可以找到些什麼。
zts18589e	請保護她遠離惡魔。
zts18590e	ACT Part.2 佩拉諾
zts18591e	周圍的環境變得模糊，景象在變化著…
zts18592e	突然，有東西從天而降。
zts18593e	當煙霧消散後，發現那裡好像是有人掉落了…
zts18594e	過了一會兒，光輝漸漸落下…那個掉落的個體，一分為二變成兩個…
zts18595e	一個仿如光一樣耀眼，另一個則黑如漆黑。
zts18596e	暗黑的個體站了起來，與閃耀的個體四目交投。
zts18597e	(???) 哈哈哈…啊哈哈…！！我終於成功了。
zts18598e	(???) 我被困在這個身體實在太久了…
zts18599e	(???) 光輝，現在就由我統治世界。
zts18600e	被稱之為「光輝」的個體靠攏在地上，勉強地抬起低過的頭來。
zts18601e	(???) 安雪路安…死得多麼的寒酸。
zts18602e	(???) 誰會猜想到大地之母竟會就這樣子消失？哈哈哈～
zts18603e	(???) 我真的很興奮，哈哈哈…
zts18604e	(???) 從此以後，世界將會跟隨我佩拉諾的步伐而行，
zts18605e	(???) 而不再是著安雪路安。
zts18606e	「光輝」站了起來。
zts18607e	(???) 我的另一半「佩拉諾」，這件事是不會發生的，你的統治將會毀滅世界。
zts18608e	(???) 安雪路安，你仍然有足夠的力量來實現。但那只是無謂的掙扎。
zts18609e	(???) 你將會失去你的力量。而你卻無法實現任何事！
zts18610e	(???) 佩拉諾，你我是兩個個體，也是一個個體。
zts18611e	(???) 難道你忘了嗎，我可以控制你的力量，但你可以控制我嗎？
zts18612e	(???) 我已經限制了你隨意使用力量的權力。
zts18613e	(???) 而且，我將會運用我的最後力量封印我倆。
zts18614e	(???) 為了世界…
zts18615e	(???) 不，不…！安雪路安！！
zts18616e	(???) 你竟然纏繞到最後！！哎呀！
zts18617e	過了一會，佩拉諾在安雪路安光輝的身體裡消失了。
zts18618e	到底…佩拉諾…哪裡去了？
zts18619e	我該到寒冰晶冠與青魔法使見面。
zts18620e	大魔法師的領袖佩爾羅 ，應該會知道一些關於這件事的情報。
zts18621e	ACT Part.2 大魔法師佩爾羅
zts18622e	歡迎你，我一直在等著你回來呢～
zts18623e	你怎麼知道我的到來？
zts18624e	呼呼…是法術告訴我的。
zts18625e	很多人來找我，但是只有你的能量如此滾動。
zts18626e	只有你，擁有安雪路安意念的人。
zts18627e	好吧，你已經知道誰是佩拉諾。
zts18628e	…！！你知道佩拉諾嗎？
zts18629e	我們，青魔法使，為了拯救世界，
zts18630e	已經出現於世界多年，但那並非事實的真相。
zts18631e	你懂的…
zts18632e	安雪路安運用了最後的力量封印了佩拉諾…
zts18633e	我看到了被遺忘的島嶼上的記憶。
zts18634e	但是我只看到…她消失了…
zts18635e	世界上只有小部份的人知道這個真相…哈哈哈…
zts18636e	安雪路安與佩拉諾移動到彼托頓德拉，
zts18637e	並且創造了時空裂縫把她自己與佩拉諾封印起來。
zts18638e	然而，封印並沒有完美完成，所以時空裂縫因而變得不穩定。
zts18639e	佩拉諾試圖改變並吸收安雪路安的能量。
zts18640e	於時空裂縫中把能量匯聚。
zts18641e	而且，她創造了一個個體，保護她直至她轉化成完美形態。
zts18642e	那個個體就是渾沌。
zts18643e	你知道嗎，寒冰晶冠被詛咒了？
zts18644e	自從這個地方分為光明和暗黑之後，一直充滿著戰鬥。
zts18645e	每當有戰爭出現，就會產生暗黑的能量。
zts18646e	這就是佩拉諾的目標。所以她詛咒了寒冰晶冠。
zts18647e	他從戰場上獲得能量來恢復自己。
zts18648e	你知道時空裂縫的產生嗎？
zts18649e	時空裂縫之中也有戰爭。
zts18650e	那裡的暗黑能量也被佩拉諾吸收為己用。
zts18651e	真不該！！！
zts18652e	然而，安雪路安曾經擔心過封印的完整性。
zts18653e	她記錄了一本書，當中包含著維護與重新封印的方法。
zts18654e	也就出現了第一位青魔法使。
zts18655e	他作為安雪路安的牧師，但並沒有按照安雪路安的啟示錄行事。
zts18656e	他來到了這裡，寒冰晶冠。
zts18657e	他建造了城堡，並一直觀察著時空裂縫，記錄著這一切一切。
zts18658e	也就是阿卡西記錄。
zts18659e	通過這一系列的事件和渾沌的能量，而變得愈來愈強…
zts18660e	佩拉諾已經差不多完全恢復了自己的能量。
zts18661e	在她完全恢復能量之前…你必須打敗她。
zts18662e	不，實際上…如果她的能量恢復了…世界就會毀滅。
zts18663e	阿卡西記錄被強大的魔法所保護著，以防止被利用。
zts18664e	我們需要先找一些素材來破解保護魔法。
zts18665e	請你把素材收集。
zts18666e	(把素材遞給魔法師。)
zts18667e	噢…！你已經成功收集好了！
zts18668e	真令人驚訝！我從來沒有想過可以在我有生之年見到厄特爾。
zts18669e	但是…我們有一個問題。
zts18670e	厄特爾的法術被破壞了。
zts18671e	呃…這意咪著有10%的厄特爾原始能量無法使用，
zts18672e	它就像是一顆具有微弱法力的石頭。
zts18673e	為了發揮全部能量，我們需要進行一個潔淨儀式。
zts18674e	而最大的問題是…我過往從來沒有進行過潔淨儀式。
zts18675e	我也想知道我們能否獲得必要的材料。
zts18676e	首先，把所需的材料記錄下來。
zts18677e	被喻為能量的祝福，紅龍之心，
zts18678e	含有與紅龍之心一樣多的法力，
zts18679e	紅龍之血，無辜的靈魂，未知的聖物都是必要的。
zts18680e	哦…好的。為了世界，為了阻止佩拉諾…
zts18681e	我一定會盡力的。
zts18682e	你收集好了，這真的不容易…
zts18683e	等一會，我要為厄特爾清洗。
zts18684e	(通過混合材料，並把神秘的液體潑到厄特爾上，它開始散發出青色光芒。)
zts18685e	呃，我第一次這樣做，令各位擔心了。不過幸運的是，我成功了。
zts18686e	呼呼呼呼~
zts18687e	如果你失敗了會發生什麼事…？
zts18688e	嗯？或許會產生魔法逆流或是衝突。呼呼呼～
zts18689e	？！
zts18690e	哈…哈哈哈…真興幸你成功了。
zts18691e	然後，讓我們解開阿卡西記錄的魔法。
zts18692e	(大魔法師利用材料製作出神秘精華。)
zts18693e	(把精華灑向阿卡西記錄。阿卡西記錄突然飛到空中，並散發出神秘的光芒。然後有一把聲音傳送冒險者的耳中。)
zts18694e	(史域多費利克斯) 我已經等你很久了，終於能夠和你見面了。
zts18695e	(史域多費利克斯) 繼承了安雪路安意念的人。
zts18696e	(史域多費利克斯) 我是安雪路安的助手，史域多部落的酋長，費利克斯。
zts18697e	(史域多費利克斯) 嗯…你是…
zts18698e	史域多…費利克斯…？咦？
zts18699e	(史域多費利克斯) 你…跟我預期的有點不同…
zts18700e	(史域多費利克斯) 嗯…你還好嗎？
zts18701e	(史域多費利克斯) 無論如何，我會告訴你打開時空裂縫與進入的方式。
zts18702e	(史域多費利克斯) 你可能會從大魔法師那裡聽到佩拉諾創造了渾沌，對吧？
zts18703e	(史域多費利克斯) 這意味著渾沌與佩拉諾之間有所聯繫。
zts18704e	(史域多費利克斯) 也就是如果你把他打敗，就會產生出一條通往時空裂縫的道路。
zts18705e	(史域多費利克斯) 當你進入時空裂縫後，只要使用阿卡西記錄就能夠進入佩拉諾被封印的地方。
zts18706e	(史域多費利克斯) 祝你好運。
zts18707e	(過了一會，一道明亮的光線從阿卡西記錄中射出，並迅速消失。然後，阿卡西記錄落在地上。)
zts18708e	我還以為會出現第一位的青魔法使，
zts18709e	而不是史域多部落的酋長…
zts18710e	費利克斯…費利克斯…哈…
zts18711e	一個熟悉的名字…
zts18712e	或許法術的祝福會保護你…呼呼…
zts18713e	史域多費利克斯…
zts18714e	我該問一下埃爾丁
zts18715e	不！！這是不可能的！！
zts18716e	當光明與暗黑互相碰撞後的一會，便會產生強烈的空間失真，佩拉諾會被吸入並消失。
zts18717e	我…我嬴了嗎…？
zts18718e	過了一會，光輝轉化成一個女人的身影。
zts18719e	(安雪路安) 繼承我意念的人。
zts18720e	(安雪路安) 感謝你，因為有你的協助，我成功阻止了佩拉諾。
zts18721e	(安雪路安) 佩拉諾已經睡著了，但是，我也花了相當多的能量。
zts18722e	(安雪路安) 因此，我需要休息一下才能恢復能量。
zts18723e	(安雪路安) 或許，我也需要睡一段很長的時間。
zts18724e	(安雪路安) 願和平與你同在。
zts18725e	安雪路安完成了她的講話後，便化作成一團溫暖的光。
zts18726e	(史域多費利克斯) 我會維持她的能量的。
zts18727e	(史域多費利克斯) 沒有人會找到她的。
zts18728e	然後,光芒也消失了。
zts18729e	史域多費利克斯…
zts18730e	跟上一次一樣…一個熟悉的名字…
zts18731e	(告訴埃爾丁發生什麼事)
zts18732e	超出我的預期，我從沒想過人類的潛能竟然如此驚人。
zts18733e	現在，安雪路安睡眠了…
zts18734e	冒險者，因為有你世界得以和平。
zts18735e	雖然你只是人類，但真的好棒棒。
zts18736e	我對你的勇氣與奉獻致敬。
zts18737e	你的事跡會被記住，
zts18738e	作為世界的救世主。
zts18739e	噢，我可以了解更多史域多部落嗎？
zts18740e	我跟史域多部落的酋長史域多費利克斯見面了。
zts18741e	他正在維持安雪路安睡眠時的能量
zts18742e	在一個無人能找到的地方…
zts18743e	一個無人能找到的地方？
zts18744e	請把細節告知我。
zts18745e	最終…和…
zts18746e	(如果沒有盡快得到適當的治療，他會很危險。)
zts18747e	(告訴十字軍隊長十字軍的結局。)
zts18748e	可以請你打敗惡魔的靈魂並找出是否有任何線索嗎？
zts18749e	我會從教會的圖書館進一步調查關於史域多部落。
zts18750e	這是…？那個十字軍的…
zts18751e	請先讓我告訴你我們找到些什麼。
zts18752e	這一連串的事件似乎涉及到史域多部落。
zts18753e	實際上，有件事我並沒有告訴你。
zts18754e	這是一個關乎秘密的事情，只有高級的菲利斯和小數的成員知道，
zts18755e	從現在開始，請你不要把我告知你的一切轉告他人。
zts18756e	據說，我們的菲利斯是由一些與安雪路安有聯繫的人所作成的。
zts18757e	但並不是真的。
zts18758e	在菲利斯作成之前，當她出現在世界之時，那裡有一個跟隨她的部落。
zts18759e	或許你已經聽說話了。
zts18760e	史域多部落。
zts18761e	那是由安雪路安所組成的，所以他們跟隨著安雪路安。
zts18762e	費利克斯是他們的單位，在服務安雪路安和履行她的意念發揮了重要作用。
zts18763e	因為未知的原因使安雪路安落在地上之後，
zts18764e	那麼就成為了禁區，安雪路安的意念，
zts18765e	史域多部落也消失了。
zts18766e	雖然他們因為未知的原因而失消了，包括被遺忘的島嶼上的舊建築，
zts18767e	但是石板上的舊文件仍說明了它們的存在。
zts18768e	我們一直在研究史域多部落的遺產多年，但一直努力爭扎著理解他們的母語。
zts18769e	然而，我們找到一些驚人的事實。
zts18770e	他們並非人類，而是擁有著不死生命的傀儡，
zts18771e	而且也有著天使與惡魔之間的能力。
zts18772e	當然，並非所有史域多部落成員也是強壯的。
zts18773e	如果是這樣的話，古代戰爭就不會出現了。
zts18774e	部份史域多戰士選擇了安雪路安，
zts18775e	通過特別的儀式，使他們獲得了非常強大的能量，為自己帶來潛能。
zts18776e	有關方法現在已經失傳了。
zts18777e	我們正在嘗試去重組遺失的方法。
zts18778e	不管如何，教會帶走了遺產，與此同時禁止對史域多部落進行探索。
zts18779e	事隔多年，探索進度依舊滯後，
zts18780e	並成為一種習俗，但突然發生了事情…
zts18781e	當然，這件事跟你解決古代的爭端有關係。
zts18782e	或許，背後的力量爭端已經轉移。
zts18783e	為了亡靈，我們必須找出這些力量。
zts18784e	在此之前，這裡有些東西對你有幫助。
zts18785e	你可以讓那些變成了惡魔靈魂的十字軍了結嗎？好讓他們回到安雪路安的身邊。
zts18786e	(看著十字軍隊長沉默了一會。)
zts18787e	(務必回到安雪路安平和的身邊。)
zts18788e	過去，當我遇到史域多部落，
zts18789e	一個高級的惡魔出現了。
zts18790e	他們可能會知道些什麼。
zts18791e	ACT Part.2 克爾曼西娜
zts18792e	嗯，看看這個，神之力量和暗黑力量共存在一起？
zts18793e	(當她使用暗黑力量觸碰它時，會有暗黑力量的反應。)
zts18794e	這是一種純淨的暗黑能量，它是如何與神之力量共存的？
zts18795e	通常的情況下，相反的能量會產生排斥，而且，這是天使之王的神之力量…不，是純淨的神之力量。
zts18796e	小伙子，你是從哪裡獲得這個的？
zts18797e	我在禁區打敗了惡魔靈魂，這是他們所掉落的。
zts18798e	禁區？哈哈，你總是喜歡亂衝亂撞。
zts18799e	我可是一個好人，呵呵…
zts18800e	遺憾地，這種東西我以前從來沒有看過。
zts18801e	或許，其他高級惡魔可能會知道。
zts18802e	我還有自己的研究要做。你可以自己尋找更多的線索嗎？
zts18803e	上次我看到，菲利斯正在使用一些可疑的工具…探測手杖？
zts18804e	為何你不試試？
zts18805e	克爾曼西娜的調查結束前，我需要再調查一下這個禁區。
zts18806e	我到底錯過了什麼…？
zts18807e	顯然，有些事情我無法去証實。
zts18808e	利用這個工具-探測手杖，然後再次調查。
zts18809e	(景觀隨著環境變化而變得模糊。當煙霧消散後，有人陷入了巨大的裂縫當中。)
zts18810e	(過了一會兒，一道閃耀的光輝隨隨落下，然後一分為二。一個仿如光一樣耀眼，另一個則黑如漆黑。
zts18811e	暗黑的個體站了起來，與閃耀的個體四目交投。
zts18812e	哈哈哈…啊哈哈…！！我終於成功了。我被困在這個身體實在太久了…
zts18813e	光輝，現在就由我統治世界。
zts18814e	安雪路安…死得多麼的寒酸。誰會猜想到大地之母竟會就這樣子消失？哈哈哈～
zts18815e	我真的很興奮，哈哈哈…
zts18816e	從此以後，
zts18817e	世界將會跟隨我佩拉諾的步伐而行，
zts18818e	而不再是著安雪路安。
zts18819e	(同一時間，佩拉諾身上出現了光輝，而她的外形跟佩拉諾一模一樣。)
zts18820e	我的另一半「佩拉諾」，這件事是不會發生的，你的統治將會毀滅世界。
zts18821e	安雪路安，你仍然有足夠的力量來實現。
zts18822e	但那只是無謂的掙扎。你將會失去你的力量。而你卻無法實現任何事！
zts18823e	佩拉諾，你我是兩個個體，也是一個個體。難道你忘了嗎，我可以控制你的力量正如你可以控制我？
zts18824e	我已經限制了你隨意使用力量的權力。
zts18825e	而且，我將會運用我的最後力量封印我倆。
zts18826e	為了世界…
zts18827e	不，不…！安雪路安！！你竟然纏繞到最後！！哎呀！
zts18828e	(過了一會，佩拉諾在安雪路安光輝的身體裡消失了。)
zts18829e	最後，大地之母為了她創造的生物而犧牲了自己。
zts18830e	到底…佩拉諾…哪裡去了？
zts18831e	(那個時候，安雪路安的指環所發出的光芒，像是顯示著方向的羅盤。)
zts18832e	這…意思是跟隨光的方向嗎？
zts18833e	這個方向是寒冰晶冠…？佩拉諾定必是在寒冰晶冠！
zts18834e	好吧，我先回到克爾曼西娜身邊看看能否找到些什麼並前往寒冰晶冠。
zts18835e	克爾曼西娜，你找到些什麼嗎？
zts18836e	你在這裡。我發現了非常有趣的事情。
