zts1e	Repos
zts2106e	L'élément Obscurité suscite la peur et l'effroi parmi les adversaires.
zts2107e	Conversion
zts2108e	L'arme de Dieu : l'épée sacrée transperce tout et tous.
zts2112e	Carreau incendiaire
zts2113e	Tremblement légendaire
zts2114e	Provocation
zts2124e	Pourfendeur
zts2125e	Dard
zts2126e	Élan déhanché
zts2129e	Big Bang
zts2130e	Ce tir est expédié en plein ciel.
zts2131e	Feu de secours
zts2132e	Prière d'Ancelloan
zts2133e	Le corps et l'esprit sont renforcés par l'énergie d'Ancelloan.
zts2134e	Plaine d'Ancelloan
zts2135e	La puissance d'Ancelloan tourmente les ennemis.
zts2136e	Apparition d'Ancelloan
zts2137e	Le corps et l'esprit sont renforcés par l'énergie d'Ancelloan (1 essence d'Ancelloan est utilisée).
zts2138e	Courroux d'Ancelloan
zts2139e	La puissance d'Ancelloan tourmente les ennemis, mais n'a aucun effet sur les monstres. Cette compétence est uniquement utilisable après usage de l'Apparition d'Ancelloan.
zts2143e	Pics gelés
zts2144e	Explobulle
zts2145e	Gel éclair
zts2146e	Chaîne de gel
zts2147e	Pluie de glace
zts2148e	Voile
zts2149e	Taillade volante
zts2150e	Vaisseau fantôme
zts2151e	Tonitruancre
zts2152e	[Débutant] Augmentation des dégâts en PvP
zts2153e	Les dégâts en PvP augmentent de 1 %.
zts2154e	[Intermédiaire] Augmentation des dégâts en PvP
zts2155e	Les dégâts en PvP augmentent de 2 %.
zts2156e	[Avancé] Augmentation des dégâts en PvP
zts2157e	Les dégâts en PvP augmentent de 3 %.
zts2158e	[Expert] Augmentation des dégâts en PvP
zts2159e	Les dégâts en PvP augmentent de 5 %.
zts2160e	[Débutant] Augmentation de la défense en PvP
zts2161e	La défense PvP augmente de 5 %.
zts2162e	[Intermédiaire] Augmentation de la défense en PvP
zts2163e	La défense PvP augmente de 2 %.
zts2164e	[Intermédiaire] Augmentation de la défense en PvP
zts2165e	La défense PvP augmente de 3 %.
zts2166e	[Expert] Augmentation de la défense en PvP
zts2167e	Mémorial du héros oublié D (1)
zts2168e	La force physique augmente de 80.
zts2169e	Mémorial du héros oublié S (1)
zts2170e	L'adresse augmente de 80.
zts2171e	Mémorial du héros oublié J (1)
zts2172e	La force de l'esprit augmente de 80.
zts2173e	Mémorial du héros oublié M (1)
zts2174e	Les HP maximums augmentent de 4 000.
zts2175e	Mémorial du héros inconnu (1)
zts2176e	Les MP maximums augmentent de 4 000.
zts2177e	Stratégie de défense des chevaliers de Lord Cuarry (1)
zts2178e	La force de défense totale augmente de 30.
zts2179e	Stratégie d'attaque des chevaliers de Lord Cuarry (1)
zts2180e	La force d'attaque totale augmente de 30.
zts2181e	Amitié des fées (1)
zts2182e	Toutes les résistances élémentaires augmentent de 10.
zts2183e	Histoire originelle d'Aurélius Roshu (1)
zts2184e	Le gain de points d'EXP augmente de 3 %
zts2185e	Mémorial des marchands d'Akamur (1)
zts2186e	Les gains en or augmentent de 3 %.
zts2220e	La défense PvP augmente de 1 %.
zts2221e	Coup en peluche
zts2222e	Attaque élancée
zts2223e	Gigantomanie
zts2224e	Cirque de la mort
zts2225e	Tours de magie
zts2226e	Stupéfaction
zts2227e	Mégaéclair
zts2228e	De violents éclairs s'abattent sur l'adversaire.
zts2229e	Mégamandragore
zts2230e	Enracinement
zts2231e	Changement de place
zts2232e	Ombrelle déchirante
zts2233e	Bombe de pétales
zts2234e	Ombrelle protectrice
zts2235e	Mémorial du héros oublié D (2)
zts2236e	La force physique augmente de 100.
zts2237e	Mémorial du héros oublié S (2)
zts2238e	L'adresse augmente de 100.
zts2239e	Mémorial du héros oublié J (2)
zts2240e	La force de l'esprit augmente de 100.
zts2241e	Mémorial du héros oublié M (2)
zts2242e	Les HP maximums augmentent de 6 000.
zts2243e	Mémorial du héros inconnu (2)
zts2244e	Les MP maximums augmentent de 6 000.
zts2245e	Stratégie de défense des chevaliers de Lord Cuarry (2)
zts2246e	La force de défense totale augmente de 50.
zts2247e	Stratégie d'attaque des chevaliers de Lord Cuarry (2)
zts2269e	La force d'attaque totale augmente de 50.
zts2270e	Cri du Viking
zts2271e	Détermination du guerrier
zts2272e	Bénédiction de l'ange vengeur
zts2273e	Gardienne des âmes
zts2278e	Le cri du Viking atténue l'animosité de tes adversaires.
zts2279e	Ragnar, un célèbre Viking, soumet ses ennemis par la force de sa volonté.
zts2280e	Recevoir la bénédiction de l'ange vengeur, c'est bénéficier de la protection des dieux.
zts2281e	L'ange vengeur a pour mission de purifier les âmes des trépassés et de les accompagner jusqu'au Valhala.
zts2287e	Bénédiction de mère Nature
zts2288e	La bénédiction de mère Nature est transmise à d'autres.
zts2289e	Ravage de mana
zts2290e	Les Vikings qui contrôlent leur propre mana peuvent épuiser le mana de leurs adversaires.
zts2297e	Tu peux attaquer le monstre ennemi. Appuie sur [Q] pour l'utiliser.
zts2298e	Tu peux attaquer le joueur adverse.
zts2299e	Appuie sur « S » pour l'utiliser. Si le corps du joueur est gelé par un adversaire, un joueur allié doit dégeler celui-ci dans les 10 secondes qui suivent. Sinon, le joueur meurt.
zts2300e	Piège
zts2301e	En tant que tireur d'élite, Jennifer peut poser des pièges pour dominer ses adversaires.
zts2302e	Blocage progressif
zts2303e	Les Goths disposent d'une résistance qui les protège des effets négatifs.
zts2305e	Frappe du spectre
zts2306e	Réduction obscure
zts2307e	Fierté du Viking
zts2322e	Paratonnerre
zts2323e	Après avoir étudié la violente puissance de l'éclair, il a finalement pu la maîtriser.
zts2324e	Sortilège interdit
zts2325e	Yertirand était frustré par ses propres limites et voulait devenir toujours plus puissant. Il est alors devenu dépendant du sortilège interdit.
zts2327e	Sprint fou
zts2329e	Inspiration
zts2330e	Soif de sang
zts2331e	Disparibus
zts2332e	Couuuaa !
zts2333e	Tu terrasses les ennemis en fuite d'un seul coup.
zts2334e	Coup
zts2335e	Tu envoies valser tes ennemis d'un bon coup d'épaule !
zts2336e	Billet pour le pays des songes
zts2337e	C'est un sommeil magique auquel personne ne peut résister.
zts2338e	Invoquer l'objet de test
zts2339e	Tu invoques l'objet de test, augmentant ainsi ta vitesse de déplacement.
zts2340e	Soif insupportable
zts2341e	Décharge électrostatique
