zts1e	New Item
zts20032e	A locked treasure chest.[n]Depending on rarity, the chest can be opened with 1, 3 or 5 Skeleton Keys.[n]
zts20033e	Rare Treasure Chest (Locked)
zts20034e	Legendary Treasure Chest (Locked)
zts20035e	Treasure Chest Skeleton Key
zts20036e	Use this to open an unlocked treasure chest.[n]The rarer the treasure chest, the more keys you'll need.[n]
zts20042e	Rotten Egg (Event)
zts20043e	Halves HP and MP.[n][Note][n]This item disappears at the end of the event.[n][n]
zts20044e	Cleansed Egg (Event)
zts20045e	Temporarily increases HP and MP.[n]Heals NosMates and partners.[n]Restores HP and MP by 20% over time.[n][Note][n]This item disappears at the end of the event.[n][n]
zts20046e	Easter Cake Slice (Event)
zts20047e	The cake provides you with an additional 1,200 HP.[n]You cannot replenish more than 50% of your total HP.[n][Note][n]This item disappears at the end of the event.[n][n]
zts20048e	Mad March Hare Specialist Partner Card
zts20049e	Specialist Partner Card of the shadow element.[n]Can be worn by ranged partners.[n]I'm not mad![n]
zts20050e	Easter Bunny Party Hat (3 Days)
zts20051e	Easter Bunny Party Hat (7 Days)
zts20052e	Easter Bunny Party Hat (30 Days)
zts20053e	Easter Bunny Party Hat (Permanent)
zts20054e	Easter Bunny Party Costume (3 Days)
zts20055e	Easter Bunny Party Costume (7 Days)
zts20056e	Easter Bunny Party Costume (30 Days)
zts20057e	Easter Bunny Party Costume (Permanent)
zts20058e	Easter Bunny Hat (3 Days)
zts20059e	Easter Bunny Hat (7 Days)
zts20060e	Easter Bunny Hat (30 Days)
zts20061e	Easter Bunny Hat (Permanent)
zts20062e	Easter Bunny Costume (3 Days)
zts20063e	Easter Bunny Costume (7 Days)
zts20064e	Easter Bunny Costume (30 Days)
zts20065e	Easter Bunny Costume (Permanent)
zts20066e	Fire Devil Costume Wings (30 Days)
zts20067e	Fire Devil Costume Wings (Permanent)
zts20068e	Golden Fleece Bead
zts20069e	Baaa![n]
zts20070e	Mad March Hare Raid Seal
zts20071e	You can enter the Mad March Hare Raid via the Chicken Farm in NosVille.[n]Recommended level: 20-99[n]Minimum no. of players: 8[n][Instructions][n]Use to become the team leader.[n]Once you are the leader, click other characters and click the 'Team' button.[n]When ready, head to the raid entrance. When the leader enters the raid, all other members will follow automatically.[n][Note][n]This item disappears at the end of the event.[n]
zts20072e	Egg-Shaped Chest
zts20073e	This random box contains various Easter items.[n]
zts20074e	Easter Bunny Party Costume Chest
zts20075e	This chest contains a complete Easter Bunny Party Costume (Permanent).[n][Contents][n]1x Easter Bunny Party Costume (Permanent)[n]1x Easter Bunny Party Hat (Permanent)[n]
zts20076e	Easter Bunny Costume Set
zts20077e	This chest contains a complete Easter Bunny Costume (Permanent).[n][Contents][n]1x Easter Bunny Costume (Permanent)[n]1x Easter Bunny Hat (Permanent)[n]
zts20078e	Mad March Hare Raid Box
zts20079e	This raid box contains various Easter items and can be found in the Mad March Hare Raid.
zts20080e	Sealed Champion Blessing Amulet (Random)
zts20081e	The Champion Blessing Amulet (Random) is still sealed.[n][Instructions][n]Double-click to remove the seal and receive the Champion Blessing Amulet (Random).[n]There is no level requirement for this item.[n][n]
zts20083e	Easter Bunny Party Costume Chest
zts20086e	Master Wolf Specialist Card
zts20087e	This master reached enlightenment.[n]'True strength comes from the soul.'[n]
zts20088e	Pixie Costume Hat (30 Days)
zts20089e	Absolutely magical and oh so sweet![n]Duration starts as soon as you equip it.[n][Effect][n]Increases maximum MP by 400.[n]Increases the light element by 2.[n]
zts20090e	Pixie Costume Hat (Permanent)
zts20091e	Absolutely magical and oh so sweet![n][Effect][n]Increases maximum MP by 400.[n]Increases the light element by 2.[n]
zts20092e	Pixie Costume (30 Days)
zts20093e	Good things come in small packages![n]Duration starts as soon as you equip it.[n][Effect][n]Increases all defence by 3%.[n]Increases overall attack power by 3%.[n]
zts20094e	Pixie Costume (Permanent)
zts20095e	Good things come in small packages![n][Effect][n]Increases all defence by 3%.[n]Increases overall attack power by 3%.[n]
zts20096e	Pixie Costume Wings (30 Days)
zts20098e	Pixie Costume Wings (Permanent)
zts20100e	Pixie Costume Set
zts20101e	This set contains the complete Pixie Costume.[n][Contents][n]1x Pixie Costume Hat (Permanent)[n]1x Pixie Costume (Permanent)[n]
zts20104e	Absolutely magical and oh so sweet![n]Duration starts as soon as you equip it.[n][Effect][n]Increases maximum MP by 400.[n]Increases the light element by 2.[n][Set Effect][n]Movement speed +1 when wearing the Pixie Costume Wings.[n]
zts20105e	Absolutely magical and oh so sweet![n][Effect][n]Increases max. MP by 400.[n]Increases the light element by 2.[n][Set Effect][n]Movement speed +1 when wearing the Pixie Costume Wings.[n]
zts20106e	Good things come in small packages![n]Duration starts as soon as you equip it.[n][Effect][n]Increases all defence by 3%.[n]Increases overall attack power by 3%.[n][Set Effect][n]Movement speed +1 when wearing the Pixie Costume Wings.[n]
zts20107e	Good things come in small packages![n][Effect][n]Increases all defence by 3%.[n]Increases overall attack power by 3%.[n][Set Effect][n]Movement speed +1 when wearing the Pixie Costume Wings.[n]
zts20108e	What would pixies be without wings?[n]Duration starts as soon as you equip it.[n][Effect][n]Increases the equipped fairy's element by 5.[n][Set Effect][n]Movement speed +1 when wearing the Pixie Costume Hat.[n]Movement speed +1 when wearing the Pixie Costume.[n]
zts20109e	What would pixies be without wings?[n][Effect][n]Increases the equipped fairy's element by 5.[n][Set Effect][n]Movement speed +1 when wearing the Pixie Costume Hat.[n]Movement speed +1 when wearing the Pixie Costume.[n]
zts20115e	FXP Booster (1 Day)
zts20116e	Increases FXP earned by 100%.[n]
zts20117e	FXP Booster (3 Days)
zts20118e	FXP Booster (7 Days)
zts20119e	FXP Booster (30 Days)
zts20120e	Magic Donkey Piñata
zts20121e	Use this item to ride your Magic Donkey Piñata.[n]Increases your movement speed.[n]Use this item again to dismount.[n]There is no level requirement.[n][Properties][n]Movement speed: 21[n]Movement speed in NosVille and Port Alveus +2[n]When you use this item, you receive the Unlimited Power buff.[n][With Speed Booster][n]Removes all bad effects up to level 4.[n]Movement speed +3[n]Duration +8[n]When you're attacked, there is a certain chance the Spurs buff will be activated.[n]
zts20122e	Magic Donkey Piñata Chest
zts20123e	This box contains a Magic Donkey Piñata.[n][Note][n]Once you take the Magic Donkey Piñata out of the box, you can no longer trade it.[n]
zts20124e	Increases FXP earned by 100%.
zts20125e	The duration can be increased by using more FXP Boosters.[n]
zts20126e	This item permanently expands your pet slots by 10 slots.[n]This allows you to collect more pets.[n][Note][n]With the slot expansion you can create a maximum of 200 slots for pets.[n]
zts20129e	Rainbow Coin
zts20130e	This coin can be earned as a reward in Rainbow Battles.[n]Use it in the Rainbow Shop in the Time Circle.[n]
zts20131e	Rainbow Smiley
zts20132e	A smiley which spouts a rainbow.[n]
zts20133e	Small Rainbow Crystal
zts20134e	Medium Rainbow Crystal
zts20135e	Large Rainbow Crystal
zts20136e	Small Ice Witch
zts20137e	Rainbow Pegasus
zts20138e	One-Winged Perti
zts20139e	Can be worn by melee partners.[n]
zts20140e	Rainbow Random Box
zts20141e	This chest contains fantastic items.[n]Open the box to receive one of the following items:[n]10x Angel's Feather[n]20x Angel's Feather[n]30x Angel's Feather[n]5x Full Moon Crystal[n]10x Full Moon Crystal[n]25x Full Moon Crystal[n]2x Specialist Point Potion[n]20x Huge Recovery Potion[n]50x Huge Recovery Potion[n]5x Attack Potion[n]5x Defence Potion[n]5x Energy Potion[n]2x Pirate Pet Trainer (Event)[n]5x Pirate Pet Trainer (Event)[n]
zts20142e	Groovy Beach Costume (7 Days)
zts20143e	Groovy Beach Hat (7 Days)
zts20144e	One-Winged Perti Specialist Partner Card
zts20149e	[Daily] Complete 10x Rainbow Battle
zts20150e	Complete 10x Rainbow Battle[n]
zts20151e	[Daily] Win 5x Rainbow Battle
zts20152e	Win 5x Rainbow Battle[n]
zts20153e	Complete 1,000x Rainbow Battle
zts20154e	Complete 3,000x Rainbow Battle
zts20155e	Win 5x Rainbow Battle
zts20156e	Win 50x Rainbow Battle
zts20157e	Win 150x Rainbow Battle
zts20158e	Win 500x Rainbow Battle
zts20159e	Win 1,500x Rainbow Battle
zts20160e	Otter
zts20161e	Adventurer
zts20162e	Congratulations for reaching level 10! Head over to the NosMall to collect your special title.[n]
zts20163e	Animal Lover
zts20164e	Congratulations for reaching level 20! Head over to the NosMall to collect your special title.[n]
zts20165e	Rebel
zts20166e	Congratulations for reaching level 30! Head over to the NosMall to collect your special title.[n]
zts20167e	Idealist
zts20168e	Congratulations for reaching level 40! Head over to the NosMall to collect your special title.[n]
zts20169e	Peacemaker
zts20170e	Congratulations for reaching level 50! Head over to the NosMall to collect your special title.[n]
zts20171e	Diplomat
zts20172e	Congratulations for reaching level 60! Head over to the NosMall to collect your special title.[n]
zts20173e	Weedkiller
zts20174e	Congratulations for reaching level 70! Head over to the NosMall to collect your special title.[n]
zts20175e	Saviour of NosVille
zts20176e	Congratulations for reaching level 80! Head over to the NosMall to collect your special title.[n]
zts20177e	Indefatigable
zts20178e	Congratulations for reaching level 90! Head over to the NosMall to collect your special title.[n]
zts20179e	Zenith
zts20180e	Congratulations for reaching level 99! Head over to the NosMall to collect your special title.[n]
zts20181e	Mystic
zts20182e	A free title from the NosMall for Mages who have reached level 50.[n]
zts20183e	Arch Mage
zts20184e	A free title from the NosMall for Mages who have reached level 90.[n]
zts20185e	Warlock
zts20186e	A premium title for Mages who have reached level 90.[n]
zts20187e	Bull's Eye
zts20188e	A free title from the NosMall for Archers who have reached level 50.[n]
zts20189e	Robin Hood
zts20190e	A free title from the NosMall for Archers who have reached level 90.[n]
zts20191e	Master Archer
zts20192e	A premium title for Archers who have reached level 90.[n]
zts20193e	Mercenary
zts20194e	A free title from the NosMall for Swordsmen who have reached level 50.[n]
zts20195e	Templar
zts20196e	A free title from the NosMall for Swordsmen who have reached level 90.[n]
zts20197e	Blademaster
zts20198e	A premium title for Swordsmen who have reached level 90.[n]
zts20199e	Black Belt
zts20200e	A free title from the NosMall for Martial Artists who have reached level 50.[n]
zts20201e	Sensei
zts20202e	A free title from the NosMall for Martial Artists who have reached level 90.[n]
zts20203e	Enter the Dragon
zts20204e	A premium title for Martial Artists who have reached level 90.[n]
zts20205e	Event Title
zts20206e	A title earned during a special event.[n]
zts20207e	PvP Angel of Death
zts20208e	A title earned during a PvP special event.[n]
zts20209e	PvP Champion
zts20210e	PvP Legend
zts20211e	PvP Titan
zts20212e	Onyx Dragon
zts20213e	A special premium title from the NosMall.[n]
zts20214e	Liberator
zts20215e	A title earned during the Sealed Vessels Event.[n]
zts20216e	Fountain of Fortune
zts20217e	A special title for NosMall shoppers.[n]
zts20218e	Eagle Eyes
zts20219e	Bastion
zts20220e	Sixth Sense
zts20221e	Legendary Hero
zts20222e	Godlike
zts20223e	Gravedigger
zts20224e	Necromancer
zts20225e	Influencer
zts20226e	Illuminated
zts20227e	Living Legend
zts20228e	Pure Soul
zts20229e	Astrologer
zts20230e	Puppet Master
zts20231e	The Chosen One
zts20232e	Sight Beyond Sight
zts20233e	Fist of the Gods
zts20234e	Augustus
zts20235e	Force of Nature
zts20236e	Hercules
zts20237e	A title earned during a special event.[n]
zts20238e	A title earned during a special event.[n]
zts20239e	A title earned during a special event.[n]
zts20240e	Congratulations! You're one of the top 10 players with the best reputation after the server launch event.[n]
zts20241e	Congratulations! You're one of the top 5 players with the best reputation after the server launch event.[n]
zts20242e	A title earned during a special event.[n]
zts20243e	A title earned during a special event.[n]
zts20244e	A title earned during a special event.[n]
zts20245e	Congratulations! You were one of the top 10 players of your class with the highest level after the server launch event.[n]
zts20246e	Congratulations! You were one of the top 5 players of your class with the highest level after the server launch event.[n]
zts20247e	Congratulations! You were one of the first 10 players on this server to unlock the 4th specialist card.[n]
zts20248e	Congratulations! You were one of the first 10 players on this server to unlock the 1st specialist card.[n]
zts20249e	Congratulations! You were one of the first 10 players on this server to unlock the 3rd specialist card.[n]
zts20250e	Congratulations! You were one of the first 10 players on this server to unlock the 2nd specialist card.[n]
zts20253e	Renaming Card
zts20254e	This item can be used to rename your current character.[n][Instructions][n]Double-click the item to use it.[n]After logging in again, you will be able to change the name.[n]
zts20255e	Tropical Costume Set
zts20256e	This set contains the complete Tropical Costume.[n][Contents][n]1x Tropical Hat (Permanent)[n]1x Tropical Costume (Permanent)[n]
zts20257e	Tropical Hat (30 Days)
zts20258e	This hat goes perfectly with the tropical shirt.[n]Duration starts as soon as you equip it.[n][Effect][n]Increases maximum HP by 600.[n]Increases light resistance by 3.[n][Set Effect][n]When you die wearing the Tropical Costume Wings, the amount of champion XP you lose is reduced by 55%.[n]
zts20259e	Tropical Hat (Permanent)
zts20260e	This hat goes perfectly with the tropical shirt.[n][Effect][n]Increases maximum HP by 600.[n]Increases light resistance by 3.[n][Set Effect][n]When you die wearing the Tropical Costume Wings, the amount of champion XP you lose is reduced by 55%.[n]
zts20261e	Tropical Costume (30 Days)
zts20262e	A tropical shirt and jean shorts for sunny days.[n] Duration starts as soon as you equip them.[n][Effect][n]Increases overall attack power by 5%.[n]Increases water resistance by 3.[n][Set Effect][n]Movement speed +1 when wearing the Tropical Costume Wings.[n]
zts20263e	Tropical Costume (Permanent)
zts20264e	A tropical shirt and jean shorts for sunny days.[n][Effect][n]Increases overall attack power by 5%.[n]Increases water resistance by 3.[n][Set Effect][n]Movement speed +1 when wearing the Tropical Costume Wings.[n]
zts20265e	Tropical Costume Wings (30 Days)
zts20266e	Complete your tropical look with these adorable wings![n]Duration starts as soon as you equip it.[n][Effect][n]On attack there is a 10% chance of increasing the equipped fairy's element by 40.[n][Set Effect][n]When you die wearing the Tropical Hat, the amount of champion level experience you lose is reduced by 55%.[n]Movement speed +1 when wearing the Tropical Costume.[n]
zts20267e	Tropical Costume Wings (Permanent)
zts20268e	Complete your tropical look with these adorable wings![n][Effect][n]On attack there is a 10% chance of increasing the equipped fairy's element by 40.[n][Set Effect][n]When you die wearing the Tropical Hat, the amount of champion level experience you lose is reduced by 55%.[n]Movement speed +1 when wearing the Tropical Costume.[n]
zts20269e	Complete your tropical look with these adorable wings![n]Duration starts as soon as you equip it.[n][Effect][n]On attack there is a 10% chance of increasing the equipped fairy's element by 40.[n][Set Effect][n]When you die wearing the Tropical Hat, the amount of champion level experience you lose is reduced by 55%.[n]Movement speed +1 when wearing the Tropical Costume.[n]
zts20270e	Complete your tropical look with these adorable wings![n][Effect][n]On attack there is a 10% chance of increasing the equipped fairy's element by 40.[n][Set Effect][n]When you die wearing the Tropical Hat, the amount of champion level experience you lose is reduced by 55%.[n]Movement speed +1 when wearing the Tropical Costume.[n]
zts20291e	Demon Warrior Specialist Card
zts20292e	The avenger from the shadows![n]Demon Warrior[n]
zts20293e	12 (Event)
zts20294e	12th Anniversary Medal
zts20295e	Inventory Expansion Ticket (30 Days)
zts20296e	Use this ticket to receive 60 additional slots[n]in the categories Equip, Main and Miscellaneous for 30 days.[n]
zts20297e	Inventory Expansion Ticket (60 Days)
zts20298e	Use this ticket to receive 60 additional slots[n]in the categories Equip, Main and Miscellaneous for 60 days.[n]
zts20299e	Inventory Expansion Ticket (Permanent)
zts20300e	Use this ticket to permanently receive 60 additional slots[n]in the categories Equip, Main and Miscellaneous.[n]
zts20301e	Sparkling Gemstone
zts20302e	A sparkling gem.[n]This item is required to complete the Quest of the Shadow Specialist Martial Artist.[n]
zts20303e	Lightning Wings
zts20304e	Time-Space Piece (Demon Sanctuary)
zts20305e	Time-Space Stone (Demon Sanctuary)
zts20306e	Use this stone to teleport to the Demon Sanctuary Time-Space.[n][Caution][n]This item disappears once the Time-Space has been completed.
zts20307e	Exquisite Ring
zts20308e	A pretty ring you received from Catlotte.[n]This item is required to complete the Quest of the Shadow Specialist Martial Artist.[n]
zts20309e	Necklace Chest
zts20310e	12th Anniversary Alpaca
zts20311e	This item turns you into an alpaca.[n]Increases your movement speed.[n]Use this item again to turn back.[n]There is no level requirement.[n][Properties][n]Movement speed: 15[n]Movement speed on Mount Krem +2[n][With Speed Booster][n]Movement speed +2[n]Duration +4[n]
zts20312e	12th Anniversary Speedy Alpaca
zts20313e	This item turns you into a very special alpaca.[n]Increases your movement speed.[n]Use this item again to turn back.[n]There is no level requirement.[n]You receive the buff 'Shaggy Fur'.[n][Properties][n]Movement speed: 20[n]Movement speed on Mount Krem +3; movement speed in Glacernon +2[n][With Speed Booster][n]Movement speed +3[n]Duration +5[n]Removes all bad effects up to level 4.[n]Restores (level x 10) HP.[n]
zts20314e	12th Anniversary Alpaca Chest
zts20315e	This box contains a normal alpaca to celebrate our 12 anniversary.[n][Note][n]Once you take the alpaca out of the box, you can no longer trade it.[n]
zts20316e	12th Anniversary Speedy Alpaca Chest
zts20317e	This box contains a very special alpaca to celebrate our 12 anniversary.[n][Note][n]Once you take the alpaca out of the box, you can no longer trade it.[n]
zts20318e	Cherry Apple
zts20319e	HP: 800, MP: 300[n]Slowly restores HP and MP.[n]Also applies to your NosMate.[n]Can only be used while resting.[n]
zts20320e	Hill Strawberry
zts20321e	Cherry Apple Juice
zts20322e	HP: 1,000, MP: 800[n]Slowly restores HP and MP.[n]Also applies to your NosMate.[n]Can only be used while resting.[n]
zts20323e	Sekraz Ore
zts20324e	The toughest ore that can be found on the island of Moritius.[n]Unfortunately that also makes it very difficult to work.[n]
zts20325e	Fresh Moss
zts20326e	Pure, fresh moss. Orcs use it as a condiment.[n]
zts20327e	Pickled Moss
zts20328e	Tasty, pickled moss. Smells a bit tangy.[n]
zts20329e	Moss Porridge
zts20330e	Green porridge made of moss. It smells delicious, but looks less than appetising.[n][Healthy Moss][n][Normal Level 2 Good Effect][n]Duration: 30 sec.[n]Increases hit rate of all attacks by 2%.[n]Restores MP equivalent to the caster's level every 2 sec.[n]
zts20331e	Golem Core
zts20332e	A magical core imbued with the energy to drive a Rock Golem.[n]
zts20333e	Sign of the Demon
zts20334e	Belial's emblem, worn by demons and monsters.[n]It is made of some purple material and depicts a pair of demon wings.[n]
zts20335e	Occult Bone Powder
zts20336e	Powdered bone matter imbued with magic. It can drive monsters crazy and make them more powerful.[n]
zts20337e	Relic of the Great Orc Heroes
zts20338e	A golden trophy forged from the relics of four orc heroes. It gives off a powerful magical aura.[n]When you use this item, you receive the skill 'Energy of the Greatest Orc Heroes' and the title 'Greatest Hero of the Orcs'.[n]
zts20339e	Jade
zts20340e	A green gemstone sacred to the orcs.[n]
zts20341e	Loa Runic Powder
zts20342e	Remains of a loa which the orcs pray to.[n]
zts20343e	Spirit King Fragment
zts20344e	A small fragment from the body of the Spirit King.[n]
zts20345e	Beast King Horn Fragment
zts20346e	A piece of the Beast King's horn.[n]
zts20347e	Satyros Wing
zts20348e	The small wing of a Satyros.[n]
zts20349e	Dark Magic Arrow
zts20350e	These arrows are used by Twisted Dark Elves.[n]They exude shadow magic.[n]
zts20351e	Moritius Obsidian
zts20352e	A jagged black stone which the orcs use for making daggers and light armour.[n]
zts20353e	Black Titanium Shard
zts20354e	A shard of titanium dotted with specks of obsidian.[n]The shards can be crafted together into a bar.[n]
zts20355e	Black Titanium Bar
zts20356e	A highly robust, black metal.[n]
zts20357e	Broken Magic Sword of Belial
zts20358e	The huge black sword once wielded by Belial.[n]When Belial fell, the blade was shattered.[n]
zts20359e	Moritius Beast Leather
zts20360e	Leather tanned from the skins of animals on Moritius.[n]
zts20361e	Spirit Forest Branch
zts20362e	A branch from the trees of the Spirit Forest. It contains the magical power of the spirits.[n]
zts20363e	Orc Firework
zts20364e	Light the fuse and enjoy the spectacle of colours![n]
zts20365e	Belial's Runestone
zts20366e	This runestone contains the power of Belial within. It can be cut into runes.[n]
zts20367e	Owlbear Meat
zts20368e	The meat of an owlbear is very chewy, but tasty.[n]
zts20369e	Owlbear Mane
zts20370e	The mane of an owlbear can keep you warm.[n]
zts20371e	Pikanya Meat
zts20372e	A soft and succulent meat.[n]
zts20373e	Pikanya Feather
zts20374e	Orcs wear these feathers as a form of decoration. They are also used during ceremonies.[n]
zts20375e	Moritius Springwater
zts20376e	This mineral water is naturally bubbly.[n]
zts20377e	Owlbear Steak
zts20378e	HP: 2,000, MP: 800[n]Slowly restores HP and MP.[n]Also applies to your NosMate.[n]Can only be used while resting.[n]
zts20379e	Pikanya Nuggets
zts20380e	Fernon's Magic Crystal
zts20381e	A crystal imbued with the essence of Fernon's power.[n]
zts20382e	Magic Divine Crystal
zts20383e	A crystal imbued with the essence of Zenas and Erenia's power.[n]
zts20384e	Orc Warchief's Sword
zts20385e	Lion Loa Sword
zts20386e	Magic Sword of Belial
zts20387e	Orc Sniper's Bow
zts20388e	Eagle Loa Bow
zts20389e	Belial's Cursed Bow
zts20390e	Warlock's Divine Staff
zts20391e	Snake Loa Staff
zts20392e	Spirit King's Staff
zts20393e	Orc Sekraz Gauntlets
zts20394e	Bear Loa Gauntlets
zts20395e	Beast King's Gauntlets
zts20396e	Orc Warchief's Crossbow
zts20397e	A crossbow used by the orc warchief in combat.[n]It is relatively small, but packs a serious punch.[n]
zts20398e	Lion Loa Crossbow
zts20399e	A crossbow bearing engravings of lion loa runes.[n]It is said that the bearer will have the courage of a lion.[n]
zts20400e	Beast King's Raid Box
zts20401e	Reward for completing the Beast King Raid.[n]Nobody knows what the chest contains.[n]
zts20402e	Spirit King's Raid Box
zts20403e	Reward for completing the Spirit King Raid.[n]Nobody knows what the chest contains.[n]
zts20404e	Belial's Raid Box
zts20405e	Reward for completing the Demon God Raid.[n]Nobody knows what the chest contains.[n]
zts20406e	Beast King's Crossbow
zts20407e	A crossbow crafted from the horns of the Beast King himself.[n]The king gifted the horn to the orcs, and is imbued with his power.[n]
zts20408e	Orc Assassin's Dagger
zts20409e	A dagger carried by orc assassins.[n]Can be used by Archers.[n]
zts20410e	Bat Loa Dagger
zts20411e	The dagger used by orc assassins being bat loa rune engravings.[n]Enemies can be bound by the energy of the loa.[n]
zts20412e	Belial's Knife
zts20413e	A small dagger forged from a splinter of Belial's Sword.[n]It is imbued with Belial's power.[n]
zts20414e	Orc Spell Gun
zts20415e	A spell gun containing the power of the orc mages.[n]It is rather old, but still works.[n]
zts20416e	Snake Loa Spell Gun
zts20417e	A spell gun into which the runes of the snake loa have been engraved.[n]It is imbued with the power of the venomous snake.[n]
zts20418e	Spirit King's Eternal Flame
zts20419e	Sekraz Jade Token
zts20420e	Blessed Sekraz Jade Token
zts20421e	Bear Loa Token
zts20422e	Sekraz Stone Armour
zts20423e	Armour that was crafted using sekraz ore many moons ago.[n]It seems to contain a divine power.[n]
zts20424e	Lion Loa Sekraz Stone Armour
zts20425e	Sekraz Stone Armour bearing the engravings of lion loa runes.[n]Increases HP and evasion.[n]
zts20426e	Orc Warrior Bone Armour
zts20427e	Orc Hunter Leather Armour
zts20428e	Armour made up of various animal skins and pelts.[n]
zts20429e	Eagle Loa Leather Armour
zts20430e	The orc hunter's armour with engraved runes of the Eagle Loa.[n]
zts20431e	Dragonscale Leather Armour
zts20432e	Armour made from the scales of the black dragon which visited upon Moritius long ago.[n]
zts20433e	Orc Mage Battle Gear
zts20434e	Armour worn by orc mages when they go to war.[n]The warring orc mages wear this armour on top of their robes.[n]
zts20435e	Snake Loa Battle Gear
zts20436e	Armour worn by orc mages bearing the engravings of snake loa runes.[n]
zts20437e	Robe of Kings
zts20438e	A robe imbued with the power of the Spirit and Beast Kings.[n]The kings protect the wearer.[n]
zts20439e	Light Sekraz Armour
zts20440e	Bear Loa Light Armour
zts20441e	Carlio's Wrath Armour
zts20442e	Ancient Beast Helmet
zts20443e	A helmet imbued with the power of ancient beasts.[n]
zts20444e	Ceremonial Helmet
zts20445e	A helmet worn by mages during ceremonies.[n]Nobody should dare interrupt their rites.[n]
zts20446e	Ancient Beast Gloves
zts20447e	Spirit King Gloves
zts20448e	Ancient Beast Shoes
zts20449e	Spirit King Shoes
zts20450e	Snake Loa Bracelet
zts20451e	Spirit King's Bracelet
zts20452e	Jade Bracelet
zts20453e	Sekraz Stone Bracelet
zts20454e	Jade Spirit Ring
zts20455e	A ring imbued with the raw energy of Moritius.[n]Contains various elemental powers.[n]
zts20456e	Orc Hero Ring
zts20457e	A ring imbued with the power of the orc heroes.[n]Its power is immense.[n]
zts20458e	Jade Ring
zts20459e	A ring made of jade.[n]Rings like this are often worn by old men, as jade is said to bring long life.[n]
zts20460e	Obsidian Ring
zts20461e	A golden ring with obsidian decorations.[n]Be careful with it, or you'll cut yourself on the sharp stones![n]
zts20462e	Occult Necklace
zts20463e	A traditional orc necklace which has been enchanted by a spell.[n]It grants immense power, but no one knows what magic it beholds.[n]
zts20464e	Beastheart Necklace
zts20465e	A necklace imbued with the power of ancient beasts.[n]
zts20466e	Jade Necklace
zts20467e	A necklace made of jade.[n]Necklaces like this are often worn by old men, as jade is said to bring long life.[n]
zts20468e	Obsidian Necklace
zts20469e	A necklace with obsidian decorations.[n]It is often used in combat, as obsidian is so sharp.[n]
zts20470e	Pikanya Bead
zts20471e	Tattoo Storage Amulet
zts20472e	Orc Mask Production Scroll
zts20473e	This scroll describes how to produce an orc mask.[n]It includes the formula for creating the mask.[n][Production][n]1. All materials must be present in your inventory.[n]2. Double-click on the scroll to open the production window.[n]3. Select the item you wish to craft.[n]4. Drag the necessary equipment items into the window.[n]5. Click on 'Produce' to complete the process.[n]
zts20474e	Orc Loa Accessories Production Scroll
zts20475e	This scroll describes how to produce orc loa accessories.[n]It includes the formula for creating the accessories.[n][Production][n]1. All materials must be present in your inventory.[n]2. Double-click on the scroll to open the production window.[n]3. Select the item you wish to craft.[n]4. Drag the necessary equipment items into the window.[n]5. Click on 'Produce' to complete the process.[n]
zts20476e	Orc Loa Weapons Production Scroll
zts20477e	This scroll describes how to produce orc loa weapons.[n]It includes the formula for creating the weapons.[n][Production][n]1. All materials must be present in your inventory.[n]2. Double-click on the scroll to open the production window.[n]3. Select the item you wish to craft.[n]4. Drag the necessary equipment items into the window.[n]5. Click on 'Produce' to complete the process.[n]
zts20478e	Orc Loa Secondary Weapons Production Scroll
zts20479e	This scroll describes how to produce orc loa secondary weapons.[n]It includes the formula for creating the secondary weapons.[n][Production][n]1. All materials must be present in your inventory.[n]2. Double-click on the scroll to open the production window.[n]3. Select the item you wish to craft.[n]4. Drag the necessary equipment items into the window.[n]5. Click on 'Produce' to complete the process.[n]
zts20480e	Orc Loa Armour Production Scroll
zts20481e	This scroll describes how to produce orc loa armour.[n]It includes the formula for creating the armour.[n][Production][n]1. All materials must be present in your inventory.[n]2. Double-click on the scroll to open the production window.[n]3. Select the item you wish to craft.[n]4. Drag the necessary equipment items into the window.[n]5. Click on 'Produce' to complete the process.[n]
zts20482e	Stolen Fish
zts20483e	A fish caught by orc fishermen.[n]It is still fresh.[n]
zts20484e	Intact Orc Weapon
zts20485e	A weapon clearly dropped and abandoned during a surprise attack. It is in impeccable condition.[n]
zts20486e	Broken Orc Weapon
zts20487e	A weapon clearly dropped and abandoned during a surprise attack. Unfortunately it is broken.[n]
zts20488e	Chief's Letter
zts20489e	A letter bearing the chief's seal.[n]No orc can ignore the orders of his chief.[n]
zts20490e	Funeral Meal Box
zts20491e	A special chest used for storing meals for orc funerals.[n]
zts20492e	Logtas' Testament
zts20493e	The last will and testament of Logtas, who died on a mission in the caves of the Polluted Forest.[n]
zts20494e	Old Treasure Chest Key
zts20495e	An old key covered in scratches.[n]
zts20496e	Repaired Orc Weapon
zts20497e	The weapon shines just like new.[n]Perfect for hunting down monsters![n]
zts20498e	Redeye Scorpion Venom
zts20499e	A strong toxin collected from the stinger of a Redeye Scorpion.[n]
zts20500e	Orc Moss Potion
zts20501e	HP: 1,800, MP: 1,000[n]Slowly restores HP and MP.[n]Also applies to your NosMate.[n]A health potion brewed from moss.[n]Looks very healthy.[n]
zts20502e	Refined Moss Potion
