zts1e	Effetto Generale
zts20189e	Esplode dopo un determinato lasso di tempo e infligge 4.000 punti danno agli alleati nelle vicinanze.
zts20190e	Satollo
zts20191e	Belial diventa più forte man mano che ingurgita anime.
zts20192e	Indebolimento dell'anima
zts20193e	Belial indebolisce la tua anima.
zts20194e	Svolta improvvisa
zts20195e	Belial riflette i tuoi attacchi e infligge danni ai tuoi alleati.
zts20196e	Manto spinoso
zts20197e	Ti conferisce un buff protettivo.
zts20198e	Manto spinoso +1
zts20199e	Manto spinoso +2
zts20200e	Manto spinoso +3
zts20201e	Manto spinoso +4
zts20202e	Manto spinoso +5
zts20203e	Manto spinoso +6
zts20204e	Manto spinoso +7
zts20205e	Manto spinoso +8
zts20206e	Manto spinoso +9
zts20207e	Vendetta sanguinaria
zts20208e	Vendetta sanguinaria +1
zts20209e	Vendetta sanguinaria +2
zts20210e	Vendetta sanguinaria +3
zts20211e	Vendetta sanguinaria +4
zts20212e	Vendetta sanguinaria +5
zts20213e	Vendetta sanguinaria +6
zts20214e	Vendetta sanguinaria +7
zts20215e	Vendetta sanguinaria +8
zts20216e	Vendetta sanguinaria +9
zts20217e	Colpo letale
zts20218e	Colpo letale +1
zts20219e	Colpo letale +2
zts20220e	Colpo letale +3
zts20221e	Colpo letale +4
zts20222e	Colpo letale +5
zts20223e	Colpo letale +6
zts20224e	Colpo letale +7
zts20225e	Colpo letale +8
zts20226e	Colpo letale +9
zts20227e	Veleno nervino
zts20228e	Veleno nervino +1
zts20229e	Veleno nervino +2
zts20230e	Veleno nervino +3
zts20231e	Veleno nervino +4
zts20232e	Veleno nervino +5
zts20233e	Veleno nervino +6
zts20234e	Veleno nervino +7
zts20235e	Veleno nervino +8
zts20236e	Veleno nervino +9
zts20237e	Potere dell'apocalisse (livello 1)
zts20238e	Potere dell'apocalisse (livello 2)
zts20239e	Potere dell'apocalisse (livello 3)
zts20240e	Potere dell'apocalisse (livello 4)
zts20241e	Potere dell'apocalisse (livello 5)
zts20242e	Potere della riflessione (livello 1)
zts20243e	Potere della riflessione (livello 2)
zts20244e	Potere della riflessione (livello 3)
zts20245e	Potere della riflessione (livello 4)
zts20246e	Potere della riflessione (livello 5)
zts20247e	Potere del lupo (livello 1)
zts20248e	Potere del lupo (livello 2)
zts20249e	Potere del lupo (livello 3)
zts20250e	Potere del lupo (livello 4)
zts20251e	Potere del lupo (livello 5)
zts20252e	Potere della reazione (livello 1)
zts20253e	Potere della reazione (livello 2)
zts20254e	Potere della reazione (livello 3)
zts20255e	Potere della reazione (livello 4)
zts20256e	Potere della reazione (livello 5)
zts20257e	Potere dell'esplosione (livello 1)
zts20258e	Potere dell'esplosione (livello 2)
zts20259e	Potere dell'esplosione (livello 3)
zts20260e	Potere dell'esplosione (livello 4)
zts20261e	Potere dell'esplosione (livello 5)
zts20262e	Potere della diffusione (livello 1)
zts20263e	Potere della diffusione (livello 2)
zts20264e	Potere della diffusione (livello 3)
zts20265e	Potere della diffusione (livello 4)
zts20266e	Potere della diffusione (livello 5)
zts20267e	Potere del fulmine (livello 1)
zts20268e	Potere del fulmine (livello 2)
zts20269e	Potere del fulmine (livello 3)
zts20270e	Potere del fulmine (livello 4)
zts20271e	Potere del fulmine (livello 5)
zts20272e	Potere della maledizione (livello 1)
zts20273e	Potere della maledizione (livello 2)
zts20274e	Potere della maledizione (livello 3)
zts20275e	Potere della maledizione (livello 4)
zts20276e	Potere della maledizione (livello 5)
zts20277e	Potere dell'orso (livello 1)
zts20278e	Potere dell'orso (livello 2)
zts20279e	Potere dell'orso (livello 3)
zts20280e	Potere dell'orso (livello 4)
zts20281e	Potere dell'orso (livello 5)
zts20282e	Potere del freddo (livello 1)
zts20283e	Potere del freddo (livello 2)
zts20284e	Potere del freddo (livello 3)
zts20285e	Potere del freddo (livello 4)
zts20286e	Potere del freddo (livello 5)
zts20287e	Il veleno del Loa serpente è molto forte.
zts20288e	La maledizione del Loa serpente
zts20289e	Il danno è incrementato dalla maledizione del Loa serpente.
zts20290e	Manto potenziato del Re Bestia
zts20291e	Il manto del Re bestia si indurisce.
zts20292e	Manto del Re Bestia
zts20293e	Il Manto del Re Bestia è fuori dal comune.
zts20294e	Maledizione del Re Bestia
zts20295e	Il Re Bestia ti prende di mira.
zts20296e	Corrente d'aria fredda debole
zts20297e	Il potere del freddo ti fa rabbrividire.
zts20298e	Corrente d'aria fredda forte
zts20299e	Il potere del freddo ti fa congelare.
zts20300e	Maledizione del Dio dei demoni
zts20301e	La maledizione di Belial ti rende apatico.
zts20302e	Freccia maledetta
zts20303e	Il danno è incrementato dalla freccia maledetta.
zts20304e	Veleno del Re Spettro
zts20305e	Il danno magico è incrementato dal Veleno del Re Spettro.
zts20306e	Ferito dal Re Bestia
zts20307e	Le ferite inflitte dal Re Bestia di solito sono mortali.
zts20308e	Maledizione del corno
zts20309e	Il corno del Re Bestia ti infligge una maledizione.
zts20310e	Lama maledetta
zts20311e	La lama di Belial ti infligge una maledizione.
zts20312e	Indebolimento degli elementi
zts20313e	Il fuoco del Re Spettro riduce la difesa da attacco a distanza e tutti gli elementi.
zts20314e	Maledizione dell'orso
zts20315e	Il Loa orso ti infligge una maledizione.
zts20316e	Muschio nutriente
zts20317e	Il Purè di muschio fa bene alla vista.
zts20318e	Rende la pelle più resistente e fa crescere spine dalla pelliccia.
zts20319e	Accovacciarsi
zts20320e	Rafforza la difesa a discapito della forza di attacco.
zts20321e	Accovacciarsi +1
zts20322e	Accovacciarsi +2
zts20323e	Accovacciarsi +3
zts20324e	Accovacciarsi +4
zts20325e	Accovacciarsi +5
zts20326e	Accovacciarsi +6
zts20327e	Accovacciarsi +7
zts20328e	Accovacciarsi +8
zts20329e	Accovacciarsi +9
zts20330e	Manto adattabile
zts20331e	L'armatura si adatta al tipo di danno.
zts20332e	Manto adattabile +1
zts20333e	Manto adattabile +2
zts20334e	Manto adattabile +3
zts20335e	Manto adattabile +4
zts20336e	Manto adattabile +5
zts20337e	Manto adattabile +6
zts20338e	Manto adattabile +7
zts20339e	Manto adattabile +8
zts20340e	Manto adattabile +9
zts20341e	Resistenza dell'orso
zts20342e	La benedizione del Loa orso ti conferisce più resistenza.
zts20343e	Resistenza dell'orso +1
zts20344e	Resistenza dell'orso +2
zts20345e	Resistenza dell'orso +3
zts20346e	Resistenza dell'orso +4
zts20347e	Resistenza dell'orso +5
zts20348e	Resistenza dell'orso +6
zts20349e	Resistenza dell'orso +7
zts20350e	Resistenza dell'orso +8
zts20351e	Resistenza dell'orso +9
zts20352e	Manto spesso
zts20353e	Potenzia la resistenza e l'armatura.
zts20354e	Manto spesso +1
zts20355e	Manto spesso +2
zts20356e	Manto spesso +3
zts20357e	Manto spesso +4
zts20358e	Manto spesso +5
zts20359e	Manto spesso +6
zts20360e	Manto spesso +7
zts20361e	Manto spesso +8
zts20362e	Manto spesso +9
zts20363e	Manto benedetto
zts20364e	Il manto divino del Loa orso ti difende dagli effetti negativi.
zts20365e	Manto benedetto +1
zts20366e	Manto benedetto +2
zts20367e	Manto benedetto +3
zts20368e	Manto benedetto +4
zts20369e	Manto benedetto +5
zts20370e	Manto benedetto +6
zts20371e	Manto benedetto +7
zts20372e	Manto benedetto +8
zts20373e	Manto benedetto +9
zts20374e	Difesa ultraveloce
zts20375e	Potenzia l'armatura in un batter d'occhio.
zts20376e	Difesa ultraveloce +1
zts20377e	Difesa ultraveloce +2
zts20378e	Difesa ultraveloce +3
zts20379e	Difesa ultraveloce +4
zts20380e	Difesa ultraveloce +5
zts20381e	Difesa ultraveloce +6
zts20382e	Difesa ultraveloce +7
zts20383e	Difesa ultraveloce +8
zts20384e	Difesa ultraveloce +9
zts20385e	Zampata dell'orso
zts20386e	Chi vive in armonia con la natura può sfruttare il potere del Loa orso.
zts20387e	Zampata dell'orso +1
zts20388e	Zampata dell'orso +2
zts20389e	Zampata dell'orso +3
zts20390e	Zampata dell'orso +4
zts20391e	Zampata dell'orso +5
zts20392e	Zampata dell'orso +6
zts20393e	Zampata dell'orso +7
zts20394e	Zampata dell'orso +8
zts20395e	Zampata dell'orso +9
zts20396e	Benedizione elementale
zts20397e	Tutti gli elementi vengono rinforzati.
zts20398e	Benedizione elementale +1
zts20399e	Benedizione elementale +2
zts20400e	Benedizione elementale +3
zts20401e	Benedizione elementale +4
zts20402e	Benedizione elementale +5
zts20403e	Benedizione elementale +6
zts20404e	Benedizione elementale +7
zts20405e	Benedizione elementale +8
zts20406e	Benedizione elementale +9
zts20407e	Posizione da attacco
zts20408e	Incrementa la forza di attacco a discapito della difesa.
zts20409e	Posizione da attacco +1
zts20410e	Posizione da attacco +2
zts20411e	Posizione da attacco +3
zts20412e	Posizione da attacco +4
zts20413e	Posizione da attacco +5
zts20414e	Posizione da attacco +6
zts20415e	Posizione da attacco +7
zts20416e	Posizione da attacco +8
zts20417e	Posizione da attacco +9
zts20418e	Artigli del leone
zts20419e	Gli artigli del leone causano squarci profondi.
zts20420e	Artigli del leone +1
zts20421e	Artigli del leone +2
zts20422e	Artigli del leone +3
zts20423e	Artigli del leone +4
zts20424e	Artigli del leone +5
zts20425e	Artigli del leone +6
zts20426e	Artigli del leone +7
zts20427e	Artigli del leone +8
zts20428e	Artigli del leone +9
zts20429e	Attacco potenziato
zts20430e	Potenzia le armi.
zts20431e	Attacco potenziato +1
zts20432e	Attacco potenziato +2
zts20433e	Attacco potenziato +3
zts20434e	Attacco potenziato +4
zts20435e	Attacco potenziato +5
zts20436e	Attacco potenziato +6
zts20437e	Attacco potenziato +7
zts20438e	Attacco potenziato +8
zts20439e	Attacco potenziato +9
zts20440e	Artigli affilati
zts20441e	Gli attacchi potenziati infliggono danni extra.
zts20442e	Artigli affilati +1
zts20443e	Artigli affilati +2
zts20444e	Artigli affilati +3
zts20445e	Artigli affilati +4
zts20446e	Artigli affilati +5
zts20447e	Artigli affilati +6
zts20448e	Artigli affilati +7
zts20449e	Artigli affilati +8
zts20450e	Artigli affilati +9
zts20451e	Guarigione rinforzante
zts20452e	Aumenta la probabilità che i tempi di ricarica delle skill si azzerino.
zts20453e	Guarigione rinforzante +1
zts20454e	Guarigione rinforzante +2
zts20455e	Guarigione rinforzante +3
zts20456e	Guarigione rinforzante +4
zts20457e	Guarigione rinforzante +5
zts20458e	Guarigione rinforzante +6
zts20459e	Guarigione rinforzante +7
zts20460e	Guarigione rinforzante +8
zts20461e	Guarigione rinforzante +9
zts20462e	Sfruttamento delle debolezze
zts20463e	Penetra l'armatura degli avversari.
zts20464e	Sfruttamento delle debolezze +1
zts20465e	Sfruttamento delle debolezze +2
zts20466e	Sfruttamento delle debolezze +3
zts20467e	Sfruttamento delle debolezze +4
zts20468e	Sfruttamento delle debolezze +5
zts20469e	Sfruttamento delle debolezze +6
zts20470e	Sfruttamento delle debolezze +7
zts20471e	Sfruttamento delle debolezze +8
zts20472e	Sfruttamento delle debolezze +9
zts20473e	Zampata del leone
zts20474e	Chi vive in armonia con la natura può sfruttare il potere del Loa leone.
zts20475e	Zampata del leone +1
zts20476e	Zampata del leone +2
zts20477e	Zampata del leone +3
zts20478e	Zampata del leone +4
zts20479e	Zampata del leone +5
zts20480e	Zampata del leone +6
zts20481e	Zampata del leone +7
zts20482e	Zampata del leone +8
zts20483e	Zampata del leone +9
zts20484e	Lesto come il vento
zts20485e	Aumenta la velocità di movimento e il valore dell'elusione.
zts20486e	Lesto come il vento +1
zts20487e	Lesto come il vento +2
zts20488e	Lesto come il vento +3
zts20489e	Lesto come il vento +4
zts20490e	Lesto come il vento +5
zts20491e	Lesto come il vento +6
zts20492e	Lesto come il vento +7
zts20493e	Lesto come il vento +8
zts20494e	Lesto come il vento +9
zts20495e	Sguardo penetrante
zts20496e	Identifica i punti deboli dell'avversario.
zts20497e	Sguardo penetrante +1
zts20498e	Sguardo penetrante +2
zts20499e	Sguardo penetrante +3
zts20500e	Sguardo penetrante +4
zts20501e	Sguardo penetrante +5
zts20502e	Sguardo penetrante +6
zts20503e	Sguardo penetrante +7
zts20504e	Sguardo penetrante +8
zts20505e	Sguardo penetrante +9
zts20506e	Volo alto
zts20507e	Nascondi efficacemente i tuoi punti deboli.
zts20508e	Volo alto +1
zts20509e	Volo alto +2
zts20510e	Volo alto +3
zts20511e	Volo alto +4
zts20512e	Volo alto +5
zts20513e	Volo alto +6
zts20514e	Volo alto +7
zts20515e	Volo alto +8
zts20516e	Volo alto +9
zts20517e	Occhi d'aquila
zts20518e	Incrementa la precisione dei tuoi attacchi.
zts20519e	Occhi d'aquila +1
zts20520e	Occhi d'aquila +2
zts20521e	Occhi d'aquila +3
zts20522e	Occhi d'aquila +4
zts20523e	Occhi d'aquila +5
zts20524e	Occhi d'aquila +6
zts20525e	Occhi d'aquila +7
zts20526e	Occhi d'aquila +8
zts20527e	Occhi d'aquila +9
zts20528e	Occhio per occhio
zts20529e	Riflette i danni sull'avversario.
zts20530e	Occhio per occhio +1
zts20531e	Occhio per occhio +2
zts20532e	Occhio per occhio +3
zts20533e	Occhio per occhio +4
zts20534e	Occhio per occhio +5
zts20535e	Occhio per occhio +6
zts20536e	Occhio per occhio +7
zts20537e	Occhio per occhio +8
zts20538e	Occhio per occhio +9
zts20539e	Istinto di sopravvivenza
zts20540e	La tua destrezza aumenta in caso di pericolo.
zts20541e	Istinto di sopravvivenza +1
zts20542e	Istinto di sopravvivenza +2
zts20543e	Istinto di sopravvivenza +3
zts20544e	Istinto di sopravvivenza +4
zts20545e	Istinto di sopravvivenza +5
zts20546e	Istinto di sopravvivenza +6
zts20547e	Istinto di sopravvivenza +7
zts20548e	Istinto di sopravvivenza +8
zts20549e	Istinto di sopravvivenza +9
zts20550e	Esperienza crescente
zts20551e	Grazie all'esperienza crescente ti risulta più facile riconoscere i punti deboli dell'avversario.
zts20552e	Esperienza crescente +1
zts20553e	Esperienza crescente +2
zts20554e	Esperienza crescente +3
zts20555e	Esperienza crescente +4
zts20556e	Esperienza crescente +5
zts20557e	Esperienza crescente +6
zts20558e	Esperienza crescente +7
zts20559e	Esperienza crescente +8
zts20560e	Esperienza crescente +9
zts20561e	Artigli dell'aquila
zts20562e	Chi vive in armonia con la natura può sfruttare il potere del Loa aquila.
zts20563e	Artigli dell'aquila +1
zts20564e	Artigli dell'aquila +2
zts20565e	Artigli dell'aquila +3
zts20566e	Artigli dell'aquila +4
zts20567e	Artigli dell'aquila +5
zts20568e	Artigli dell'aquila +6
zts20569e	Artigli dell'aquila +7
zts20570e	Artigli dell'aquila +8
zts20571e	Artigli dell'aquila +9
zts20572e	Veleno di serpente
zts20573e	Un attacco rinforzato dal veleno.
zts20574e	Veleno di serpente +1
zts20575e	Veleno di serpente +2
zts20576e	Veleno di serpente +3
zts20577e	Veleno di serpente +4
zts20578e	Veleno di serpente +5
zts20579e	Veleno di serpente +6
zts20580e	Veleno di serpente +7
zts20581e	Veleno di serpente +8
zts20582e	Veleno di serpente +9
zts20583e	Magia offensiva
zts20584e	La tua forza di attacco viene potenziata dalla tua difesa magica.
zts20585e	Magia offensiva +1
zts20586e	Magia offensiva +2
zts20587e	Magia offensiva +3
zts20588e	Magia offensiva +4
zts20589e	Magia offensiva +5
zts20590e	Magia offensiva +6
zts20591e	Magia offensiva +7
zts20592e	Magia offensiva +8
zts20593e	Magia offensiva +9
zts20594e	L'attacco è la miglior difesa
zts20595e	Quando subisci dei danni, il loro valore viene sottratto dagli MP invece che dagli HP.
zts20596e	L'attacco è la miglior difesa +1
zts20597e	L'attacco è la miglior difesa +2
zts20598e	L'attacco è la miglior difesa +3
zts20599e	L'attacco è la miglior difesa +4
zts20600e	L'attacco è la miglior difesa +5
zts20601e	L'attacco è la miglior difesa +6
zts20602e	L'attacco è la miglior difesa +7
zts20603e	L'attacco è la miglior difesa +8
zts20604e	L'attacco è la miglior difesa +9
zts20605e	Maledizione
zts20606e	Lanci una maledizione sugli avversari per vendicarti.
zts20607e	Maledizione +1
zts20608e	Maledizione +2
zts20609e	Maledizione +3
zts20610e	Maledizione +4
zts20611e	Maledizione +5
zts20612e	Maledizione +6
zts20613e	Maledizione +7
zts20614e	Maledizione +8
zts20615e	Maledizione +9
zts20616e	Scudo elementale
zts20617e	I danni elementali subiti si riducono.
zts20618e	Scudo elementale +1
zts20619e	Scudo elementale +2
zts20620e	Scudo elementale +3
zts20621e	Scudo elementale +4
zts20622e	Scudo elementale +5
zts20623e	Scudo elementale +6
zts20624e	Scudo elementale +7
zts20625e	Scudo elementale +8
zts20626e	Scudo elementale +9
zts20627e	Armatura magica
zts20628e	Il danno viene ridotto da una magia meravigliosa.
zts20629e	Armatura magica +1
zts20630e	Armatura magica +2
zts20631e	Armatura magica +3
zts20632e	Armatura magica +4
zts20633e	Armatura magica +5
zts20634e	Armatura magica +6
zts20635e	Armatura magica +7
zts20636e	Armatura magica +8
zts20637e	Armatura magica +9
zts20638e	Potere della maledizione
zts20639e	I tuoi elementi vengono rinforzati quando subisci degli effetti negativi.
zts20640e	Potere della maledizione +1
zts20641e	Potere della maledizione +2
zts20642e	Potere della maledizione +3
zts20643e	Potere della maledizione +4
zts20644e	Potere della maledizione +5
zts20645e	Potere della maledizione +6
zts20646e	Potere della maledizione +7
zts20647e	Potere della maledizione +8
zts20648e	Potere della maledizione +9
zts20649e	Morso di serpente
zts20650e	Chi vive in armonia con la natura può sfruttare il potere del Loa serpente.
zts20651e	Morso di serpente +1
zts20652e	Morso di serpente +2
zts20653e	Morso di serpente +3
zts20654e	Morso di serpente +4
zts20655e	Morso di serpente +5
zts20656e	Morso di serpente +6
zts20657e	Morso di serpente +7
zts20658e	Morso di serpente +8
zts20659e	Morso di serpente +9
zts20660e	Appicchi fuoco grazie al potere dell'apocalisse.
zts20661e	Rifletti i danni con il potere della riflessione.
zts20662e	Gli elementi vengono indeboliti con il potere del lupo.
zts20663e	Potenzia i tuoi attacchi con la forza del contraccolpo.
zts20664e	La resistenza al fuoco è ridotta dal potere dell'esplosione.
zts20665e	Potere della lestezza (livello 1)
zts20666e	Sei più agile e veloce grazie al potere della lestezza.
zts20667e	Potere della lestezza (livello 2)
zts20668e	Potere della lestezza (livello 3)
zts20669e	Potere della lestezza (livello 4)
zts20670e	Potere della lestezza (livello 5)
zts20671e	Il potere del fulmine riduce la resistenza alla luce con delle scosse di corrente.
zts20672e	Il potere della maledizione ti rende apatico.
zts20673e	La difesa viene ridotta dal potere dell'orso.
zts20674e	Infligge danni agli avversari nei dintorni con il potere del freddo.
zts20675e	Energia degli eroi degli Orchi
zts20676e	Disponi del potere degli eroi degli Orchi e infliggi maggiori danni ai mostri.
zts20677e	Benedizione Anno nuovo del toro
zts20678e	Groggy
zts20679e	Una grande sfera ti ha colpito. I tuoi sensi sono annebbiati.
zts20680e	Benedizione del Micetto roditore
zts20681e	Incrementa attacchi e difese.
zts20682e	Protezione dell'eroe
zts20683e	Quando muori, non perdi alcun punto esperienza eroe.
zts20684e	Guscio di tartaruga
zts20685e	Vertigini
zts20686e	Viaggiare sul Tartacottero ti fa venire le vertigini, quindi resti immobile per un po'.
zts20687e	Vista eccellente
zts20688e	Grazie all'eccellente vista del Lupo del gelo sarai in grado di individuare i punti deboli degli avversari per attaccarli in modo mirato!
zts20689e	Puoi ottenere questo buff con il Tartacottero.
zts20690e	Armatura spinata
zts20691e	L'aura di questa armatura infligge danni a chi ti attacca.
zts20692e	Armatura spinata migliorata
zts20693e	La forte aura di questa armatura infligge danni a chi ti attacca.
zts20694e	Armatura spinata perfetta
zts20695e	La potente aura di questa armatura infligge danni a chi ti attacca.
zts20696e	Corazza migliorata
zts20697e	Una corazza forte ma pesante.
zts20698e	Autoguarigione
zts20699e	Le tue ferite si rimarginano.
zts20700e	Gancio
zts20701e	Ti concentri sulla schivata.
zts20702e	Sangue diluito dell'immortale
zts20703e	Il sangue di un demone immortale ti conferisce un po' di nuova energia.
zts20704e	Sangue dell'immortale
zts20705e	Il sangue di un demone immortale ti conferisce nuova energia.
zts20706e	Sangue concentrato dell'immortale
zts20707e	Il sangue di un demone immortale ti conferisce tanta nuova energia.
zts20708e	Maledizione della cecità
zts20709e	Il potere del male ti accieca.
zts20710e	Maledizione dell'invecchiamento
zts20711e	La maledizione di Paimon fa invecchiare il tuo corpo. La tua forza di attacco e tutte le difese si riducono.
zts20712e	Benedizione debole del Re Spettro
zts20713e	I tuoi elementi e la resistenza agli elementi aumentano.
zts20714e	Spirito combattivo del Re Bestia
zts20715e	Lo spirito combattivo del Re Bestia incrementa la tua forza di attacco e ti consente di effettuare attacchi a distanza.
zts20716e	Ululato dell'Orsogufo
zts20717e	L'Ululato dell'Orsogufo incrementa il morale e potenzia gli attacchi ravvicinati.
zts20718e	Comando dell'Elfa oscura
zts20719e	L'Elfa oscura ti aiuta e potenzia i tuoi attacchi a distanza.
zts20720e	Energia del Budino di muschio
zts20721e	L'Energia del Budino di muschio incrementa i tuoi attacchi magici e le difese.
zts20722e	Benedizione del Lanciamorte Junior
zts20723e	Squarcio nel cielo sigillato
zts20724e	Paimon non può chiamare seguaci per un certo lasso di tempo. In compenso, la sua forza di attacco aumenta.
zts20725e	Teatrino terrificante
zts20726e	Incrementa la forza di attacco e tutte le difese.
zts20727e	Gabbia di ghiaccio
zts20728e	Mentre sei nella gabbia non puoi muoverti.
zts20729e	Protezione
zts20730e	I tuoi NosMate sono protetti dai danni.
zts20731e	Protezione dell'anima
zts20732e	Quando la Protezione dell'anima è attiva non perdi HP.
zts20733e	Cuore della bestia
zts20734e	Il Cuore della bestia incrementa la tua forza di attacco e tutte le difese.
zts20735e	Benedizione dell'Opossum
zts20737e	Benedizione felina
zts20739e	Benedizione della luce
zts20741e	Benedizione dell'oscurità
zts20743e	Benedizione dell'acqua
zts20745e	Benedizione del fuoco
zts20747e	Benedizione dello spadaccino.
zts20748e	Gli attacchi ravvicinati sono più forti.
zts20749e	Benedizione del mago
zts20750e	Gli attacchi magici sono più forti.
zts20751e	Benedizione dell'arciere
zts20752e	Gli attacchi a distanza sono più forti.
zts20753e	Benedizione del ninja
zts20755e	Benedizione dell'evoluzione
zts20757e	Benedizione dell'arcobaleno
zts20759e	Benedizione del robot
zts20760e	Aumenta la probabilità di sferrare colpi critici.
zts20761e	Benedizione del pirata
zts20762e	Incrementa il danno critico
zts20763e	Benedizione terrificante
zts20765e	Benedizione gelida
zts20767e	Benedizione del lupo
zts20769e	Benedizione del Jelly
zts20771e	Benedizione della Torre del Cielo
zts20773e	Benedizione delle bestie
zts20775e	Benedizione dei fantasmi
zts20778e	Benedizione del Re Spettro
zts20780e	Benedizione del Re bestia
zts20782e	Energia dell'Ombra di Paimon
zts20783e	La potenza dell'Ombra di Paimon ti attraversa ed evoca un Cavaliere dell'ombra d'élite.
zts20784e	Energia dell'Ombra di Paimon +1
zts20785e	Energia dell'Ombra di Paimon +2
zts20786e	Energia dell'Ombra di Paimon +3
zts20787e	Energia dell'Ombra di Paimon +4
zts20788e	Energia dell'Ombra di Paimon +5
zts20789e	Energia dell'Ombra di Paimon +6
zts20790e	Energia dell'Ombra di Paimon +7
zts20791e	Energia dell'Ombra di Paimon +8
zts20792e	Energia dell'Ombra di Paimon +9
zts20793e	Potere dell'apocalisse (livello 6)
zts20794e	Potere della riflessione (livello 6)
zts20795e	Potere del lupo (livello 6)
zts20796e	Potere della reazione (livello 6)
zts20797e	Potere dell'esplosione (livello 6)
zts20798e	Potere della lestezza (livello 6)
zts20799e	Potere del fulmine (livello 6)
zts20800e	Potere della maledizione (livello 6)
zts20801e	Potere dell'orso (livello 6)
zts20802e	Potere del freddo (livello 6)
zts20803e	Guarigione misteriosa
zts20804e	Incrementa gli HP massimi e le difese dei tuoi NosMate attivi.
zts20805e	Incrementa gli MP massimi e a forza di attacco dei tuoi NosMate attivi.
zts20806e	Incrementa gli HP massimi e le difese tuoi e dei tuoi NosMate attivi.
zts20807e	Incrementa gli MP massimi e la forza di attacco tuoi e dei tuoi NosMate attivi.
zts20808e	Quando sconfiggete un mostro, gli HP dei tuoi NosMate vengono ripristinati.
zts20809e	La tua forza combattiva aumenta grazie al potere del fuoco.
zts20810e	Quando sconfiggi un mostro ricevi [Guarigione misteriosa].
zts20811e	Quando uno dei tuoi NosMate viene sconfitto, i tuoi HP vengono ripristinati.
zts20812e	Quando uno dei tuoi NosMate viene sconfitto, i tuoi HP e quelli dei tuoi NosMate vengono ripristinati.
zts20813e	Quando sconfiggi un mostro ricevi [Teatrino terrificante].
zts20814e	Quando subisci una sconfitta, tutti gli avversari nelle vicinanze ricevono [Gabbia di ghiaccio].
zts20815e	Quando i tuoi NosMate sconfiggono un mostro, la tua forza di attacco aumenta.
zts20816e	Quando i tuoi NosMate sconfiggono un mostro, le tue difese aumentano.
zts20817e	Quando sconfiggi un mostro, gli HP dei tuoi NosMate vengono ripristinati.
zts20818e	Quando sconfiggi un mostro, la forza di attacco dei tuoi NosMate aumenta.
zts20819e	Quando sconfiggi un mostro, le difese dei tuoi NosMate aumentano.
zts20820e	Quando subisci una sconfitta, tutti i NosMate nelle vicinanze ricevono [Invincibilità].
zts20821e	Quando sei in fase di difesa, c'è una determinata probabilità che venga evocata un'illusione del Re Spettro. Quando l'effetto finisce, si attiva [Protezione dell'anima].
zts20822e	Quando sei in fase di difesa, c'è una determinata probabilità che venga evocata un'illusione del Re Bestia. Quando l'effetto finisce, si attiva [Cuore della bestia].
zts20823e	Da brivido
zts20824e	Il freddo riduce la velocità di movimento.
zts20825e	Chiama la 1ª unità
zts20826e	Chiama la 1ª unità nella Torre del Cielo.
zts20827e	Chiama la 2ª unità
zts20828e	Chiama la 2ª unità nella Torre del Cielo.
zts20829e	Chiama la 3ª unità
zts20830e	Chiama la 3ª unità nella Torre del Cielo.
zts20831e	Chiama la 4ª unità
zts20832e	Chiama la 4ª unità nella Torre del Cielo.
zts20833e	Chiama la 5ª unità
zts20834e	Chiama la 5ª unità nella Torre del Cielo.
zts20835e	Riduce gli effetti negativi e incrementa i danni contro i mostri della Terra dei Morti.
zts20836e	Guarigione degli Spiriti silvani
zts20837e	Gli Spiriti silvani usano la loro energia per guarire le tue ferite.
zts20838e	Il potere del fulmine riduce l'elemento luce con delle scosse di corrente. Non puoi attaccare per un certo lasso di tempo.
zts20839e	La forza di difesa e il suo livello vengono ridotte dal Potere dell'orso.
zts20840e	Evoca un'Illusione del Re Spettro Quando l'effetto finisce, si attiva [Protezione dell'anima].
zts20841e	Evoca un'Illusione del Re Bestia Quando l'effetto finisce, si attiva [Cuore della bestia].
zts20842e	La tua forza di combattimento aumenta grazie al potere del fuoco.
zts20843e	Quando sconfiggi un mostro ricevi [Guarigione misteriosa].
zts20844e	Quando sconfiggi un mostro ricevi [Teatrino terrificante].
zts20845e	Immortalità
zts20846e	Per un breve lasso di tempo non consumi HP.
zts20847e	Maestro degli ordigni
zts20848e	Fa esplodere una bomba sul terreno. Gli avversari che si trovano nello spazio di 5 campi subiscono dei danni e ricevono lo stato [Blackout].
zts20849e	Elettroshock
zts20850e	L'energia elettrica protegge il tuo corpo. Qualora dovessero attaccarti, gli avversari subirebbero un elettroshock.
zts20851e	Lesto e letale
zts20852e	Diminuisce il tempo di ricarica delle abilità e aumenta la velocità di movimento.
zts20853e	Sangue dell'immortale
zts20854e	Grazie al Sangue dell'immortale, per un breve lasso di tempo non consumi HP.
zts20855e	Diventi invisibile e ripristini MP e HP.
zts20856e	Quando sconfiggi un mostro diventi temporaneamente invisibile e ripristini MP e HP.
zts20857e	Il valore della schivata e della difesa di tutti i NosMate nella Torre del Cielo aumenta.
zts20858e	L'HitRate e la forza di attacco di tutti i NosMate nella Torre del Cielo aumentano.
zts20859e	I tuoi MP e HP e quelli dei tuoi NosMate nella Torre del Cielo vengono rigenerati e le vostre difese aumentano.
