zts1e	Rest
zts2527e	A low sweeping kick.
zts2528e	Flying Kick
zts2529e	You somersault towards the enemy and kick them from the air.
zts2530e	Sonic Wave
zts2531e	You slam your hands together, sending a sonic wave at the enemy.
zts2532e	Becomes Ultimate Sonic Wave when Ultimate Stance is active.
zts2533e	Requires 2,000 ultimate points.
zts2534e	Tornado Kick
zts2535e	You carry out three spinning kicks.
zts2536e	Becomes Ultimate Tornado Kick when Ultimate Stance is active.
zts2537e	Requires 1,000 ultimate points.
zts2538e	Uppercut
zts2539e	You jump in the air and carry out an uppercut.
zts2540e	Becomes Ultimate Uppercut when Ultimate Stance is active.
zts2541e	Requires 3,000 ultimate points.
zts2542e	Block
zts2543e	You focus on blocking enemy blows.
zts2544e	If you are attacked while blocking, you earn 1,000 ultimate points.
zts2545e	Inspiration
zts2546e	You emanate waves of pure energy which galvanise your allies.
zts2547e	Ultimate Stance
zts2548e	You can use ultimate skills when using this stance.
zts2549e	Sonic Wave, Tornado Kick, Uppercut and Tri-Combo all use their ultimate variants when this stance is active.
zts2550e	Will of the Truthseeker
zts2551e	Strengthens your spirit through meditation.
zts2552e	Tri-Combo
zts2553e	You carry out a Flying Kick, Sonic Wave and Uppercut in quick succession.
zts2554e	Becomes Ultimate Tri-Combo when Ultimate Stance is active.
zts2555e	Ultimate Sonic Wave
zts2556e	Ultimate Tornado Kick
zts2557e	Ultimate Uppercut
zts2558e	Ultimate Tri-Combo
zts2559e	Flame Attack
zts2560e	Flaming Armour
zts2561e	Rainbow Smiley (Alt + -)
zts2562e	You must buy the emoticon in the Rainbow Shop to use it.
zts2563e	Sushi Party
zts2564e	Tempt enemies with delicious sushi.
zts2565e	Smackeroo
zts2566e	This skill is available for 10 seconds after using Sushi Party.
zts2567e	Claw Strike
zts2568e	A fierce attack with your sharp claws.
zts2569e	Nosedive
zts2570e	You rise into the air, launch yourself at your opponent and attack him with your claws.
zts2571e	Swarm of Bats
zts2572e	You turn into a swarm of bats and can move faster.
zts2573e	Shadow Storm
zts2574e	You spin in a circle and summon bats that attack all opponents around you.
zts2575e	Demon Fire
zts2576e	You shoot a red beam from your eyes.
zts2577e	Double Spinning Kick
zts2578e	You perform a twisted jump kick and then a low kick right after.
zts2579e	Wing Counter
zts2580e	You counter an opponent's attack with your wings and partly reflect the damage.
zts2581e	Blood Chains
zts2582e	You fire chains of blood that wind around your opponents.
zts2583e	Death from Above
zts2584e	You attack opponents on the ground from the air.
zts2585e	Demonic Powers
zts2586e	You give nearby allies demonic powers.
zts2587e	Lucifer's Judgement
zts2588e	You rise into the air and shoot a powerful beam.
zts2589e	Devil Warrior's Nosedive
zts2590e	Carno's Basic Attack
zts2591e	Bite
zts2592e	Beast King's Return
zts2593e	Wing Blast
zts2594e	Trapped
zts2595e	Breath of Death
zts2596e	Spiky Leather
zts2597e	Shadow Orb
zts2598e	Shadow Fireball
zts2599e	Voodoo Attack
zts2600e	Kirollas' Basic Attack
zts2601e	Fiery Eruption
zts2602e	Bolt from the Blue
zts2603e	Frozen Meteor
zts2604e	Belial's Basic Attack
zts2605e	Hellfire Quake
zts2606e	Explosive Slice
zts2607e	Soul Devourer
zts2608e	Sudden Twist
zts2609e	Call of the Demon God
zts2610e	Magic Hardening
zts2611e	Malleable Pelt
zts2612e	First Strike
zts2613e	Thick-Skinned
zts2614e	Tenacity
zts2615e	Lightning Defence
zts2616e	Bear Strike
zts2617e	Bloody Revenge
zts2618e	Attack Stance
zts2619e	Lion Claws
zts2620e	Strong Attack
zts2621e	Sharp Claws
zts2622e	Recuperative Healing
zts2623e	Accurate Strike
zts2624e	Lion Strike
zts2625e	Deadly Blow
zts2626e	Deathly Agility
zts2627e	Prediction
zts2628e	Too Slow!
zts2629e	Dodge and Parry
zts2630e	Survival Instinct
zts2631e	Growing Experience
zts2632e	Eagle Claws
zts2633e	Neurotoxin
zts2634e	Arcane Wisdom
zts2635e	First Strike
zts2636e	Curse of Vengeance
zts2637e	Magic Protection
zts2638e	Living Bomb
zts2639e	Curse Transformation
zts2640e	Snakebite
zts2641e	Frozen Meteor
zts2642e	Meteor Attack (Type I)
zts2643e	Meteor Attack (Type II)
zts2644e	Unstable Golem Explosion
zts2645e	Makes your skin more resistant and causes spikes to grow out of your pelt.
zts2646e	Cower
zts2647e	Increases defence power at the expense of attack power.
zts2648e	The armour adapts to the damage type.
zts2649e	Bear Stamina
zts2650e	The blessing of the bear loa grants you more stamina.
zts2651e	Increases resistance and armour.
zts2652e	Blessed Pelt
zts2653e	The holy pelt of the bear loa protects you from negative effects.
zts2654e	Boosts your armour in a flash.
zts2655e	Those who understand how to live in harmony with nature can embrace the power of the bear loa.
zts2656e	Elemental Blessing
zts2657e	All elements are increased.
zts2658e	Increases attack power at the expense of defence.
zts2659e	Lion Claws tear deep wounds.
zts2660e	Increases the power of weapons.
zts2661e	Stronger attacks cause additional damage.
zts2662e	Grants a chance of skill cooldowns being reset.
zts2663e	Penetrates opponents' armour.
zts2664e	Those who understand how to live in harmony with nature can embrace the power of the lion loa.
zts2665e	Swift as the Wind
zts2666e	Increases movement speed and the dodge stat.
zts2667e	Piercing Gaze
zts2668e	Identifies the enemy's weak points.
zts2669e	Flying High
zts2670e	You skilfully conceal your weak points.
zts2671e	Eagle Eyes
zts2672e	Increases the accuracy of your attacks.
zts2673e	Eye for an Eye
zts2674e	Reflects damage back at the enemy.
zts2675e	When in danger, your dexterity increases.
zts2676e	As your experience grows, it is easier for you to identify enemies' weak points.
zts2677e	Those who understand how to live in harmony with nature can embrace the power of the eagle loa.
zts2678e	Snake Venom
zts2679e	An attack fortified with poison.
zts2680e	Your attack power is strengthened by your magic defence.
zts2681e	If you take an damage, it is deducted from your MP instead of your HP.
zts2682e	Curse
zts2683e	You are out for revenge and curse your opponent.
zts2684e	Elemental Shield
zts2685e	Elemental damage taken is reduced.
zts2686e	Magic Armour
zts2687e	Damage is reduced by a wondrous magic.
zts2688e	Your elements are increased when you are affected by negative effects.
zts2689e	Those who understand how to live in harmony with nature can embrace the power of the snake loa.
zts2690e	This book contains the power of the bear loa.
zts2691e	Increases HP by 7,000.
zts2692e	This book contains the power of the eagle loa.
zts2693e	Increases agility by 120.
zts2694e	This book contains the power of the snake loa.
zts2695e	Increases intelligence by 120.
zts2696e	This book contains the power of the lion loa.
zts2697e	Increases physical strength by 120.
zts2698e	This book contains the power of the Spirit King.
zts2699e	Increases MP by 7,000.
zts2717e	Fireball
zts2718e	Whizzes a burning ball at enemies and spreads a fire around them.
zts2721e	Spirit King's Weak Blessing
zts2722e	The Spirit King gives you and any NosMates nearby his blessing.
zts2723e	Paimon's Shadow Energy
zts2724e	The power of Paimon's shadow penetrates you and conjures an Elite Shadow Knight.
zts2745e	Beast King's Fighting Spirit
zts2746e	The Beast King's fighting spirit strengthens the morale of your allies.
zts2747e	Owlbear's Howl
zts2748e	Dark Elf's Command
zts2749e	Moss Gloop Energy
zts2757e	Summon First Squad
zts2758e	Summons the First Squad in the Celestial Spire. If the squad has a Teamwork Buff, you'll receive this as well.
zts2759e	Summon Second Squad
zts2760e	Summons the Second Squad in the Celestial Spire. If the squad has a Teamwork Buff, you'll receive this as well.
zts2770e	Summon Third Squad
zts2771e	Summons the Third Squad in the Celestial Spire. If the squad has a Teamwork Buff, you'll receive this as well.
zts2772e	Summon Fourth Squad
zts2773e	Summons the Fourth Squad in the Celestial Spire. If the squad has a Teamwork Buff, you'll receive this as well.
zts2774e	Summon Fifth Squad
zts2775e	Summons the Fifth Squad in the Celestial Spire. If the squad has a Teamwork Buff, you'll receive this as well.
zts2779e	Deathly Whirlwind
zts2780e	Anubis' Whisper
zts2781e	Spectral Plague
zts2782e	Magic Cake
zts2783e	There's something really special inside this sweet cake.
zts2784e	Shield Attack
zts2785e	Attacks enemies with its spiky shield.
zts2786e	Cast Line
zts2787e	Reel In
zts2788e	Bait Fishing
zts2789e	Teleport to Fishing Spot
zts2790e	Covert Fishing
zts2791e	What a Whopper!
zts2792e	Got a Bite
zts2793e	Fish-Fish Dance
zts2794e	Maintain Fishing Line
zts2795e	Cast Line (Pro)
zts2796e	You attack with your fishing rod.
zts2797e	You cast your line.
zts2798e	Uses bait.
zts2799e	You try to pull the fish out of the water.
zts2800e	You use plastic bait.
zts2801e	This effect ends once the line has been cast.
zts2802e	You set this fishing spot as the destination for 'Teleport to Fishing Spot'.
zts2803e	If you use this skill once more during while 'Teleport to Fishing Spot' is in effect, you'll be teleported to the fishing site you selected earlier.
zts2804e	You become invisible to monsters.
zts2805e	Show off with a large fish you caught.
zts2806e	Draws the target towards you.
zts2807e	You ask the Fish Loa for his blessing with this dance.
zts2808e	You can use this to repair your fishing line and make it more durable.
zts2809e	Increases the probability of catching bigger fish. There's a 50% chance of catching a bigger fish. The probability of catching a fish is increased by 5%.
zts2810e	Uses bait.
zts2811e	Takes you back to the city once you've set this location as your destination.
zts2812e	Makes you and your NosMates invisible to monsters. Can only be used at fishing spots.
zts2813e	The Angler's Bible
zts2814e	Increases all attacks and defence by 50.
zts2815e	The cooldown of this effect cannot be reduced.
zts2817e	Green Mega-Tornado
zts2818e	Wisden produces a powerful tornado.
zts2819e	There is a chance that enemies near the target suffer damage and their movement is impaired.
zts2820e	Attack with your wok.
zts2821e	Chop Ingredients
zts2822e	Prepare your ingredients.
zts2823e	Roast
zts2824e	You prepare a roast meal.
zts2825e	Finish Cooking
zts2826e	You stop cooking. Timing is of the essence!
zts2827e	Simmer
zts2828e	You prepare a stew.
zts2829e	Voilà!
zts2830e	You proudly present your meal.
zts2831e	Cooking Preparation
zts2832e	You get everything ready for what you are going to cook. Provides you more cooking experience.
zts2833e	Secret Spice
zts2834e	You add a little secret spice to your meal. Helps to make successful meals.
zts2835e	Stir Fry
zts2836e	You prepare a difficult stir fry.
zts2837e	Sharpen Knife
zts2838e	You sharpen your cooking knife.
zts2839e	Gives you the chance to generate additional chopped ingredients or meals.
zts2840e	Healthy Eating
zts2841e	You try to cook the meal without using spices.
zts2842e	Provides a chance not to consume any spices at all.
zts2843e	Basic Training for Chefs
zts2844e	Increases all attacks and defence by 30.
zts2845e	Advanced Training for Chefs
zts2846e	Expert Training for Chefs
zts2847e	Increases all attacks and defence by 100.
zts2848e	There's a small chance that you injure yourself with your sharp knife and suffer a Bleeding debuff.
zts2849e	Gives you the chance to generate additional chopped ingredients or meals.
zts2850e	Throws the scythe at the enemy leaving a [Weak Mark of Death].
zts2851e	Sharp Claws
zts2852e	You slash twice with your claws.
zts2853e	Bear Loa Energy
zts2854e	The energy of the bear improves your attack power and fire element.
zts2855e	Firewall
zts2856e	Grants you a protective fire shield.
zts2857e	Cinderroot
zts2858e	Summons a burning root which ensnares nearby enemies.
zts2859e	Flame Bear
zts2860e	You transform into a powerful brown bear.
zts2861e	Flame Leopard
zts2862e	You transform into an agile red leopard.
zts2863e	Claw Swipe
zts2864e	You attack twice with your claws.
zts2865e	Fireball
zts2866e	You roll up into a ball and charge at the enemy.
zts2867e	Flaming Armour
zts2868e	You are bathed in flames and deal damage to nearby enemies.
zts2869e	Flame Swing
zts2870e	You make a sideways sweep with your front claws.
zts2871e	Roar of the Bear Loa
zts2872e	You rear up on your hand paws and roar at the enemy.
zts2873e	Bucking Blow
zts2874e	You turn around and lash out with your hind legs.
zts2875e	Absorbing Flames
zts2876e	The flames protect you from enemy attacks and deal damage to the enemy.
zts2877e	Firequake
zts2878e	The immense power of your bear form tears the ground asunder.
zts2879e	Stomp
zts2880e	You leap into the air and crash down on your enemy.
zts2881e	Purifying Flames
zts2882e	The pure energy of the flames cleanses debuffs.
zts2883e	Firenado
zts2884e	You spin on the spot and charge at your target.
zts2885e	Blazing Leap
zts2886e	The fire energy pumping through your legs allows you to leap higher.
zts2887e	Emberpunch
zts2888e	You deal a hefty uppercut with the flame energy crackling in your front legs.
zts2889e	Druid
zts2890e	You transform back into a druid.
zts2891e	Brown Bear Skin
zts2892e	Your armour becomes as resistant as the thick skin of a brown bear.
zts2893e	Healing Flames
zts2894e	The life-regenerating flames flow through you.
zts2895e	Axe Swing
zts2896e	You attack twice with your battle axe.
zts2897e	Axe Throw
zts2898e	You throw your axe at the enemy and it returns like a boomerang.
zts2899e	Storm Charge
zts2900e	You charge at the enemy and deal them a body check.
zts2901e	Axe of Fury
zts2902e	You attack the same location 5 times to cause deep wounds.
zts2903e	Rune Power of Water
zts2904e	The water energy from the rune on your axe increases your water element and defence.
zts2905e	Riptide
zts2906e	You drag your enemy closer to you with your axe.
zts2907e	Rampage
zts2908e	You lash out with full force with your axe.
zts2909e	Under the Waterfall
zts2910e	The magical water from the rune on your axe defends against incoming attacks for a while.
zts2911e	Whirlpool
zts2912e	You spin around like a tornado while swinging your axe.
zts2913e	Power of the Waterfall
zts2914e	The energy of the waterfall improves your physique.
zts2915e	Raging Waterfall
zts2916e	You leap into the air and deal a diagonal slash to your target. The impact also affects nearby enemies.
zts2917e	Berserker Rampage
zts2918e	Driven by rage, you swing your axe with even more force.
zts2919e	Raging Torrent
zts2920e	You swing your axe driven by the power of a raging torrent.
zts2921e	Spear
zts2922e	You throw your spear.
zts2923e	Wolf Charge
zts2924e	You order your Sun Wolf to charge at the target.
zts2925e	Provides a chance that the target suffers a Blackout.
zts2926e	If the Sun Wolf is dead, the skill is not available.
zts2927e	Lightning Fury
zts2928e	You rapidly close down on the target, stabbing multiple times.
zts2929e	Solar Spear
zts2930e	You throw a huge spear which magically increases in size.
zts2931e	Nature's Healing
zts2932e	Restores you and your Sun Wolf's HP.
zts2933e	If your Sun Wolf is already dead, it is resurrected.
zts2934e	Solar Shower
zts2935e	Multiple gleaming spears fall from the skies.
zts2936e	Back Kick
zts2937e	Your wolf charges at the target and kicks them back with its hind legs.
zts2938e	Spear of Binding
zts2939e	If your spear hits, it turns into a trap which ensnares the target.
zts2940e	Solar Eruption
zts2941e	Teleport your glowing Sun Wolf to the target and blind them.
zts2942e	Call of the Wild
zts2943e	The rune on your spear summons the power of nature to protect you.
zts2944e	Light Net
zts2945e	When thrown the spear turns into a light net which traps the target.
zts2946e	Rapid Retreat
zts2947e	You quickly retreat after placing a bear trap which moves towards nearby enemies.
zts2948e	Wolf Pack
zts2949e	You summon a pack of wolves at the target and give them the order to attack.
zts2950e	Sunspot Explosion
zts2951e	You throw a spear empowered with solar energy.
zts2952e	Whirling Wolf
zts2953e	You teleport your Sun Wolf to the target, which whirls around attacking.
zts2954e	Judgement of the Sun
zts2955e	A huge holy spear falls from the heavens.
zts2957e	Curse Beam
zts2958e	You fire a cursed beam.
zts2959e	Toxin Cloud
zts2960e	You summon a highly toxic cloud using the power of the Snake Loa.
zts2961e	Soul Spider
zts2962e	You summon big blue spiders which attack nearby enemies by exploding.
zts2963e	The explosions can curse the targets.
zts2964e	Soulwalk
zts2965e	You transform into a soul for a short time.
zts2966e	You cannot suffer damage and cannot be attacked.
zts2967e	Limbo Soul
zts2968e	You summon a soul which sticks to its target.
zts2969e	The arms of the dead burst from the ground and grab the target.
zts2970e	Locust Swarm
zts2971e	You summon a swarm of ravenous locusts.
zts2972e	Deals damage to a nearby target.
zts2973e	Vengeful Soul
zts2974e	You summon a rancorous soul.
zts2975e	If you are attacked, it will avenge you.
zts2976e	Voodoo Doll
zts2977e	You curse your target with a voodoo doll.
zts2978e	The target's HP drops continuously. If the curse is not removed, it will deal great damage to the target.
zts2979e	M-M-Merling!
zts2980e	You curse your target and transform them into a Merling.
zts2981e	In this form they are more susceptible to damage.
zts2982e	Soulripper
zts2983e	You absorb your target's soul energy and increase your power.
zts2984e	This increased power can only be used once.
zts2985e	Deathly Curse
zts2986e	You place a deadly curse on a large area around you.
zts2987e	This only applies to enemies who already have debuffs.
zts2988e	The Sun Wolf charges at the target.
zts2989e	The Sun Wolf hits the target and knocks it back.
zts2990e	The Sun Wolf orders the souls of its ancestors to attack the target.
zts2991e	The Sun Wolf glows in radiant light, giving the target a Blackout.
zts2992e	The Sun Wolf spins around rapidly, attacking the target and nearby enemies.
zts2994e	Your NosMate and Sun Wolf do not receive any additional HP however.
zts3010e	Your NosMate and Sun Wolf do not receive any additional HP however.
zts3012e	Tail Sweep
zts3013e	Leaps and attacks enemies with its tail.
zts3014e	[Beginner] Disease Resistance
zts3015e	Dragon Vitality Textbook
zts3017e	Dragon Agility Textbook
zts3019e	Dragon Intellect Textbook
zts3020e	Dragon Power Textbook
zts3021e	Dragon Magic Textbook
zts3038e	Increases maximum HP by 12,000.
zts3039e	Increases agility by 150.
zts3040e	Increases intelligence by 150.
zts3041e	Increases physical strength by 150.
zts3042e	Increases maximum MP by 12,000.
zts3045e	Dragon Lord's Wrath
zts3046e	Increases maximum HP by 10,000.
zts3047e	Increases maximum MP by 10,000.
zts3048e	Let's Eat Together!
zts3049e	Eat a few eucalyptus leaves with the koala.
zts3050e	Bearly Awake
zts3051e	The koala uses eucalyptus leaves to send the enemy to sleep.
zts3072e	Effects which reduce the cooldown are not affected.
zts3073e	You make a quick dash.
zts3074e	Infinite Armour increases defence and the chance to resist forced movement.
zts3075e	Raccoon Typhoon
zts3076e	The Raccoon Bird spins around lightning fast, whipping up a whirlwind.
zts3077e	Panda Roll
zts3078e	The Baby Panda rolls around and slams into your enemies!
zts3079e	Steam Jet
zts3080e	Make your enemies stew in some steam.
zts3081e	Armour-Breaking Missiles
zts3082e	Launch the back-mounted missiles.
zts3083e	Heat Jet
zts3084e	Armour-Piercing Missiles
zts3085e	High Pressure
zts3086e	Alitus releases excess energy.
zts3087e	Overheating
zts3088e	Lunge
zts3089e	You attack an opponent with the lance.
zts3090e	Long Lunge
zts3091e	You attack a distant opponent with the lance.
zts3092e	Shield Strike
zts3093e	You hit and stun the opponent with the shield.
zts3094e	Lance Dash
zts3095e	You aim the lance at a number of enemies and hit them all in a charge.
zts3096e	Holy Whirlwind
zts3097e	You create a whirlwind of light by swinging the lance.
zts3098e	Lance Throw
zts3099e	You throw the lance and inflict damage on several opponents standing in a straight line.
zts3100e	Triple Lunge
zts3101e	You stab the opponent three times in quick succession.
zts3102e	Draconium Shield
zts3103e	The hard shield blocks the opponent's attacks.
zts3104e	Armour Demolition
zts3105e	You summon small spears of light that strike the weak points of the enemy's armour.
zts3106e	Light of Protection
zts3107e	With the help of the dragon magic's light energy, debuffs are removed and the defence of nearby allies is increased.
zts3108e	Piercing Dragon
zts3109e	You channel the dragon magic on one point when attacking.
zts3110e	Launching Grenades
zts3111e	You launch a grenade.
zts3112e	Shock Grenade
zts3113e	You launch a grenade that sets off a shockwave.
zts3114e	Steep Shot
zts3115e	You launch a grenade at a steep angle.
zts3116e	Napalm Grenade
zts3117e	You launch a napalm grenade, burning opponents in the target area.
zts3118e	Reload
zts3119e	You reload more powerful grenades.
zts3120e	Draconium Energy Shield
zts3121e	Generates an energy shield that protects you.
zts3122e	Gravity Grenade
zts3123e	You launch a grenade that increases the gravity in the target area, binding opponents there.
zts3124e	Increased Firepower
zts3125e	The firepower is enhanced by heat.
zts3126e	HEAT Shot
zts3127e	You launch a HEAT grenade with extraordinary penetrating power.
zts3128e	Energy Conversion
zts3129e	Enhances your weapon's firepower.
zts3130e	You shoot a flaming beam of heat energy and dragon magic at enemies standing in a straight line.
zts3131e	Increasing the attack range has no effect.
zts3132e	Telekinesis
zts3133e	You throw a rock at an enemy by controlling gravity.
zts3134e	Pull
zts3135e	You use gravitation energy to pull opponents in.
zts3136e	You use anti-gravitation energy to push opponents away.
zts3137e	Squash
zts3138e	You drop a huge rock onto the target.
zts3139e	Anti-Gravitation Field
zts3140e	You create an anti-gravitation field that protects you. Effect consumes MP.
zts3141e	Rapid Escape
zts3142e	You deal damage to an opponent, pushing yourself away to escape.
zts3143e	Gravitation Field
zts3144e	You create a gravitation field that deals damage to nearby enemies.
zts3145e	Hyper-Gravity
zts3146e	You increase your attack power by expanding the gravitational sphere. It does, however, also have side effects.
zts3147e	Anti-Gravitational Reflection
zts3148e	You create an anti-gravitation field that reflects damage.
zts3149e	Zero Gravity
zts3150e	Everything around you becomes weightless.
zts3151e	Your opponents have difficulties, but you are used to the effect.
zts3152e	Black Hole
zts3153e	You create a black hole that absorbs everything.
zts3154e	Heavy Punch
zts3155e	You strike an opponent with your heavy robotic arms.
zts3156e	Fuelling
zts3157e	You turn magical power into fuel.
zts3158e	Leap Attack
zts3159e	You leap towards your target.
zts3160e	Crumple
zts3161e	You pull opponents together in one place and slap your robotic hands.
zts3162e	Hammer Attack
zts3163e	You hammer down on your enemies.
zts3164e	Ground Destruction
zts3165e	You hit the ground hard.
zts3166e	Frontal Block
zts3167e	You block enemy attacks using your robotic arms.
zts3168e	Strong Leap Attack
zts3169e	Charging Punch
zts3170e	You channel your magical power in your arm and rush towards the target.
zts3171e	Excess Fuel
zts3172e	You consume fuel to increase your fighting capabilities.
zts3173e	Draconic Punch
zts3174e	You gather all the strength in your fists and attack opponents standing in a straight line.
zts3175e	Recovery Protocol
zts3176e	You consume fuel to heal yourself.
zts3177e	Smashing Attack
zts3178e	You attack with clasped robotic hands.
zts3188e	Push
zts3194e	CEL2	1	-9	1	1	-8	1	1	-7	1	1	-6	1	1	-5	1	1	-4	1	1	-3	1	1	-2	1	1	-1	1	0	0	0
zts3196e	Present and Biscuit Shower
zts3197e	You scatter heavy presents and biscuits in the area.
zts3198e	Gingerbread Boxing
zts3199e	You have the energy of the Gingerbread Man Par.
zts3200e	Gingerbread Marksmanship
zts3201e	You have the energy of the Gingerbread Man Pur.
zts3202e	Gingerbread Magic
zts3203e	You have the energy of the Gingerbread Man Pir.
zts3204e	Deep Shadows
zts3205e	Paints a deep shadow onto the ground that attacks the enemy.
zts3206e	Shadow Painting
zts3207e	Precise brushstrokes grant you the power of shadow energy.
zts3208e	Requires 1,000 ultimate points.
zts3209e	Requires 1,000 ultimate points and the 3rd ultimate effect.
zts3210e	Holy Totem
zts3211e	Summons a holy totem that buffs the caster and nearby allies.
zts3212e	To use this skill, the Holy Energy bar must be completely filled.
zts3213e	Cannot be used on targets with 100% HP.
zts3214e	Whip
zts3215e	Attack the enemy with your whip.
zts3216e	Reduces HP but cannot kill.
zts3217e	Tame
zts3218e	Allows you to tame a 1-star pet.
zts3219e	You need to have a higher level than the target animal, and the creature must be reduced below 50% HP.
zts3220e	Summon Weak Sparring Monster
zts3221e	This sparring monster can improve pets up to training level 20.
zts3222e	Requires a Sparring Monster Cage.
zts3223e	Extract Essence
zts3224e	You extract the essence of the chosen pet.
zts3225e	Can only be used on pets which have reached the maximum training level.
zts3226e	Evolve
zts3227e	Increases the chosen pet's star rating.
zts3228e	Advanced Tame
zts3229e	Allows you to tame a 2-star pet.
zts3230e	Summon Sparring Monster
zts3231e	This sparring monster can improve pets up to training level 40.
zts3232e	Advanced Extract Essence
zts3233e	When extracting essence from 1 or 2-star pets, you have a 10% chance to extract a second essence.
zts3234e	Summon Strong Sparring Monster
zts3235e	This sparring monster can improve pets up to training level 60.
zts3236e	Reset Training
zts3237e	Resets the chosen pet's training level to 0.
zts3238e	Gentle Whip
zts3239e	You try to tame an ally.
zts3240e	You don't know if that's possible.
zts3241e	Aggressive Stance
zts3242e	The pet gets ready to fight and increases attack power.
zts3243e	Aggressive Stance 1
zts3244e	Aggressive Stance 2
zts3245e	Aggressive Stance 3
zts3246e	Aggressive Stance 4
zts3247e	Aggressive Stance 5
zts3248e	Aggressive Stance 6
zts3249e	Area Stun
zts3250e	Knocks nearby enemies unconscious.
zts3251e	Area Stun 1
zts3252e	Area Stun 2
zts3253e	Area Stun 3
zts3254e	Area Stun 4
zts3255e	Area Stun 5
zts3256e	Area Stun 6
zts3257e	Mad Grab
zts3258e	The pet lunges around for enemies.
zts3259e	Mad Grab 1
zts3260e	Mad Grab 2
zts3261e	Mad Grab 3
zts3262e	Mad Grab 4
zts3263e	Mad Grab 5
zts3264e	Mad Grab 6
zts3265e	Defensive Stance
zts3266e	The pet gets ready to defend itself and increases defence.
zts3267e	Defensive Stance 1
zts3268e	Defensive Stance 2
zts3269e	Defensive Stance 3
zts3270e	Defensive Stance 4
zts3271e	Defensive Stance 5
zts3272e	Defensive Stance 6
zts3273e	First Aid
zts3274e	Your body recovers.
zts3275e	First Aid 1
zts3276e	First Aid 2
zts3277e	First Aid 3
zts3278e	First Aid 4
zts3279e	First Aid 5
zts3280e	First Aid 6
zts3281e	Pet Trainer's Manual 1
zts3282e	Increases all attacks and defence by 25.
zts3283e	Pet Trainer's Manual 2
zts3284e	Pet Trainer's Manual 3
zts3285e	The Sparring Monster will last for 15 minutes.
zts3286e	The Sparring Monster will last for 30 minutes.
zts3287e	The Sparring Monster will last for 60 minutes.
zts3288e	Poisoned Arrow
zts3289e	Shoots a poisoned arrow at the target.
zts3290e	The opponent hit is poisoned.
zts3291e	Vine Arrow
zts3292e	Shoots an arrow from which vines grow.
zts3293e	The vines wrap around the target.
zts3294e	Deadly Seeds
zts3295e	Spreads parasitic seeds in the area.
zts3311e	Cake Strike
zts3312e	Attacks a target with the power of the cake.
zts3313e	Techron's Muscle Research
zts3314e	Increases max. HP by 14,000.
zts3315e	Techron's Cognition Research
zts3316e	Increases agility by 220.
zts3317e	Techron's Brain Research
zts3318e	Increases intelligence by 220.
zts3319e	Techron's Bone Research
zts3320e	Increases physical strength by 220.
zts3321e	Techron's Magic Research
zts3322e	Increases max. MP by 14,000.
zts3323e	Fairy Affinity (2)
zts3324e	Increases all elemental resistances by 20.
zts3325e	Increases max. HP by 13,000.
zts3326e	Increases agility by 200.
zts3327e	Increases intelligence by 200.
zts3328e	Increases physical strength by 200.
zts3329e	Increases max. MP by 13,000.
