zts1e	Descansar
zts2064e	Dispersa el Polvo luminoso y hace que explote. De esta manera deja una marca en el objetivo.
zts2065e	Supresión
zts2066e	Cubre el cuerpo del enemigo para dañarlo y retrasarlo.
zts2067e	Prisma sacro
zts2068e	Utiliza una luz nívea para atacar.
zts2069e	Explosión sagrada
zts2070e	Daña al enemigo con luz sacra. Causa daños adicionales a los enemigos marcados con Polvo luminoso.
zts2071e	Carril de adelantamiento
zts2072e	Maximiza las habilidades.
zts2073e	Maestro de los libros de encantamientos
zts2074e	Permite utilizar hechizos de la manera más eficiente.
zts2075e	Niebla sacra
zts2076e	Solo la cruz sagrada muestra el camino en la niebla más espesa.
zts2077e	Teleportador en masa
zts2078e	Teleporta a los miembros al lugar guardado.
zts2079e	Tormenta de meteoritos
zts2080e	Hace que lluevan meteoritos sobre el enemigo.
zts2081e	Iluminación
zts2082e	Todos los miembros reciben una bendición.
zts2083e	Impacto lumínico
zts2084e	Zarzal
zts2085e	Aroma de la maldición
zts2088e	Luces y sombras
zts2089e	Ataca con el poder de la espada mágica y de la condenación.
zts2090e	La espada sagrada apuñala rápidamente dos veces seguidas.
zts2091e	Juicio de la condenación
zts2092e	Crea una oleada de energía que todo lo atraviesa.
zts2093e	Justicia
zts2094e	Invoca a la gran espada sacra.
zts2095e	Rasgadura doble
zts2096e	Se abalanza hacia delante y ataca con su espada.
zts2097e	Santidad
zts2098e	Crea una barrera luminosa para atacar al adversario.
zts2099e	Ignición
zts2100e	Maximiza el daño de combate mediante las energías santas y oscuras.
zts2101e	Cuchilla en cruz
zts2102e	Blande a gran velocidad la espada y atraviesa el espacio.
zts2103e	Reignición
zts2104e	Maximiza la defensa mediante las energías santas y oscuras.
zts2105e	Corrupción
zts2106e	Causa miedo y pánico en enemigos del elemento tinieblas.
zts2107e	Conversión
zts2108e	El arma de Dios. Atraviesa todo lo que se le interpone con la espada sagrada.
zts2112e	Virote incendiario
zts2113e	Terremoto legendario
zts2114e	Bravata
zts2124e	Desgarro
zts2125e	Punzada
zts2126e	Caderazo
zts2129e	Big bang
zts2130e	Un disparo a los cielos.
zts2131e	Fuego de apoyo
zts2132e	Oración de Ancelloan
zts2133e	Refuerza cuerpo y alma gracias a la energía de Ancelloan.
zts2134e	Nivel de Ancelloan
zts2135e	Asedia al enemigo con el poder de Ancelloan.
zts2136e	Aparición de Ancelloan
zts2137e	Refuerza cuerpo y alma gracias a la energía de Ancelloan. Consume una Esencia de Ancelloan.
zts2138e	Ira de Ancelloan
zts2139e	Asedia al enemigo con el poder de Ancelloan. No tiene efecto en monstruos. Solo se puede emplear tras utilizar la Aparición de Ancelloan.
zts2143e	Pinchos de hielo
zts2144e	Estallido de burbujas
zts2145e	Enfriamiento relámpago
zts2146e	Ligado al hielo
zts2147e	Lluvia gélida
zts2148e	Velo
zts2149e	Cortaviento
zts2150e	Barco fantasma
zts2151e	Ancla tronante
zts2152e	[Principiante] Aumento de daño en modo PvP
zts2153e	Aumenta el daño en modo PvP un 1 %.
zts2154e	[Medio] Aumento de daño en modo PvP
zts2155e	Aumenta el daño en modo PvP un 2 %.
zts2156e	[Avanzado] Aumento de daño en modo PvP
zts2157e	Aumenta el daño en modo PvP un 3 %.
zts2158e	[Maestro] Aumento de daño en modo PvP
zts2159e	Aumenta el daño en modo PvP un 5 %.
zts2160e	[Principiante] Aumento de defensa en modo PvP
zts2161e	Aumenta la defensa en modo PvP un 5 %.
zts2162e	[Medio] Aumento de defensa en modo PvP
zts2163e	Aumenta la defensa en modo PvP un 2 %.
zts2164e	[Avanzado] Aumento de defensa en modo PvP
zts2165e	Aumenta la defensa en modo PvP un 3 %.
zts2166e	[Maestro] Aumento de defensa en modo PvP
zts2167e	Monumento al héroe olvidado D (1)
zts2168e	Aumenta la fuerza corporal en 80.
zts2169e	Monumento al héroe olvidado S (1)
zts2170e	Aumenta la destreza en 80.
zts2171e	Monumento al héroe olvidado J (1)
zts2172e	Aumenta la defensa mágica en 80.
zts2173e	Monumento al héroe olvidado M (1)
zts2174e	Aumenta el nivel máximo de HP en 4000.
zts2175e	Monumento al héroe desconocido (1)
zts2176e	Aumenta el nivel máximo de MP en 4000.
zts2177e	Estrategia de defensa de los caballeros de Lord Cuarry (1)
zts2178e	Aumenta el poder de defensa total en 30.
zts2179e	Estrategia de ataque de los caballeros de Lord Cuarry (1)
zts2180e	Aumenta el poder total de ataque en 30.
zts2181e	Amistad de hada (1)
zts2182e	Aumenta todas las resistencias elementales en 10.
zts2183e	Historia primigenia de Aurelius Roshu (1)
zts2184e	Aumenta los puntos de experiencia obtenidos un 3 %.
zts2185e	Monumento a los comerciantes Akamur (1)
zts2186e	Aumenta la ganancia de oro un 3 %.
zts2220e	Aumenta la defensa en modo PvP un 1 %.
zts2221e	Impacto de osito
zts2222e	Ataque con carrerilla
zts2223e	Gigantomanía
zts2224e	Circo mortal
zts2225e	Trucos de magia
zts2226e	Estupefacción
zts2227e	Megarrelámpago
zts2228e	Libera varios relámpagos poderosos que dañan al enemigo.
zts2229e	Megamandra
zts2230e	Ataduras
zts2231e	Cambio de sitio
zts2232e	Tajo de paraguas
zts2233e	Bomba de brotes
zts2234e	Escudo de paraguas
zts2235e	Monumento al héroe olvidado D (2)
zts2236e	Aumenta la fuerza corporal en 100.
zts2237e	Monumento al héroe olvidado S (2)
zts2238e	Aumenta la destreza en 100.
zts2239e	Monumento al héroe olvidado J (2)
zts2240e	Aumenta la defensa mágica en 100.
zts2241e	Monumento al héroe olvidado M (2)
zts2242e	Aumenta el nivel máximo de HP en 6000.
zts2243e	Monumento al héroe desconocido (2)
zts2244e	Aumenta el nivel máximo de MP en 6000.
zts2245e	Estrategia de defensa de los caballeros de Lord Cuarry (2)
zts2246e	Aumenta el poder de defensa total en 50.
zts2247e	Estrategia de ataque de los caballeros de Lord Cuarry (2)
zts2269e	Aumenta el poder de ataque total en 50.
zts2270e	Reputación del vikingo
zts2271e	Voluntad del guerrero
zts2272e	Bendición del ángel vengador
zts2273e	Guardiana de las almas
zts2278e	La Reputación del vikingo disminuye la hostilidad de tus oponentes.
zts2279e	Ragnar, un célebre vikingo, somete a sus enemigos con el poder de su voluntad.
zts2280e	Aquel que reciba la Bendición del ángel vengador estará protegido por los dioses.
zts2281e	El Ángel vengador se encarga de purificar y acompañar las almas de los caídos hacia Valhalla.
zts2287e	Bendición de la madre naturaleza
zts2288e	Transfiere la Bendición de la naturaleza a otros.
zts2289e	Incendio de maná
zts2290e	Los vikingos que controlan su propio maná pueden agotar el de sus enemigos.
zts2297e	Puedes atacar al monstruo enemigo. Pulsa "A" para utilizarlo.
zts2298e	Puedes atacar al jugador enemigo.
zts2299e	Pulsa "S" para utilizarlo. Si un enemigo congela el cuerpo, un jugador aliado tiene que derretirlo en el plazo de 10 segundos. Si no, el jugador muere.
zts2300e	Trampas
zts2301e	Como es una maestra tiradora, Jennifer puede tender trampas que someten al enemigo.
zts2302e	Bloqueo avanzado
zts2303e	Los Godos disponen de una sobre resistencia que los protege de efectos negativos.
zts2305e	Golpe del fantasma
zts2306e	Reducción de la oscuridad
zts2307e	Orgullo del vikingo
zts2322e	Pararrayos
zts2323e	Tras estudiar el violento poder del rayo logró dominarlo.
zts2324e	Hechizo prohibido
zts2325e	A Yertirán le frustraban sus propios límites, pues quería volverse más poderoso. Así se volvió adicto al hechizo prohibido.
zts2327e	Sprint alocado
zts2329e	Inspiración
zts2330e	Sed de sangre
zts2331e	Esfumádibus
zts2332e	¡Cuaaa!
zts2333e	Derribas de un golpe a tus enemigos que huyen.
zts2334e	Destrozar
zts2335e	¡Envía a tu enemigo al suelo de un golpetazo con el hombro!
zts2336e	Pasaje al país de los sueños
zts2337e	Un sueño mágico al que nadie se puede resistir.
zts2338e	Invocar objeto de pruebas
zts2339e	Invocas el objeto de pruebas, con lo que tu velocidad de movimiento aumenta.
zts2340e	Sed insoportable
zts2341e	Descarga electrostática
zts2342e	Golpe sencillo
zts2343e	Un ataque básico de artes marciales que se inflige con la mano.
zts2344e	Serie de golpes
zts2345e	Varios golpes rápidos sucesivos.
zts2346e	Golpe de canto de la mano de golondrina
zts2347e	Ataca con un poderoso golpe.
zts2348e	Bloqueo de canto de la mano
zts2349e	Refleja los ataques enemigos.
zts2350e	Patada lateral
zts2351e	Un ataque básico de artes marciales que se inflige con el pie.
zts2352e	Serie de patadas
zts2353e	Varias patadas rápidas sucesivas.
zts2354e	Patada en semicírculo
zts2355e	Una poderosa patada giratoria.
zts2356e	Patada en el tobillo
zts2357e	Patada rápida contra la parte inferior del cuerpo del enemigo, que provoca un efecto negativo.
zts2358e	Onda expansiva
zts2359e	Lanza una poderosa onda de energía contra el oponente.
zts2360e	Renovación de energía
zts2361e	Restablece HP gracias a la energía acumulada.
zts2362e	Cuerpo robusto
zts2363e	Aumenta el poder de ataque mediante el uso de energía.
zts2364e	Cuerpo ágil
zts2365e	Aumenta la velocidad de movimiento mediante el uso de energía.
zts2366e	Meditación
zts2367e	Mediante la meditación, acumula energía para el siguiente ataque.
zts2368e	Pasos rápidos
zts2369e	Velocidad de movimiento rápida gracias al entrenamiento físico.
zts2370e	Posición de acecho
zts2371e	Puede utilizar la habilidad 3 veces sin tiempo de espera.
zts2372e	Guante reforzado nivel 1
zts2373e	Aumenta la fuerza de ataque a corta distancia el ataque básico.
zts2374e	Especialización en plantas de niveles bajos
zts2375e	Aumenta la fuerza de ataque a corta distancia contra plantas de niveles bajos.
zts2376e	Golpe explosivo
zts2377e	Ataca a enemigos con la energía del fuego.
zts2378e	Brazos reforzados
zts2379e	Aumenta el índice de acierto y la fuerza de ataque a corta distancia de Serie de golpes.
zts2380e	Serie de golpes mejorada
zts2381e	Aumenta la fuerza de ataque a corta distancia de Serie de golpes.
zts2382e	Encontrar puntos débiles
zts2383e	Descubrir los puntos débiles de los enemigos aumenta el índice de acierto y la probabilidad de impacto crítico.
zts2384e	Impacto en puntos débiles
zts2385e	Al aprovechar los puntos débiles del enemigo, el daño crítico aumenta.
zts2386e	Piel de acero
zts2387e	Devuelve la totalidad del ataque al enemigo.
zts2388e	Aumenta la fuerza de ataque a corta distancia contra monstruos de niveles bajos.
zts2389e	Patada fantástica
zts2390e	Confunde al enemigo con una magnífica patada y provoca Aturdimiento.
zts2391e	Piernas reforzadas nivel 1
zts2392e	Aumenta el índice de acierto y la fuerza de ataque a corta distancia de Serie de patadas.
zts2393e	Serie de patadas mejorada
zts2394e	Aumenta la probabilidad de impacto crítico de Serie de patadas.
zts2395e	Aumenta el alcance de Patada en semicírculo.
zts2396e	Añade Aturdimiento al efecto de Patada en el tobillo.
zts2397e	Añade Hemorragia al efecto de Patada en el tobillo.
zts2398e	Hace retroceder a los oponentes.
zts2399e	Golpe invisible
zts2400e	Poderoso ataque con energía invisible.
zts2401e	Aumenta el alcance de Onda expansiva.
zts2402e	Almacena más energía.
zts2403e	Guante reforzado nivel 2
zts2404e	Cantos de la mano reforzados
zts2405e	Aumenta el poder de ataque de Golpe de canto de la mano de golondrina.
zts2406e	Piernas reforzadas nivel 2
zts2407e	Patada en semicírculo reverberante
zts2408e	Acorta el tiempo de espera de la habilidad.
zts2409e	Especialización en animales de niveles bajos
zts2410e	Especialización en zombis de niveles bajos
zts2411e	Aumenta la fuerza de ataque a corta distancia contra zombis de niveles bajos.
zts2412e	Impactos críticos mejorados nivel 1
zts2413e	Aumenta la probabilidad de impacto crítico de Onda expansiva.
zts2414e	Impactos críticos mejorados nivel 2
zts2415e	Impactos críticos mejorados nivel 3
zts2416e	Fantasma
zts2417e	Huida de la novia
zts2418e	Golpe
zts2419e	Golpe desarmado
zts2420e	Puño de la bestia
zts2421e	Ataque con un gran puño bestial.
zts2422e	Arañazo
zts2423e	Un ataque salvaje con las garras del puño de la bestia.
zts2424e	Agarre
zts2425e	Golpea al enemigo con el puño de la bestia.
zts2426e	Energía de Haetae
zts2427e	Otorga la energía del haetae.
zts2428e	Salto del haetae
zts2429e	Un salto rápido hacia atrás.
zts2430e	Un potente ataque con el puño de la bestia.
zts2431e	Transformación
zts2432e	Cambia entre el estilo haetae y el estilo dragón.
zts2433e	Yoyó de llamas
zts2434e	Ataque con llamas en forma de yoyó.
zts2435e	Golpe de nudillos
zts2436e	Atiza al enemigo un doloroso golpe con los nudillos.
zts2437e	Golpe llameante
zts2438e	Con el impulso del golpe surgen llamas.
zts2439e	Garra ígnea
zts2440e	Un ataque ardiente.
zts2441e	Energía del dragón
zts2442e	Otorga la energía del dragón.
zts2443e	Salto del dragón
zts2444e	Un salto rápido hacia delante.
zts2445e	Fuego en cruz
zts2446e	Forma una cruz y rodea de fuego al enemigo.
zts2447e	Llama final
zts2448e	Acaba con el enemigo con unas llamas.
zts2455e	Ametralladora
zts2456e	Aumenta la fuerza de ataque a corta distancia en los animales de niveles bajos.
zts2457e	Círculo de luz mágico
zts2458e	Garras de gato
zts2459e	Buen corazón
zts2460e	Palmada
zts2461e	Onda expansiva
zts2462e	Un rapidísimo golpe en el tren inferior del enemigo.
zts2463e	Mil pisotones
zts2464e	Teletranspórtate sobre tu enemigo y aplástalo contra el polvo.
zts2465e	Zancada
zts2466e	Esquiva ataques con una zancada.
zts2467e	Entrada de luz lunar
zts2468e	Si usas una habilidad de potenciador mientras está activo Iluminación, recibes un potenciador adicional que aumenta todos los ataques en un 20%. Además, aumenta en 30 la Recuperación de MP.
zts2469e	Posición floral
zts2470e	Si usas una habilidad de potenciador mientras está activo Iluminación, recibes un potenciador adicional que aumenta todas las defensas en un 20%. Además, hay una probabilidad del 30% de aumentar tus daños en un 20%.
zts2471e	Baile salvaje de cuarto creciente
zts2472e	Si usas esta habilidad mientras está activo Posibilidad de ataque, hay una probabilidad del 100% de que recibas Sombra de cuarto creciente.
zts2473e	Corte de cuarto creciente
zts2474e	Si usas esta habilidad mientras está activo Posibilidad de ataque, robas un 20% del MP del enemigo por nivel propio.
zts2475e	Poder de la luz lunar
zts2476e	Si usas esta habilidad mientras está activo Posibilidad de ataque, se retiran todos los efectos negativos hasta el nivel 4.
zts2477e	Eclipse lunar
zts2478e	Si usas esta habilidad mientras está activo Posibilidad de ataque, hay una probabilidad del 100% de que tu enemigo reciba Marca de la luna llena en lugar de Marca lunar.
zts2479e	Salto de flor de loto
zts2480e	Si usas esta habilidad mientras está activo Posibilidad de ataque, se restablece el tiempo de espera de Salto de flor de loto, de modo que puedes volver a usarlo.
zts2481e	Semilla de loto
zts2482e	Si usas esta habilidad mientras está activo Posibilidad de ataque, se invocan dos Flores de loto más.
zts2483e	Trampa de loto
zts2484e	Si usas esta habilidad mientras está activo Posibilidad de ataque, explotan las flores al desaparecer y causan a los enemigos 10 de daño adicional por nivel propio.
zts2485e	En flor
zts2486e	Si usas esta habilidad mientras está activo Posibilidad de ataque, aumenta en un 50% la probabilidad de que el enemigo sufra Maldición de flor de loto. Esto solo se aplica si el enemigo no está ya bajo el efecto de este penalizador. Si Maldición de flor de loto ya está activo, se vuelve a desencadenar Minas florales.
zts2487e	Aguante
zts2488e	Si usas Aguante durante un ataque enemigo, recibes el efecto Posibilidad de ataque.
zts2493e	Un ataque básico con la palma de la mano.
zts2494e	Golpe hacia abajo
zts2495e	Furia berserker
zts2496e	Flecha de corazón
zts2497e	Dispara una flecha con punta en forma de corazón.
zts2498e	Flecha triple
zts2499e	Dispara tres flechas a la vez.
zts2500e	Dominio del arco
zts2501e	Domina el arco para aumentar tu poder de ataque.
zts2502e	Ataque básico
zts2503e	Lanzar ramo de novia
zts2504e	Pedir mano
zts2505e	Lluvia de confeti
zts2506e	Besar
zts2507e	Baile emocionante
zts2508e	Baile en pareja
zts2509e	Pose para foto
zts2510e	Corazón de manos
zts2511e	Pose de pareja
zts2512e	Pose hermosa
zts2513e	El potenciador solo está disponible cuando el enemigo ha utilizado la Tarjeta del especialista de atuendo de boda.
zts2518e	Bomba de huevos putrefacta
zts2519e	Bomba Eggy
zts2520e	Bomba de huevos loca
zts2521e	Lanza una bomba de huevos loca gigante al enemigo.
zts2522e	Lanza una bomba de huevos putrefacta gigante al enemigo.
zts2523e	Fuerza de voluntad reforzada
zts2524e	Otorga un efecto que aumenta la fuerza de voluntad del jugador y sus NosMates.
zts2525e	Un golpe duro seguido de una patada.
zts2526e	Patada baja
zts2527e	Una patada giratoria por abajo.
zts2528e	Patada con salto
zts2529e	Saltas hacia el enemigo y le pateas desde el aire.
zts2530e	Bola de energía
zts2531e	De una palmada aceleras una bola de energía hacia el enemigo.
zts2532e	Se convierte en una Bola de energía definitiva si el Estilo de combate definitivo está activado.
zts2533e	Requiere 2000 puntos definitivos.
zts2534e	Patada Giradora
zts2535e	Saltas por los aires, te giras tres veces y aprovechas para patear.
zts2536e	Se convierte en una Patada giradora definitiva si el Estilo de combate definitivo está activado.
zts2537e	Requiere 1000 puntos definitivos.
zts2538e	Gancho hacia delante
zts2539e	Lanzas un gancho mientras saltas.
zts2540e	Se convierte en un Gancho hacia delante definitivo si el Estilo de combate definitivo está activado.
zts2541e	Requiere 3000 puntos definitivos.
zts2542e	Bloqueo
zts2543e	Te concentras en bloquear ataques enemigos.
zts2544e	Si te atacan mientras esté activado el Bloqueo recibes 1000 puntos definitivos.
zts2545e	Expulsión energética
zts2546e	Expulsas andanadas de energía purificadora que refuerzan a tus aliados.
zts2547e	Estilo de combate definitivo
zts2548e	Con este estilo de combate puedes emplear habilidades definitivas.
zts2549e	Bola de energía, Patada Giradora, Gancho hacia delante y Combo triple se ejecutan en su variante definitiva cuando este estilo de combate está activo.
zts2550e	Voluntad del buscaverdades
zts2551e	Potencia tu espíritu mediante la meditación.
zts2552e	Combo triple
zts2553e	Ejecutas Patada con salto, Bola de energía y Gancho hacia delante consecutivamente.
zts2554e	Se convierte en un Combo triple definitivo si el Estilo de combate definitivo está activado.
zts2555e	Bola de energía definitiva
zts2556e	Patada giradora definitiva
zts2557e	Gancho hacia delante definitivo
zts2558e	Combo triple definitivo
zts2559e	Ataque de llamas
zts2560e	Armadura de llamas
zts2561e	Emoticono arcoiris (Alt+-)
zts2562e	Tienes que adquirir el emoticono en la Tienda Arcoiris para poder utilizarlo.
zts2563e	Fiesta de sushi
zts2564e	Atrae enemigos con delicioso sushi.
zts2565e	Adorador del pescado
zts2566e	Esta habilidad está disponible durante 10 segundos tras emplear Fiesta de sushi.
zts2567e	Arañazo
zts2568e	Un ataque salvaje con tus afiladas garras.
zts2569e	Picado
zts2570e	Asciendes en el aire, bajas en picado sobre el enemigo y le atacas con las garras.
zts2571e	Bandada de murciélagos
zts2572e	Te transformas en una Bandada de murciélagos y te mueves más rápido.
zts2573e	Tormenta de tinieblas
zts2574e	Giras en círculo y conjuras murciélagos que atacan a todos los adversarios a tu alrededor.
zts2575e	Fuego demoníaco
zts2576e	Disparas un rayo rojo con los ojos.
zts2577e	Patada giratoria doble
zts2578e	Das una patada en salto giratoria y una patada baja seguidas.
zts2579e	Contraalas
zts2580e	Evades ataques enemigos con las alas y reflejas una parte del taño.
zts2581e	Cadenas sangrientas
zts2582e	Disparas cadenas de sangre que rodean a los enemigos.
zts2583e	Muerte desde arriba
zts2584e	Atacas enemigos en el suelo desde el aire.
zts2585e	Poderes demoníacos
zts2586e	Imbuyes a los aliados cercanos de poder demoníaco.
zts2587e	Juicio de Lucifer
zts2588e	Te alzas en el aire y disparas un poderoso rayo.
zts2589e	Vuelo del guerrero demoníaco
zts2590e	Ataque normal de Carno
zts2591e	Mordisco
zts2592e	Retorno del rey de las bestias
zts2593e	Ráfaga de alas
zts2594e	En la trampa
zts2595e	Aliento de la muerte
zts2596e	Pellejo espinoso
zts2597e	Orbe de tinieblas
zts2598e	Bola de fuego sombría
zts2599e	Ataque de Boodoo
zts2600e	Ataque normal de Kirollas
zts2601e	Erupción de llamas
zts2602e	Relámpago de un cielo despejado
zts2603e	Meteoro congelado
zts2604e	Ataque normal de Belial
zts2605e	Terremoto de fuego infernal
zts2606e	Corte explosivo
zts2607e	Devoraalmas
zts2608e	Giro sorprendente
zts2609e	Reputación del dios demoníaco
zts2610e	Endurecimiento mágico
zts2611e	Pellejo adaptable
zts2612e	El ataque es la mejor defensa
zts2613e	Pelaje grueso
zts2614e	Indestructible
zts2615e	Defensa relámpago
zts2616e	Golpetazo osuno
zts2617e	Venganza sanguinolenta
zts2618e	Postura de ataque
zts2619e	Garras de león
zts2620e	Ataque reforzado
zts2621e	Garras afiladas
zts2622e	Cura reforzadora
zts2623e	Aprovechar debilidades
zts2624e	Golpe de león
zts2625e	Impacto mortal
zts2626e	Ágil y mortal
zts2627e	Desvelar intenciones del enemigo
zts2628e	¡Demasiado lento!
zts2629e	Esquivar y golpear
zts2630e	Instinto de supervivencia
zts2631e	Experiencia creciente
zts2632e	Garras de águila
zts2633e	Neurotoxina
zts2634e	Conocimiento mágico
zts2635e	El ataque es la mejor defensa
zts2636e	Maldición vengativa
zts2637e	Protección mágica
zts2638e	Bomba viviente
zts2639e	Transformación de maldición
zts2640e	Mordisco de serpiente
zts2641e	Meteoro congelado
zts2642e	Ataque de meteoro (tipo I)
zts2643e	Ataque de meteoro (tipo II)
zts2644e	Explosión del gólem inestable
zts2645e	Hace que la piel se vuelva más resistente y que salgan espinas del pelaje.
zts2646e	Acuclillarse
zts2647e	Potencia la defensa a costa del poder de ataque.
zts2648e	La armadura se adapta al tipo de daño.
zts2649e	Resistencia del oso
zts2650e	La bendición del Loa oso te otorga más resistencia.
zts2651e	Refuerza la fuerza de resistencia y la armadura.
zts2652e	Pellejo bendito
zts2653e	El pelaje sagrado del Loa oso te protege de efectos negativos.
zts2654e	Refuerza la armadura a la velocidad del rayo.
zts2655e	Quien comprenda cómo vivir en armonía con la naturaleza puede hacer suyo el poder del Loa oso.
zts2656e	Bendición de los elementos
zts2657e	Todos los elementos se refuerzan.
zts2658e	Aumenta el poder de ataque a costa de la defensa.
zts2659e	Las garras de león crean heridas profundas.
zts2660e	Potencia el poder de las armas.
zts2661e	Los ataques potenciados causan daño adicional.
zts2662e	Otorga probabilidades de restaurar los tiempos de espera de habilidades.
zts2663e	Atraviesa la armadura de los enemigos.
zts2664e	Quien comprenda cómo vivir en armonía con la naturaleza puede hacer suyo el poder del Loa león.
zts2665e	Ágil como el viento
zts2666e	Aumenta la velocidad de movimiento y el valor de evasión.
zts2667e	Mirada penetrante
zts2668e	Identifica el punto débil del enemigo.
zts2669e	Vuelo alto
zts2670e	Ocultas hábilmente tus puntos débiles.
zts2671e	Ojos de águila
zts2672e	Aumenta la precisión de tus ataques.
zts2673e	Ojo por ojo
zts2674e	Lanza daño de vuelta al enemigo.
zts2675e	Si hay peligro, tu destreza aumenta.
zts2676e	A medida que aumenta la experiencia te resulta más sencillo descubrir los puntos débiles de los enemigos.
zts2677e	Quien comprenda cómo vivir en armonía con la naturaleza puede hacer suyo el poder del Loa águila.
zts2678e	Veneno de serpiente
zts2679e	Un ataque reforzado con veneno.
zts2680e	Tu poder de ataque se refuerza a través de tu defensa mágica.
zts2681e	Si sufres daño, se te descuenta de tus MP en lugar de de tus HP.
zts2682e	Maldición
zts2683e	Te concentras en tu venganza y maldices al enemigo.
zts2684e	Escudo elemental
zts2685e	El daño elemental recibido se reduce.
zts2686e	Armadura mágica
zts2687e	El daño se reduce gracias a una magia maravillosa.
zts2688e	Tus elementos se refuerzan cuando te afectan efectos negativos.
zts2689e	Quien comprenda cómo vivir en armonía con la naturaleza puede hacer suyo el poder del Loa serpiente.
zts2690e	Este libro contiene el poder del Loa oso.
zts2691e	Aumenta los HP en 7000.
zts2692e	Este libro contiene el poder del Loa águila.
zts2693e	Aumenta la destreza en 120.
zts2694e	Este libro contiene el poder del Loa serpiente.
zts2695e	Aumenta la defensa mágica en 120.
zts2696e	Este libro contiene el poder del Loa león.
zts2697e	Aumenta la fuerza corporal en 120.
zts2698e	Este libro contiene el poder del rey de los espíritus.
zts2699e	Aumenta los MP en 7000.
zts2717e	Bola ardiente
zts2718e	Lanza una bola ardiente hacia enemigos cercanos que hace que surjan llamas.
zts2721e	Bendición leve del rey de los espíritus
zts2722e	El rey de los espíritus te otorga su bendición a ti y a los NosMates que tengas cerca.
zts2723e	Energía espectral de Paimon
zts2724e	El poder del espectro de Paimon te atraviesa e invoca un caballero sombrío de élite.
zts2745e	Espíritu guerrero del rey de las bestias
zts2746e	El espíritu guerrero del rey de las bestias refuerza la moral de tus aliados.
zts2747e	Aullido del osobúho
zts2748e	Orden del elfo oscuro
zts2749e	Energía del Pudin musgoso
zts2757e	Invocar a la 1.ª unidad
zts2758e	Invoca a la 1.ª unidad en la Torre Celestial. Si la unidad posee un potenciador de trabajo en equipo, también lo recibes.
zts2759e	Invocar a la 2.ª unidad
zts2760e	Invoca a la 2.ª unidad en la Torre Celestial. Si la unidad posee un potenciador de trabajo en equipo, también lo recibes.
zts2770e	Invocar a la 3.ª unidad
zts2771e	Invoca a la 3.ª unidad en la Torre Celestial. Si la unidad posee un potenciador de trabajo en equipo, también lo recibes.
zts2772e	Invocar a la 4.ª unidad
zts2773e	Invoca a la 4.ª unidad en la Torre Celestial. Si la unidad posee un potenciador de trabajo en equipo, también lo recibes.
zts2774e	Invocar a la 5.ª unidad
zts2775e	Invoca a la 5.ª unidad en la Torre Celestial. Si la unidad posee un potenciador de trabajo en equipo, también lo recibes.
zts2779e	Torbellino mortal
zts2780e	Aliento de la muerte
zts2781e	Plaga espectral
zts2782e	Pastel mágico
zts2783e	En este dulce pastel se oculta algo muy especial.
zts2784e	Topetazo con escudo
zts2785e	Ataca al enemigo con un escudo con cuernos.
zts2786e	Lanzar caña
zts2787e	Recoger hilo
zts2788e	Pescar con cebo
zts2789e	Teletransporte al punto de pesca
zts2790e	Pescar en secreto
zts2791e	Jactarse
zts2792e	Tirón
zts2793e	Baile de la pesca
zts2794e	Cuidar sedal
zts2795e	Lanzar caña (profesional)
zts2796e	Atacas con tu caña de pescar.
zts2797e	Lanzas la caña.
zts2798e	Se consume un cebo.
zts2799e	Intentas extraer tu captura del agua.
zts2800e	Utilizas un cebo de plástico.
zts2801e	Este efecto concluye cuando se tira la caña.
zts2802e	Marcas este punto de pesca como ubicación para Teletransporte al punto de pesca.
zts2803e	Si utilizas de nuevo esta habilidad durante el efecto de Teletransporte al punto de pesca se te teleporta al punto de pesca que hubieses marcado.
zts2804e	Te vuelves invisible para los monstruos.
zts2805e	Alardea de un gran pez que has pescado.
zts2806e	Acerca al objetivo hacia ti.
zts2807e	Con este baile pides al Loa Pez su bendición.
zts2808e	Te permite reparar tu sedal y hacerlo más resistente.
zts2809e	Aumenta la probabilidad de capturar peces mayores. Hay una probabilidad del 50% de que el tamaño del pez capturado aumente. La probabilidad de pescar un pez aumenta en un 5%.
zts2810e	Se consume un cebo.
zts2811e	Te lleva de regreso a la ciudad después de que marques este lugar como objetivo.
zts2812e	Te vuelve invisible ante los monstruos a ti y a tus NosMates. Solo se puede utilizar en puntos de pesca.
zts2813e	Manual de pescador profesional
zts2814e	Todas los ataques y defensas aumentan en 50.
zts2815e	El tiempo de espera de este efecto no se puede reducir.
zts2817e	Supertornado verde
zts2818e	El Magimochuelo invoca un potente tornado.
zts2819e	Hay cierta probabilidad de que los enemigos en torno al objetivo sufran daño y vean su movimiento limitado.
zts2820e	Ataca con un wok.
zts2821e	Manipular ingredientes
zts2822e	Prepara tus ingredientes.
zts2823e	Asar
zts2824e	Preparas un plato a la parrilla.
zts2825e	Acabar de cocinar
zts2826e	Terminas la preparación. ¡En la cocina, el tiempo lo es todo!
zts2827e	Guisar
zts2828e	Preparas un plato guisado.
zts2829e	Presentar
zts2830e	Presentas tu plato con orgullo.
zts2831e	Prepararse para cocinar
zts2832e	Preparas todo lo que vas a necesitar para cocinar. Te otorga más experiencia de cocina.
zts2833e	Condimento secreto
