zts1e	Riposo
zts2049e	Evoca una spada gigante che si pianta in terra infliggendo dei danni.
zts2050e	Trafiggimento fantasma
zts2051e	Evoca nove lame che provocano dei danni molteplici all'avversario.
zts2052e	Fiamma
zts2053e	Energia del fuoco
zts2054e	Ghiaccio
zts2055e	Energia dell'acqua
zts2056e	Bagliore sacro
zts2057e	Energia della luce
zts2058e	Tenebra
zts2059e	Energia dell'ombra
zts2060e	Senza elementi
zts2061e	Incantesimo della luce
zts2062e	Memorizza l'incantesimo per eseguire un attacco ai danni dell'avversario.
zts2063e	Catalizzatore fotonico
zts2064e	Diffonde della Polvere di luce producendo un'esplosione. Lascia una segno sul bersaglio.
zts2065e	Repressione
zts2066e	Avvolge il corpo dell'avversario, gli infligge dei danni e lo rallenta.
zts2067e	Prisma sacro
zts2068e	Si serve di una luce chiara e splendente per eseguire l'attacco.
zts2069e	Esplosione sacra
zts2070e	Infligge, con la Luce sacra, dei danni all'avversario. Provoca degli ulteriori danni agli avversari che portano il segno della Polvere di luce.
zts2071e	Corsia di sorpasso
zts2072e	Massimizza le abilità.
zts2073e	Maestro del libro magico
zts2074e	Permette di utilizzare gli incantesimi in modo estremamente efficiente.
zts2075e	Nebbia sacrale
zts2076e	Solo la Santa Croce mostra la via quando la nebbia è spessa.
zts2077e	Teletrasportatore di massa
zts2078e	Teletrasporta i membri nel luogo salvato.
zts2079e	Grandine meteoritica
zts2080e	Provoca la caduta di meteoriti sull'avversario.
zts2081e	Illuminazione
zts2082e	Tutti i membri ricevono una benedizione.
zts2083e	Colpo della luce
zts2084e	Cespuglio di spine
zts2085e	Profumo della maledizione
zts2088e	Luci e ombre
zts2089e	Effettua un attacco con il potere della spada sacra e il potere del crepuscolo.
zts2090e	La spada sacra infligge due rapide stilettate.
zts2091e	Sentenza della dannazione
zts2092e	Genera energia in forma d'onda che perfora ogni cosa che incontra lungo il cammino.
zts2093e	Giustizia
zts2094e	Evoca la Spada sacra gigante.
zts2095e	Sventratore doppio
zts2096e	Si muove in avanti e brandisce la spada.
zts2097e	Santuario
zts2098e	Produce una barriera lucente per attaccare l'avversario.
zts2099e	Accensione
zts2100e	Massimizza il danno da attacco tramite l'uso dell'energia sacra e dell'energia oscura.
zts2101e	Lama della croce
zts2102e	Brandisce rapidamente la spada sacra e squarcia lo spazio.
zts2103e	Riaccensione
zts2104e	Massimizza la difesa tramite l'uso dell'energia sacra e dell'energia oscura.
zts2105e	Pestilenza
zts2106e	Provoca paura e orrore all'avversario tramite l'Elemento ombra.
zts2107e	Converti
zts2108e	L'arma di Dio. Mozza e recide chiunque e qualsiasi cosa con la Spada sacra.
zts2112e	Dardo incendiario
zts2113e	Sisma leggendario
zts2114e	Annuncio di battaglia
zts2124e	Sfregiatore
zts2125e	Pugnalatore
zts2126e	Colpo d'anca
zts2129e	Big Bang
zts2130e	Un colpo che fa raggiungere il cielo.
zts2131e	Fuoco di sostegno
zts2132e	Preghiera di Ancelloan
zts2133e	Diventa più forte, anima e corpo, grazie all'energia di Ancelloan.
zts2134e	Pianura di Ancelloan
zts2135e	Incalza i nemici con il potere di Ancelloan.
zts2136e	Apparizione di Ancelloan
zts2137e	Diventa più forte, corpo e mente, grazie all'energia di Ancelloan. Utilizza un'essenza di Ancelloan.
zts2138e	Rabbia di Ancelloan
zts2139e	Incalza i nemici con il potere di Ancelloan. Non ha effetto sui mostri. Si può utilizzare solo dopo l'uso di Apparizione di Ancelloan.
zts2143e	Punta ghiacciata
zts2144e	Bolla esplosiva
zts2145e	Raffreddamento lampo
zts2146e	Vincolo gelido
zts2147e	Pioggia algida
zts2148e	Cortina
zts2149e	Recisione del vento
zts2150e	Nave fantasma
zts2151e	Ancora di tuono
zts2152e	[Semplice] Boost danni PvP
zts2153e	Incrementa il danno nel PvP dell'1%.
zts2154e	[Intermedio] Boost danni PvP
zts2155e	Incrementa il danno nel PvP del 2%.
zts2156e	[Avanzato] Boost danni PvP
zts2157e	Incrementa il danno nel PvP del 3%.
zts2158e	[Maestro] Boost danni PvP
zts2159e	Incrementa il danno nel PvP del 5%.
zts2160e	[Principiante] Boost difesa PvP
zts2161e	Incrementa la difesa nel PvP del 5%.
zts2162e	[Intermedio] Boost difesa PvP
zts2163e	Incrementa la difesa nel PvP del 2%.
zts2164e	[Avanzato] Boost difesa PvP
zts2165e	Incrementa la difesa nel PvP del 3%.
zts2166e	[Maestro] Boost difesa PvP
zts2167e	Memorial dell'eroe obliato D (1)
zts2168e	Incrementa la forza fisica di 80.
zts2169e	Memorial dell'eroe obliato S (1)
zts2170e	Incrementa la destrezza di 80.
zts2171e	Memorial dell'eroe obliato J (1)
zts2172e	Incrementa l'intelligenza di 80.
zts2173e	Memorial dell'eroe obliato M (1)
zts2174e	Incrementa gli HP max. di 4000.
zts2175e	Memorial dell'eroe ignoto (1)
zts2176e	Incrementa gli MP max. di 4000.
zts2177e	Strategia di difesa di Cavaliere di Lord Cuarry (1)
zts2178e	Incrementa la forza di difesa globale di 30.
zts2179e	Strategia di attacco di Cavaliere di Lord Cuarry (1)
zts2180e	Incrementa la forza di attacco globale di 30.
zts2181e	Amicizia di fata (1)
zts2182e	Incrementa tutte le resistenze agli elementi di 10.
zts2183e	Storia ancestrale di Aurelius Roshu (1)
zts2184e	Incrementa l'acquisizione di punti esperienza del 3%.
zts2185e	Memorial dei Mercanti Akamur (1)
zts2186e	Incrementa tasso di drop dell'oro del 3%.
zts2220e	Incrementa la difesa nel PvP dell'1%.
zts2221e	Colpo dell'orsetto
zts2222e	Attacco con rincorsa
zts2223e	Gigantomania
zts2224e	Circo della morte
zts2225e	Giochi di prestigio
zts2226e	Sbalordimento
zts2227e	Megalampo
zts2228e	Ferisce l'avversario provocando numerosi lampi violenti.
zts2229e	Megamandra
zts2230e	Radicamento
zts2231e	Cambiaposto
zts2232e	Fendente ombrello
zts2233e	Bomba floreale
zts2234e	Scudo ombrello
zts2235e	Memorial dell'eroe obliato D (2)
zts2236e	Incrementa la forza fisica di 100.
zts2237e	Memorial dell'eroe obliato S (2)
zts2238e	Incrementa la destrezza di 100.
zts2239e	Memorial dell'eroe obliato J (2)
zts2240e	Incrementa l'intelligenza di 100.
zts2241e	Memorial dell'eroe obliato M (2)
zts2242e	Incrementa gli HP max. di 6.000.
zts2243e	Memorial dell'eroe ignoto (2)
zts2244e	Incrementa gli MP max. di 6.000.
zts2245e	Strategia di difesa dei Cavalieri di Lord Cuarry (2)
zts2246e	Incrementa la forza di difesa globale di 50.
zts2247e	Strategia di attacco dei Cavalieri di Lord Cuarry (2)
zts2269e	Incrementa la forza di attacco globale di 50.
zts2270e	Urlo del vichingo
zts2271e	Volontà del guerriero
zts2272e	Benedizione dell'Angelo vendicatore
zts2273e	Guardiana delle anime
zts2278e	L'Urlo del vichingo riduce l'ostilità dei tuoi avversari.
zts2279e	Ragnar, un famoso vichingo, sottomette i suoi avversari grazie alla sua forza di volontà.
zts2280e	Chi riceve la Benedizione dell'Angelo vendicatore si trova sotto la protezione divina.
zts2281e	Il compito dell'Angelo vendicatore è portare le anime dei caduti nel Walhalla.
zts2287e	Benedizione di Madre Natura
zts2288e	Trasmette ad altri la benedizione di Madre Natura.
zts2289e	Incendio mana
zts2290e	I vichinghi che controllano il proprio mana possono prosciugare il mana avversario.
zts2297e	Puoi attaccare il mostro avversario. Premi "A" per usarlo.
zts2298e	Puoi attaccare il giocatore avversario.
zts2299e	Premi "S" per usarlo. Se il corpo è congelato da un nemico, un giocatore alleato deve scongelarlo entro 10 secondi. Altrimenti, il giocatore muore.
zts2300e	Trappola
zts2301e	Poiché Jennifer è una maestra nell'arco, può disporre trappole che sopraffanno i nemici.
zts2302e	Blocco progressivo
zts2303e	I Goti dispongono di una resistenza che li protegge dagli effetti negativi.
zts2305e	Colpo del fantasma
zts2306e	Diminuzione del buio
zts2307e	Orgoglio del vichingo
zts2322e	Parafulmine
zts2323e	Dopo aver studiato la poderosa forza dei fulmini, fu finalmente in grado di controllarla.
zts2324e	Incantesimo proibito
zts2325e	I suoi stessi limiti provocavano frustrazione in Yertirand, che pensava solo a diventare più forte. Fu così che divenne schiavo dell'incantesimo proibito.
zts2327e	Sprint folle
zts2329e	Ispirazione
zts2330e	Sete di sangue
zts2331e	Evanescimus
zts2332e	Kuaaa!
zts2333e	Abbatti i tuoi avversari in fuga con un solo colpo.
zts2334e	Smash
zts2335e	Manda al tappeto il tuo avversario con una spallata.
zts2336e	Biglietto per la Terra dei Sogni
zts2337e	Un sonno magico cui nessuno riesce ad opporsi.
zts2338e	Richiama il test
zts2339e	Richiami il test. In questo modo, la tua velocità di movimento aumenta.
zts2340e	Sete insopportabile
zts2341e	Scarica elettrostatica
zts2342e	Colpo semplice
zts2343e	Un pugno di base.
zts2344e	Serie di colpi
zts2345e	Più colpi uno dietro l'altro.
zts2346e	Taglio della mano Rondine
zts2347e	Attacca con un colpo potente.
zts2348e	Blocco con il taglio della mano
zts2349e	Riflette gli attacchi degli avversari.
zts2350e	Calcio laterale
zts2351e	Un calcio di base delle arti marziali.
zts2352e	Serie di calci
zts2353e	Più calci uno dietro l'altro.
zts2354e	Calcio rotante
zts2355e	Un potente calcio rotante.
zts2356e	Calcio alla caviglia
zts2357e	Un veloce calcio alla parte inferiore del corpo dell'avversario che causa un effetto negativo.
zts2358e	Onda shock
zts2359e	Scaglia contro l'avversario un'energia potente.
zts2360e	Ripristino di energia
zts2361e	Recupera HP con l'energia risparmiata.
zts2362e	Corpo possente
zts2363e	Utilizza l'energia per aumentare la forza di attacco.
zts2364e	Corpo agile
zts2365e	Utilizza l'energia per muoversi più velocemente.
zts2366e	Meditazione
zts2367e	Utilizza la meditazione per accumulare energia per il prossimo attacco.
zts2368e	Calci rapidi
zts2369e	I movimenti veloci di un corpo allenato.
zts2370e	Agguato
zts2371e	Può utilizzare 3 volte l'abilità senza tempo di ricarica.
zts2372e	Guanto rafforzato lv. 1
zts2373e	Aumenta la forza di attacco ravvicinato dell'attacco di base.
zts2374e	Specializzato in piante di livello basso
zts2375e	Aumenta il potere di attacco ravvicinato verso piante di livello basso.
zts2376e	Colpo esplosivo
zts2377e	Attacca gli avversari con l'energia del fuoco.
zts2378e	Braccia potenziate
zts2379e	Aumenta l'HitRate e la forza dell'attacco ravvicinato della Serie di colpi.
zts2380e	Serie di colpi migliorata
zts2381e	Aumenta la forza di attacco ravvicinato della Serie di colpi.
zts2382e	Scova i punti deboli
zts2383e	La capacità di scoprire i punti deboli dei nemici aumenta per un certo lasso di tempo la probabilità di sferrare colpi critici.
zts2384e	Trova i punti deboli
zts2385e	Aumenta il danno critico sfruttando i punti deboli degli avversari.
zts2386e	Pelle di ferro
zts2387e	Rilancia all'avversario il suo attacco.
zts2388e	Aumenta il potere di attacco ravvicinato verso mostri di livello basso.
zts2389e	Calcio fantastico
zts2390e	Confonde gli avversari con un calcio magistrale e causa Blackout.
zts2391e	Gambe rafforzate lv. 1
zts2392e	Aumenta l'HitRate e la forza dell'attacco ravvicinato della Serie di calci.
zts2393e	Serie di calci migliorata
zts2394e	Aumenta la probabilità di sferrare colpi critici della Serie di calci.
zts2395e	Aumenta il raggio d'azione del Calcio rotante.
zts2396e	Aggiunge Blackout all'effetto di Calcio alla caviglia.
zts2397e	Aggiunge Sanguinamento all'effetto di Calcio alla caviglia.
zts2398e	Scaglia l'avversario all'indietro.
zts2399e	Urto invisibile
zts2400e	Attacco potente con l'energia invisibile.
zts2401e	Aumenta il raggio d'azione dell'Onda shock.
zts2402e	Accumula più energia.
zts2403e	Guanto rafforzato lv. 2
zts2404e	Taglio della mano rafforzato
zts2405e	Aumenta la forza d'attacco del taglio della mano Rondine.
zts2406e	Gambe rafforzate lv. 2
zts2407e	Calcio rotante con eco
zts2408e	Diminuisce il tempo di ricarica delle abilità.
zts2409e	Specializzato nei mostri di livello basso
zts2410e	Specializzato nei Non morti di livello basso
zts2411e	Aumenta il potere di attacco ravvicinato verso Non morti di livello basso.
zts2412e	Colpi critici migliorati lv. 1
zts2413e	Aumenta la probabilità di sferrare colpi critici dell'Onda shock.
zts2414e	Colpi critici migliorati lv. 2
zts2415e	Colpi critici migliorati lv. 3
zts2416e	Spirito
zts2417e	Maledizione della sposa
zts2418e	Urto
zts2419e	Urto provocato senza alcuna arma.
zts2420e	Pugno della bestia
zts2421e	Attacco eseguito con un potente Pugno della bestia.
zts2422e	Artigliata
zts2423e	Attacco selvaggio con gli Artigli della bestia.
zts2424e	Presa
zts2425e	Attacca l'avversario con il Pugno della bestia.
zts2426e	Energia di Haetae
zts2427e	Conferisce l'Energia di Haetae.
zts2428e	Salto di Haetae
zts2429e	Movimento rapido all'indietro.
zts2430e	Attacco potente con il Pugno della bestia.
zts2431e	Trasformazione
zts2432e	Passa dallo stile di Haetae allo stile del drago.
zts2433e	Vampe yo-yo
zts2434e	Attacco eseguito con delle fiamme in forma di yo-yo.
zts2435e	Nocche rovinose
zts2436e	Infligge con le nocche un colpo doloroso all'avversario.
zts2437e	Fendente fiammeggiante
zts2438e	Un'oscillazione divampante che sviluppa una fiammata.
zts2439e	Zampata di fuoco
zts2440e	Un attacco fiammeggiante.
zts2441e	Energia del drago
zts2442e	Conferisce l'Energia del drago.
zts2443e	Salto del drago
zts2444e	Movimento rapido in avanti.
zts2445e	Fuoco incrociato
zts2446e	Crea una croce e avvolge l'avversario tra le fiamme.
zts2447e	Ultima vampa
zts2448e	Colpisce l'avversario con una fiammata.
zts2455e	Mitragliatrice
zts2456e	Aumenta la capacità di attacco ravvicinato contro animali di livello basso.
zts2457e	Cerchio luminoso magico
zts2458e	Artigli felini
zts2459e	Bontà d'animo
zts2460e	Tensho ate (palmo della mano)
zts2461e	Onda shock
zts2462e	Un colpo velocissimo all'addome dell'avversario.
zts2463e	Mille-calci
zts2464e	Teletrasportati sul tuo avversario e stendilo con una serie di calci.
zts2465e	Passo elusivo
zts2466e	Scansa gli attacchi con "Passo elusivo".
zts2467e	Irradiazione lunare
zts2468e	Se utilizzi un'abilità buff mentre è attiva "Illuminazione", otterrai un buff aggiuntivo che aumenta del 20% tutti gli attacchi. Inoltre, aumenta di 30 il recupero degli MP.
zts2469e	Postura del fiore
zts2470e	Se utilizzi un'abilità buff mentre è attiva "Illuminazione", otterrai un buff aggiuntivo che aumenta del 20% tutte le difese. Inoltre, vi è un 30% di probabilità che il tuo danno subito aumenti del 20%.
zts2471e	Danza Mezzaluna selvaggia
zts2472e	Se utilizzi questa abilità mentre è attiva "Possibilità di attacco", otterrai Ombra della mezzaluna con una probabilità del 100%.
zts2473e	Taglio della mezzaluna
zts2474e	Se utilizzi questa abilità mentre è attiva "Possibilità di attacco", assorbirai il 20% degli MP dell'avversario per ogni livello posseduto.
zts2475e	Potere della luce lunare
zts2476e	Se utilizzi questa abilità mentre è attiva "Possibilità di attacco", verranno disattivati tutti gli effetti negativi fino al livello 4.
zts2477e	Eclissi lunare
zts2478e	Se utilizzi questa abilità mentre è attiva "Possibilità di attacco", l'avversario otterrà il "Marchio della luna piena" al posto del "Marchio lunare" (la probabilità è del 100%).
zts2479e	Salto del fiore di loto
zts2480e	Se usi questa abilità mentre è attiva "Possibilità di attacco", il tempo di ricarica del "Salto del fiore di loto" verrà azzerato e potrai riutilizzarlo.
zts2481e	Seme del fiore di loto
zts2482e	Se utilizzi questa abilità mentre è attiva "Possibilità di attacco", verranno evocati altri due Fiori di loto.
zts2483e	Trappola Fiore di loto
zts2484e	Se utilizzi questa abilità mentre è attiva "Possibilità di attacco", i fiori esploderanno non appena scompariranno. I fiori arrecheranno 10 danni extra per ogni livello posseduto.
zts2485e	Fioritura
zts2486e	Se utilizzi questa abilità mentre è attiva "Possibilità di attacco", aumenterà la probabilità che l'avversario subisca Maledizione del fiore di loto. La probabilità incrementa del 50%. Tale situazione si verifica solo se l'avversario non sta già subendo gli effetti del debuff. Se la Maledizione del fiore di loto è già attiva, verrà attivato di nuovo Inferno di petali.
zts2487e	Opposizione
zts2488e	Se utilizzi "Opposizione" durante un attacco avversario, ottieni l'effetto "Possibilità di attacco".
zts2493e	Un attacco di base eseguito con il palmo della mano.
zts2494e	Colpo discendente
zts2495e	Estasi del Berserker
zts2496e	Freccia Cuore
zts2497e	Scaglia una freccia con la punta a forma di cuore.
zts2498e	Freccia Tripla
zts2499e	Scaglia tre frecce contemporaneamente.
zts2500e	Padronanza dell'arco
zts2501e	Padroneggia l'arco per incrementare la tua forza di attacco.
zts2502e	Attacco di base
zts2503e	Lancia il bouquet della sposa
zts2504e	Chiedi la mano
zts2505e	Pioggia di coriandoli
zts2506e	Bacio
zts2507e	Ballo esaltato
zts2508e	Lento romantico
zts2509e	Posa fotografica
zts2510e	Mani a forma di cuore
zts2511e	Foto di coppia
zts2512e	Posa tenera
zts2513e	Il buff è disponibile solo se l'avversario ha utilizzato la Carta speciale Costume da cerimonia.
zts2518e	Uovo esplosivo avariato
zts2519e	Bomba Eggy
zts2520e	Uovo esplosivo pazzo
zts2521e	Lancia un enorme Uovo esplosivo pazzo sull'avversario.
zts2522e	Lancia un enorme Uovo esplosivo avariato sull'avversario.
zts2523e	Forza di volontà rafforzata
zts2524e	Conferisce un effetto che rafforza la forza di volontà e i NosMate del giocatore.
zts2525e	Un pugno potente, seguito da un calcio.
zts2526e	Calcio basso
zts2527e	Un calcio basso eseguito in rotazione.
zts2528e	Calcio in salto
zts2529e	Fai un salto mortale verso l'avversario e lo colpisci mentre sei in aria.
zts2530e	Sfera energetica
zts2531e	Unisci con forza le mani per scagliare verso l'avversario una sfera energetica.
zts2532e	Diventa una Sfera energetica definitiva se Stile di combattimento definitivo è attivo.
zts2533e	Richiede 2.000 punti definitivi.
zts2534e	Calcio rotante
zts2535e	Salti da fermo e ruoti tre volte sferrando calci.
zts2536e	Diventa Calcio rotante definitivo se Stile di combattimento definitivo è attivo.
zts2537e	Richiede 1.000 punti definitivi.
zts2538e	Gancio in avanti
zts2539e	Salti in aria e sferri un gancio in avanti.
zts2540e	Diventa Gancio in avanti definitivo se Stile di combattimento definitivo è attivo.
zts2541e	Richiede 3.000 punti definitivi.
zts2542e	Parata
zts2543e	Ti concentri per bloccare gli attacchi avversari.
zts2544e	Quando ti attaccano con Parata attiva, ricevi 1.000 punti definitivi.
zts2545e	Urto energetico
zts2546e	Sprigioni ondate di energia purificante che rafforzano i tuoi alleati.
zts2547e	Stile di combattimento definitivo
zts2548e	Con questo stile di combattimento puoi eseguire abilità definitive.
zts2549e	Sfera energetica, Calcio rotante, Gancio in avanti e Combo triple vengono eseguite nella variante definitiva quando questo stile di combattimento è attivo.
zts2550e	Volontà del cercatore della verità
zts2551e	Potenzia il tuo spirito con la meditazione.
zts2552e	Combo tripla
zts2553e	Esegui Calcio in salto, Sfera energetica e Gancio in avanti una dietro l'altra.
zts2554e	Diventa Combo tripla definitiva se Stile di combattimento definitivo è attivo.
zts2555e	Sfera energetica definitiva
zts2556e	Calcio rotante definitivo
zts2557e	Gancio in avanti definitivo
zts2558e	Combo tripla definitiva
zts2559e	Attacco infuocato
zts2560e	Armatura infuocata
zts2561e	Smiley Arcobaleno (Alt+-)
zts2562e	Per poter utilizzare questa emoticon, devi comprarla nel Negozio Arcobaleno.
zts2563e	Sushi party
zts2564e	Conquista i tuoi avversari con del prelibatissimo sushi.
zts2565e	Randella-pesci
zts2566e	Questa abilità si può utilizzare per 10 secondi dopo che si attiva "Sushi party"
zts2567e	Colpo con artigli
zts2568e	Un attacco selvaggio con artigli affilati.
zts2569e	In picchiata
zts2570e	Ti libri in aria, ti lanci contro il tuo avversario e lo attacchi con gli artigli.
zts2571e	Nugolo di pipistrelli
zts2572e	Ti trasformi in un nugolo di pipistrelli e ti muovi più velocemente.
zts2573e	Tempesta di ombre.
zts2574e	Esegui delle rotazioni sul posto ed evochi dei pipistrelli che attaccano tutti i nemici intorno a te.
zts2575e	Fuoco demoniaco
zts2576e	Spari un raggio rosso dagli occhi.
zts2577e	Calcio rotante doppio
zts2578e	Sferri un calcio rotante in aria e uno verso il basso.
zts2579e	Contrattacco con le ali
zts2580e	Scansi gli attacchi nemici con le tue ali e rifletti in parte il danno.
zts2581e	Catene di sangue
zts2582e	Lanci delle catene di sangue che bloccano i tuoi avversari.
zts2583e	La morte dall'alto
zts2584e	Attacchi i nemici dall'alto.
zts2585e	Poteri demoniaci
zts2586e	Infondi poteri demoniaci nei tuoi alleati vicini.
zts2587e	Sentenza di Lucifero
zts2588e	Ti libri in aria e spari un potente raggio.
zts2589e	Volo in picchiata del guerriero demoniaco
zts2590e	Attacco normale di Carno
zts2591e	Morso
zts2592e	Ritorno del Re bestia
zts2593e	Correnti alate
zts2594e	In trappola
zts2595e	Respiro letale
zts2596e	Manto spinoso
zts2597e	Sfera dell'ombra
zts2598e	Palla di fuoco dell'ombra
zts2599e	Attacco boodoo
zts2600e	Attacco normale di Kirollas
zts2601e	Eruzione di fiamme
zts2602e	Fulmine a ciel sereno
zts2603e	Meteora congelata
zts2604e	Attacco normale di Belial
zts2605e	Terremoto del fuoco infernale
zts2606e	Taglio esplosivo
zts2607e	Mangia-anime
zts2608e	Svolta improvvisa
zts2609e	Richiamo del Dio dei demoni
zts2610e	Rafforzamento magico
zts2611e	Manto adattabile
zts2612e	L'attacco è la miglior difesa
zts2613e	Manto spesso
zts2614e	Indistruttibile
zts2615e	Difesa ultraveloce
zts2616e	Zampata dell'orso
zts2617e	Vendetta sanguinaria
zts2618e	Posizione da attacco
zts2619e	Artigli del leone
zts2620e	Attacco potenziato
zts2621e	Artigli affilati
zts2622e	Guarigione rinforzante
zts2623e	Sfruttamento delle debolezze
zts2624e	Zampata del leone
zts2625e	Colpo letale
zts2626e	Lesto e letale
zts2627e	Intuire le intenzioni dell'avversario
zts2628e	Troppo piano!
zts2629e	Scansa e colpisci
zts2630e	Istinto di sopravvivenza
zts2631e	Esperienza crescente
zts2632e	Artigli dell'aquila
zts2633e	Veleno nervino
zts2634e	Conoscenza magica
zts2635e	L'attacco è la miglior difesa
zts2636e	Maledizione di vendetta
zts2637e	Protezione magica
zts2638e	Bomba vivente
zts2639e	Svolta della maledizione
zts2640e	Morso di serpente
zts2641e	Meteora congelata
zts2642e	Attacco della meteora (tipo I)
zts2643e	Attacco della meteora (tipo II)
zts2644e	Esplosione del golem instabile
zts2645e	Rende la pelle più resistente e fa crescere spine dalla pelliccia.
zts2646e	Accovacciarsi
zts2647e	Rafforza la difesa a discapito della forza di attacco.
zts2648e	L'armatura si adatta al tipo di danno.
zts2649e	Resistenza dell'orso
zts2650e	La benedizione del Loa orso ti conferisce più resistenza.
zts2651e	Potenzia la resistenza e l'armatura.
zts2652e	Manto benedetto
zts2653e	Il manto divino del Loa orso ti difende dagli effetti negativi.
zts2654e	Potenzia l'armatura in un batter d'occhio.
zts2655e	Chi vive in armonia con la natura può sfruttare il potere del Loa orso.
zts2656e	Benedizione elementale
zts2657e	Tutti gli elementi vengono rinforzati.
zts2658e	Incrementa la forza di attacco a discapito della difesa.
zts2659e	Gli artigli del leone causano squarci profondi.
zts2660e	Potenzia le armi.
zts2661e	Gli attacchi potenziati infliggono danni extra.
zts2662e	Aumenta la probabilità che i tempi di ricarica delle skill si azzerino.
zts2663e	Penetra l'armatura degli avversari.
zts2664e	Chi vive in armonia con la natura può sfruttare il potere del Loa leone.
zts2665e	Lesto come il vento
zts2666e	Aumenta la velocità di movimento e il valore dell'elusione.
zts2667e	Sguardo penetrante
zts2668e	Identifica i punti deboli dell'avversario.
zts2669e	Volo alto
zts2670e	Nascondi efficacemente i tuoi punti deboli.
zts2671e	Occhi d'aquila
zts2672e	Incrementa la precisione dei tuoi attacchi.
zts2673e	Occhio per occhio
zts2674e	Riflette i danni sull'avversario.
zts2675e	La tua destrezza aumenta in caso di pericolo.
zts2676e	Grazie all'esperienza crescente ti risulta più facile riconoscere i punti deboli dell'avversario.
zts2677e	Chi vive in armonia con la natura può sfruttare il potere del Loa aquila.
zts2678e	Veleno di serpente
zts2679e	Un attacco rinforzato dal veleno.
zts2680e	La tua forza di attacco viene potenziata dalla tua difesa magica.
zts2681e	Quando subisci dei danni, il loro valore viene sottratto dagli MP invece che dagli HP.
zts2682e	Maledizione
zts2683e	Lanci una maledizione sugli avversari per vendicarti.
zts2684e	Scudo elementale
zts2685e	I danni elementali subiti si riducono.
zts2686e	Armatura magica
zts2687e	Il danno viene ridotto da una magia meravigliosa.
zts2688e	I tuoi elementi vengono rinforzati quando subisci degli effetti negativi.
zts2689e	Chi vive in armonia con la natura può sfruttare il potere del Loa serpente
zts2690e	Questo libro racchiude il potere del Loa orso.
zts2691e	Incrementa gli HP di 7.000.
zts2692e	Questo libro racchiude il potere del Loa aquila.
zts2693e	Incrementa la destrezza di 120.
zts2694e	Questo libro racchiude il potere del Loa serpente.
zts2695e	Incrementa l'intelligenza di 120.
zts2696e	Questo libro racchiude il potere del Loa leone.
zts2697e	Incrementa la forza fisica di 120.
zts2698e	Questo libro racchiude il potere del Re Spettro.
zts2699e	Incrementa gli MP di 7.000.
zts2717e	Sfera di fuoco
zts2718e	Scaglia contro i nemici una Sfera di fuoco che scatena un incendio indomabile.
zts2721e	Benedizione debole del Re Spettro
zts2722e	Il Re Spettro dà la sua benedizione a te e ai NosMate nelle tue vicinanze.
zts2723e	Energia dell'Ombra di Paimon
zts2724e	La potenza dell'Ombra di Paimon ti attraversa ed evoca un Cavaliere dell'ombra d'élite.
zts2745e	Spirito combattivo del Re Bestia
zts2746e	Lo spirito combattivo del Re Bestia potenzia il tuo morale e quello dei tuoi alleati.
zts2747e	Ululato dell'Orsogufo
zts2748e	Comando dell'Elfa oscura
zts2749e	Energia del Budino di muschio
zts2757e	Chiama la 1ª unità
zts2758e	Chiama la 1ª unità nella Torre del Cielo. Se l'unità dispone di un buff per il lavoro di squadra, lo ottieni anche tu.
zts2759e	Chiama la 2ª unità
zts2760e	Chiama la 2ª unità nella Torre del Cielo. Se l'unità dispone di un buff per il lavoro di squadra, lo ottieni anche tu.
zts2770e	Chiama la 3ª unità
zts2771e	Chiama la 3ª unità nella Torre del Cielo. Se l'unità dispone di un buff per il lavoro di squadra, lo ottieni anche tu.
zts2772e	Chiama la 4ª unità
zts2773e	Chiama la 4ª unità nella Torre del Cielo. Se l'unità dispone di un buff per il lavoro di squadra, lo ottieni anche tu.
zts2774e	Chiama la 5ª unità
zts2775e	Chiama la 5ª unità nella Torre del Cielo. Se l'unità dispone di un buff per il lavoro di squadra, lo ottieni anche tu.
zts2779e	Uragano letale
zts2780e	Respiro mortale
zts2781e	Flagello spettrale
zts2782e	Torta magica
zts2783e	In questa dolce torta si nasconde qualcosa di davvero speciale.
zts2784e	Colpo di scudo
zts2785e	Attacca l'avversario con uno scudo munito di corna.
zts2786e	Getta l'amo
zts2787e	Riavvolgi la lenza
zts2788e	Pesci esca
zts2789e	Teletrasportati al Punto Pesca
zts2790e	Pesca di nascosto
zts2791e	Quante arie!
zts2792e	Preso!
zts2793e	Danza della pesca
zts2794e	Ripara la lenza
zts2795e	Getta l'amo (pro)
zts2796e	Attacchi con la canna da pesca.
zts2797e	Getti l'amo.
zts2798e	Viene utilizzata un'esca.
zts2799e	Cerchi di estrarre il pesce dall'acqua.
zts2800e	Utilizzi un'esca di plastica.
zts2801e	L'effetto termina quando getti l'amo.
zts2802e	Questo luogo diventerà il Punto Pesca in cui tornerai usando "Teletrasportati al Punto Pesca".
zts2803e	Se utilizzerai nuovamente questa abilità mentre "Teletrasportati al Punto Pesca" è ancora attivo, ti recherai nel Punto Pesca stabilito in precedenza.
zts2804e	I mostri non ti possono vedere.
zts2805e	Ostenta l'enorme pesce che hai pescato.
zts2806e	L'obiettivo viene verso di te.
zts2807e	Con questa danza chiedi al Pesce loa di concederti una benedizione.
