zts1e	Efekt ogólny
zts1698e	Rana Drapana (F)
zts1699e	Pazury kocie zadaj¹ g³êbokie rany.
zts1700e	Rana Drapana (E)
zts1701e	Rana Drapana (D)
zts1702e	Rana Drapana (C)
zts1703e	Rana Drapana (B)
zts1704e	Rana Drapana (A)
zts1705e	Rana Drapana (S)
zts1706e	Bicie Serca (F)
zts1707e	Ogarnê³o mnie niesamowite podekscytowanie! Czujê siê o wiele lepiej!
zts1708e	Bicie Serca (E)
zts1709e	Bicie Serca (D)
zts1710e	Bicie Serca (C)
zts1711e	Bicie Serca (B)
zts1712e	Bicie Serca (A)
zts1713e	Bicie Serca (S)
zts1714e	Towarzysz Yuny, Uczennicy Czarnoksiê¿nika  (F)
zts1715e	Towarzysz Yuny, Uczennicy Czarnoksiê¿nika (E)
zts1716e	Towarzysz Yuny, Uczennicy Czarnoksiê¿nika (D)
zts1717e	Towarzysz Yuny, Uczennicy Czarnoksiê¿nika (C)
zts1718e	Towarzysz Yuny, Uczennicy Czarnoksiê¿nika (B)
zts1719e	Towarzysz Yuny, Uczennicy Czarnoksiê¿nika (A)
zts1720e	Towarzysz Yuny, Uczennicy Czarnoksiê¿nika (S)
zts19951e	Odskok
zts19952e	Odpierasz umiejêtnoœci poprzez odskok i zbli¿asz siê do oœwiecenia.
zts19953e	Oœwiecenie
zts19954e	Je¿eli u¿yjesz umiejêtnoœci wzmocnienia, gdy oœwiecenie jest aktywne, otrzymasz dodatkowe efekty.
zts19955e	Absorpcja Œwiat³a Ksiê¿yca
zts19956e	Umo¿liwia ci u¿ycie umiejêtnoœci pe³ni ksiê¿yca.
zts19957e	Znak Ksiê¿yca
zts19958e	Ochroñ siê przed moc¹ Mistycznego Artysty, nosz¹c znak ksiê¿yca.
zts19959e	Znak Pe³ni Ksiê¿yca
zts19960e	Jeœli u¿yjesz zaæmienia ksiê¿yca, gdy mo¿liwoœæ ataku jest aktywna, twój przeciwnik otrzyma znak pe³ni zamiast znaku ksiê¿yca.
zts19961e	Pu³apka Lotosu
zts19962e	Schwytani przeciwnicy nie mog¹ siê poruszaæ.
zts19963e	Stawianie Oporu
zts19964e	Gdy u¿yjesz stawiania oporu podczas ataku przeciwnika, uzyskasz efekt mo¿liwoœæ ataku.
zts19965e	Obra¿enia Wewnêtrzne
zts19966e	Z obra¿eniami wewnêtrznymi wykorzystanie umiejêtnoœci i czarowanie jest bardzo trudne.
zts19967e	Lekkoœæ Piórka
zts19968e	Twoje cia³o stanie siê lekkie jak piórko, dlatego mo¿esz siê szybciej poruszaæ i trudniej ciê trafiæ.
zts19969e	Gromadzenie Kwiatów
zts19970e	Mo¿esz u¿yæ umiejêtnoœci kwiatu lotosu.
zts19971e	Cieñ Sierpowatego Ksiê¿yca
zts19972e	Mo¿esz siê ukryæ w cieniu ksiê¿yca.
zts19973e	Zwi¹zanie Moc¹ Œwiat³a Ksiê¿yca
zts19974e	Twój przeciwnik nie mo¿e siê poruszaæ, gdy zostanie zwi¹zany moc¹ œwiat³a ksiê¿yca.
zts19975e	Zwi¹zanie Moc¹ Œwiat³a Pe³ni Ksiê¿yca
zts19976e	Twój przeciwnik nie mo¿e siê poruszaæ, gdy zostanie zwi¹zany moc¹ œwiat³a pe³ni ksiê¿yca.
zts19977e	Miny Kwiatów
zts19978e	Unieruchomienie. Redukcja P¯ i PM.
zts19979e	Kl¹twa Kwiatu Lotosu
zts19980e	Unieruchomienie. Powa¿na redukcja P¯ i PM.
zts19981e	Mo¿liwoœæ ataku
zts19982e	Mo¿esz ponownie zaatakowaæ po u¿yciu umiejêtnoœci ataku.
zts19983e	Zanurzenie w Œwietle Ksiê¿yca
zts19984e	Je¿eli u¿yjesz absorpcji œwiat³a ksiê¿yca, gdy oœwiecenie jest aktywne, otrzymasz ten efekt.
zts19985e	Otoczenie kwiatami lotosu
zts19986e	Je¿eli u¿yjesz gromadzenia kwiatów, gdy oœwiecenie jest aktywne, otrzymasz ten efekt.
zts19987e	Oœlepianie
zts19988e	Czerwony nos nagle zaczyna jasno œwieciæ.
zts19989e	Magia Czerwonego Nosa
zts19990e	Uzdrawiaj¹ca magia czerwonego nos przywraca P¯.
zts19991e	Sza³ Berserka
zts19992e	Przemieñ siê w Polarnego Prychacza.
zts19993e	Ociê¿a³oœæ (F)
zts19994e	Uch, zupe³nie nie mam si³y.
zts19995e	Ociê¿a³oœæ (E)
zts19996e	Ociê¿a³oœæ (D)
zts19997e	Ociê¿a³oœæ (C)
zts19998e	Ociê¿a³oœæ (B)
zts19999e	Ociê¿a³oœæ (A)
zts20000e	Ociê¿a³oœæ (S)
zts20001e	Mistrzostwo £ucznictwa (F)
zts20002e	Zostañ prawdziwym mistrzem ³ucznictwa!
zts20003e	Mistrzostwo £ucznictwa (E)
zts20004e	Mistrzostwo £ucznictwa (D)
zts20005e	Mistrzostwo £ucznictwa (C)
zts20006e	Mistrzostwo £ucznictwa (B)
zts20007e	Mistrzostwo £ucznictwa (A)
zts20008e	Mistrzostwo £ucznictwa (S)
zts20009e	Ból Serca (F)
zts20010e	Nie mogê siê zregenerowaæ, moje serce ledwo bije!
zts20011e	Ból Serca (E)
zts20012e	Ból Serca (D)
zts20013e	Ból Serca (C)
zts20014e	Ból Serca (B)
zts20015e	Ból Serca (A)
zts20016e	Ból Serca (S)
zts20017e	Towarzysz Amory (F)
zts20018e	Towarzysz Amory (E)
zts20019e	Towarzysz Amory (D)
zts20020e	Towarzysz Amory (C)
zts20021e	Towarzysz Amory (B)
zts20022e	Towarzysz Amory (A)
zts20023e	Towarzysz Amory (S)
zts20024e	Zwiêksza si³ê ataku i obrony.
zts20025e	Odwracanie uwagi
zts20026e	Jestem tak zajêty zbieraniem monet, ¿e nie mogê siê koncentrowaæ na walce!
zts20027e	Talizman!
zts20028e	Umiejêtnoœæ Krzakogona Szczêœcia, przynosz¹ca szczêœcie.
zts20029e	Supertalizman!
zts20030e	Umiejêtnoœæ Krzakogona Superszczêœcia, przynosz¹ca superszczêœcie.
zts20031e	Weselny buff
zts20032e	Potêgê mi³oœci...
zts20033e	Deszcz konfetti
zts20034e	Buff okazuj¹cy uznanie i szacunek dla goœci.
zts20035e	Szalona Jajo-Bomba
zts20036e	Mo¿esz przesun¹æ bombê poprzez zaatakowanie jej. Je¿eli bomba zada obra¿enia Szalonemu Królikowi Wielkanocnemu, z 100% prawdopodobieñstwa wywo³a [zamroczenie].
zts20037e	Przemiana w Jajo
zts20038e	"Rozgor¹czkowanie" dla wszystkich! (poziom 1)
zts20039e	Efekt ten aktywuje siê, gdy w pobli¿u Szalonego Królika Wielkanocnego eksploduj¹ jednoczeœnie 3 szalone jajo-bomby.
zts20040e	"Rozgor¹czkowanie" dla wszystkich! (poziom 2)
zts20041e	Efekt ten aktywuje siê, gdy w pobli¿u Szalonego Królika Wielkanocnego eksploduj¹ jednoczeœnie 4 szalone jajo-bomby.
zts20042e	"Rozgor¹czkowanie" dla wszystkich! (poziom 3)
zts20043e	Efekt ten aktywuje siê, gdy w pobli¿u Szalonego Królika Wielkanocnego eksploduje jednoczeœnie 5 szalonych jajo-bomb.
zts20044e	Obdarza energi¹ zaj¹ca.
zts20045e	Z³ota We³niana Zbroja
zts20046e	Chroni dziêki z³otej we³nie.
zts20047e	Rozkojarzenie (F)
zts20048e	Cel zachowuje siê dziwacznie, bo jest rozkojarzony.
zts20049e	Rozkojarzenie (E)
zts20050e	Rozkojarzenie (D)
zts20051e	Rozkojarzenie (C)
zts20052e	Rozkojarzenie (B)
zts20053e	Rozkojarzenie (A)
zts20054e	Rozkojarzenie (S)
zts20055e	Silniejsza Wola (F)
zts20056e	Silniejsza Wola (E)
zts20057e	Silniejsza Wola (D)
zts20058e	Silniejsza Wola (C)
zts20059e	Silniejsza Wola (B)
zts20060e	Silniejsza Wola (A)
zts20061e	Silniejsza Wola (S)
zts20062e	Md³oœci (F)
zts20063e	Md³oœci (E)
zts20064e	Md³oœci (D)
zts20065e	Md³oœci (C)
zts20066e	Md³oœci (B)
zts20067e	Md³oœci (A)
zts20068e	Md³oœci (S)
zts20069e	Twój zwierzak jest zszokowany i przez 10 minut zdezorientowany.
zts20070e	Twój zwierzak jest bardzo zszokowany i przez 20 minut zdezorientowany.
zts20071e	Podskakiwaæ
zts20072e	Powalenie
zts20073e	Przeciwnik jest niezdolny do ruchu i nie mo¿e siê broniæ.
zts20074e	Nokaut
zts20075e	Przeciwnik jest niezdolny do ruchu i do walki. W przypadku znokautowanych przeciwników szansa na cios krytyczny jest zwiêkszona.
zts20076e	Œwiêta energia
zts20077e	Wszystkie ¿ywio³y s¹ zwiêkszone i twoje cia³o zostaje uwolnione od wszystkich negatywnych efektów.
zts20078e	Zablokowanie
zts20079e	Mo¿esz odpieraæ ataki przeciwników. Je¿eli zablokowanie siê uda, otrzymasz wiêcej punktów ultymatywnych.
zts20080e	Niez³omny duch
zts20081e	Medytacja zapewni ci harmoniê ducha i cia³a.
zts20082e	Mrok œmierci
zts20083e	Przeciwnik jest bliski œmierci. Je¿eli nie zostanie pokonany, podczas gdy [Mrok œmierci] jest aktywny, uzyska efekt [Wymigania siê od œmierci].
zts20084e	Ultymatywna aura (poziom 1)
zts20086e	Ultymatywna aura (poziom 2)
zts20088e	Ultymatywna aura (poziom 3)
zts20090e	Ultymatywny styl walki
zts20091e	Przy u¿yciu punktów ultymatywnych mo¿esz zastosowaæ umiejêtnoœci ultymatywne.
zts20092e	Medytacja przed walk¹
zts20093e	Twoje cia³o zostanie oczyszczone i wzmocnione przez medytacjê.
zts20094e	Œmiertelna rana
zts20095e	Si³a ataku, odpornoœci, szybkoœæ poruszania siê oraz P¯ ulegaj¹ zmniejszeniu.
zts20096e	Wymiganie siê od œmierci
zts20097e	Twoja wola ¿ycia staje siê silniejsza, poniewa¿ uda³o ci siê wymigaæ od œmierci.
zts20098e	Silny impuls
zts20099e	Ten impuls czyni przeciwnika na krótki czas niezdolnym do walki. Kiedy efekt zakoñczy siê, istnieje szansa, ¿e otrzyma efekt [Œmiertelna rana].
zts20100e	Efekt zadzia³a, gdy u¿yjesz jednej ultymatywnej umiejêtnoœci.
zts20101e	Efekt zadzia³a, gdy u¿yjesz dwóch ultymatywnych umiejêtnoœci.
zts20102e	Efekt zadzia³a, gdy u¿yjesz trzech ultymatywnych umiejêtnoœci.
zts20103e	Bezgraniczna magiczna moc
zts20104e	Bezgraniczna magiczna moc przep³ywa przez ciebie i nieprzerwanie regeneruje twoje PM.
zts20105e	Zachêta
zts20106e	Gdy dotkniesz ostrog¹ osio³ka-piniatê, to zwiêkszysz tym samym szybkoœæ poruszania siê.
zts20107e	B³ogos³awieñstwo Têczy
zts20108e	Si³a ataku PvP jest zwiêkszona podczas Bitwy Têczowego Kryszta³u o 10%. Szybkoœæ poruszania siê jest zwiêkszona podczas Bitwy Têczowego Kryszta³u o 2.
zts20109e	Przeklête P³omienie (F)
zts20110e	Przeklête P³omienie (E)
zts20111e	Przeklête P³omienie (D)
zts20112e	Przeklête P³omienie (C)
zts20113e	Przeklête P³omienie (B)
zts20114e	Przeklête P³omienie (A)
zts20115e	Przeklête P³omienie (S)
zts20116e	Roz¿arzona Zbroja (F)
zts20117e	Roz¿arzona Zbroja (E)
zts20118e	Roz¿arzona Zbroja (D)
zts20119e	Roz¿arzona Zbroja (C)
zts20120e	Roz¿arzona Zbroja (B)
zts20121e	Roz¿arzona Zbroja (A)
zts20122e	Roz¿arzona Zbroja (S)
zts20123e	Topniej¹ca Zbroja (F)
zts20124e	Topniej¹ca Zbroja (E)
zts20125e	Topniej¹ca Zbroja (D)
zts20126e	Topniej¹ca Zbroja (C)
zts20127e	Topniej¹ca Zbroja (B)
zts20128e	Topniej¹ca Zbroja (A)
zts20129e	Topniej¹ca Zbroja (S)
zts20130e	P³omienna Zbroja (F)
zts20131e	P³omienna Zbroja (E)
zts20132e	P³omienna Zbroja (D)
zts20133e	P³omienna Zbroja (C)
zts20134e	P³omienna Zbroja (B)
zts20135e	P³omienna Zbroja (A)
zts20136e	P³omienna Zbroja (S)
zts20137e	Towarzystwo Jednoskrzyd³ej Perti (F)
zts20138e	Towarzystwo Jednoskrzyd³ej Perti (E)
zts20139e	Towarzystwo Jednoskrzyd³ej Perti (D)
zts20140e	Towarzystwo Jednoskrzyd³ej Perti (C)
zts20141e	Towarzystwo Jednoskrzyd³ej Perti (B)
zts20142e	Towarzystwo Jednoskrzyd³ej Perti (A)
zts20143e	Towarzystwo Jednoskrzyd³ej Perti (S)
zts20144e	Smaczny Tuñczyk
zts20145e	Skosztuj tego przepysznego tuñczyka wydry, by optymalnie przygotowaæ siê do walki.
zts20146e	Mro¿ony Tuñczyk
zts20147e	Twardy jak kamieñ i zimny jak lód.
zts20148e	B³ogos³awieñstwo Wydry
zts20149e	Zwiêksza ataki i obrony
zts20150e	Gotowoœæ do Walki
zts20151e	Wydra ju¿ nie mo¿e doczekaæ siê, by stan¹æ do walki.
zts20152e	Wzmocnienie na 12. urodziny
zts20153e	S³abe wysysanie krwi
zts20154e	Z powodu utraty krwi twoje cia³o staje siê s³absze.
zts20155e	Rój nietoperzy
zts20156e	Przemieñ siê w rój nietoperzy, gdy zagra¿a ci niebezpieczeñstwo.
zts20157e	Postrach nocy
zts20158e	Twoja ofiara boi siê upiorów, które czaj¹ siê w mroku.
zts20159e	Pêta
zts20160e	Twój przeciwnik zostanie zakuty w ³añcuchy.
zts20161e	Odbicie
zts20162e	Odpiera ataki przeciwników.
zts20163e	Antygrawitacja
zts20164e	Unosisz siê w powietrzu. Istnieje mo¿liwoœæ, ¿e ogarnie ciê panika.
zts20165e	Demoniczne moce
zts20166e	Uzyskujesz moc demona.
zts20168e	Zawa³ serca
zts20169e	Twój przeciwnik nie mo¿e atakowaæ.
zts20170e	Pora¿enie
zts20171e	Twój przeciwnik doznaje pora¿enia pr¹dem.
zts20172e	B³yskawiczne skrzyd³a
zts20173e	Wzmocnie to otrzymasz poprzez b³yskawiczne skrzyd³a.
zts20174e	Ten wyrok sprawi, ¿e œwiat siê przemieni.
zts20175e	Ten wyrok sprawi, ¿e œwiat siê przemieni.
zts20176e	Kud³ate Futerko
zts20177e	Kud³ate futerko alpaki chroni ciê.
zts20178e	Truj¹cy Dym
zts20179e	Dym ten zadymi³ ca³y las.
zts20180e	Zatrucie
zts20181e	Na niebezpiecznych obszarach mo¿na siê zatruæ.
zts20182e	Lekkie Zatrucie
zts20183e	Lekkie zatrucie. Uwaga, mo¿na zaraziæ zatruciem innych! Wzmocnij swój system odpornoœciowy, by odeprzeæ zatrucie.
zts20184e	Wzmocnij system odpornoœciowy
zts20185e	Wzmocnij swój organizm i spraw, by by³ odporny na truciznê nale¿¹c¹ do Karno.
zts20186e	Œmiertelne Skaleczenie
zts20187e	K³y i pazury Karno zadaj¹ g³êbokie rany.
zts20188e	Bomba
zts20189e	Wybucha po pewnym czasie i zadaje tobie i sprzymierzeñcom znajduj¹cym siê w pobli¿u 4000 obra¿eñ.
zts20190e	Ob¿arty
zts20191e	Belial staje siê silniejszy dziêki duszom, które po¿era.
zts20192e	Os³abienie Duszy
zts20193e	Belial os³abia twoj¹ duszê.
zts20194e	Niespodziewana Zmiana
zts20195e	Belial odbija twoje ataki i zadaje w ten sposób twoim sprzymierzeñcom obra¿enia.
zts20196e	Kolcze Futro
zts20197e	Obdarza ciê chroni¹cym buffem.
zts20198e	Kolcze Futro +1
zts20199e	Kolcze Futro +2
zts20200e	Kolcze Futro +3
zts20201e	Kolcze Futro +4
zts20202e	Kolcze Futro +5
zts20203e	Kolcze Futro +6
zts20204e	Kolcze Futro +7
zts20205e	Kolcze Futro +8
zts20206e	Kolcze Futro +9
zts20207e	Krwawa Zemsta
zts20208e	Krwawa Zemsta +1
zts20209e	Krwawa Zemsta +2
zts20210e	Krwawa Zemsta +3
zts20211e	Krwawa Zemsta +4
zts20212e	Krwawa Zemsta +5
zts20213e	Krwawa Zemsta +6
zts20214e	Krwawa Zemsta +7
zts20215e	Krwawa Zemsta +8
zts20216e	Krwawa Zemsta +9
zts20217e	Œmiertelny Cios
zts20218e	Œmiertelny Cios +1
zts20219e	Œmiertelny Cios +2
zts20220e	Œmiertelny Cios +3
zts20221e	Œmiertelny Cios +4
zts20222e	Œmiertelny Cios +5
zts20223e	Œmiertelny Cios +6
zts20224e	Œmiertelny Cios +7
zts20225e	Œmiertelny Cios +8
zts20226e	Œmiertelny Cios +9
zts20227e	Neurotoksyna
zts20228e	Neurotoksyna +1
zts20229e	Neurotoksyna +2
zts20230e	Neurotoksyna +3
zts20231e	Neurotoksyna +4
zts20232e	Neurotoksyna +5
zts20233e	Neurotoksyna +6
zts20234e	Neurotoksyna +7
zts20235e	Neurotoksyna +8
zts20236e	Neurotoksyna +9
zts20237e	Moc Apokalipsy (poziom 1)
zts20238e	Moc Apokalipsy (poziom 2)
zts20239e	Moc Apokalipsy (poziom 3)
zts20240e	Moc Apokalipsy (poziom 4)
zts20241e	Moc Apokalipsy (poziom 5)
zts20242e	Moc Odbicia (poziom 1)
zts20243e	Moc Odbicia (poziom 2)
zts20244e	Moc Odbicia (poziom 3)
zts20245e	Moc Odbicia (poziom 4)
zts20246e	Moc Odbicia (poziom 5)
zts20247e	Moc Wilka (poziom 1)
zts20248e	Moc Wilka (poziom 2)
zts20249e	Moc Wilka (poziom 3)
zts20250e	Moc Wilka (poziom 4)
zts20251e	Moc Wilka (poziom 5)
zts20252e	Moc Odrzucenia (poziom 1)
zts20253e	Moc Odrzucenia (poziom 2)
zts20254e	Moc Odrzucenia (poziom 3)
zts20255e	Moc Odrzucenia (poziom 4)
zts20256e	Moc Odrzucenia (poziom 5)
zts20257e	Moc Wybuchu (poziom 1)
zts20258e	Moc Wybuchu (poziom 2)
zts20259e	Moc Wybuchu (poziom 3)
zts20260e	Moc Wybuchu (poziom 4)
zts20261e	Moc Wybuchu (poziom 5)
zts20262e	Moc Dyfuzji (poziom 1)
zts20263e	Moc Dyfuzji (poziom 2)
zts20264e	Moc Dyfuzji (poziom 3)
zts20265e	Moc Dyfuzji (poziom 4)
zts20266e	Moc Dyfuzji (poziom 5)
zts20267e	Moc B³yskawicy (poziom 1)
zts20268e	Moc B³yskawicy (poziom 2)
zts20269e	Moc B³yskawicy (poziom 3)
zts20270e	Moc B³yskawicy (poziom 4)
zts20271e	Moc B³yskawicy (poziom 5)
zts20272e	Moc Kl¹twy (poziom 1)
zts20273e	Moc Kl¹twy (poziom 2)
zts20274e	Moc Kl¹twy (poziom 3)
zts20275e	Moc Kl¹twy (poziom 4)
zts20276e	Moc Kl¹twy (poziom 5)
zts20277e	Moc NiedŸwiedzia (poziom 1)
zts20278e	Moc NiedŸwiedzia (poziom 2)
zts20279e	Moc NiedŸwiedzia (poziom 3)
zts20280e	Moc NiedŸwiedzia (poziom 4)
zts20281e	Moc NiedŸwiedzia (poziom 5)
zts20282e	Moc Zimna (poziom 1)
zts20283e	Moc Zimna (poziom 2)
zts20284e	Moc Zimna (poziom 3)
zts20285e	Moc Zimna (poziom 4)
zts20286e	Moc Zimna (poziom 5)
zts20287e	Jad Wê¿a Loa jest wyj¹tkowo silny.
zts20288e	Kl¹twa Wê¿a Loa
zts20289e	Przez kl¹twê Wê¿a Loa zostan¹ zwiêkszone obra¿enia.
zts20290e	Wzmocnione futro Króla Bestii
zts20291e	Futro Króla Bestii twardnieje.
zts20292e	Futro Króla Bestii
zts20293e	Futro Króla Bestii jest nadzwyczajne.
zts20294e	Kl¹twa Króla Bestii
zts20295e	Król Bestii bierze ciê na celownik.
zts20296e	S³aby, zimny przeci¹g
zts20297e	Moc zimna sprawia, ¿e siê trzêsiesz z zimna.
zts20298e	Silny, zimny przeci¹g
zts20299e	Moc zimna sprawia, ¿e marzniesz.
zts20300e	Kl¹twa Boga Demonów
zts20301e	Kl¹twa Beliala sprawia, ¿e stajesz siê ociê¿a³ym.
zts20302e	Przeklêta strza³a
zts20303e	Przeklêta strza³a zwiêksza obra¿enia.
zts20304e	Trucizna Króla Duchów
zts20305e	Trucizna Króla Duchów zwiêksza magiczne obra¿enia.
zts20306e	Zraniony przez Króla Bestii
zts20307e	Rany zadane przez Króla Bestii s¹ najczêœciej œmiertelne.
zts20308e	Kl¹twa rogu
zts20309e	Róg Króla Bestii rzuca na ciebie kl¹twê.
zts20310e	Przeklête ostrze
zts20311e	Ostrze Beliala rzuca na ciebie kl¹twê.
zts20312e	Os³abienie ¿ywio³ów
zts20313e	Ogieñ Króla Duchów zmniejsza obronê ataku d³ugodystansowego i wszystkie ¿ywio³y.
zts20314e	Kl¹twa niedŸwiedzia
zts20315e	NiedŸwiedŸ Loa rzuca na ciebie kl¹twê.
zts20316e	Zdrowy mech
zts20317e	Mchowa kaszka jest zdrowa na wzrok.
zts20318e	Sprawia, ¿e skóra jest odporniejsza i z futra wyrastaj¹ kolce.
zts20319e	Kucanie
zts20320e	Wzmacnia obronê na koszt si³y ataku.
zts20321e	Kucanie +1
zts20322e	Kucanie +2
zts20323e	Kucanie +3
zts20324e	Kucanie +4
zts20325e	Kucanie +5
zts20326e	Kucanie +6
zts20327e	Kucanie +7
zts20328e	Kucanie +8
zts20329e	Kucanie +9
zts20330e	Elastyczne futro
zts20331e	Zbroja dopasowuje siê do rodzaju obra¿eñ.
zts20332e	Elastyczne futro +1
zts20333e	Elastyczne futro +2
zts20334e	Elastyczne futro +3
zts20335e	Elastyczne futro +4
zts20336e	Elastyczne futro +5
zts20337e	Elastyczne futro +6
zts20338e	Elastyczne futro +7
zts20339e	Elastyczne futro +8
zts20340e	Elastyczne futro +9
zts20341e	Wytrzyma³oœæ niedŸwiedzia
zts20342e	B³ogos³awieñstwo NiedŸwiedzia Loa obdarza ciê wiêksz¹ wytrzyma³oœci¹.
zts20343e	Wytrzyma³oœæ niedŸwiedzia +1
zts20344e	Wytrzyma³oœæ niedŸwiedzia +2
zts20345e	Wytrzyma³oœæ niedŸwiedzia +3
zts20346e	Wytrzyma³oœæ niedŸwiedzia +4
zts20347e	Wytrzyma³oœæ niedŸwiedzia +5
zts20348e	Wytrzyma³oœæ niedŸwiedzia +6
zts20349e	Wytrzyma³oœæ niedŸwiedzia +7
zts20350e	Wytrzyma³oœæ niedŸwiedzia +8
zts20351e	Wytrzyma³oœæ niedŸwiedzia +9
zts20352e	Gruba skóra
zts20353e	Wzmacnia odpornoœæ i zbrojê.
zts20354e	Gruba skóra +1
zts20355e	Gruba skóra +2
zts20356e	Gruba skóra +3
zts20357e	Gruba skóra +4
zts20358e	Gruba skóra +5
zts20359e	Gruba skóra +6
zts20360e	Gruba skóra +7
zts20361e	Gruba skóra +8
zts20362e	Gruba skóra +9
zts20363e	B³ogos³awione futro
zts20364e	Œwiête futro NiedŸwiedzia Loa chroni ciê przed negatywnymi efektami.
zts20365e	B³ogos³awione futro +1
zts20366e	B³ogos³awione futro +2
zts20367e	B³ogos³awione futro +3
zts20368e	B³ogos³awione futro +4
zts20369e	B³ogos³awione futro +5
zts20370e	B³ogos³awione futro +6
zts20371e	B³ogos³awione futro +7
zts20372e	B³ogos³awione futro +8
zts20373e	B³ogos³awione futro +9
zts20374e	B³yskawiczna obrona
zts20375e	B³yskawicznie wzmacnia zbrojê.
zts20376e	B³yskawiczna obrona +1
zts20377e	B³yskawiczna obrona +2
zts20378e	B³yskawiczna obrona +3
zts20379e	B³yskawiczna obrona +4
zts20380e	B³yskawiczna obrona +5
zts20381e	B³yskawiczna obrona +6
zts20382e	B³yskawiczna obrona +7
zts20383e	B³yskawiczna obrona +8
zts20384e	B³yskawiczna obrona +9
zts20385e	NiedŸwiedzi cios
zts20386e	Kto potrafi ¿yæ w zgodzie z natur¹, mo¿e posi¹œæ moc NiedŸwiedzia Loa.
zts20387e	NiedŸwiedzi cios +1
zts20388e	NiedŸwiedzi cios +2
zts20389e	NiedŸwiedzi cios +3
zts20390e	NiedŸwiedzi cios +4
zts20391e	NiedŸwiedzi cios +5
zts20392e	NiedŸwiedzi cios +6
zts20393e	NiedŸwiedzi cios +7
zts20394e	NiedŸwiedzi cios +8
zts20395e	NiedŸwiedzi cios +9
zts20396e	B³ogos³awieñstwo ¿ywio³ów
zts20397e	Zostan¹ wzmocnione wszystkie ¿ywio³y.
zts20398e	B³ogos³awieñstwo ¿ywio³ów +1
zts20399e	B³ogos³awieñstwo ¿ywio³ów +2
zts20400e	B³ogos³awieñstwo ¿ywio³ów +3
zts20401e	B³ogos³awieñstwo ¿ywio³ów +4
zts20402e	B³ogos³awieñstwo ¿ywio³ów +5
zts20403e	B³ogos³awieñstwo ¿ywio³ów +6
zts20404e	B³ogos³awieñstwo ¿ywio³ów +7
zts20405e	B³ogos³awieñstwo ¿ywio³ów +8
zts20406e	B³ogos³awieñstwo ¿ywio³ów +9
zts20407e	Pozycja do ataku
zts20408e	Zwiêksza si³ê ataku na koszt obrony.
zts20409e	Pozycja do ataku +1
zts20410e	Pozycja do ataku +2
zts20411e	Pozycja do ataku +3
zts20412e	Pozycja do ataku +4
zts20413e	Pozycja do ataku +5
zts20414e	Pozycja do ataku +6
zts20415e	Pozycja do ataku +7
zts20416e	Pozycja do ataku +8
zts20417e	Pozycja do ataku +9
zts20418e	Lwie pazury
zts20419e	Lwie pazury zadaj¹ g³êbokie rany.
zts20420e	Lwie pazury +1
zts20421e	Lwie pazury +2
zts20422e	Lwie pazury +3
zts20423e	Lwie pazury +4
zts20424e	Lwie pazury +5
zts20425e	Lwie pazury +6
zts20426e	Lwie pazury +7
zts20427e	Lwie pazury +8
zts20428e	Lwie pazury +9
zts20429e	Wzmocniony atak
zts20430e	Wzmacnia moc broni.
zts20431e	Wzmocniony atak +1
zts20432e	Wzmocniony atak +2
zts20433e	Wzmocniony atak +3
zts20434e	Wzmocniony atak +4
zts20435e	Wzmocniony atak +5
zts20436e	Wzmocniony atak +6
zts20437e	Wzmocniony atak +7
zts20438e	Wzmocniony atak +8
zts20439e	Wzmocniony atak +9
zts20440e	Ostre pazury
zts20441e	Wzmocnione ataki zadaj¹ dodatkowe obra¿enia.
zts20442e	Ostre pazury +1
zts20443e	Ostre pazury +2
zts20444e	Ostre pazury +3
zts20445e	Ostre pazury +4
zts20446e	Ostre pazury +5
zts20447e	Ostre pazury +6
zts20448e	Ostre pazury +7
zts20449e	Ostre pazury +8
zts20450e	Ostre pazury +9
zts20451e	Wzmacniaj¹ce uzdrowienie
zts20452e	Daje szansê na reset czasu regeneracji umiejêtnoœci.
zts20453e	Wzmacniaj¹ce uzdrowienie +1
zts20454e	Wzmacniaj¹ce uzdrowienie +2
zts20455e	Wzmacniaj¹ce uzdrowienie +3
zts20456e	Wzmacniaj¹ce uzdrowienie +4
zts20457e	Wzmacniaj¹ce uzdrowienie +5
zts20458e	Wzmacniaj¹ce uzdrowienie +6
zts20459e	Wzmacniaj¹ce uzdrowienie +7
zts20460e	Wzmacniaj¹ce uzdrowienie +8
zts20461e	Wzmacniaj¹ce uzdrowienie +9
zts20462e	Wykorzystaj os³abienie
zts20463e	Przenika przez zbrojê przeciwników.
zts20464e	Wykorzystaj os³abienie +1
zts20465e	Wykorzystaj os³abienie +2
zts20466e	Wykorzystaj os³abienie +3
zts20467e	Wykorzystaj os³abienie +4
zts20468e	Wykorzystaj os³abienie +5
zts20469e	Wykorzystaj os³abienie +6
zts20470e	Wykorzystaj os³abienie +7
zts20471e	Wykorzystaj os³abienie +8
zts20472e	Wykorzystaj os³abienie +9
zts20473e	Lwi cios
zts20474e	Kto potrafi ¿yæ w zgodzie z natur¹, mo¿e posi¹œæ moc Lwa Loa.
zts20475e	Lwi cios +1
zts20476e	Lwi cios +2
zts20477e	Lwi cios +3
zts20478e	Lwi cios +4
zts20479e	Lwi cios +5
zts20480e	Lwi cios +6
zts20481e	Lwi cios +7
zts20482e	Lwi cios +8
