zts1e	Objeto nuevo
zts20169e	Pacificador
zts20170e	¡Felicidades! Has alcanzado el nivel 50 y puedes recoger este título especial en el NosMall.[n]
zts20171e	Diplomático
zts20172e	¡Felicidades! Has alcanzado el nivel 60 y puedes recoger este título especial en el NosMall.[n]
zts20173e	Aniquilador de malas hierbas
zts20174e	¡Felicidades! Has alcanzado el nivel 70 y puedes recoger este título especial en el NosMall.[n]
zts20175e	Salvador de NosVille
zts20176e	¡Felicidades! Has alcanzado el nivel 80 y puedes recoger este título especial en el NosMall.[n]
zts20177e	Incansable
zts20178e	¡Felicidades! Has alcanzado el nivel 90 y puedes recoger este título especial en el NosMall.[n]
zts20179e	Cumbre solitaria
zts20180e	¡Felicidades! Has alcanzado el nivel 99 y puedes recoger este título especial en el NosMall.[n]
zts20181e	Artista mágico
zts20182e	Un título gratuito del NosMall para magos que han alcanzado el nivel 50.[n]
zts20183e	Gran mago
zts20184e	Un título gratuito del NosMall para magos que han alcanzado el nivel 90.[n]
zts20185e	Jefe brujo
zts20186e	Un título prémium para magos que han alcanzado el nivel 90.[n]
zts20187e	Arco plateado
zts20188e	Un título gratuito del NosMall para arqueros que han alcanzado el nivel 50.[n]
zts20189e	Robin Hood
zts20190e	Un título gratuito del NosMall para arqueros que han alcanzado el nivel 90.[n]
zts20191e	Arquero experto
zts20192e	Un título prémium para arqueros que han alcanzado el nivel 90.[n]
zts20193e	Mercenario
zts20194e	Un título gratuito del NosMall para espadachines que han alcanzado el nivel 50.[n]
zts20195e	Caballero del temple
zts20196e	Un título gratuito del NosMall para espadachines que han alcanzado el nivel 90.[n]
zts20197e	Maestro de la espada
zts20198e	Un título prémium para espadachines que han alcanzado el nivel 90.[n]
zts20199e	Cintonegro
zts20200e	Un título gratuito del NosMall para artistas marciales que han alcanzado el nivel 50.[n]
zts20201e	Sensei
zts20202e	Un título gratuito del NosMall para artistas marciales que han alcanzado el nivel 90.[n]
zts20203e	Puños mortales
zts20204e	Un título prémium para artistas marciales que han alcanzado el nivel 90.[n]
zts20205e	Título de evento
zts20206e	Un título que ganaste en un evento especial.[n]
zts20207e	Ángel de la muerte del PvP
zts20208e	Un título que ganaste en un evento PvP especial.[n]
zts20209e	Campeón PvP
zts20210e	Leyenda PvP
zts20211e	Titán PvP
zts20212e	Dragón de ónice
zts20213e	Un título prémium especial del NosMall.[n]
zts20214e	Libertador
zts20215e	Un título que ganaste en el evento de Vasos sellados.[n]
zts20216e	Afortunado
zts20217e	Un título especial para los adictos a las compras en el NosMall.[n]
zts20218e	Perspicaz
zts20219e	Baluarte
zts20220e	Clarividente
zts20221e	Héroe radiante
zts20222e	Sublime
zts20223e	Ladrón de tumbas
zts20224e	Nigromante
zts20225e	Influencer
zts20226e	Iluminado
zts20227e	Leyenda viva
zts20228e	Alma pura
zts20229e	Vidente
zts20230e	Instigador
zts20231e	Elegido
zts20232e	Héroe de la providencia
zts20233e	Puño de cometa
zts20234e	Elevado
zts20235e	Poder natural
zts20236e	Hércules
zts20237e	Un título que ganaste en un evento especial.[n]
zts20238e	Un título que ganaste en un evento especial.[n]
zts20239e	Un título que ganaste en un evento especial.[n]
zts20240e	¡Felicidades! Tras el evento de inicio del servidor perteneces a los 10 jugadores con la mayor fama.[n]
zts20241e	¡Felicidades! Tras el evento de inicio del servidor perteneces a los 5 jugadores con la mayor fama.[n]
zts20242e	Un título que ganaste en un evento especial.[n]
zts20243e	Un título que ganaste en un evento especial.[n]
zts20244e	Un título que ganaste en un evento especial.[n]
zts20245e	¡Felicidades! Tras el evento de inicio del servidor perteneces a los 10 jugadores de tu clase de nivel más alto.[n]
zts20246e	¡Felicidades! Tras el evento de inicio del servidor perteneces a los 5 jugadores de tu clase de nivel más alto.[n]
zts20247e	¡Felicidades! Eres uno de los 10 primeros en este servidor en conseguir la cuarta tarjeta del especialista.[n]
zts20248e	¡Felicidades! Eres uno de los 10 primeros en este servidor en conseguir la primera tarjeta del especialista.[n]
zts20249e	¡Felicidades! Eres uno de los 10 primeros en este servidor en conseguir la tercera tarjeta del especialista.[n]
zts20250e	¡Felicidades! Eres uno de los 10 primeros en este servidor en conseguir la segunda tarjeta del especialista.[n]
zts20253e	Tarjeta de cambio de nombre
zts20254e	Con esto puedes cambiar el nombre actual de tu personaje.[n][Instrucciones][n] Utiliza el objeto haciendo doble clic sobre él.[n]Tras iniciar sesión de nuevo podrás modificar el nombre.[n]
zts20255e	Set de atuendo del trópico
zts20256e	Este set contiene el atuendo del trópico completo.[n][Contenido][n]1 Gorro del trópico (permanente)[n]1 Atuendo del trópico (permanente)[n]
zts20257e	Gorro del trópico (30 días)
zts20258e	Este sombrero pega perfectamente con la camisa del trópico.[n]El tiempo de utilización empieza en cuanto te pones el objeto.[n]Efecto[n]Aumenta el nivel máximo de HP en 600.[n]Aumenta la resistencia a la luz en 3.[n][Efecto de set][n]Si llevas puestas las Alas de atuendo del trópico cuando mueres, la cantidad de puntos de experiencia de nivel heroico que pierdes se reduce en un 55 %.[n]
zts20259e	Gorro del trópico (permanente)
zts20260e	Este sombrero pega perfectamente con la camisa del trópico.[n]Efecto[n]Aumenta el nivel máximo de HP en 600.[n]Aumenta la resistencia a la luz en 3.[n][Efecto de set][n]Si llevas puestas las Alas de atuendo del trópico cuando mueres, la cantidad de puntos de experiencia de nivel heroico que pierdes se reduce en un 55 %.[n]
zts20261e	Atuendo del trópico (30 días)
zts20262e	Camisa tropical y pantalones cortos para entornos soleados.[n] El tiempo de utilización empieza en cuanto te lo pones.[n]Efecto[n]Aumenta el poder de ataque total en un 5 %.[n]Aumenta la resistencia al agua en 3.[n][Efecto de set][n]Velocidad de movimiento +1 mientras lleves puestas las Alas de atuendo del trópico.[n]
zts20263e	Atuendo del trópico (permanente)
zts20264e	Camisa tropical y pantalones cortos para entornos soleados.[n]Efecto[n]Aumenta el poder de ataque total en un 5 %.[n]Aumenta la resistencia al agua en 3.[n][Efecto de set][n]Velocidad de movimiento +1 mientras lleves puestas las Alas de atuendo del trópico.[n]
zts20265e	Alas de atuendo del trópico (30 días)
zts20266e	¡Completa tu aspecto tropical con estas hermosas alas![n]La duración de uso comienza en cuanto te las pones.[n][Efecto][n]Al atacar hay una probabilidad del 10 % de aumentar en 40 el elemento del hada equipada.[n][Efecto de set][n]Si llevas puesto el Gorro del trópico cuando mueres, la cantidad de puntos de experiencia de nivel heroico que pierdes se reduce en un 55 %.[n]+1 a la velocidad de movimiento cuando llevas el atuendo del trópico.[n]
zts20267e	Alas de atuendo del trópico (permanentes)
zts20268e	¡Completa tu aspecto tropical con estas hermosas alas![n][Efecto][n]Al atacar hay una probabilidad del 10 % de aumentar en 40 el elemento del hada equipada.[n][[n][Efecto de set][n]Si llevas puesto el Gorro del trópico cuando mueres, la cantidad de puntos de experiencia de nivel heroico que pierdes se reduce en un 55 %.[n]+1 a la velocidad de movimiento cuando llevas el atuendo del trópico.
zts20269e	¡Completa tu aspecto tropical con estas hermosas alas![n]La duración de uso comienza en cuanto te las pones.[n][Efecto][n]Al atacar hay una probabilidad del 10 % de aumentar en 40 el elemento del hada equipada.[n][Efecto de set][n]Si llevas puesto el Gorro del trópico cuando mueres, la cantidad de puntos de experiencia de nivel heroico que pierdes se reduce en un 55 %.[n]+1 a la velocidad de movimiento cuando llevas el atuendo del trópico.[n]
zts20270e	¡Completa tu aspecto tropical con estas hermosas alas![n][Efecto][n]Al atacar hay una probabilidad del 10 % de aumentar en 40 el elemento del hada equipada.[n][[n][Efecto de set][n]Si llevas puesto el Gorro del trópico cuando mueres, la cantidad de puntos de experiencia de nivel heroico que pierdes se reduce en un 55 %.[n]+1 a la velocidad de movimiento cuando llevas el atuendo del trópico.
zts20291e	Tarjeta del especialista de guerrero demoníaco
zts20292e	¡El vengador de las sombras![n]Guerrero demoníaco[n]
zts20293e	12 (evento)
zts20294e	Medallón del 12.º aniversario
zts20295e	Tique de ampliación de inventario (30 días)
zts20296e	Al utilizar este tique,[n]recibirás 60 espacios adicionales durante 30 días para las categorías "Equipamiento", "Objeto principal" y "Otros".[n]
zts20297e	Tique de ampliación de inventario (60 días)
zts20298e	Al utilizar este tique,[n]recibirás 60 espacios adicionales durante 60 días para las categorías "Equipamiento", "Objeto principal" y "Otros".[n]
zts20299e	Tique de ampliación de inventario (permanente)
zts20300e	Al utilizar este tique,[n]recibirás 60 espacios adicionales de forma permanente para las categorías "Equipamiento", "Objeto principal" y "Otros".[n]
zts20301e	Gema brillante
zts20302e	Una piedra reluciente.[n]Este objeto se necesita para completar la misión del Artista marcial especialista de las tinieblas.[n]
zts20303e	Alas de relámpago
zts20304e	Fragmento del Time-space (Santuario Demoníaco)
zts20305e	Piedra time-space (Santuario Demoníaco)
zts20306e	Esta piedra te permite teletransportarte al Time-space Santuario Demoníaco.[n][Atención][n]El objeto desaparece al completar el Time-space.
zts20307e	Anillo exquisito
zts20308e	Un precioso anillo que te dio Carlota.[n]El objeto se necesita para completar la misión del Artista marcial especialista de las tinieblas.[n]
zts20309e	Baúl con collar
zts20310e	Alpaca del 12.º aniversario
zts20311e	Con este objeto te conviertes en una alpaca.[n]Tu velocidad de movimiento aumenta.[n]Si vuelves a utilizar el objeto, te transformas de nuevo.[n]Sin límite de nivel.[n][Características][n]Velocidad de movimiento: 15[n]Velocidad de movimiento en el Krem +2[n][Con acelerador][n]Velocidad de movimiento +2[n]Duración +4[n]
zts20312e	Alpaca de carreras del 12.º aniversario
zts20313e	Con este objeto te conviertes en una alpaca.[n]Tu velocidad de movimiento aumenta.[n]Si vuelves a utilizar el objeto, te transformas de nuevo.[n]Sin límite de nivel.[n]Recibes el potenciador Pelaje hirsuto.[n][Características][n]Velocidad de movimiento: 20[n]Velocidad de movimiento en el Krem +3, velocidad de movimiento en Glacernon +2[n][Con acelerador][n]Velocidad de movimiento +3[n]Duración +5[n]Retira todos los efectos negativos por debajo del nivel 4.[n]Regenera (nivel x 10) HP.[n]
zts20314e	Baúl de alpaca del 12.º aniversario
zts20315e	En el baúl se encuentra una alpaca normal para celebrar el 12. aniversario.[n]Atención:[n]Una vez hayas sacado la alpaca del baúl, ya no podrás comerciar con él.[n]
zts20316e	Baúl de alpaca de carreras del 12.º aniversario
zts20317e	En el baúl se encuentra una alpaca especial para celebrar el 12. aniversario.[n]Atención:[n]Una vez hayas sacado la alpaca del baúl, ya no podrás comerciar con él.[n]
zts20318e	Manzana dulce
zts20319e	HP: 800, MP: 300[n]Tus HP y MP se restauran lentamente.[n]Tu NosMate también se beneficia.[n]Solo lo puedes utilizar mientras estés en reposo.[n]
zts20320e	Bayas de acantilado
zts20321e	Zumo de manzana dulce
zts20322e	HP: 1000, MP: 800[n]Tus HP y MP se restauran lentamente.[n]Tu NosMate también se beneficia.[n]Solo lo puedes utilizar mientras estés en reposo.[n]
zts20323e	Mineral secrás
zts20324e	El mineral más duro que se puede encontrar en la Isla de Moricio.[n]Por desgracia, también es difícil de manipular.[n]
zts20325e	Musgo fresco
zts20326e	Un musgo fresco y limpio. Los orcos lo utilizan en muchos platos.[n]
zts20327e	Musgo escabechado
zts20328e	Un delicioso musgo en escabeche. Huele un poco ácido.[n]
zts20329e	Crema de musgo
zts20330e	Una crema verde hecha de musgo. Tiene un aspecto espantoso pero huele muy bien.[n]Musgo saludable[n]Efecto positivo normal de nivel 2[n]Duración: 30 s[n]El índice de acierto de todos los ataques aumenta en un 2 %.[n]Cada 2 segundos se recuperan MP por valor del nivel del nivel de eficacia.[n]
zts20331e	Núcleo de gólem
zts20332e	Un núcleo mágico con el que se puede accionar un Gólem de roca.[n]
zts20333e	Recuerdo del demonio
zts20334e	El signo de Belial que portan consigo Demonios y monstruos.[n]Está hecho de un material morado y tiene forma de alas de Demonio.[n]
zts20335e	Polvo de huesos mágico
zts20336e	Un polvo de huesos cargado de magia. Refuerza a los monstruos y los enloquece.[n]
zts20337e	Recuerdo del mayor héroe de los orcos
zts20338e	Un recuerdo dorado creado a partir de los recuerdos de los cuatro héroes orcos. De él emana un potente poder mágico.[n]Si empleas este objeto recibirás la habilidad de entrenamiento Energía del gran héroe de los orcos y el título Gran héroe de los orcos.[n]
zts20339e	Piedra de jade
zts20340e	Gema verde sagrada para los orcos.[n]
zts20341e	Polvo de runas Loa
zts20342e	Los restos de un Loa al que rezan los Orcos.[n]
zts20343e	Fragmento del rey de los espíritus
zts20344e	Una pequeña esquirla de piedra del cuerpo del rey de los espíritus.[n]
zts20345e	Fragmento de cuerno del rey de las bestias
zts20346e	Un fragmento del cuerno del rey de las bestias.[n]
zts20347e	Alas de satyro
zts20348e	Las alas pequeñas de un Satyro.[n]
zts20349e	Flecha oscura mágica
zts20350e	Estas flechas las utilizan los Elfos oscuros corruptos.[n]Emiten magia de tinieblas.[n]
zts20351e	Obsidiana de Moricio
zts20352e	Una piedra negra de cantos afilados con la que los Orcos fabrican dagas y armaduras ligeras.[n]
zts20353e	Esquirla de titanio negro
zts20354e	Esquirla de titanio con incrustaciones de obsidiana.[n]A partir de la esquirla se puede fabricar un Lingote de titanio negro.[n]
zts20355e	Lingote de titanio negro
zts20356e	Un metal muy duro y negro.[n]
zts20357e	Espada mágica de Belial destrozada
zts20358e	La gigantesca espada negra que Belial blandió antaño.[n]Cuando este cayó, la espada se destruyó.[n]
zts20359e	Cuero de animal de Moricio
zts20360e	Cuero fabricado con los pellejos de los animales que habitan la Isla de Moricio.[n]
zts20361e	Rama del Bosque de Espíritus
zts20362e	Una rama de los árboles que pueblan el Bosque de Espíritus. En ella habita el poder mágico de los espíritus.[n]
zts20363e	Fuegos artificiales orcos
zts20364e	Enciéndelos y disfruta de los hermosos colores.[n]
zts20365e	Piedra rúnica de Belial
zts20366e	Esta piedra rúnica contiene el poder de Belial. A partir de ella se pueden cortar runas.[n]
zts20367e	Carne de osobúho
zts20368e	La carne de los Osobúhos es correosa pero muy rica.[n]
zts20369e	Melena de osobúho
zts20370e	La melena de un Osobúho es bien abrigada.[n]
zts20371e	Carne de picaña
zts20372e	Carne suave y jugosa.[n]
zts20373e	Pluma de picaña
zts20374e	Los Orcos se decoran con estas plumas. También se emplean en ceremonias.[n]
zts20375e	Agua mineral de Moricio
zts20376e	Agua que contiene gas de manera natural.[n]
zts20377e	Filete de osobúho
zts20378e	HP: 2000, MP: 800[n]Tus HP y MP se restauran lentamente.[n]Tu NosMate también se beneficia.[n]Solo lo puedes utilizar mientras estés en reposo.[n]
zts20379e	Nuggets de picaña
zts20380e	Cristal mágico de Fernon
zts20381e	Un cristal que contiene la esencia del poder de Fernon.[n]
zts20382e	Cristal mágico de las diosas
zts20383e	Un cristal que contiene la esencia del poder de Zenas y Erenia.[n]
zts20384e	Espada del caudillo guerrero orco
zts20385e	Espada del Loa león
zts20386e	Espada mágica de Belial
zts20387e	Arco del maestro arquero orco
zts20388e	Arco del Loa águila
zts20389e	Arco maldito de Belial
zts20390e	Vara divina del jefe brujo
zts20391e	Vara del Loa serpiente
zts20392e	Vara del rey de los espíritus
zts20393e	Guantes blindados orcos de secrás
zts20394e	Guantes blindados del Loa oso
zts20395e	Guantes blindados del rey de las bestias
zts20396e	Ballesta del caudillo guerrero orco
zts20397e	Una ballesta como las que llevan al combate los caudillos guerreros orcos.[n]Es pequeña pero tiene una potencia de penetración nada desdeñable.[n]
zts20398e	Ballesta del Loa león
zts20399e	Ballesta en la que están grabadas las runas del Loa león.[n]Se dice que le otorga a su portador la valentía de un león.[n]
zts20400e	Caja del raid del rey de las bestias
zts20401e	Recompensa por completar el raid del rey de las bestias.[n]Nadie sabe qué oculta el baúl.[n]
zts20402e	Caja del raid del rey de los espíritus
zts20403e	Recompensa por completar el raid del rey de los espíritus.[n]Nadie sabe qué oculta el baúl.[n]
zts20404e	Caja del raid de Belial
zts20405e	Recompensa por completar el raid del dios demoníaco.[n]Nadie sabe qué oculta el baúl.[n]
zts20406e	Ballesta del rey de las bestias
zts20407e	Una ballesta fabricada a partir del cuerno del rey de las bestias.[n]El cuerno fue un regalo del rey a los Orcos y contiene su poder.[n]
zts20408e	Daga de asesino orco
zts20409e	Una daga que portan los asesinos Orcos.[n]La pueden usar los arqueros.[n]
zts20410e	Daga del Loa murciélago
zts20411e	Daga del asesino Orco en la que están grabadas las runas del Loa murciélago.[n]Gracias a la energía del Loa se puede atar al enemigo.[n]
zts20412e	Cuchillo de Belial
zts20413e	Una daga pequeña que se fabricó a partir de una esquirla de la espada de Belial.[n]Contiene el poder de Belial.[n]
zts20414e	Arma mágica orca
zts20415e	Un arma mágica que contiene el poder de magos Orcos.[n]Aunque sea antigua sigue funcionando.[n]
zts20416e	Arma mágica del Loa serpiente
zts20417e	Un arma mágica en la que están grabadas las runas del Loa serpiente.[n]Contiene el poder de la serpiente venenosa.[n]
zts20418e	Llama eterna del rey de los espíritus
zts20419e	Marca de jade de secrás
zts20420e	Marca de jade de secrás bendita
zts20421e	Marca del Loa oso
zts20422e	Armadura de piedra secrás
zts20423e	Una armadura que se fabricó hace mucho a partir de piedra secrás.[n]Al parecer contiene poderes divinos.[n]
zts20424e	Armadura de piedra secrás del Loa león
zts20425e	Armadura de piedra secrás en la que hay grabadas runas del Loa león.[n]Aumenta los HP y la evasión.[n]
zts20426e	Armadura de huesos del guerrero Orco
zts20427e	Armadura de cuero del maestro cazador orco
zts20428e	Una armadura creada a partir de diversos pellejos de animales.[n]
zts20429e	Armadura de cuero del Loa águila
zts20430e	Armadura del maestro cazador Orco en la que están grabadas las runas del Loa águila.[n]
zts20431e	Armadura de cuero con escamas de dragón
zts20432e	Una armadura de escamas del dragón negro que habitaba antaño la Isla de Moricio.[n]
zts20433e	Atuendo bélico del mago orco
zts20434e	La armadura con la que los magos Orcos van a la batalla.[n]Los belicosos magos la portan sobre sus túnicas.[n]
zts20435e	Atuendo bélico del Loa serpiente
zts20436e	Atuendo bélico del mago Orco en el que están grabadas las runas del Loa serpiente.[n]
zts20437e	Ropaje de los reyes
zts20438e	Una vestimenta que contiene el poder del rey de los espíritus y del rey de las bestias.[n]Los reyes sostienen sus manos protectoras sobre el portador.[n]
zts20439e	Armadura ligera de secrás
zts20440e	Armadura liviana del Loa oso
zts20441e	Armadura de la ira de Carlio
zts20442e	Yelmo de las antiguas bestias
zts20443e	Un yelmo que contiene el poder de antiguas bestias.[n]
zts20444e	Yelmo ceremonial
zts20445e	Un yelmo que se viste en las ceremonias de los magos.[n]Nadie se atrevería a perturbar una ceremonia así.[n]
zts20446e	Guantes de las antiguas bestias
zts20447e	Guantes del rey de los espíritus
zts20448e	Zapatos de las antiguas bestias
zts20449e	Zapatos del rey de los espíritus
zts20450e	Brazalete del Loa serpiente
zts20451e	Brazalete del rey de los espíritus
zts20452e	Brazalete de jade
zts20453e	Brazalete de piedra secrás
zts20454e	Anillo de jade de los fantasmas
zts20455e	Un anillo que oculta la energía pura de Moricio.[n]Contiene diversos poderes elementales.[n]
zts20456e	Anillo de loe héroes orcos
zts20457e	Un anillo que contiene el poder de los héroes Orcos.[n]Su poder es imparable.[n]
zts20458e	Anillo de jade
zts20459e	Un anillo hecho de jade.[n]Lo suelen llevar varones mayores, porque se supone que el jade alarga la vida.[n]
zts20460e	Anillo de obsidiana
zts20461e	Anillo dorado con adornos de obsidiana.[n]¡Cuidado, no te vayas a cortar con las esquirlas![n]
zts20462e	Collar ocultista
zts20463e	Un collar Orco tradicional en el que se ha entretejido magia.[n]Otorga un inmenso poder, pero nadie sabe qué clase de magia lo habita.[n]
zts20464e	Collar de corazón de bestia
zts20465e	Un collar que contiene poderes de bestias antiguas.[n]
zts20466e	Collar de jade
zts20467e	Un collar hecho de jade.[n]Lo suelen llevar varones mayores, porque se supone que el jade alarga la vida.[n]
zts20468e	Collar de obsidiana
zts20469e	Un collar con adornos de obsidiana.[n]También se utiliza en combate, dado que la obsidiana tiene bordes muy afilados.[n]
zts20470e	Perla de picaña
zts20471e	Amuleto almacenador de tatuajes
zts20472e	Pergamino de producción "máscara de orco"
zts20473e	Este escrito describe cómo producir la máscara orca.[n]Muestra la fórmula para fabricar la máscara.[n][Producción][n]1) Todos los materiales deben estar en el inventario.[n]2) Abre la ventana de producción haciendo doble clic sobre el pergamino.[n]3) Elige el objeto que deseas producir.[n]4) Arrastra a la ventana los objetos de equipamiento necesarios.[n]5) Presiona la tecla de producción para completar el proceso.[n]
zts20474e	Pergamino de producción "accesorios de Loa orco"
zts20475e	Este escrito describe cómo producir los accesorios orcos Loa.[n]Muestra la fórmula para fabricar los accesorios.[n][Producción][n]1) Todos los materiales deben estar en el inventario.[n]2) Abre la ventana de producción haciendo doble clic sobre el pergamino.[n]3) Elige el objeto que deseas producir.[n]4) Arrastra a la ventana los objetos de equipamiento necesarios.[n]5) Presiona la tecla de producción para completar el proceso.[n]
zts20476e	Pergamino de producción "armas de Loa orco"
zts20477e	Este escrito describe cómo producir las armas orcas Loa.[n]Muestra la fórmula para fabricar las armas.[n][Producción][n]1) Todos los materiales deben estar en el inventario.[n]2) Abre la ventana de producción haciendo doble clic sobre el pergamino.[n]3) Elige el objeto que deseas producir.[n]4) Arrastra a la ventana los objetos de equipamiento necesarios.[n]5) Presiona la tecla de producción para completar el proceso.[n]
zts20478e	Pergamino de producción "armas secundarias de Loa orco"
zts20479e	Este escrito describe cómo producir las armas secundarias orcas Loa.[n]Muestra la fórmula para fabricar las armas secundarias.[n][Producción][n]1) Todos los materiales deben estar en el inventario.[n]2) Abre la ventana de producción haciendo doble clic sobre el pergamino.[n]3) Elige el objeto que deseas producir.[n]4) Arrastra a la ventana los objetos de equipamiento necesarios.[n]5) Presiona la tecla de producción para completar el proceso.[n]
zts20480e	Pergamino de producción "armaduras de Loa orco"
zts20481e	Este escrito describe cómo producir las armaduras orcas Loa.[n]Muestra la fórmula para fabricar la armaduras.[n][Producción][n]1) Todos los materiales deben estar en el inventario.[n]2) Abre la ventana de producción haciendo doble clic sobre el pergamino.[n]3) Elige el objeto que deseas producir.[n]4) Arrastra a la ventana los objetos de equipamiento necesarios.[n]5) Presiona la tecla de producción para completar el proceso.[n]
zts20482e	Pescado robado
zts20483e	Un pez que pescaron los pescadores Orcos.[n]Sigue fresco.[n]
zts20484e	Arma orca intacta
zts20485e	Un arma que cayó durante un ataque de monstruos completamente repentino. Está en un estado perfecto.[n]
zts20486e	Arma orca rota
zts20487e	Un arma que cayó durante un ataque de monstruos completamente repentino. Por desgracia está rota.[n]
zts20488e	Carta del caudillo
zts20489e	Una carta con el sello del caudillo.[n]Ningún Orco puede enfrentarse a las órdenes de su líder.[n]
zts20490e	Baúl de comilona de cadáveres
zts20491e	Un baúl que contiene comida para funerales orcos.[n]
zts20492e	Testamento de Logtas
zts20493e	El testamento de Logtas, que cayó durante una misión en las cavernas del Bosque Corrupto.[n]
zts20494e	Antigua llave de baúl del tesoro
zts20495e	Una llave de aspecto antiguo y repleta de arañazos.[n]
zts20496e	Arma orca reparada
zts20497e	El arma brilla como nueva.[n]¡Perfecta para cazar de monstruos![n]
zts20498e	Veneno del escorpión ojorrojo
zts20499e	Un potente veneno extraído del aguijón del Escorpión ojorrojo.[n]
zts20500e	Poción de musgo orca
zts20501e	HP: 1800, MP: 1000[n]HP y MP se recargan lentamente.[n]Tu NosMate también se beneficia.[n]Una poción de curación fabricada con musgo.[n]Parece muy sana.[n]
zts20502e	Poción de musgo refinada
zts20503e	HP: 2000, MP: 1500[n]HP y MP se recargan.[n]Tu NosMate también se beneficia.[n]Una poción de musgo refinada con ramas del Bosque de Espíritus.[n]
zts20504e	Esencia corrupta de la pureza
zts20505e	Una Esencia de la pureza que llevan los Trasgos corruptos, los Troles infectados y los Elfos oscuros corruptos.[n]El mal la ha corrompido.[n]
zts20506e	Esencia corrupta de la magnanimidad
zts20507e	Una Esencia de la magnanimidad que llevan los Satyros y los Satyros alados.[n]El mal la ha corrompido.[n]
zts20508e	Esencia corrupta de la impasibilidad
zts20509e	Una Esencia de la impasibilidad que llevan los Acuántropos y las Sirenas.[n]El mal la ha corrompido.[n]
zts20510e	Esencia inmaculada de la pureza
zts20511e	Una esencia inmaculada que se extrajo de Esencia de la pureza corrupta.[n]Puede retirar la Marca del mal.[n]
zts20512e	Esencia inmaculada de la magnanimidad
zts20513e	Una esencia inmaculada que se extrajo de Esencia de la magnanimidad corrupta.[n]Puede retirar la Marca de la codicia.[n]
zts20514e	Esencia inmaculada de la impasibilidad
zts20515e	Una esencia inmaculada que se extrajo de Esencia de la impasibilidad corrupta.[n]Puede retirar la Marca de la ira.[n]
zts20516e	Sangre de Totator
zts20517e	Una botella con la sangre de Totator.[n]Con ella puedes enfrentarte a Belial.[n]
zts20518e	Recuerdo del héroe orco del agua
zts20519e	Un recuerdo de jade que contiene el poder del héroe Orco del agua que luchó hace mucho contra el dragón negro.[n]
zts20520e	Recuerdo del héroe orco de la luz
zts20521e	Un recuerdo de jade que contiene el poder del héroe Orco de la luz que luchó hace mucho contra el dragón negro.[n]
zts20522e	Recuerdo del héroe orco del fuego
zts20523e	Un recuerdo de jade que contiene el poder del héroe Orco del fuego que luchó hace mucho contra el dragón negro.[n]
zts20524e	Recuerdo del héroe orco de las tinieblas
zts20525e	Un recuerdo de jade que contiene el poder del héroe Orco de las tinieblas que luchó hace mucho contra el dragón negro.[n]
zts20526e	Armas y armaduras tradicionales orcas
zts20527e	Armas y armaduras orcas.[n]Parecen muy primitivas, pero cumplen su cometido.[n]
zts20528e	Estatua de arcilla orca vetusta
zts20529e	Una estatua de arcilla de un Osobúho.[n]Se utiliza en ceremonias.[n]
zts20530e	Antigua moneda de oro orca
zts20531e	Una moneda que usaban los Orcos hace mucho.[n]Tiene un aspecto muy misterioso.[n]
zts20532e	Panacea de Moricio
zts20533e	Una medicina verde hecha de musgo.[n]
zts20534e	Polvo de Fernon mágico
zts20535e	Polvo mágico que contiene el poder de Fernon.[n]No sabes cuál es su objetivo.[n]
zts20536e	Polvo de diosa mágico
zts20537e	Polvo mágico que contiene el poder de las diosas.[n]No sabes cuál es su objetivo.[n]
zts20538e	Cristal mágico sin refinar
zts20539e	Un cristal sin labrar que contiene el poder de Fernon o de las diosas.[n]Primero hay que refinarlo.[n]
zts20540e	Carta de Orus
zts20541e	Una carta del cazatesoros Orus al guardia del puerto Tom.[n]Dice que está seguro en la Isla de Moricio.[n]
zts20542e	Sello del raid de Kirollas
zts20543e	Puedes acceder al raid a través del altar en el Bosque de Espíritus.[n]Nivel recomendado: 90-99[n][Instrucciones][n]El jugador se convierte en jefe del equipo.[n]Como líder podrás invitar a otros jugadores haciendo clic sobre ellos.[n]Ve a la entrada del raid. Cuando el líder acceda, los demás jugadores le seguirán automáticamente.[n][Atención][n]Los personajes que tengan un nivel más alto que el recomendado pueden participar en el raid, pero recibirán una penalización.[n](No obtendrán corazones ni Cajas del raid aunque ganen).[n]
zts20544e	Sello del raid de Carno
zts20545e	Puedes acceder al raid a través del círculo mágico en la Cueva de las Bestias.[n]Nivel recomendado: 90-99[n][Instrucciones][n]El jugador se convierte en jefe del equipo.[n]Como líder podrás invitar a otros jugadores haciendo clic sobre ellos.[n]Ve a la entrada del raid. Cuando el líder acceda, los demás jugadores le seguirán automáticamente.[n][Atención][n]Los personajes que tengan un nivel más alto que el recomendado pueden participar en el raid, pero recibirán una penalización.[n](No obtendrán corazones ni Cajas del raid aunque ganen).[n]
zts20546e	Sello del raid de Belial
zts20547e	Puedes acceder al raid a través de la planta baja de la Torre Celestial.[n]Nivel recomendado: 90-99[n][Instrucciones][n]El jugador se convierte en jefe del equipo.[n]Como líder podrás invitar a otros jugadores haciendo clic sobre ellos.[n]Ve a la entrada del raid. Cuando el líder acceda, los demás jugadores le seguirán automáticamente.[n][Atención][n]Los personajes que tengan un nivel más alto que el recomendado pueden participar en el raid, pero recibirán una penalización.[n](No obtendrán corazones ni Cajas del raid aunque ganen).[n]
