zts1e	Atak specjalny
zts1487e	Jeœli zostaniesz zaatakowany przez S³onecznego Wilka, istnieje %s%% szansy, ¿e zadzia³a [%s].
zts1488e	Jeœli zostaniesz zaatakowany przez S³onecznego Wilka, obra¿enia zwiêksz¹ siê o %s%%.
zts1494e	Otrzymujesz dodatkowo P¯ w wysokoœci %s%% P¯ S³onecznego Wilka. (Nie mo¿na przekroczyæ %s%% maks. P¯.)
zts1495e	Z %s%% prawdopodobieñstwem S³oneczny Wilk i rzucaj¹cy zaklêcie otrzymaj¹ [%s].
zts1496e	Po pokonaniu S³onecznego Wilka, zostanie on o¿ywiony przy u¿yciu %s%% P¯.
zts1497e	Jeœli S³oneczny Wilk posiada wiêcej ni¿ %s%% P¯, zwiêksza siê si³a ataku S³onecznego £owcy o %s%%.
zts1500e	Z %s%% prawdopodobieñstwem S³oneczny Wilk otrzyma rozkaz dzia³ania na cel [%s].
zts1504e	Zwiêksza iloœæ P¯ aktualnego paska wœciek³oœci o %s%%.
zts1505e	Jeœli u¿yjesz umiejêtnoœci ataku, twoje obecne P¯ zmniejsz¹ siê o %s%%.
zts1509e	Obra¿enia kolejnej umiejêtnoœci ataku zostan¹ zwiêkszone o iloœæ zapisanych obra¿eñ (maks. %s obra¿eñ).
zts1510e	Jeœli cel jest potworem, doznane obra¿enia zadane przez wszystkie ataki zwiêksza siê o %s%%. Jeœli nie, twoja postaæ zostanie zmuszona przemieniæ siê w [%s].
zts1514e	Przemieniasz siê w silnego niedŸwiedzia brunatnego.
zts1515e	Przemieniasz siê z powrotem w druida.
zts1516e	Jeœli doznasz wybuchu wœciek³oœci lub furii, zwiêksz¹ siê obra¿enia aktualnego paska wœciek³oœci o %s%% a ten z kolei zmniejszy siê o %s%%.
zts1522e	Pasek wœciek³oœci zwiêksza siê o %s %%.
zts1523e	Pasek wœciek³oœci zmiesza siê o %s %%.
zts1524e	Daje %s%% szansy, ¿e czas regeneracji u¿ytej umiejêtnoœci zostanie resetowany.
zts1525e	Zmniejsza iloœæ P¯ aktualnego paska wœciek³oœci o %s%%.
zts1526e	Pasek wœciek³oœci zmiesza siê o %s %%.
zts1532e	Doznane obra¿enia trwaj¹cego debuffu zostan¹ zwiêkszone o %s%%.
zts1533e	Doznane obra¿enia trwaj¹cego debuffu zostan¹ zmniejszone o %s%%.
zts1534e	Daje %s%% szansy na przemienienie siê w [%s].
zts1535e	Jeœli doznasz %sx obra¿eñ, [%s] zniknie. (Z wyj¹tkiem obra¿eñ czasowych)
zts1536e	Obra¿enia zostan¹ zwiêkszone o (iloœæ buffów na cel x %s) (maks. %s).
zts1537e	Obra¿enia zostan¹ zwiêkszone o (iloœæ debuffów na cel x %s) (maks. %s).
zts1543e	W zale¿noœci od odleg³oœci obra¿enia zostan¹ zwiêkszone o %s%%.
zts1544e	Daje (iloœæ twoich buffów x %s)%% szansy, ¿e nigdy nie otrzymasz negatywnego efektu do poziomu %s (maks. 60%%).
zts1545e	Daje (iloœæ twoich buffów x %s)%% szansy, ¿e otrzymasz negatywny efekt do poziomu %s (maks. 60%%).
zts1546e	Regeneruje P¯ (iloœæ buffów, które oddzia³uj¹ na dan¹ postaæ x %s). (maks. %s).
zts1547e	Zmniejsza P¯ (iloœæ buffów, które oddzia³uj¹ na dan¹ postaæ x %s). (maks. %s).
zts1548e	Dzia³a tylko na wrogów, posiadaj¹cych buffy powy¿ej poziomu %s.
zts1549e	Dzia³a tylko na wrogów, posiadaj¹cych debuffy powy¿ej poziomu %s.
zts1552e	Zapisuje obra¿enia o %s%%.
zts1553e	Jeœli doznasz wybuchu wœciek³oœci lub furii, zwiêksz¹ siê obra¿enia o %s%%.
zts1556e	Przywo³uje %s NPC [%s]
zts1557e	Si³a ataku zostaje zwiêkszona o %s%% paska wœciek³oœci.
zts1558e	Pasek wœciek³oœci wzrasta o %s %%.
zts1561e	Przy trafieniu zostanie usuniêty negatywny efekt do poziomu %s na ka¿dy atak z prawdopodobieñstwem %s%%.
zts1562e	P¯ zosta³y zwiêkszone o (brakuj¹ce P¯/%s)%% zadanych obra¿eñ.
zts1563e	Obra¿enia nastêpnej umiejêtnoœci zostan¹ zwiêkszone przez obra¿enia zgromadzone przez aborcjê duszy (min. %s, maks %s).
zts1564e	Jeœli doznasz stanu "Z³oœæ Wodospadu", zwiêksz¹ siê obra¿enia o %s%% aktualnego paska wœciek³oœci, a ten z kolei spadnie o %s%%.
zts1565e	Doznane obra¿enia trwaj¹cego debuffu zostan¹ zwiêkszone o (iloœæ debuffu x %s%%) (maks. %s%%).
zts1566e	Doznane obra¿enia trwaj¹cego debuffu zostan¹ zmniejszone o (iloœæ debuffu x %s%%) (maks. %s%%).
zts1567e	Daje (iloœæ twoich buffów x %s)%% szansy, ¿e nigdy nie otrzymasz negatywnego efektu do poziomu %s (maks. 30%%).
zts1568e	Daje (iloœæ twoich buffów x %s)%% szansy, ¿e nie otrzymasz negatywnego efektu do poziomu %s (maks. 30%%).
zts1569e	Obra¿enia nastêpnego ataku zostan¹ zwiêkszone na trafionego przeciwnika o %s.
zts1570e	Brak zu¿ycia P¯
zts1571e	Brak regeneracji P¯
zts1572e	Jeœli zostaniesz trafiony umiejêtnoœci¹ innej postaci, istnieje %s%% szansy, ¿e czas regeneracji u¿ytej umiejêtnoœci zostanie resetowany.
zts1573e	Jeœli u¿yjesz umiejêtnoœci ataku, twoje obecne P¯ zmniejsz¹ siê o %s%%.
zts1574e	Zapisuje %s%% obra¿eñ, które zostaj¹ zadane przez tê umiejêtnoœæ (maks. %s na cel).
zts1577e	W PvP wszystkie odpornoœci na ¿ywio³y s¹ zwiêkszone o %s.
zts1578e	W PvP wszystkie odpornoœci na ¿ywio³y s¹ zmniejszone o %s.
zts1579e	Jesteœ niewidoczny. Stan ten nie zostanie zdezaktywowany, jeœli zostaniesz zaatakowany.
zts1581e	Brak zu¿ycia P¯ i PM
zts1582e	Brak regeneracji P¯ i PM
zts1584e	Gracze jest niewidoczny, mog¹ zauwa¿yæ go jednak przeciwnicy z zasiêgu 5 pól.
zts1591e	Podczas twojego ataku, istnieje %s%% szansy, ¿e zostanie przywo³any smok, który zaatakuje twój cel i zada mu ponownie %s%% zadanych przez ciebie obra¿eñ.
zts1592e	Podczas twojego ataku, istnieje %s%% szansy, ¿e zostanie przywo³any ognisty smok, który zaatakuje twój cel i zada mu ponownie %s%% zadanych przez ciebie obra¿eñ.
zts1593e	Podczas twojego ataku, istnieje %s%% szansy, ¿e zostanie przywo³any lodowy smok, który zaatakuje twój cel i zada mu ponownie %s%% zadanych przez ciebie obra¿eñ.
zts1594e	Podczas twojego ataku, istnieje %s%% szansy, ¿e zostanie przywo³any smok œwiat³a ksiê¿yca, który zaatakuje twój cel i zada mu ponownie %s%% zadanych przez ciebie obra¿eñ.
zts1597e	Podczas twojego ataku, istnieje %s%% szansy, ¿e zostanie przywo³any œwietlisty smok, który zaatakuje twój cel i zada mu ponownie %s%% zadanych przez ciebie obra¿eñ.
zts1599e	Jeœli doznasz %s obra¿eñ, zniknie %s (obra¿enia czasowe nie wliczaj¹ siê do nich).
zts1601e	P¯ zostan¹ zregenerowane o %s%% doznanych obra¿eñ (maks. %s na atak).
zts1602e	PM zosta³y zwiêkszone o %s%% doznanych obra¿eñ (maks. %s na atak).
zts1605e	Obra¿enia zadawane potworom ni¿szego poziomu w Niebiañskim GnieŸdzie zosta³y zwiêkszone o %s%%.
zts1606e	Obra¿enia doznawane od potworów ni¿szego poziomu w Niebiañskim GnieŸdzie zosta³y zmniejszone o %s%%.
zts1608e	Obra¿enia zadawane smokom wy¿szego poziomu zosta³y zwiêkszone o %s%%.
zts1609e	Obra¿enia zadawane smokom wy¿szego poziomu zosta³y zmniejszone o %s%%.
zts1610e	Dodatkowe PM zostan¹ zwiêkszone o %s%%, ale nie mog¹ przekroczyæ %s%% maks. PM.
zts1614e	Obra¿enia zadawane potworom zosta³y zwiêkszone o %s%%.
zts1616e	Obra¿enia zadawane potworom ni¿szego poziomu w Niebiañskim GnieŸdzie i Krainie ¯yj¹cych zosta³y zwiêkszone o %s%%.
zts1618e	Obra¿enia od doznanego ciosów krytycznych zostaj¹ zmniejszone o %s%% na cios krytyczny (maks. %s ciosów).
zts1620e	Absorbuje %s%% twoich maks. P¯ jako obra¿eñ.
zts1622e	Zwiêkszono obra¿enia wyposa¿onej wró¿ki na debuff o %s.
zts1624e	Zmniejszono obra¿enia o (procentowa utrata P¯/%s)%%.
zts1625e	Zwiêkszono obra¿enia o (procentowa utrata P¯/%s)%%.
zts1627e	Zmniejszono obra¿enia na na³o¿enie debuffu o %s%% (maks. %s%%).
zts1628e	Zwiêkszono obra¿enia na na³o¿enie debuffu o %s%% (maks. %s%%).
zts1631e	Zwiêkszono P¯ na na³o¿enie debuffu o %s%% (maks. %s%%).
zts1632e	Zmniejszono P¯ na na³o¿enie debuffu o %s%% (maks. %s%%).
zts1633e	P¯ przeciwnika s¹ zmniejszone o %s. %s%% tej utraty zyskuje u¿ytkownik.
zts1634e	PM przeciwnika s¹ zmniejszone o (poziom dzia³ania * 2). %s%% tej utraty zyskuje u¿ytkownik.
zts1635e	Unikasz ataków z prawdopodobieñstwem (procentowa utrata P¯ *%s /100)%%.
zts1637e	Je¿eli unikasz ataków, twoje P¯ zwiêksz¹ siê o %s%% twoich brakuj¹cych P¯.
zts1644e	Istnieje %s%% szansy, ¿e podczas obrony zostanie wywo³any efekt "Moc Oczyszczaj¹cej Zbroi".
zts1645e	Istnieje %s%% szansy, ¿e podczas obrony zostanie wywo³any efekt "Moc Regeneracji".
zts1646e	Istnieje %s%% szansy, ¿e podczas obrony zostanie wywo³any efekt "Moc P³omiennego Krêgu".
zts1647e	Istnieje %s%% szansy, ¿e podczas obrony zostanie wywo³any efekt "Moc Czystoœci".
zts1648e	Istnieje %s%% szansy, ¿e podczas obrony zostanie wywo³any efekt "Moc Odpornoœci na Kl¹twê".
zts1655e	Istnieje %s%% szansy, ¿e podczas obrony zostanie wywo³any efekt "Moc Kl¹twy Wampira".
zts1656e	Istnieje %s%% szansy, ¿e podczas obrony zostanie wywo³any efekt "Moc Przemiany".
zts1657e	Istnieje %s%% szansy, ¿e podczas obrony zostanie wywo³any efekt "Moc Nieustêpliwoœci".
zts1658e	Istnieje %s%% szansy, ¿e podczas obrony zostanie wywo³any efekt "Moc Instynktu".
zts1659e	Istnieje %s%% szansy, ¿e podczas obrony zostanie wywo³any efekt "Moc Leczenia".
zts1660e	Zmniejszono obra¿enia o (procentowa utrata P¯/%s)%%.
zts1661e	Zwiêkszono obra¿enia o (procentowa utrata P¯/%s)%%.
zts1663e	Wszystkie ataki w Niebiañskim GnieŸdzie i Krainie ¯yj¹cych s¹ zwiêkszone o 5%.
zts1665e	Obra¿enia zadawane potworom ni¿szego poziomu w Niebiañskim GnieŸdzie i Krainie ¯yj¹cych zosta³y zwiêkszone o %s%%.
zts1666e	Obra¿enia otrzymywane od potworów ni¿szego poziomu w Niebiañskim GnieŸdzie i Krainie ¯yj¹cych s¹ zmniejszone o %s%%.
zts1668e	Zwiêksza P¯ o %s%% maks. P¯ na doznany cios (maks. %s razy).
zts1669e	Zwiêksza PM o %s%% maks. PM na doznany cios (maks. %s razy).
zts1672e	Nie wp³ywaj¹ na to efekty skracaj¹ce regeneracjê.
zts1673e	Po %s atakach efekt [%s] zostaje usuniêty.
zts1678e	Nie mo¿esz zadaæ przeciwnikom wiêcej ni¿ %s obra¿eñ.
zts1679e	Zwiêkszono obra¿enia o (procentowa utrata P¯/%s)%%.
zts1681e	Istnieje %s%% szansy, ¿e %s zada cios krytyczny.
zts1683e	Szybkoœæ poruszania siê zostaje zwiêkszona o %s (maks. %s).
zts1684e	Szybkoœæ poruszania siê zostaje zmniejszona o %s (maks. %s).
zts1685e	Odpycha przeciwnika z prawdopodobieñstwem %s%% o %s x pole (tylko w PvP).
zts1687e	Szansa na z³owienie rzadkiej ryby zosta³a zwiêkszona o %s%%.
zts1688e	Podczas twojego ataku, przeciwnik zostanie odepchniêty do ty³u z prawdopodobieñstwem %s%% o 4 pola (tylko w PvP).
zts1689e	Podczas twojej obrony, przeciwnik zostanie odepchniêty do ty³u z prawdopodobieñstwem %s%% o 4 pola (tylko w PvP).
zts1690e	Z prawdopodobieñstwem %s%% wypuœcisz magiczn¹ strza³ê, gdy u¿yjesz umiejêtnoœci ataku.
zts1691e	Promieñ wszystkich ataków powierzchniowych jest zwiêkszany o %s.
zts1692e	Promieñ wszystkich ataków powierzchniowych jest zmniejszany o %s.
zts1695e	Szansa na cios krytyczny jest zwiêkszana zgodnie z twoimi punktami upa³u z %s%% na %s%%.
zts1696e	Zostanie zu¿yte ca³e paliwo. Na ka¿de %s zu¿ytych pkt. paliwa zostanie przywrócone %s%% P¯.
zts1697e	Mo¿liwe s¹ jedynie ataki podstawowe.
zts1699e	Dostêpne w przypadku buffu na poziomie [%s] lub wy¿szym.
zts1700e	Nie mo¿esz u¿yæ umiejêtnoœci zwiêkszaj¹cych liczbê punktów upa³u.
zts1707e	Zbroja zostanie przewiercona. Zwiêksza obra¿enia od precyzyjnych pchniêæ.
zts1708e	Zbroja zostanie przewiercona na wylot. Znacznie zwiêksza obra¿enia od precyzyjnych pchniêæ.
zts1709e	Liczy siê jako precyzyjne pchniêcie. Obra¿enia celów z przewiercon¹ zbroj¹ zostan¹ zwiêkszone o %s%%.
zts1710e	Zwiêksza obra¿enia krytyczne o %s%%, gdy efekt [%s] jest aktywny.
zts1711e	Zmniejsza obra¿enia krytyczne o %s%%, gdy efekt [%s] jest aktywny.
zts1712e	Gdy efekt [%s] jest aktywny, prawdopodobieñstwo spowodowania ciosu krytycznego roœnie o %s%%.
zts1713e	Gdy efekt [%s] jest aktywny, prawdopodobieñstwo spowodowania ciosu krytycznego maleje o %s%%.
zts1714e	Gdy siê bronisz, a [%s] jest aktywny, otrzymujesz [%s].
zts1715e	Gdy atakujesz, a [%s] jest aktywny, cel otrzymuje [%s].
zts1722e	Si³a ataku jest zwiêkszana zgodnie z twoimi punktami upa³u z %s%% na %s%%.
zts1723e	Zasiêg ataku jest zwiêkszany zgodnie z twoimi punktami upa³u z %s na %s.
zts1724e	Promieñ ataku jest zwiêkszany zgodnie z twoimi punktami upa³u z %s%% na %s%%.
zts1725e	Je¿eli efekt [Przegrzany] jest aktywny, przeciwnicy z %s pól wokó³ celu zostan¹ œci¹gniêci w jedno miejsce.
zts1726e	Œci¹ga przeciwników z %s pól wokó³ celu w jedno miejsce.
zts1727e	Je¿eli efekt [Przegrzany] jest aktywny, P¯ przeciwników zostanie zmniejszone o %s%% odniesionych przez ciebie obra¿eñ.
zts1734e	Zu¿ywane s¹ wszystkie punkty upa³u. Obra¿enia wzrastaj¹ o %s%% zu¿ytych punktów upa³u.
zts1735e	Otrzymujesz nastêpuj¹c¹ liczbê punktów ostroœci: %s.
zts1736e	Tracisz nastêpuj¹c¹ liczbê punktów ostroœci: %s.
zts1737e	Otrzymujesz nastêpuj¹c¹ liczbê punktów grawitacji: %s i tracisz nastêpuj¹c¹ liczbê punktów antygrawitacji: %s.
zts1738e	Otrzymujesz nastêpuj¹c¹ liczbê punktów antygrawitacji: %s i tracisz nastêpuj¹c¹ liczbê punktów grawitacji: %s.
zts1739e	Obra¿enia umiejêtnoœci grawitacji zostan¹ zwiêkszone o %s%%.
zts1740e	Obra¿enia umiejêtnoœci antygrawitacji zostan¹ zwiêkszone o %s%%.
zts1741e	Obra¿enia zostan¹ zwiêkszone o (liczba aktualnych punktów grawitacji i antygrawitacji) * %s%%. Zostan¹ zu¿yte wszystkie punkty grawitacji i antygrawitacji.
zts1748e	Zwiêksza obra¿enia o %s%%, gdy efekt [%s] jest aktywny.
zts1749e	Zu¿ycie PM umiejêtnoœci (w tym magii) zwiêksza siê o %s%%, gdy efekt [%s] jest aktywny.
zts1750e	Zu¿ycie PM umiejêtnoœci (w tym magii) zmniejsza siê o %s%%, gdy efekt [%s] jest aktywny.
zts1751e	¯ywio³ wody zostaje zwiêkszony o %s%%, gdy efekt [%s] jest aktywny.
zts1752e	Wszystkie odpornoœci na ¿ywio³y zostaj¹ zwiêkszone o %s%%, gdy efekt [%s] jest aktywny.
zts1753e	Tracisz %s PM i otrzymujesz nastêpuj¹c¹ liczbê punktów paliwa: %s.
zts1754e	Zu¿ywasz nastêpuj¹c¹ liczbê punktów paliwa: %s. Twoje obra¿enia wzrastaj¹ o %s %%.
zts1761e	Zu¿ywasz nastêpuj¹c¹ liczbê punktów paliwa: %s. Twój ¿ywio³ mroku wzrasta o %s %%.
zts1762e	Zu¿ywasz nastêpuj¹c¹ liczbê punktów paliwa: %s i otrzymujesz efekt [%s].
zts1763e	Zu¿ywasz nastêpuj¹c¹ liczbê punktów paliwa: %s. Regeneracja u¿ytych umiejêtnoœci zostanie zresetowana z prawdopodobieñstwem %s%%.
zts1764e	Zu¿ywasz nastêpuj¹c¹ liczbê punktów paliwa: %s i ignorujesz %s%% obrony przeciwnika.
zts1765e	Otrzymujesz nastêpuj¹c¹ liczbê punktów upa³u: %s.
zts1766e	Tracisz nastêpuj¹c¹ liczbê punktów upa³u: %s.
zts1770e	Po ka¿dym ataku podstawowym punkty grawitacji s¹ redukowane o %s.
zts1771e	Po ka¿dym ataku podstawowym punkty antygrawitacji s¹ redukowane o %s.
zts1772e	¯adne umiejêtnoœci grawitacji nie s¹ dostêpne.
zts1773e	¯adne umiejêtnoœci antygrawitacji nie s¹ dostêpne.
zts1774e	Punkty grawitacji s¹ redukowane o %s.
zts1775e	Punkty antygrawitacji s¹ redukowane o %s.
zts1778e	Gdy efekt [%s] jest ju¿ aktywny, aktywuje siê [%s].
zts1779e	¯ywio³ wyposa¿onej wró¿ki zwiêksza siê o %s, gdy efekt [%s] jest aktywny.
zts1780e	Tracisz %s punktów paliwa i powodujesz u celu [%s].
zts1781e	Tracisz %s%% swoich maks. PM i otrzymujesz %s pkt. paliwa.
zts1782e	Je¿eli efekt [Roz¿arzony] jest aktywny, przeciwnicy z %s pól wokó³ celu zostan¹ œci¹gniêci w jedno miejsce.
zts1786e	Pasek "Œwiêta Energia" zostanie nape³niony o %s%%.
zts1787e	Pasek "Œwiêta Energia" zostanie opró¿niony o %s%%.
zts1788e	Przywraca %s%% maks. P¯ u¿ytkownika jako P¯.
zts1789e	Przywraca %s%% maks. P¯ u¿ytkownika jako P¯. Ten efekt nie dzia³a na samego u¿ytkownika.
zts1790e	Obra¿enia od ultymatywnych umiejêtnoœci zostan¹ zwiêkszone o %s%%.
zts1792e	Je¿eli cel ma mniej ni¿ %s%% P¯, pasek "Œwiêta Energia" nape³nia siê o %s%%.
zts1793e	Obdarza sojuszników w obrêbie %s pola(pól) co sekundê efektem [%s].
zts1794e	Przeciwnicy w obrêbie %s pola(pól) doznaj¹ co 1,5 sekundy %s obra¿eñ.
zts1795e	Przeciwnicy w obrêbie %s pola(pól) doznaj¹ co 1,5 sekundy %s.
zts1796e	Wszyscy sojusznicy w obrêbie %spola(pól) otrzymuj¹ co 1,5 sekundy [%s].
zts1797e	Je¿eli cel ma mniej ni¿ %s%% swoich P¯, pasek "Œwiêta Energia" nape³nia siê o %s%% (nie dotyczy NosKumpli).
zts1799e	Z prawdopodobieñstwem 100%% potwory otrzymaj¹ [%s], a gracze [%s].
zts1801e	Wszystkie punkty umiejêtnoœci twojego specjalisty zosta³y zwiêkszone o %s.
zts1804e	Doœwiadczenie szkoleniowe zwierzaka zwiêkszone o %s%%.
zts1805e	Jeœli ekstrahujesz esencjê zwierzaków %s-gwiazdkowych (lub ni¿szych), z prawdopodobieñstwem %s%% otrzymasz dodatkow¹ esencjê.
zts1807e	Pozyskiwanie doœwiadczenia specjalisty-tresera zwierz¹tek zosta³o zwiêkszone o %s%%.
zts1810e	Oswaja zwierzaki %s-gwiazdkowe z prawdopodobieñstwem %s%%.
zts1811e	Z prawdopodobieñstwem %s%% otrzymasz dodatkow¹ esencjê, jeœli ekstrahujesz esencjê ze zwierzaków %s-gwiazdkowych.
