zts1e	Repos
zts2106e	L'élément Obscurité suscite la peur et l'effroi parmi les adversaires.
zts2107e	Conversion
zts2108e	L'arme de Dieu : l'épée sacrée transperce tout et tous.
zts2112e	Carreau incendiaire
zts2113e	Tremblement légendaire
zts2114e	Provocation
zts2124e	Pourfendeur
zts2125e	Dard
zts2126e	Élan déhanché
zts2129e	Big Bang
zts2130e	Ce tir est expédié en plein ciel.
zts2131e	Feu de secours
zts2132e	Prière d'Ancelloan
zts2133e	Le corps et l'esprit sont renforcés par l'énergie d'Ancelloan.
zts2134e	Plaine d'Ancelloan
zts2135e	La puissance d'Ancelloan tourmente les ennemis.
zts2136e	Apparition d'Ancelloan
zts2137e	Le corps et l'esprit sont renforcés par l'énergie d'Ancelloan (1 essence d'Ancelloan est utilisée).
zts2138e	Courroux d'Ancelloan
zts2139e	La puissance d'Ancelloan tourmente les ennemis, mais n'a aucun effet sur les monstres. Cette compétence est uniquement utilisable après usage de l'Apparition d'Ancelloan.
zts2143e	Pics gelés
zts2144e	Explobulle
zts2145e	Gel éclair
zts2146e	Chaîne de gel
zts2147e	Pluie de glace
zts2148e	Voile
zts2149e	Taillade volante
zts2150e	Vaisseau fantôme
zts2151e	Tonitruancre
zts2152e	[Débutant] Augmentation des dégâts en PvP
zts2153e	Les dégâts en PvP augmentent de 1 %.
zts2154e	[Intermédiaire] Augmentation des dégâts en PvP
zts2155e	Les dégâts en PvP augmentent de 2 %.
zts2156e	[Avancé] Augmentation des dégâts en PvP
zts2157e	Les dégâts en PvP augmentent de 3 %.
zts2158e	[Expert] Augmentation des dégâts en PvP
zts2159e	Les dégâts en PvP augmentent de 5 %.
zts2160e	[Débutant] Augmentation de la défense en PvP
zts2161e	La défense PvP augmente de 5 %.
zts2162e	[Intermédiaire] Augmentation de la défense en PvP
zts2163e	La défense PvP augmente de 2 %.
zts2164e	[Intermédiaire] Augmentation de la défense en PvP
zts2165e	La défense PvP augmente de 3 %.
zts2166e	[Expert] Augmentation de la défense en PvP
zts2167e	Mémorial du héros oublié D (1)
zts2168e	La force physique augmente de 80.
zts2169e	Mémorial du héros oublié S (1)
zts2170e	L'adresse augmente de 80.
zts2171e	Mémorial du héros oublié J (1)
zts2172e	La force de l'esprit augmente de 80.
zts2173e	Mémorial du héros oublié M (1)
zts2174e	Les HP maximums augmentent de 4 000.
zts2175e	Mémorial du héros inconnu (1)
zts2176e	Les MP maximums augmentent de 4 000.
zts2177e	Stratégie de défense des chevaliers de Lord Cuarry (1)
zts2178e	La force de défense totale augmente de 30.
zts2179e	Stratégie d'attaque des chevaliers de Lord Cuarry (1)
zts2180e	La force d'attaque totale augmente de 30.
zts2181e	Amitié des fées (1)
zts2182e	Toutes les résistances élémentaires augmentent de 10.
zts2183e	Histoire originelle d'Aurélius Roshu (1)
zts2184e	Le gain de points d'EXP augmente de 3 %
zts2185e	Mémorial des marchands d'Akamur (1)
zts2186e	Les gains en or augmentent de 3 %.
zts2220e	La défense PvP augmente de 1 %.
zts2221e	Coup en peluche
zts2222e	Attaque élancée
zts2223e	Gigantomanie
zts2224e	Cirque de la mort
zts2225e	Tours de magie
zts2226e	Stupéfaction
zts2227e	Mégaéclair
zts2228e	De violents éclairs s'abattent sur l'adversaire.
zts2229e	Mégamandragore
zts2230e	Enracinement
zts2231e	Changement de place
zts2232e	Ombrelle déchirante
zts2233e	Bombe de pétales
zts2234e	Ombrelle protectrice
zts2235e	Mémorial du héros oublié D (2)
zts2236e	La force physique augmente de 100.
zts2237e	Mémorial du héros oublié S (2)
zts2238e	L'adresse augmente de 100.
zts2239e	Mémorial du héros oublié J (2)
zts2240e	La force de l'esprit augmente de 100.
zts2241e	Mémorial du héros oublié M (2)
zts2242e	Les HP maximums augmentent de 6 000.
zts2243e	Mémorial du héros inconnu (2)
zts2244e	Les MP maximums augmentent de 6 000.
zts2245e	Stratégie de défense des chevaliers de Lord Cuarry (2)
zts2246e	La force de défense totale augmente de 50.
zts2247e	Stratégie d'attaque des chevaliers de Lord Cuarry (2)
zts2269e	La force d'attaque totale augmente de 50.
zts2270e	Cri du Viking
zts2271e	Détermination du guerrier
zts2272e	Bénédiction de l'ange vengeur
zts2273e	Gardienne des âmes
zts2278e	Le cri du Viking atténue l'animosité de tes adversaires.
zts2279e	Ragnar, un célèbre Viking, soumet ses ennemis par la force de sa volonté.
zts2280e	Recevoir la bénédiction de l'ange vengeur, c'est bénéficier de la protection des dieux.
zts2281e	L'ange vengeur a pour mission de purifier les âmes des trépassés et de les accompagner jusqu'au Valhala.
zts2287e	Bénédiction de mère Nature
zts2288e	La bénédiction de mère Nature est transmise à d'autres.
zts2289e	Ravage de mana
zts2290e	Les Vikings qui contrôlent leur propre mana peuvent épuiser le mana de leurs adversaires.
zts2297e	Tu peux attaquer le monstre ennemi. Appuie sur [Q] pour l'utiliser.
zts2298e	Tu peux attaquer le joueur adverse.
zts2299e	Appuie sur « S » pour l'utiliser. Si le corps du joueur est gelé par un adversaire, un joueur allié doit dégeler celui-ci dans les 10 secondes qui suivent. Sinon, le joueur meurt.
zts2300e	Piège
zts2301e	En tant que tireur d'élite, Jennifer peut poser des pièges pour dominer ses adversaires.
zts2302e	Blocage progressif
zts2303e	Les Goths disposent d'une résistance qui les protège des effets négatifs.
zts2305e	Frappe du spectre
zts2306e	Réduction obscure
zts2307e	Fierté du Viking
zts2322e	Paratonnerre
zts2323e	Après avoir étudié la violente puissance de l'éclair, il a finalement pu la maîtriser.
zts2324e	Sortilège interdit
zts2325e	Yertirand était frustré par ses propres limites et voulait devenir toujours plus puissant. Il est alors devenu dépendant du sortilège interdit.
zts2327e	Sprint fou
zts2329e	Inspiration
zts2330e	Soif de sang
zts2331e	Disparibus
zts2332e	Couuuaa !
zts2333e	Tu terrasses les ennemis en fuite d'un seul coup.
zts2334e	Coup
zts2335e	Tu envoies valser tes ennemis d'un bon coup d'épaule !
zts2336e	Billet pour le pays des songes
zts2337e	C'est un sommeil magique auquel personne ne peut résister.
zts2338e	Invoquer l'objet de test
zts2339e	Tu invoques l'objet de test, augmentant ainsi ta vitesse de déplacement.
zts2340e	Soif insupportable
zts2341e	Décharge électrostatique
zts2342e	Simple coup
zts2343e	Dans les arts martiaux, c'est une attaque de base avec le poing.
zts2344e	Série de coups
zts2345e	Il s'agit de plusieurs coups de poing à la suite.
zts2346e	Frappe d'hirondelle du tranchant de la main
zts2347e	Tu attaques avec un coup puissant.
zts2348e	Bloc du tranchant de la main
zts2349e	Les attaques adverses sont répercutées.
zts2350e	Coup de pied latéral
zts2351e	Dans les arts martiaux, c'est une attaque de base avec le pied.
zts2352e	Série de coups de pied
zts2353e	Il s'agit de plusieurs coups de pied à la suite.
zts2354e	Coup de pied semi-circulaire
zts2355e	C'est un puissant coup de pied rotatif.
zts2356e	Coup de la cheville
zts2357e	Un coup rapide contre la partie inférieure du corps de l'adversaire. Il inflige des effets négatifs.
zts2358e	Onde de choc
zts2359e	Une puissante vague d'énergie est projetée contre l'adversaire.
zts2360e	Rétablissement énergétique
zts2361e	Des HP sont rétablis grâce à l'énergie stockée.
zts2362e	Corps puissant
zts2363e	La force d'attaque augmente grâce à l'utilisation d'énergie.
zts2364e	Corps agile
zts2365e	Tu te déplaces plus rapidement grâce à l'utilisation d'énergie.
zts2366e	Méditation
zts2367e	L'énergie est collectée pour la prochaine attaque grâce à la méditation.
zts2368e	Coups de pied rapides
zts2369e	C'est un mouvement rapide effectué grâce à un long entraînement corporel.
zts2370e	À l'affût
zts2371e	L'utilisation de compétence est possible 3 fois sans temps de rechargement.
zts2372e	Gant renforcé niveau 1
zts2373e	La force d'attaque rapprochée de l'attaque de base augmente.
zts2374e	Spécialisation en plantes de faible niveau
zts2375e	La force d'attaque rapprochée contre les plantes de faible niveau augmente.
zts2376e	Coup explosif
zts2377e	Tu attaques l'adversaire avec l'énergie du Feu.
zts2378e	Bras renforcés
zts2379e	La force d'attaque rapprochée et la précision des séries de coups augmentent.
zts2380e	Série de coups améliorée
zts2381e	La force d'attaque rapprochée des séries de coups augmente.
zts2382e	Trouver les points faibles
zts2383e	La découverte des points faibles de l'ennemi augmente temporairement la probabilité de coups critiques.
zts2384e	Toucher les points faibles
zts2385e	L'utilisation des points faibles de l'adversaire fait augmenter les dégâts critiques.
zts2386e	Peau d'acier
zts2387e	L'attaque est renvoyée à l'adversaire.
zts2388e	La force d'attaque rapprochée contre les monstres de faible niveau augmente.
zts2389e	Coup de pied fantastique
zts2390e	D'un grand coup de pied, l'adversaire est étourdi et tu lui infliges une syncope.
zts2391e	Jambes renforcées niveau 1
zts2392e	La force d'attaque rapprochée et la précision des séries de coups de pied augmentent.
zts2393e	Série de coups de pied améliorée
zts2394e	La probabilité de coups critiques de la série de coups de pied augmente.
zts2395e	La portée du coup de pied semi-circulaire augmente.
zts2396e	Tu ajoutes l'effet de syncope au coup de la cheville.
zts2397e	Tu ajoutes l'effet de saignement au coup de la cheville.
zts2398e	L'adversaire est renvoyé en arrière.
zts2399e	Coup invisible
zts2400e	C'est une puissante attaque chargée d'énergie invisible.
zts2401e	La portée de l'onde de choc augmente.
zts2402e	Tu stockes plus d'énergie.
zts2403e	Gant renforcé niveau 2
zts2404e	Tranchants de la main renforcés
zts2405e	La force d'attaque de la frappe d'hirondelle du tranchant de la main augmente.
zts2406e	Jambes renforcées niveau 2
zts2407e	Coup de pied semi-circulaire résonnant
zts2408e	Le temps de rechargement de la compétence est écourté.
zts2409e	Spécialisation en animaux de faible niveau
zts2410e	Spécialisation en morts-vivants de faible niveau
zts2411e	La force d'attaque rapprochée contre les morts-vivants de faible niveau augmente.
zts2412e	Coup critique amélioré niveau 1
zts2413e	La probabilité de coups critiques de l'onde de choc augmente.
zts2414e	Coup critique amélioré niveau 2
zts2415e	Coup critique amélioré niveau 3
zts2416e	Esprit
zts2417e	Malédiction de la mariée
zts2418e	Tape
zts2419e	Tu décoches une petite frappe non armée.
zts2420e	Poing bestial
zts2421e	Tu lances une attaque d'un grand poing bestial.
zts2422e	Griffe
zts2423e	Tu lances une attaque violente avec la griffe du poing bestial.
zts2424e	Emprise
zts2425e	Tu saisis ton adversaire du poing bestial.
zts2426e	Énergie d'haetae
zts2427e	Tu disposes de l'énergie d'haetae.
zts2428e	Bond d'haetae
zts2429e	Tu peux faire un bon rapide en arrière.
zts2430e	La cible est attaquée violemment par le poing bestial.
zts2431e	Transformation
zts2432e	Tu passes du style d'haetae au style du dragon.
zts2433e	Yo-yo enflammé
zts2434e	Tu attaques la cible à l'aide de flammes en forme de yo-yo.
zts2435e	Frappe articulée
zts2436e	Tu assènes de toutes tes articulations un coup douleur à l'adversaire.
zts2437e	Coup enflammé
zts2438e	L'élan du coup fait jaillir une flamme.
zts2439e	Patte de feu
zts2440e	Tu lances une attaque flambante.
zts2441e	Énergie du dragon
zts2442e	Tu disposes de l'énergie du dragon.
zts2443e	Bon du dragon
zts2444e	Tu peux faire un bon rapide en avant.
zts2445e	Tir croisé
zts2446e	Une croix se forme et le feu encercle ton ennemi.
zts2447e	Flamme finale
zts2448e	Tu élimines l'adversaire d'un coup de flamme.
zts2455e	Mitrailleuse
zts2456e	La force d'attaque rapprochée augmente contre les animaux de faible niveau.
zts2457e	Cercle lumineux magique
zts2458e	Griffes félines
zts2459e	Bonté de cœur
zts2460e	Frappe de la paume
zts2461e	Onde de choc
zts2462e	Une frappe rapide comme l'éclair dans le ventre de l'adversaire.
zts2463e	Mille coups de pied
zts2464e	Tu te téléportes au-dessus de ton adversaire et tu le frappes d'un coup de pied qui lui fait mordre la poussière.
zts2465e	Pas d'esquive
zts2466e	Esquivez des attaques avec un pas d'esquive.
zts2467e	Infusion de lumière lunaire
zts2468e	Si tu utilises une compétence de buff pendant qu'illumination est active, alors tu reçois un buff supplémentaire grâce auquel toutes tes attaques augmentent de 20 %. De plus, la récupération de MP augmente de 30.
zts2469e	Position de fleur de lotus
zts2470e	Si tu utilises une compétence de buff pendant qu'illumination est active, alors tu reçois un buff supplémentaire grâce auquel toutes tes défenses augmentent de 20 %. De plus, tu as une probabilité de 30 % que tes dégâts augmentent de 20 %.
zts2471e	Danse sauvage du croissant de lune
zts2472e	Si tu utilises cette compétence pendant qu'une possibilité d'attaque est active, alors tu reçois l'ombre du croissant de lune avec une probabilité de 100 %.
zts2473e	Coupe de croissant de lune
zts2474e	Si tu utilises cette compétence pendant qu'une possibilité d'attaque est active, alors tu voles 20 % des MP de l'adversaire pour chacun de tes niveaux.
zts2475e	Puissance de la lumière de la lune
zts2476e	Si tu utilises cette compétence pendant qu'une possibilité d'attaque est active, alors tous les effets négatifs jusqu'au niveau 4 sont dissipés.
zts2477e	Ténèbres de la lune
zts2478e	Si tu utilises cette compétence pendant qu'une possibilité d'attaque est active, alors ton adversaire reçoit la marque de la pleine lune au lieu de la marque de la lune avec une probabilité de 100 %.
zts2479e	Saut de la fleur de lotus
zts2480e	Si tu utilises cette compétence pendant qu'une possibilité d'attaque est active, le temps de rechargement du saut de la fleur de lotus est réinitialisé et tu peux l'utiliser à nouveau.
zts2481e	Semence de lotus
zts2482e	Si tu utilises cette compétence pendant qu'une possibilité d'attaque est active, alors deux autres fleurs de lotus sont invoquées.
zts2483e	Piège de lotus
zts2484e	Si tu utilises cette compétence pendant qu'une possibilité d'attaque est active, alors les fleurs explosent au moment de disparaître et elles infligent 10 points de dégâts supplémentaires pour chacun de tes niveaux.
zts2485e	En pleine floraison
zts2486e	Si tu utilises cette compétence pendant qu'une possibilité d'attaque est active, alors la probabilité que l'adversaire subisse une malédiction de la fleur de lotus augmente de 50 %. Cela n'est valable que si ce buff n'affecte pas encore l'adversaire. Si la malédiction de la fleur de lotus est déjà active, alors des mines florales se déclenchent à nouveau.
zts2487e	Tenir bon
zts2488e	Quand tu utilises la compétence tenir bon pendant une attaque ennemie, tu reçois l'effet de possibilité d'attaque.
zts2493e	C'est une attaque de base avec la paume de la main.
zts2494e	Coup bas
zts2495e	Vertige de Berserk
zts2496e	Flèche du cœur
zts2497e	Une flèche dont la pointe est en forme de cœur est tirée.
zts2498e	Triple flèche
zts2499e	Trois flèches sont tirées simultanément.
zts2500e	Maîtrise du tir à l'arc
zts2501e	Maîtrise le tir à l'arc pour augmenter ta force d'attaque.
zts2502e	Attaque de base
zts2503e	Lancer de bouquet de la mariée
zts2504e	Faire sa demande
zts2505e	Pluie de confettis
zts2506e	Bisou
zts2507e	Danse passionnée
zts2508e	Danse de couple
zts2509e	Pose photo
zts2510e	Mains en cœur
zts2511e	Pose de couple
zts2512e	Pose mignonne
zts2513e	Le buff n'est pas disponible quand l'adversaire a utilisé une carte de spécialiste costume de mariage.
zts2518e	Bombe à œufs pourris
zts2519e	Bombe d'œufet
zts2520e	Bombe à œufs fous
zts2521e	Tu projettes une énorme bombe à œufs fous sur l'adversaire.
zts2522e	Tu projettes une énorme bombe à œufs pourris sur l'adversaire.
zts2523e	Résolution renforcée
zts2524e	Cette compétence applique un effet qui renforce la résolution du joueur et de ses NosMates.
zts2525e	Une frappe puissante suivie d'un coup de pied.
zts2526e	Coup allongé
zts2527e	C'est un coup allongé issu du retournement.
zts2528e	Coup bondissant
zts2529e	Tu effectues un salto par-dessus l'ennemi et le touches depuis les airs.
zts2530e	Boule d'énergie
zts2531e	Tu frappes dans tes mains et projettes une boule d'énergie sur ton ennemi.
zts2532e	La transformation en boule d'énergie ultime intervient si le style de combat ultime est actif.
zts2533e	Il te faut 2 000 points ultimes.
zts2534e	Coup de pied tournoyant
zts2535e	Tu sautes sur place, fais trois tours sur toi même tout en frappant.
zts2536e	La transformation en coup de pied tournoyant ultime intervient si le style de combat ultime est actif.
zts2537e	Il te faut 1 000 points ultimes.
zts2538e	Uppercut
zts2539e	Tu sautes dans les airs tout en exécutant un uppercut.
zts2540e	La transformation en uppercut ultime intervient si le style de combat ultime est actif.
zts2541e	Il te faut 3 000 points ultimes.
zts2542e	Barrage
zts2543e	Tu te concentres pour parer les attaques ennemies.
zts2544e	Lorsqu'on t'attaque alors que le barrage est actif, tu obtiens 1 000 points ultimes.
zts2545e	Émission d'énergie
zts2546e	Tu émets des ondes d'énergie purificatrice qui renforcent tes alliés.
zts2547e	Style de combat ultime
zts2548e	Ce style de combat te permet d'exécuter des compétences ultimes.
zts2549e	La boule d'énergie, le coup de pied tournoyant, l'uppercut et le triple combo sont exécutés dans leur variante ultime lorsque ce style de combat est actif.
zts2550e	Détermination du chercheur de la vérité
zts2551e	Tu renforces ton esprit par la méditation.
zts2552e	Triple combo
zts2553e	Tu exécutes successivement un coup bondissant, une boule d'énergie et un uppercut.
zts2554e	La transformation en triple combo ultime intervient si le style de combat ultime est actif.
zts2555e	Boule d'énergie ultime
zts2556e	Coup de pied tournoyant ultime
zts2557e	Uppercut ultime
zts2558e	Triple combo ultime
zts2559e	Attaque des flammes
zts2560e	Armure des flammes
zts2561e	Smiley de l'arc-en-ciel (Alt+-)
zts2562e	Tu dois acheter l'émoticône à la boutique de l'arc-en-ciel pour pouvoir l'utiliser.
zts2563e	Sushi party
zts2564e	Appâte tes ennemis avec de délicieux sushis.
zts2565e	Poisscaille aïïïïe
zts2566e	Cette compétence est disponible pendant 10 secondes après l'utilisation de sushi party.
zts2567e	Coup de griffe
zts2568e	Une attaque sauvage avec des griffes acérées.
zts2569e	Vol en piqué
zts2570e	Tu t'élèves dans les airs pour mieux fondre sur ton adversaire et l'attaquer avec tes griffes.
zts2571e	Invasion de chauves-souris
zts2572e	Tu te transformes en chauve-souris pour mieux te déplacer.
zts2573e	Tempête des ombres
zts2574e	Tu tournes sur toi-même pour invoquer des chauves-souris qui attaquent tous tes ennemis aux alentours.
zts2575e	Feu démoniaque
zts2576e	Tes yeux font feu d'un rayon rouge.
zts2577e	Double coup de pied rotatif
zts2578e	Tu exécutes un coup de pied sauté suivi d'un coup de pied bas.
zts2579e	Contrailes
zts2580e	Tu te défends contre les attaques ennemies avec tes ailes, et tu renvoies une partie des dégâts à l'ennemi.
zts2581e	Chaînes de sang
zts2582e	Tu tires des chaînes de sang qui encerclent tes ennemis.
zts2583e	Mort d'en haut
zts2584e	Tu attaques tes ennemis au sol en venant des airs.
zts2585e	Forces démoniaques
zts2586e	Tu emplis tes alliés proches de forces démoniaques.
zts2587e	Jugement de Lucifer
zts2588e	Tu t'élèves dans les airs et tu fais feu d'un puissant rayon.
zts2589e	Vol en piqué du guerrier-démon
zts2590e	Attaque normale de Carno
zts2591e	Morsure
zts2592e	Retour du roi des bêtes
zts2593e	Bourrasque ailée
zts2594e	Dans le piège
zts2595e	Souffle de la mort
zts2596e	Fourrure d'épines
zts2597e	Boule d'Obscurité
zts2598e	Boule de feu d'Obscurité
zts2599e	Attaque baudou
zts2600e	Attaque normale de Kirollas
zts2601e	Éruption de flammes
zts2602e	Éclair des hauts cieux
zts2603e	Météore gelé
zts2604e	Attaque normale de Bélial
zts2605e	Secousse de feu infernal
zts2606e	Coupe explosive
zts2607e	Avalâme
zts2608e	Retournement surprise
zts2609e	Cri du dieu-démon
zts2610e	Renforcement magique
zts2611e	Fourrure changeante
zts2612e	La meilleure défense, c'est l'attaque
zts2613e	Fourrure épaisse
zts2614e	Indestructible
zts2615e	Défense éclair
zts2616e	Coup de l'ours
zts2617e	Vengeance sanglante
zts2618e	Position d'attaque
zts2619e	Griffes de lion
zts2620e	Attaque renforcée
zts2621e	Griffes acérées
zts2622e	Guérison fortifiante
zts2623e	Exploiter les faiblesses
zts2624e	Coup du lion
zts2625e	Frappe mortelle
zts2626e	Agile et mortel
zts2627e	Analyser l'adversaire
zts2628e	Trop lent !
zts2629e	Esquiver et frapper
zts2630e	Instinct de survie
zts2631e	Expérience grandissante
zts2632e	Griffes de l'aigle
zts2633e	Neurotoxine
zts2634e	Savoir magique
zts2635e	La meilleure défense, c'est l'attaque
zts2636e	Malédiction vengeresse
zts2637e	Protection magique
zts2638e	Bombe vivante
zts2639e	Transformation maudite
zts2640e	Morsure de serpent
zts2641e	Météore gelé
zts2642e	Attaque du météore (type I)
zts2643e	Attaque du météore (type II)
zts2644e	Explosion du golem instable
zts2645e	La peau gagne en résistance et des épines sortent de la fourrure.
zts2646e	Recroqueviller
zts2647e	La défense est renforcée au prix de la force d'attaque.
zts2648e	Cette armure s'adapte au type de dégâts reçus.
zts2649e	Endurance de l'ours
zts2650e	La bénédiction du loa ours te donne plus d'endurance.
zts2651e	Ta force de résistance et ton armure se renforcent.
zts2652e	Fourrure bénie
zts2653e	La fourrure bénie du loa ours te protège des effets négatifs.
zts2654e	L'armure se renforce en un éclair.
zts2655e	Celui qui comprend comment vivre en harmonie avec la nature peut s'approprier la puissance du loa ours.
zts2656e	Bénédiction des éléments
zts2657e	Tous les éléments se renforcent.
zts2658e	La force d'attaque augmente au prix de la défense.
zts2659e	Les griffes du lion infligent de profondes blessures.
zts2660e	La puissance des armes se renforce.
zts2661e	Les attaques renforcées infligent des dégâts supplémentaires.
zts2662e	Cela te donne une probabilité de réinitialiser les temps de rechargement de tes compétences.
zts2663e	Tu perces l'armure de tes adversaires.
zts2664e	Celui qui comprend comment vivre en harmonie avec la nature peut s'approprier la puissance du loa lion.
zts2665e	Agile comme le vent
zts2666e	La vitesse de déplacement et la statistique d'esquive augmentent.
zts2667e	Regard perçant
zts2668e	Tu identifies les points faibles de l'adversaire.
zts2669e	Envol
zts2670e	Tu caches savamment tes points faibles.
zts2671e	Œil d'aigle
zts2672e	La précision de tes attaques augmente.
zts2673e	Œil pour œil
zts2674e	Tu renvoies des dégâts à l'adversaire.
zts2675e	En cas de danger, ton adresse augmente.
zts2676e	Avec une expérience croissante, il t'est plus facile de détecter les points faibles de l'adversaire.
zts2677e	Celui qui comprend comment vivre en harmonie avec la nature peut s'approprier la puissance du loa aigle.
zts2678e	Venin du serpent
zts2679e	C'est une attaque renforcée grâce au poison.
zts2680e	Ta force d'attaque se renforce grâce à ta défense magique.
zts2681e	Si tu subis des dégâts, ceux-ci sont retirés de tes MP au lieu de tes HP.
zts2682e	Malédiction
zts2683e	Tu as soif de vengeance et tu maudis l'adversaire.
zts2684e	Bouclier élémentaire
zts2685e	Les dégâts élémentaires subis sont réduits.
zts2686e	Armure magique
zts2687e	Les dégâts sont réduits grâce à une magie insolite.
zts2688e	Tes éléments se renforcent quand tu es touché par des effets négatifs.
zts2689e	Celui qui comprend comment vivre en harmonie avec la nature peut s'approprier la puissance du loa serpent.
zts2690e	Ce livre renferme la puissance du loa ours.
zts2691e	Les HP augmentent de 7 000.
zts2692e	Ce livre renferme la puissance du loa aigle.
zts2693e	L'adresse augmente de 120.
zts2694e	Ce livre renferme la puissance du loa serpent.
zts2695e	La force de l'esprit augmente de 120.
zts2696e	Ce livre renferme la puissance du loa lion.
zts2697e	La force physique augmente de 120.
zts2698e	Ce livre renferme la puissance du roi des esprits.
zts2699e	Les MP augmentent de 7 000.
zts2717e	Sphère enflammée
zts2718e	Lance une sphère enflammée sur des ennemis à proximité et laisse se déployer les flammes.
zts2721e	Bénédiction mineure du roi des esprits
zts2722e	Le roi des esprits te donne sa bénédiction à toi et tes NosMates dans les environs.
zts2723e	Énergie de l'ombre de Paimon
zts2724e	La puissance de l'ombre de Paimon te transperce et invoque un chevalier de l'Obscurité d'élite.
zts2745e	Esprit combattif du roi des bêtes
zts2746e	L'esprit combattif du roi des bêtes renforce le moral de tes alliés.
zts2747e	Hurlement du hibours
zts2748e	Ordre de l'elfe noire
zts2749e	Énergie du pudding de mousse
zts2757e	Invocation de la 1re unité
zts2758e	Tu invoques la 1re unité dans la Tour céleste. Si l'unité dispose d'un buff de travail d'équipe, tu le reçois également.
zts2759e	Invocation de la 2e unité
zts2760e	Tu invoques la 2e unité dans la Tour céleste. Si l'unité dispose d'un buff de travail d'équipe, tu le reçois également.
zts2770e	Invocation de la 3e unité
zts2771e	Tu invoques la 3e unité dans la Tour céleste. Si l'unité dispose d'un buff de travail d'équipe, tu le reçois également.
zts2772e	Invocation de la 4e unité
zts2773e	Tu invoques la 4e unité dans la Tour céleste. Si l'unité dispose d'un buff de travail d'équipe, tu le reçois également.
zts2774e	Invocation de la 5e unité
zts2775e	Tu invoques la 5e unité dans la Tour céleste. Si l'unité dispose d'un buff de travail d'équipe, tu le reçois également.
zts2779e	Tourbillon mortel
zts2780e	Souffle de la mort
zts2781e	Fléau spirituel
zts2782e	Gâteau magique
zts2783e	Vous trouverez quelque chose de très particulier dans ce gâteau sucré.
zts2784e	Coup de bouclier
zts2785e	Attaque l'ennemi avec un bouclier à cornes.
zts2786e	Lancer la canne à pêche
zts2787e	Tirer sur la ligne
zts2788e	Pêcher à l'appât
zts2789e	Se téléporter vers la zone de pêche
zts2790e	Pêcher en secret
zts2791e	Se vanter
zts2792e	À la ligne
zts2793e	Danse de pêche
zts2794e	Entretenir la ligne de pêche
zts2795e	Lancer la ligne (pro)
zts2796e	Tu attaques avec ta canne à pêche.
zts2797e	Tu lances la canne à pêche.
zts2798e	Un appât disparaît.
zts2799e	Tu essaies de sortir le poisson hors de l'eau.
zts2800e	Tu utilises un appât en plastique.
zts2801e	Cet effet se termine une fois la canne à pêche lancée.
zts2802e	Tu as défini cette zone de pêche comme destination pour « Se téléporter vers la zone de pêche ».
zts2803e	Si tu utilises à nouveau cette compétence pendant la durée de « Se téléporter vers la zone de pêche », tu seras téléporté à la zone de pêche que tu as définie précédemment.
zts2804e	Tu deviens invisible aux yeux des monstres.
zts2805e	Vante-toi d'avoir attrapé un gros poisson.
zts2806e	Ça tire la cible vers toi.
zts2807e	Avec cette danse, tu demandes la bénédiction du loa du poisson.
zts2808e	Avec ça, tu répares ton fil de pêche et le rends plus résistant.
zts2809e	La probabilité d'attraper de plus gros poissons augmente. La taille du poisson attrapé a une probabilité de 50% d'augmenter. La probabilité d'attraper un poisson augmente de 5%.
zts2810e	Un appât disparaît.
zts2811e	Cela te ramène en ville après avoir choisi ce lieu comme cible.
zts2812e	Rends-toi et tes NosMates invisibles aux monstres. Tu peux uniquement utiliser cette compétence sur les zones de pêche.
zts2813e	Mode d'emploi du pêcheur pro
zts2814e	Toutes les attaques et défenses augmentent de 50.
zts2815e	Le temps de rechargement de cet effet n'est pas réduit.
zts2817e	Tornade verte de rage
zts2818e	L'hurluberlu invoque une puissante tornade.
zts2819e	Il y a des chances pour que les adversaires à proximité de la cible subissent des dégâts et soient ralentis.
zts2820e	Attaque avec un wok.
zts2821e	Préparer les ingrédients
zts2822e	Prépare tes ingrédients.
zts2823e	Griller
zts2824e	Tu prépares un plat à la poêle.
zts2825e	Arrêter la cuisson
zts2826e	Tu arrêtes la préparation. Le timing, c'est essentiel en cuisine !
zts2827e	Mijoter
zts2828e	Tu prépares un ragoût.
zts2829e	Présenter
zts2830e	Tu présentes ton plat avec fierté.
zts2831e	Préparation culinaire
zts2832e	Tu prépares tout ce qu'il te faut pour cuisiner. Cela t'assure plus d'expérience de cuisine.
zts2833e	Épice secrète
zts2834e	Tu ajoutes ton épice secrète à ton plat. Cela t'aide à réussir tes plats.
zts2835e	Sauter
zts2836e	Tu cuisines un plat exigeant à la poêle.
zts2837e	Aiguiser le couteau
zts2838e	Tu aiguises ton couteau.
zts2839e	Cela te donne une chance de créer plus d'ingrédients coupés en morceaux ou des plats supplémentaires.
zts2840e	Nourriture saine
zts2841e	Tu essaies de cuisiner un plat sans épices.
zts2842e	Cela te donne une chance de ne pas faire disparaître d'épices du tout.
zts2843e	Entraînement pratique de base pour chef
zts2844e	Toutes les attaques et défenses augmentent de 30.
zts2845e	Entraînement pratique avancé pour chef
zts2846e	Entraînement pratique d'expert pour chef
zts2847e	Toutes les attaques et défenses augmentent de 100.
zts2848e	Il y a une faible probabilité que tu te blesses avec un couteau tranchant et que tu subisses l'effet de saignement.
