zts1e	Nuovo item
zts20548e	Modello per tatuaggio "Loa orso"
zts20549e	Un disegno del Loa orso.[n]Churigo può usare questo modello per realizzare uno degli otto tatuaggi disponibili.[n]
zts20550e	Modello per tatuaggio "Loa serpente"
zts20551e	Un disegno del Loa serpente.[n]Churigo può usare questo modello per realizzare uno degli otto tatuaggi disponibili.[n]
zts20552e	Modello per tatuaggio "Loa leone"
zts20553e	Un disegno del Loa leone.[n]Churigo può usare questo modello per realizzare uno degli otto tatuaggi disponibili.[n]
zts20554e	Modello per tatuaggio "Loa aquila"
zts20555e	Un disegno del Loa aquila.[n]Churigo può usare questo modello per realizzare uno degli otto tatuaggi disponibili.[n]
zts20556e	Rimuovi-tatuaggio
zts20558e	Trasforma le ali del tuo specialista in Ali di demone.[n][Istruzioni][n]1) Trasformati in uno specialista.[n]2) Usa questo oggetto per modificare le tue ali.[n][Effetto][n]Quando esegui un attacco, potresti provocare una Scossa all'avversario (probabilità del 5%).[n]Qualora effettui delle mosse di difesa, potresti provocare "Elettroshock" all'avversario (probabilità del 7%)[n]Velocità di movimento +1[n][Attenzione][n]1) Puoi trasformare le tue ali in Ali di demone solo con una Carta speciale migliorata +1 o superiore.[n]2) Le ali spariscono se piazzi la tua Carta speciale in un Supporto.[n]
zts20561e	Orrore
zts20562e	Titoli dell'evento per Halloween.[n]
zts20563e	Furbacchione
zts20564e	Test
zts20565e	Duellante
zts20566e	Si può comprare nell'Arena per 100 Medaglie d'oro.[n]
zts20567e	Unicorno
zts20568e	Si può comprare nel Negozio Arcobaleno per 100 Monete Arcobaleno.[n]
zts20569e	Arricchito
zts20570e	Si può comprare a NosVille per 5.000.000 unità di oro.[n]
zts20571e	Diavolo infuocato
zts20572e	Si può ottenere dai Diavoli infuocati nella Terra dei Morti.[n]
zts20573e	Opossum
zts20574e	Si può comprare per 100 Ghiande dorate.[n]
zts20575e	Giocherellone
zts20576e	Si può vincere in un minigioco di livello 5 (Miniland).[n]
zts20577e	Ghiottone
zts20578e	Si può trovare in uno scrigno del raid "Madre Cuby".[n]
zts20579e	Giardiniere
zts20580e	Si può trovare in uno scrigno del raid "Ginseng".[n]
zts20581e	Ritualista
zts20582e	Si può trovare in uno scrigno del raid "Castra Oscuro".[n]
zts20583e	Fifone
zts20584e	Si può trovare in uno scrigno del raid "Ragno nero gigante".[n]
zts20585e	Roccia primitiva
zts20586e	Si può trovare in uno scrigno del raid "Slade gigante".[n]
zts20587e	Pepita
zts20588e	Si può trovare in uno scrigno del raid "Re pollo".[n]
zts20589e	Si può trovare in uno scrigno del raid "Namaju".[n]
zts20590e	Satollo
zts20591e	Si può trovare in uno scrigno del raid "Grasslin gigante".[n]
zts20592e	Dormiglione
zts20593e	Si può trovare in uno scrigno del raid "Pupazzo di neve".[n]
zts20594e	Ladrone
zts20595e	Si può trovare in uno scrigno del raid "Bandito del deserto".[n]
zts20596e	Re del barbecue
zts20597e	Si può trovare in uno scrigno del raid "Gallina regina".[n]
zts20598e	Arrrrr!
zts20599e	Si può trovare in uno scrigno del raid "Pete O'Peng".[n]
zts20600e	Cucciolo infuocato
zts20601e	Si può trovare in uno scrigno del raid "Kertos".[n]
zts20602e	Lanciafiamme
zts20603e	Si può trovare in uno scrigno del raid "Valakus".[n]
zts20604e	Fenice
zts20605e	Si può trovare in uno scrigno del raid "Greniga".[n]
zts20606e	Ammazzadraghi
zts20607e	Si può trovare in uno scrigno del raid "Lord Draco".[n]
zts20608e	Gelido
zts20609e	Si può trovare in uno scrigno del raid "Glacerus".[n]
zts20610e	Sosia
zts20611e	Si può trovare in uno scrigno del raid "Maru".[n]
zts20612e	Streghetta
zts20613e	Si può trovare in uno scrigno del raid "Strega Laurena".[n]
zts20614e	Gemello cattivo
zts20615e	Si può trovare in uno scrigno del raid "Hongbi & Cheongbi".[n]
zts20616e	Orecchie penzolanti
zts20617e	Si può trovare in uno scrigno del raid "Lola Liuk".[n]
zts20618e	Angioletto
zts20619e	Si può trovare in uno scrigno del raid "Zenas".[n]
zts20620e	Diavoletto
zts20621e	Si può trovare in uno scrigno del raid "Erenia".[n]
zts20622e	Messaggero di Ancelloan
zts20623e	Si può trovare in uno scrigno del raid "Fernon incompleta".[n]
zts20624e	Cacciatore di tesori
zts20625e	Si può trovare in uno scrigno del raid "Fafnir".[n]
zts20626e	Guasto
zts20627e	Si può trovare in uno scrigno del raid "Yertirand corrotto".[n]
zts20628e	Folle
zts20629e	Si può trovare in uno scrigno del raid del Coniglio pasquale pazzo.[n]
zts20630e	Mangiafuoco
zts20631e	Si può trovare in uno scrigno del raid "Maestro Morcos".[n]
zts20632e	Cuore di ombra
zts20633e	Si può trovare in uno scrigno del raid "Maestro Hatus".[n]
zts20634e	Maestro dell'acqua
zts20635e	Si può trovare in uno scrigno del raid "Lady Calvinas".[n]
zts20636e	Portatore di luce
zts20637e	Si può trovare in uno scrigno del raid "Barone Berios".[n]
zts20638e	Sottomesso
zts20639e	Si può trovare in uno scrigno del raid "Caligo".[n]
zts20640e	Artista
zts20641e	Disponibile durante l'evento fan art.[n]
zts20642e	divora-biscotti
zts20643e	Disponibile durante l'evento Ritorno.[n]
zts20644e	Talento nato
zts20645e	Disponibile durante l'evento dell'artigianato.[n]
zts20646e	Superfan
zts20647e	Disponibile durante gli incontri live della community.[n]
zts20648e	Enigmista
zts20649e	Disponibile durante l'evento dei quiz.[n]
zts20650e	Modello
zts20651e	Disponibile durante l'evento degli screenshot.[n]
zts20652e	Star del cinema
zts20653e	Disponibile durante l'evento dei video.[n]
zts20654e	Paroliere
zts20655e	Disponibile durante l'evento delle storie.[n]
zts20656e	Sopravvissuto!
zts20657e	Disponibile durante l'evento della covata dei mostri.[n]
zts20658e	Zampalesta
zts20659e	Cuore d'oro
zts20660e	Un purè verde fatto con il muschio. L'aspetto è ripugnante ma ha un buon profumino.[n]
zts20661e	Solo i migliori Orchi guerrieri usano questa spada.[n]
zts20662e	Una spada sulla cui superficie è incisa la runa del Loa leone.[n]A quanto pare conferisce un coraggio da leoni.[n]
zts20663e	La spada di Belial. Contiene il potere del male.[n]
zts20664e	Solo i migliori Orchi arcieri usano questo arco.[n]
zts20665e	Un arco sulla cui superficie è incisa la runa del Loa aquila.[n]
zts20666e	Un arco maledetto da Belial.[n]
zts20667e	Un bastone che lo Stregone degli Orchi usa solo durante i rituali più importanti.[n]
zts20668e	Il bastone dello Stregone sulla cui superficie è incisa la runa del Loa serpente.[n]
zts20669e	Questo bastone contiene l'energia del Re Spettro.[n]
zts20670e	Guanti fatti con la pietra più dura che si trova sull'Isola di Morizios.[n]
zts20671e	Guanti corazzati sulla cui superficie è incisa la runa del Loa orso.[n]
zts20672e	Questi guanti contengono l'energia del Re Bestia.[n]
zts20673e	Una pistola magica contenente la fiamma che il re Spettro ha donato allo Stregone degli Orchi.[n]
zts20674e	Un gettone in morizon. Al centro c'è una giada incastonata.[n]
zts20675e	Un gettone benedetto dallo Stregone degli Orchi.[n]
zts20676e	Un gettone di giada sulla cui superficie è incisa la runa del Loa orso.[n]
zts20677e	Un'armatura irrobustita col ferro, fatta con le ossa e con le corna degli animali dell'Isola di Morizios.[n]Tanto tempo fa, fu indossata da un guerrafondaio degli Orchi.[n]
zts20678e	Un'armatura in morizon. È leggera e resistente.[n]
zts20679e	Una leggera armatura in morizon sulla cui superficie è incisa la runa del Loa orso.[n]
zts20680e	Un'armatura fatta con la pelliccia di Carlio, figlio di Carno, ucciso da un drago tanto tempo fa.[n]L'armatura è ancora permeata dalla forza di Carno e Carlio.[n]
zts20681e	Guanti con la forza delle bestie antiche.[n]
zts20682e	Guanti con la forza del Re Spettro.[n]
zts20683e	Stivali con la forza delle bestie antiche.[n]
zts20684e	Stivali con la forza del Re Spettro.[n]Quando li si porta ci si sente più leggeri.[n]
zts20685e	Un bracciale con la forza del Loa serpente.[n]
zts20686e	Un bracciale con la forza della mano sinistra del Re Spettro.[n]
zts20687e	Un bracciale con decorazioni di giada.[n]
zts20688e	Un pratico bracciale in morizon.[n]Non presenta decorazioni.[n]
zts20689e	Incudine runica per le riparazioni
zts20690e	Si usa per riparare le armi danneggiate dall'incisione delle rune.[n][Istruzioni][n]Fai doppio clic sull'incudine e scegli l'arma che vuoi riparare.[n]L'incudine verrà consumata.[n]
zts20691e	Martello per la rimozione delle rune
zts20692e	Si usa per rimuovere le rune da un'arma.[n][Istruzioni][n]Nella finestra dell'incisione clicca su "Rimuovi".[n]Il martello deve trovarsi nell'inventario.[n]L'item verrà consumato.[n]
zts20693e	Pergamena con rune fortunate
zts20694e	Incrementa le probabilità di successo nell'incisione delle rune.[n][Effetto][n]La probabilità di successo aumenta del 2%.[n]La probabilità di ottenere un potere runico aumenta del 5%.[n]Impedisce che l'arma venga danneggiata durante l'incisione. In caso di fallimento, sussiste una probabilità del 50% che i materiali utilizzati non vengano consumati.[n][Istruzioni][n]Fai doppio clic sulla pergamena per aprire la finestra, poi tenta di intagliare una runa dotata di un effetto.[n]L'item verrà consumato.[n]
zts20695e	Il paladino degli Orchi
zts20696e	Disponibile dopo aver concluso tutte le quest principali dell'atto 7.[n]
zts20697e	Libro del Loa orso
zts20698e	Usandolo puoi ottenere il seguente effetto.[n][Effetto][n]Incrementa gli HP max. di 7.000.[n][Attenzione][n]Si può utilizzare solamente a partire dal livello eroe 60.[n]
zts20699e	Libro del Loa aquila
zts20700e	Usandolo puoi ottenere il seguente effetto.[n][Effetto][n]Incrementa la destrezza di 120.[n][Attenzione][n]Si può utilizzare solamente a partire dal livello eroe 60.[n]
zts20701e	Libro del Loa serpente
zts20702e	Usandolo puoi ottenere il seguente effetto.[n][Effetto][n]Incrementa l'intelligenza di 120.[n][Attenzione][n]Si può utilizzare solamente a partire dal livello eroe 60.[n]
zts20703e	Libro del Loa leone
zts20704e	Usandolo puoi ottenere il seguente effetto.[n][Effetto][n]Incrementa la forza fisica di 120.[n][Attenzione][n]Si può utilizzare solamente a partire dal livello eroe 60.[n]
zts20705e	Libro del Re Spettro
zts20706e	Usandolo puoi ottenere il seguente effetto.[n][Effetto][n]Incrementa gli MP max. di 7.000.[n][Attenzione][n]Si può utilizzare solamente a partire dal livello eroe 60.[n]
zts20707e	Incrementa le probabilità di successo nell'Incisione runica.[n][Effetto][n]La probabilità di successo aumenta del 2%.[n]La probabilità di ottenere un potere runico aumenta del 5%.[n]Impedisce che l'arma venga danneggiata durante l'Incisione runica.[n]In caso di fallimento, sussiste una probabilità del 50% che i materiali utilizzati non vengano consumati.[n][Istruzioni][n]Fai doppio clic sull'amuleto per aprire la finestra, poi tenta di incidere una runa dotata di un effetto.[n]L'item verrà consumato.[n]
zts20708e	Ricompensa per l'esperienza eroe
zts20709e	Dopo il completamento ottieni una certa quantità di esperienza eroe.[n]
zts20710e	Pergamena per la conservazione di tatuaggi
zts20711e	Quando il miglioramento di un tatuaggio risulta in un grande fallimento, il livello non si riduce.[n][Effetto][n]Evita che il livello del tatuaggio si riduca.[n][Istruzioni][n]Fai doppio clic sulla pergamena per aprire la finestra, poi tenta di migliorare un tatuaggio.[n]L'item verrà consumato.[n]
zts20712e	Un cimelio d'oro creato dalla fusione dei cimeli dei quattro paladini degli Orchi. Emana una forte energia magica.[n]Usando questo item ricevi il buff "Energia degli eroi degli Orchi" .
zts20713e	Cappello Strega del ghiaccio (30 giorni)
zts20714e	Un cappello chic adatto alle personalità intriganti.[n]La durata si calcola a partire dal momento in cui si utilizza.[n][Effetto][n]Incrementa gli HP di 200.[n]Incrementa gli MP di 200.[n]Incrementa di 5 la resistenza all'acqua.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il costume Strega del ghiaccio.[n]
zts20715e	Cappello Strega del ghiaccio (permanente)
zts20716e	Un cappello chic adatto alle personalità intriganti.[n][Effetto][n]Incrementa gli HP di 200.[n]Incrementa gli MP di 200.[n]Incrementa di 5 la resistenza all'acqua.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il costume Strega del ghiaccio.[n]
zts20717e	Costume Strega del ghiaccio (30 giorni)
zts20718e	Un bel costume per persone dal cuore grande.[n]La durata si calcola a partire dal momento in cui si utilizza.[n][Effetto][n]Incrementa del 10% la forza di attacco contro il mostri dei Vasi sigillati.[n]Incrementa del 5% la forza di attacco contro i mostri di Glacernon.[n]Incrementa di 25 la resistenza all'acqua.[n]Incrementa di 10 l'elemento acqua.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il Cappello Strega del ghiaccio.[n]Quando usi le Ali Costume Strega del ghiaccio, acquisisci il seguente effetto: quando ti difendi, potresti rigenerare il 3% dei tuoi HP con una probabilità del 10%.[n]
zts20719e	Costume Strega del ghiaccio (permanente)
zts20720e	Un bel costume per persone dal cuore grande.[n][Effetto][n]Incrementa del 10% la forza di attacco contro il mostri dei Vasi sigillati.[n]Incrementa del 5% la forza di attacco contro i mostri di Glacernon.[n]Incrementa di 25 la resistenza all'acqua.[n]Incrementa di 10 l'elemento acqua.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il Cappello Strega del ghiaccio.[n]
zts20721e	Ali del costume Strega del ghiaccio (30 giorni)
zts20722e	Le Ali di cristalli di ghiaccio filigranate completano il costume Strega del ghiaccio[n]La durata si calcola dal momento in cui si utilizzano.[n][Effetto][n]Incrementano del 10% la forza di attacco nella lotta contro il mostri dei Vasi sigillati.[n]Incrementano del 5% la forza di attacco nella lotta contro i mostri di Glacernon.[n][Effetto del set][n]Quando usi il Costume Strega del ghiaccio e il Cappello Strega del ghiaccio, acquisisci il seguente effetto: quando ti difendi, potresti rigenerare il 3% dei tuoi HP con una probabilità del 10%.[n]
zts20723e	Ali del costume Strega del ghiaccio (permanente)
zts20724e	Le Ali di cristalli di ghiaccio filigranate completano il costume Strega del ghiaccio[n][Effetto][n]Incrementano del 10% la forza di attacco nella lotta contro il mostri dei Vasi sigillati.[n]Incrementano del 5% la forza di attacco nella lotta contro i mostri di Glacernon.[n][Effetto del set][n]Quando indossi il Costume Strega del ghiaccio e il Cappello Strega del ghiaccio acquisisci il seguente buff: quando subisci danni pari ad almeno l'1% dei tuoi HP, potresti rigenerare il 3% dei tuoi HP con una probabilità del 10%.[n]
zts20725e	Set Costume Strega del ghiaccio
zts20726e	Questo set contiene il Cappello Strega del ghiaccio e il Costume Strega del ghiaccio.[n][Contenuto][n]1x Cappello Strega del ghiaccio (permanente)[n]1x Costume Strega del ghiaccio (permanente).[n]
zts20727e	Eroe di Sakura
zts20728e	Resoconto degli agenti (parte 1)
zts20729e	Prima parte del resoconto degli agenti segreti orchi.[n]Ti servono anche le altre parti.[n]
zts20730e	Resoconto degli agenti (parte 2)
zts20731e	Seconda parte del resoconto degli agenti segreti orchi.[n]Ti servono anche le altre parti.[n]
zts20732e	Resoconto degli agenti (parte 3)
zts20733e	Terza parte del resoconto degli agenti segreti orchi.[n]Ti servono anche le altre parti.[n]
zts20734e	Resoconto degli agenti (parte 4)
zts20735e	Quarta parte del resoconto degli agenti segreti orchi.[n]Ti servono anche le altre parti.[n]
zts20736e	Ordini di Belial
zts20737e	Un documento redatto da Belial: era in mano ai suoi seguaci.[n]Purtroppo, non contiene informazioni importanti.[n]
zts20738e	Resoconto completo
zts20739e	Il resoconto che hai ricomposto utilizzando tutte le varie parti recuperate.[n]Contiene delle informazioni relative ai fatti della Torre del Cielo.[n]
zts20742e	Rimuove uno dei tuoi tatuaggi.[n][Istruzioni][n]Quando sei dall'NPC, apri la Finestra Tatuaggi e scegli uno dei tuoi tatuaggi.[n]Clicca poi su "Rimuovi".[n]Il tatuaggio viene rimosso e l'item verrà consumato.[n]
zts20743e	Pergamena con rune fortunate premium
zts20744e	Incrementa le probabilità di acquisizione di poteri delle rune ed evita che l'equipaggiamento venga danneggiato quando si esegue l'Incisione di rune.[n][Effetto][n]La probabilità di ottenere un potere delle rune aumenta del 5%.[n]Impedisce che l'equipaggiamento venga danneggiato durante l'Incisione di rune.[n]In caso di fallimento, sussiste una probabilità del 50% che i materiali utilizzati non vengano consumati.[n][Istruzioni][n]Fai doppio clic sulla pergamena per aprire la finestra, poi tenta di incidere una runa dotata di un effetto.[n] L'item verrà consumato.[n]
zts20745e	Scrigno del caso Piuma d'angelo
zts20746e	Lo scrigno contiene Ali d'angelo.[n]Se lo apri, ne riceverai una determinata quantità.[n]999x Ali d'angelo[n]200x Ali d'angelo[n]100x Ali d'angelo[n]50x Ali d'angelo[n]20x Ali d'angelo[n]10x Ali d'angelo[n]
zts20747e	Scrigno del caso: Cristallo di luna piena
zts20748e	Lo scrigno contiene Cristallo di luna piena.[n]Se lo apri, ne riceverai una determinata quantità.[n]999x Cristallo di luna piena[n]200x Cristallo di luna piena[n]100x Cristallo di luna piena[n]50x Cristallo di luna piena[n]20x Cristallo di luna piena[n]10x Cristallo di luna piena[n]
zts20749e	Puoi accedere al raid "Dio dei demoni Belial" dal cerchio magico che c'è al piano terra nella Torre del Cielo.[n]Livello consigliato: 10-80[n][Istruzioni][n]Il giocatore diventa leader del team.[n]Una volta che sei leader del team, clicca sugli altri giocatori per invitarli.[n]Vai all'entrata del raid. Quando il leader del team entra, gli altri membri lo seguono automaticamente.[n][Attenzione][n]I personaggi con un livello più alto rispetto a quello raccomandato possono partecipare al raid, ma vengono penalizzati.[n](Nessun Cuore extra e nessuno Scrigno del raid anche in caso di successo)[n]
zts20750e	Puoi accedere al raid "Re Bestia" dal cerchio magico nella Caverna della Bestia.[n]Livello consigliato: 10-80[n][Istruzioni][n]Il giocatore diventa leader del team.[n]Una volta che sei leader del team, clicca sugli altri giocatori per invitarli.[n]Vai all'entrata del raid. Quando il leader del team entra, gli altri membri lo seguono automaticamente.[n][Attenzione][n]I personaggi con un livello più alto rispetto a quello raccomandato possono partecipare al raid, ma vengono penalizzati.[n](Nessun Cuore extra e nessuno Scrigno del raid anche in caso di successo)[n]
zts20751e	Puoi accedere al raid "Re Spettro" dal cerchio magico nella Foresta Spettrale.[n]Livello consigliato: 10-80[n][Istruzioni][n]Il giocatore diventa leader del team.[n]Una volta che sei leader del team, clicca sugli altri giocatori per invitarli.[n]Vai all'entrata del raid. Quando il leader del team entra, gli altri membri lo seguono automaticamente.[n][Attenzione][n]I personaggi con un livello più alto rispetto a quello raccomandato possono partecipare al raid, ma vengono penalizzati.[n](Nessun Cuore extra e nessuno Scrigno del raid anche in caso di successo)[n]
zts20752e	HP: 2000, MP: 2000[n]Ripristina gradualmente HP e MP.[n]Vale anche per il tuo NosMate.[n]Si può utilizzare solo quando ci si riposa.[n]

zts20753e	HP: 5000, MP: 2000[n]Ripristina gradualmente HP e MP.[n]Vale anche per il tuo NosMate.[n]Si può utilizzare solo quando ci si riposa.[n]

zts20754e	HP: 3000, MP: 3000[n]Ripristina gradualmente HP e MP.[n]Vale anche per il tuo NosMate.[n]Si può utilizzare solo quando ci si riposa.[n]

zts20759e	Benedizione del Micetto roditore
zts20760e	Scrigno del caso Rune e tatuaggi 1
zts20761e	Questo scrigno contiene oggetti straordinari.[n]Apri lo scrigno per ottenere uno dei seguenti item:[n]2x Pergamena per la conservazione di tatuaggi[n]2x Rimuovi-tatuaggio[n]2x Martello per la rimozione delle rune[n]4x Pergamena con rune fortunate[n]8x Incudine runica per le riparazioni
zts20762e	Scrigno del caso Rune e tatuaggi 2
zts20763e	Questo scrigno contiene oggetti straordinari.[n]Apri lo scrigno per ottenere uno dei seguenti item:[n]3x Pergamena per la conservazione di tatuaggi[n]3x Rimuovi-tatuaggio[n]3x Martello per la rimozione delle rune[n]6x Pergamena con rune fortunate[n]12x Incudine runica per le riparazioni
zts20764e	Cappello Mago di Noz (30 giorni)
zts20765e	Nelle vesti di Dorothy (f) o dell'Uomo di latta (m) darai una bella lezione alle streghe malvagie![n]La durata si calcola dal momento in cui si utilizzano.[n][Effetto][n]Aumenta l'elemento fuoco di 5.[n]Incrementa di 3 la resistenza all'oscurità.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il costume Mago di Noz.[n]
zts20766e	Costume Mago di Noz (30 giorni)
zts20767e	Nelle vesti di Dorothy (f) o dell'Uomo di latta (m) darai una bella lezione alle streghe malvagie![n]La durata si calcola a partire dal momento in cui si utilizza.[n][Effetto][n]Incrementa gli HP max. di 600.[n]Incrementa di 15 la resistenza all'oscurità.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il cappello Mago di Oz.[n]
zts20768e	Cappello Mago di Noz (permanente)
zts20769e	Nelle vesti di Dorothy (f) o dell'Uomo di latta (m) darai una bella lezione alle streghe malvagie![n][Effetto][n]Aumenta l'elemento fuoco di 5.[n]Incrementa di 3 la resistenza all'oscurità.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il costume Mago di Noz.[n]
zts20770e	Costume Mago di Noz (permanente)
zts20771e	Nelle vesti di Dorothy (f) o dell'Uomo di latta (m) darai una bella lezione alle streghe malvagie![n][Effetto][n]Incrementa gli HP max. di 600.[n]Incrementa di 15 la resistenza all'oscurità.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il cappello Mago di Oz.[n]
zts20772e	Cuore magico
zts20773e	Set Mago di Noz
zts20774e	Questo set contiene l'outfit completo Mago di Noz.[n][Contenuto][n]1 Cappello Mago di Noz (permanente)[n]1 Costume Mago di Noz (permanente)[n]
zts20775e	Nelle vesti di Dorothy (f) o dell'Uomo di latta (m) darai una bella lezione alle streghe malvagie![n]La durata si calcola a partire dal momento in cui si utilizza.[n][Effetto][n]Incrementa di 15 la resistenza all'oscurità.[n]Incrementa del 5% tutti gli attacchi.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il costume Mago di Noz.[n]
zts20776e	Nelle vesti di Dorothy (f) o dell'Uomo di latta (m) darai una bella lezione alle streghe malvagie![n]La durata si calcola a partire dal momento in cui si utilizza.[n][Effetto][n]Aumenta gli HP massimi di 1.000.[n]Incrementa la velocità di movimento di 1.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il cappello Mago di Noz.[n]
zts20777e	Nelle vesti di Dorothy (f) o dell'Uomo di latta (m) darai una bella lezione alle streghe malvagie![n][Effetto][n]Incrementa di 15 la resistenza all'oscurità.[n]Incrementa del 5% tutti gli attacchi.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il costume Mago di Noz.[n]
zts20778e	Nelle vesti di Dorothy (f) o dell'Uomo di latta (m) darai una bella lezione alle streghe malvagie![n][Effetto][n]Aumenta gli HP massimi di 1.000.[n]Incrementa la velocità di movimento di 1.[n][Effetto del set][n]Velocità di movimento +1 quando indossi il cappello Mago di Noz.[n]
zts20781e	Allenatore Samurai
zts20782e	Attiva l'Allenatore Samurai per migliorare le forze d'attacco e di difesa del tuo NosMate.[n]Per diventare un samurai migliore, il NosMate dovrà affrontare un duro allenamento.[n]Quando il NosMate attacca l'allenatore, vi è una certa probabilità che la sua forza di attacco aumenti.[n]Quando il NosMate subisce un danno in seguito a un attacco da parte dell'allenatore, vi è una certa probabilità che la sua forza di difesa aumenti.[n]
zts20783e	Spaventapasseri Opossum
zts20784e	Con questo item puoi allenare il tuo NosMate.[n]Evoca uno Spaventapasseri Opossum che subisce l'1% di danno ogni volta che viene colpito.[n]Quando il NosMate attacca lo Spaventapasseri, vi è una certa probabilità che la sua forza di attacco aumenti.[n]
zts20785e	Tartacottero
zts20786e	Con il Tartacottero viaggerai alla velocità della luce! Attenzione: non ci assumiamo alcuna responsabilità per eventuali capogiri![n]Aumenta la tua velocità di movimento.[n]Se utilizzi di nuovo l'item, scendi dal mezzo.[n]Non ci sono limiti di livello.[n][Caratteristiche][n]Velocità di movimento: 20[n]Velocità di movimento a Porto Alveus +3[n]Velocità di movimento a Morizios +2[n][Con lo Speedbooster][n]Rimuove tutti gli effetti negativi fino al livello 4.[n]Hai il 90% di probabilità di schivare gli attacchi.[n]Velocità di movimento +3[n]Durata +9[n]Quando l'effetto dello Speedbooster svanisce, ti vengono le [Vertigini].[n]
zts20787e	Scrigno Tartacottero
zts20788e	Lo scrigno contiene il Tartacottero.[n][Attenzione][n]Una volta estratto il Tartacottero dallo scrigno, non sarà più possibile commerciarlo.[n]
zts20793e	Magazzino spazioso (30 giorni)
zts20794e	98 slot.[n]Si può costruire solo nella Miniland per 30 giorni.[n]Si usa per custodire oggetti e consentirne lo scambio tra personaggi dello stesso account.[n](Entrambi i personaggi devono avere un Deposito)[n]Per ogni personaggio è possibile costruire un solo Deposito.[n]
zts20795e	Magazzino spazioso (permanente)
zts20796e	Puoi utilizzare tutti i 98 slot.[n]
zts20797e	Scrigno "Magazzino spazioso (permanente)"
zts20798e	Lo scrigno contiene il Magazzino spazioso (permanente).[n]Aprendolo otterrai 1 Magazzino spazioso (permanente)[n][Attenzione][n]Una volta che il Magazzino spazioso viene estratto dallo scrigno, quest'ultimo non è più commerciabile.[n]
zts20805e	Scrigno "Magazzino spazioso (30 giorni)"
zts20806e	Lo scrigno contiene il Magazzino spazioso (30 giorni).[n]Aprendolo otterrai 1 Magazzino spazioso (30 giorni)[n][Attenzione][n]Una volta che il Magazzino spazioso viene estratto dallo scrigno, quest'ultimo non è più commerciabile.[n]
zts20815e	Chiave Torre del Cielo
zts20816e	Questa chiave ti permette di accedere una volta alla Sfida della Torre del Cielo Infinita.[n]
zts20817e	Ticket reset per la Torre del Cielo
zts20818e	Questo biglietto ti consente di resettare il tuo punteggio migliore nella Torre del Cielo Infinita.[n][Attenzione][n]Usando questa chiave il tuo punteggio migliore verrà eliminato.[n]Subito dopo, ti ritroverai al primo piano della torre.[n]
zts20819e	Moneta dell'infinito
zts20820e	Questa moneta speciale si può ottenere all'interno della Torre del Cielo Infinita.[n]Puoi usarla dal Guardiano nel Negozio della Torre del Cielo.[n]
zts20821e	Scheggia dell'anima di Paimon
zts20822e	Un pezzo dell'anima di Paimon.[n]È minuscolo, ma ha un potere enorme.[n]
zts20823e	Scheggia dell'ombra di Paimon
zts20824e	Un pezzo dell'ombra di Paimon che si usa per chiamare i mostri.[n]Contiene un frammento del suo potere.[n]
zts20825e	Frammento corrotto della Torre del Cielo
zts20826e	Un pezzo della Torre del Cielo maledetta.[n]
zts20827e	Lanciamorte
zts20828e	Avatar del Re Spettro
zts20835e	Un animale domestico con l'aspetto del Re Spettro.[n]La sua abilità può essere usata solo nella Torre del Cielo.[n][Skill]: Benedizione debole del Re Spettro[n]Nella Torre del Cielo, incrementa la forza dei tuoi elementi e quelli dei NosMate nelle tue vicinanze.[n]
zts20836e	Scrigno del raid del sovrano malvagio
zts20837e	Puoi ottenere questo Scrigno del raid dopo aver sconfitto Paimon, il sovrano malvagio.[n]
zts20838e	Spirito silvano della Torre del Cielo
zts20839e	Un animale domestico con l'aspetto di uno Spirito silvano.[n]La sua abilità può essere usata solo nella Torre del Cielo.[n][Skill]: Guarigione degli Spiriti silvani[n]Nella Torre del Cielo, ripristina i tuoi HP e MP e quelli dei NosMate nelle tue vicinanze.[n]
zts20840e	Avatar del Re Bestia
zts20841e	Un animale domestico con l'aspetto del Re Bestia.[n]La sua abilità può essere usata solo nella Torre del Cielo.[n][Skill]: Spirito combattivo del Re Bestia[n]Nella Torre del Cielo, incrementa tua forza di attacco e quella dei NosMate nelle tue vicinanze.[n]
zts20842e	Orsogufo della Torre del Cielo
zts20843e	Un animale domestico con l'aspetto del Re Bestia.[n]La sua abilità può essere usata solo nella Torre del Cielo.[n][Skill]: Ululato dell'Orsogufo[n]Nella Torre del Cielo, incrementa i tuoi attacchi ravvicinati e quelli dei NosMate nelle tue vicinanze.[n]
zts20844e	Elfa oscura della Torre del Cielo
zts20845e	Un animale domestico con l'aspetto di un'Elfa oscura.[n]La sua abilità può essere usata solo nella Torre del Cielo.[n][Skill]: Comando dell'Elfa oscura[n]Nella Torre del Cielo, incrementa i tuoi attacchi a distanza e quelli dei NosMate nelle tue vicinanze.[n]
zts20846e	Budino di muschio della Torre del Cielo
