zts1e	Основные эффекты
zts20383e	Молниеносная защита +8
zts20384e	Молниеносная защита +9
zts20385e	Медвежий удар
zts20386e	Те, кто знают, как жить в гармонии с природой, могут наполниться силой медведя-лоа.
zts20387e	Медвежий удар +1
zts20388e	Медвежий удар +2
zts20389e	Медвежий удар +3
zts20390e	Медвежий удар +4
zts20391e	Медвежий удар +5
zts20392e	Медвежий удар +6
zts20393e	Медвежий удар +7
zts20394e	Медвежий удар +8
zts20395e	Медвежий удар +9
zts20396e	Благословение элементов
zts20397e	Все элементы усиливаются.
zts20398e	Благословение элементов +1
zts20399e	Благословение элементов +2
zts20400e	Благословение элементов +3
zts20401e	Благословение элементов +4
zts20402e	Благословение элементов +5
zts20403e	Благословение элементов +6
zts20404e	Благословение элементов +7
zts20405e	Благословение элементов +8
zts20406e	Благословение элементов +9
zts20407e	Боевая стойка
zts20408e	Повышает силу атаки за счет силы защиты.
zts20409e	Боевая стойка +1
zts20410e	Боевая стойка +2
zts20411e	Боевая стойка +3
zts20412e	Боевая стойка +4
zts20413e	Боевая стойка +5
zts20414e	Боевая стойка +6
zts20415e	Боевая стойка +7
zts20416e	Боевая стойка +8
zts20417e	Боевая стойка +9
zts20418e	Львиные когти
zts20419e	Львиные когти наносят глубокие раны.
zts20420e	Львиные когти +1
zts20421e	Львиные когти +2
zts20422e	Львиные когти +3
zts20423e	Львиные когти +4
zts20424e	Львиные когти +5
zts20425e	Львиные когти +6
zts20426e	Львиные когти +7
zts20427e	Львиные когти +8
zts20428e	Львиные когти +9
zts20429e	Мощная атака
zts20430e	Повышает силу оружия.
zts20431e	Мощная атака +1
zts20432e	Мощная атака +2
zts20433e	Мощная атака +3
zts20434e	Мощная атака +4
zts20435e	Мощная атака +5
zts20436e	Мощная атака +6
zts20437e	Мощная атака +7
zts20438e	Мощная атака +8
zts20439e	Мощная атака +9
zts20440e	Острые когти
zts20441e	Чем сильнее атака, тем больше урона наносится.
zts20442e	Острые когти +1
zts20443e	Острые когти +2
zts20444e	Острые когти +3
zts20445e	Острые когти +4
zts20446e	Острые когти +5
zts20447e	Острые когти +6
zts20448e	Острые когти +7
zts20449e	Острые когти +8
zts20450e	Острые когти +9
zts20451e	Восстановление сил
zts20452e	Дает шанс на сброс перезарядки навыка.
zts20453e	Восстановление сил +1
zts20454e	Восстановление сил +2
zts20455e	Восстановление сил +3
zts20456e	Восстановление сил +4
zts20457e	Восстановление сил +5
zts20458e	Восстановление сил +6
zts20459e	Восстановление сил +7
zts20460e	Восстановление сил +8
zts20461e	Восстановление сил +9
zts20462e	Точный удар
zts20463e	Пронзает броню противника.
zts20464e	Точный удар +1
zts20465e	Точный удар +2
zts20466e	Точный удар +3
zts20467e	Точный удар +4
zts20468e	Точный удар +5
zts20469e	Точный удар +6
zts20470e	Точный удар +7
zts20471e	Точный удар +8
zts20472e	Точный удар +9
zts20473e	Львиный удар
zts20474e	Те, кто знают, как жить в гармонии с природой, могут наполниться силой льва-лоа.
zts20475e	Львиный удар +1
zts20476e	Львиный удар +2
zts20477e	Львиный удар +3
zts20478e	Львиный удар +4
zts20479e	Львиный удар +5
zts20480e	Львиный удар +6
zts20481e	Львиный удар +7
zts20482e	Львиный удар +8
zts20483e	Львиный удар +9
zts20484e	Быстрота ветра
zts20485e	Повышает скорость передвижения и уклонение.
zts20486e	Быстрота ветра +1
zts20487e	Быстрота ветра +2
zts20488e	Быстрота ветра +3
zts20489e	Быстрота ветра +4
zts20490e	Быстрота ветра +5
zts20491e	Быстрота ветра +6
zts20492e	Быстрота ветра +7
zts20493e	Быстрота ветра +8
zts20494e	Быстрота ветра +9
zts20495e	Пронзительный взгляд
zts20496e	Находит слабые места противника.
zts20497e	Пронзительный взгляд +1
zts20498e	Пронзительный взгляд +2
zts20499e	Пронзительный взгляд +3
zts20500e	Пронзительный взгляд +4
zts20501e	Пронзительный взгляд +5
zts20502e	Пронзительный взгляд +6
zts20503e	Пронзительный взгляд +7
zts20504e	Пронзительный взгляд +8
zts20505e	Пронзительный взгляд +9
zts20506e	Полет под облаками
zts20507e	Ты умело скрываешь свои слабые места.
zts20508e	Полет под облаками +1
zts20509e	Полет под облаками +2
zts20510e	Полет под облаками +3
zts20511e	Полет под облаками +4
zts20512e	Полет под облаками +5
zts20513e	Полет под облаками +6
zts20514e	Полет под облаками +7
zts20515e	Полет под облаками +8
zts20516e	Полет под облаками +9
zts20517e	Орлиный глаз
zts20518e	Повышает точность твоих атак.
zts20519e	Орлиный глаз +1
zts20520e	Орлиный глаз +2
zts20521e	Орлиный глаз +3
zts20522e	Орлиный глаз +4
zts20523e	Орлиный глаз +5
zts20524e	Орлиный глаз +6
zts20525e	Орлиный глаз +7
zts20526e	Орлиный глаз +8
zts20527e	Орлиный глаз +9
zts20528e	Глаз за глаз
zts20529e	Отражает урон обратно в противника.
zts20530e	Глаз за глаз +1
zts20531e	Глаз за глаз +2
zts20532e	Глаз за глаз +3
zts20533e	Глаз за глаз +4
zts20534e	Глаз за глаз +5
zts20535e	Глаз за глаз +6
zts20536e	Глаз за глаз +7
zts20537e	Глаз за глаз +8
zts20538e	Глаз за глаз +9
zts20539e	Инстинкт самосохранения
zts20540e	Когда ты в опасности, твоя ловкость повышается.
zts20541e	Инстинкт самосохранения +1
zts20542e	Инстинкт самосохранения +2
zts20543e	Инстинкт самосохранения +3
zts20544e	Инстинкт самосохранения +4
zts20545e	Инстинкт самосохранения +5
zts20546e	Инстинкт самосохранения +6
zts20547e	Инстинкт самосохранения +7
zts20548e	Инстинкт самосохранения +8
zts20549e	Инстинкт самосохранения +9
zts20550e	Растущий опыт
zts20551e	Чем опытнее ты становишься, тем проще тебе находить слабые места противников.
zts20552e	Растущий опыт +1
zts20553e	Растущий опыт +2
zts20554e	Растущий опыт +3
zts20555e	Растущий опыт +4
zts20556e	Растущий опыт +5
zts20557e	Растущий опыт +6
zts20558e	Растущий опыт +7
zts20559e	Растущий опыт +8
zts20560e	Растущий опыт +9
zts20561e	Орлиные когти
zts20562e	Те, кто знают, как жить в гармонии с природой, могут наполниться силой орла-лоа.
zts20563e	Орлиные когти +1
zts20564e	Орлиные когти +2
zts20565e	Орлиные когти +3
zts20566e	Орлиные когти +4
zts20567e	Орлиные когти +5
zts20568e	Орлиные когти +6
zts20569e	Орлиные когти +7
zts20570e	Орлиные когти +8
zts20571e	Орлиные когти +9
zts20572e	Яд змеи
zts20573e	Атака, усиленная ядом.
zts20574e	Яд змеи +1
zts20575e	Яд змеи +2
zts20576e	Яд змеи +3
zts20577e	Яд змеи +4
zts20578e	Яд змеи +5
zts20579e	Яд змеи +6
zts20580e	Яд змеи +7
zts20581e	Яд змеи +8
zts20582e	Яд змеи +9
zts20583e	Боевая магия
zts20584e	Твоя сила атаки повышается от твоей магической защиты.
zts20585e	Боевая магия +1
zts20586e	Боевая магия +2
zts20587e	Боевая магия +3
zts20588e	Боевая магия +4
zts20589e	Боевая магия +5
zts20590e	Боевая магия +6
zts20591e	Боевая магия +7
zts20592e	Боевая магия +8
zts20593e	Боевая магия +9
zts20594e	Первый удар
zts20595e	При получении тобой урона он вычитается из твоих ОМ вместо ОЗ.
zts20596e	Первый удар +1
zts20597e	Первый удар +2
zts20598e	Первый удар +3
zts20599e	Первый удар +4
zts20600e	Первый удар +5
zts20601e	Первый удар +6
zts20602e	Первый удар +7
zts20603e	Первый удар +8
zts20604e	Первый удар +9
zts20605e	Проклятие
zts20606e	Ты жаждешь мести и проклинаешь своего противника.
zts20607e	Проклятие +1
zts20608e	Проклятие +2
zts20609e	Проклятие +3
zts20610e	Проклятие +4
zts20611e	Проклятие +5
zts20612e	Проклятие +6
zts20613e	Проклятие +7
zts20614e	Проклятие +8
zts20615e	Проклятие +9
zts20616e	Элементальный щит
zts20617e	Получаемый элементальный урон снижен.
zts20618e	Элементальный щит +1
zts20619e	Элементальный щит +2
zts20620e	Элементальный щит +3
zts20621e	Элементальный щит +4
zts20622e	Элементальный щит +5
zts20623e	Элементальный щит +6
zts20624e	Элементальный щит +7
zts20625e	Элементальный щит +8
zts20626e	Элементальный щит +9
zts20627e	Магическая броня
zts20628e	Получаемый урон понижается магическим образом.
zts20629e	Магическая броня +1
zts20630e	Магическая броня +2
zts20631e	Магическая броня +3
zts20632e	Магическая броня +4
zts20633e	Магическая броня +5
zts20634e	Магическая броня +6
zts20635e	Магическая броня +7
zts20636e	Магическая броня +8
zts20637e	Магическая броня +9
zts20638e	Сила проклятия
zts20639e	Сила твоих элементов повышается, пока на тебе висят негативные эффекты.
zts20640e	Сила проклятия +1
zts20641e	Сила проклятия +2
zts20642e	Сила проклятия +3
zts20643e	Сила проклятия +4
zts20644e	Сила проклятия +5
zts20645e	Сила проклятия +6
zts20646e	Сила проклятия +7
zts20647e	Сила проклятия +8
zts20648e	Сила проклятия +9
zts20649e	Змеиный укус
zts20650e	Те, кто знают, как жить в гармонии с природой, могут наполниться силой змеи-лоа.
zts20651e	Змеиный укус +1
zts20652e	Змеиный укус +2
zts20653e	Змеиный укус +3
zts20654e	Змеиный укус +4
zts20655e	Змеиный укус +5
zts20656e	Змеиный укус +6
zts20657e	Змеиный укус +7
zts20658e	Змеиный укус +8
zts20659e	Змеиный укус +9
zts20660e	В тебе горит Сила апокалипсиса.
zts20661e	Ты отражаешь урон Силой отражения.
zts20662e	Элементы ослабляются благодаря Силе волка.
zts20663e	Твоя атака становится мощнее благодаря Силе отдачи.
zts20664e	Сопротивление элементу огня понижается из-за Силы взрыва.
zts20665e	Сила ловкости (Уровень 1)
zts20666e	Ты становишься ловчее и быстрее благодаря Силе ловкости.
zts20667e	Сила ловкости (Уровень 2)
zts20668e	Сила ловкости (Уровень 3)
zts20669e	Сила ловкости (Уровень 4)
zts20670e	Сила ловкости (Уровень 5)
zts20671e	Сила молнии ослабляет элемент света с помощью поражения электрическим током.
zts20672e	Сила проклятия замедляет тебя.
zts20673e	Сила медведя ослабляет твою защиту.
zts20674e	Наносит урон от Силы льда противникам вокруг тебя.
zts20675e	Энергия орков-героев
zts20676e	Тебя наполняет сила орков-героев, благодаря которой ты наносишь больше урона по монстрам.
zts20677e	Новогоднее благословение Котомыша
zts20678e	Ошеломление
zts20679e	У тебя кружится голова после удара мячом.
zts20680e	Благословение Котомыша
zts20681e	Повышение силы атаки и защиты.
zts20682e	Чемпионская защита
zts20683e	Ты не будешь терять очки чемпионского опыта после смерти.
zts20684e	Панцирь черепахи
zts20685e	Головокружение
zts20686e	Ты не можешь двигаться какое-то время из-за головокружения после полета.
zts20687e	Волчье зрение
zts20688e	Великолепное зрение Снежного волка помогает тебе разглядеть слабые места противника.
zts20689e	Ты получаешь этот положительный эффект от Черепахолета.
zts20690e	Колючая броня
zts20691e	Аура этой брони наносит урон атакующим.
zts20692e	Улучшенная колючая броня
zts20693e	Сильная аура этой брони наносит урон атакующим.
zts20694e	Идеальная колючая броня
zts20695e	Могущественная аура этой брони наносит урон атакующим.
zts20696e	Улучшенные доспехи
zts20697e	Прочные, но тяжелые доспехи.
zts20698e	Самозаживление
zts20699e	Твои раны затягиваются.
zts20700e	Ложный выпад
zts20701e	Ты концентрируешь все свое внимание на уклонении.
zts20702e	Испорченная кровь бессмертного
zts20703e	Кровь бессмертного демона дает тебе немного новой энергии.
zts20704e	Кровь бессмертного
zts20705e	Кровь бессмертного демона дает тебе немного обновленной энергии.
zts20706e	Концентрированная кровь бессмертного
zts20707e	Кровь бессмертного демона наполняет тебя обновленной энергией.
zts20708e	Проклятие слепоты
zts20709e	Злые силы делают тебя слепым.
zts20710e	Проклятие безумия
zts20711e	Твое тело попало под влияние проклятия Паймона. Сила атаки и сила всех защит понижаются.
zts20712e	Слабое благословение Короля Духов
zts20713e	Сила элементов и сопротивление всем элементам повышаются.
zts20714e	Боевой дух Короля Зверей
zts20715e	Боевой дух Короля Зверей повышает силу атаки и позволяет наносить атаки дальнего боя.
zts20716e	Вой совомедведя
zts20717e	Вой совомедведя повышает мораль и усиливает атаки ближнего боя.
zts20718e	Приказ темного эльфа
zts20719e	Темный эльф оказывает тебе поддержку и усиливает твои дальние атаки.
zts20720e	Энергия моховой слизи
zts20721e	Энергия моховой слизи усиливает твои магические атаки и защиту.
zts20722e	Благословение маленького смертоносца
zts20723e	Запечатанная трещина в небе
zts20724e	Паймон не может призывать своих слуг в течение определенного периода времени. Его сила атаки увеличивается для компенсации.
zts20725e	Жуткое зрелище
zts20726e	Повышает силу атаки и силу всех защит.
zts20727e	Клетка из ледника
zts20728e	Ты не можешь двигаться, пока находишься в клетке.
zts20729e	Опекун
zts20730e	Твои НосПомощники не получают урона.
zts20731e	Защита души
zts20732e	Ты не будешь терять ОЗ, пока эффект Защита души активен.
zts20733e	Сердце Зверя
zts20734e	Сердце зверя увеличивает силу атаки и силу всех защит.
zts20735e	Благословение пышнохвоста
zts20737e	Благословение кота
zts20739e	Благословение света
zts20741e	Благословение тьмы
zts20743e	Благословение воды
zts20745e	Благословение огня
zts20747e	Благословение мечника
zts20748e	Усиливает атаки ближнего боя.
zts20749e	Благословение мага
zts20750e	Усиливает магические атаки.
zts20751e	Благословение лучника
zts20752e	Усиливает атаки дальнего боя.
zts20753e	Благословение ниндзя
zts20755e	Благословение эволюции
zts20757e	Радужное благословение
zts20759e	Благословение робота
zts20760e	Повышает шанс нанесения критического урона.
zts20761e	Благословение пирата
zts20762e	Повышает критический урон.
zts20763e	Жуткое благословение
zts20765e	Ледяное благословение
zts20767e	Благословение волка
zts20769e	Благословение желе
zts20771e	Благословение Небесной башни
zts20773e	Благословение Зверя
zts20775e	Благословение Духа
zts20778e	Благословение Короля Духов
zts20780e	Благословение Короля Зверей
zts20782e	Темная энергия Паймона
zts20783e	Темная сила Паймона проникает в тебя и создает элитного темного рыцаря.
zts20784e	Темная энергия Паймона +1
zts20785e	Темная энергия Паймона +2
zts20786e	Темная энергия Паймона +3
zts20787e	Темная энергия Паймона +4
zts20788e	Темная энергия Паймона +5
zts20789e	Темная энергия Паймона +6
zts20790e	Темная энергия Паймона +7
zts20791e	Темная энергия Паймона +8
zts20792e	Темная энергия Паймона +9
zts20793e	Сила апокалипсиса (Уровень 6)
zts20794e	Сила отражения (Уровень 6)
zts20795e	Сила волка (Уровень 6)
zts20796e	Сила отдачи (Уровень 6)
zts20797e	Сила взрыва (Уровень 6)
zts20798e	Сила ловкости (Уровень 6)
zts20799e	Сила молнии (Уровень 6)
zts20800e	Сила проклятия (Уровень 6)
zts20801e	Сила медведя (Уровень 6)
zts20802e	Сила льда (Уровень 6)
zts20803e	Загадочное исцеление
zts20804e	Повышает макс. количество ОЗ и силу всех защит НосПомощников, которые сейчас активны.
zts20805e	Повышает макс. количество ОМ и силу атаки НосПомощников, которые сейчас активны.
zts20806e	Повышает макс. количество ОЗ и силу всех защит тебе и НосПомощникам, которые сейчас активны.
zts20807e	Повышает макс. количество ОМ и силу атаки тебе и НосПомощникам, которые сейчас активны.
zts20808e	Если монстр был повержен, ОЗ твоего НосПомощника будет восстановлено.
zts20809e	Твои боевые возможности улучшаются с помощью силы огня.
zts20810e	Если ты победишь монстра, на тебя будет наложен эффект Загадочное исцеление.
zts20811e	Если один из твоих НосПомощников будет повержен, ты восстановишь себе ОЗ.
zts20812e	Если один из твоих НосПомощников будет повержен, ты восстановишь себе ОЗ и всем своим НосПомощникам ОЗ.
zts20813e	Если ты победишь монстра, на тебя будет наложен эффект Жуткое зрелище.
zts20814e	Если ты будешь повержен(а), эффект Клетка из ледника будет наложен на всех находящихся поблизости противников.
zts20815e	Если твой НосПомощник победит монстра, сила твоей атаки будет повышена.
zts20816e	Если твой НосПомощник победит монстра, сила твоих защит будет повышена.
zts20817e	Если ты победишь монстра, ОЗ твоего НосПомощника будет восстановлено.
zts20818e	Если ты победишь монстра, сила атаки всех НосПомощников будет повышена.
zts20819e	Если ты победишь монстра, сила всех защит НосПомощников будет повышена.
zts20820e	Если ты будешь повержен(а), эффект Непобедимость будет наложен на всех находящихся поблизости НосПомощников.
zts20821e	Когда ты защищаешься, есть определенный шанс на появление призрака Короля Духов. Когда этот эффект закончится, ты получишь эффект Защиты души.
zts20822e	Когда ты защищаешься, есть определенный шанс на появление призрака Короля Зверей. Когда этот эффект закончится, ты получишь эффект Сердце зверя.
zts20823e	Холодные ноги
zts20824e	Холод понижает твою скорость передвижения.
zts20825e	Призыв первого отряда
zts20826e	Призывает первый отряд в Небесную башню.
zts20827e	Призыв второго отряда
zts20828e	Призывает второй отряд в Небесную башню.
zts20829e	Призыв третьего отряда
zts20830e	Призывает третий отряд в Небесную башню.
zts20831e	Призыв четвертого отряда
zts20832e	Призывает четвертый отряд в Небесную башню.
zts20833e	Призыв пятого отряда
zts20834e	Призывает пятый отряд в Небесную башню.
zts20835e	Блокирует негативные эффекты и увеличивает урон по монстрам в Стране мертвых.
zts20836e	Восстановление лесного духа
zts20837e	Лесные духи исцеляют твои раны своей энергией.
zts20838e	Сила молнии ослабляет элемент света с помощью поражения электрическим током. Ты не можешь атаковать в течение определенного периода времени.
zts20839e	Сила медведя ослабляет твою защиту и понижает уровень защиты.
zts20840e	Призывает призрака Короля Духов. Когда этот эффект закончится, ты получишь эффект Защиты души.
zts20841e	Призывает призрака Короля Зверей. Когда этот эффект закончится, ты получишь эффект Сердце зверя.
zts20842e	Твои боевые возможности улучшаются с помощью силы огня.
zts20843e	Если ты победишь монстра, на тебя будет наложен эффект Загадочное исцеление.
zts20844e	Если ты победишь монстра, на тебя будет наложен эффект Жуткое зрелище.
zts20845e	Бессмертие
zts20846e	В течение короткого периода времени ты не теряешь ОЗ.
zts20847e	Бомбардировщик
zts20848e	Ты призываешь бомбу. Противники на расстоянии 5 клеток от нее получают урон и эффект Отключка.
zts20849e	Электрический шок
zts20850e	Электрическая энергия защищает твое тело. Атакующие тебя противники страдают от Электрического шока.
zts20851e	Быстрый и ловкий
zts20852e	Сокращает время перезарядки навыков и повышает скорость передвижения.
zts20853e	Кровь бессмертного
zts20854e	Благодаря крови бессмертного в течение короткого времени ты не теряешь ОЗ.
zts20855e	Ты становишься невидимым и восстанавливаешь ОЗ и ОМ.
zts20856e	Если ты победишь монстра, ты станешь невидимым и будешь восстанавливать ОЗ и ОМ.
zts20857e	Уклонение и сила защиты НосПомощников повышаются в Небесной башне.
zts20858e	Точность и сила атаки НосПомощников повышаются в Небесной башне.
zts20859e	ОЗ и ОМ твои и твоего НосПомощника восстанавливаются и сила ваших защит повышается в Небесной башне.
zts20860e	Сила атаки твоих НосПомощников повышается. При убийстве монстра ваша сила атаки повышается.
zts20861e	Сила атаки твоих НосПомощников повышается. При убийстве монстра ваша сила защиты повышается.
zts20862e	Боязнь темноты
zts20863e	Благословение тьмы заставляет ваших врагов содрогаться и бежать прочь.
zts20864e	Благословение Аватара Короля Зверей
zts20865e	Эффект, полученный от Аватара Короля Зверей.
zts20866e	Благословение Аватара Короля Духов
zts20867e	Эффект, полученный от Аватара Короля Духов.
zts20868e	Энергия Небесной башни
zts20869e	Башня наделяет ваших НосПомощников великой силой.
zts20870e	Теневой щит
zts20871e	Энергия вызванной тени защищает своего владыку Паймона.
zts20872e	Усиленная сила зла
zts20873e	Оставшаяся энергия зла от трещины в небе теперь усиливает монстров в башне.
zts20874e	Щит жизни
zts20875e	Терзания (F)
zts20876e	Терзания (E)
zts20877e	Терзания (D)
zts20878e	Терзания (C)
zts20879e	Терзания (B)
zts20880e	Терзания (A)
zts20881e	Терзания (S)
zts20882e	Носитель чумы (F)
zts20883e	Носитель чумы (E)
zts20884e	Носитель чумы (D)
zts20885e	Носитель чумы (C)
zts20886e	Носитель чумы (B)
zts20887e	Носитель чумы (A)
zts20888e	Носитель чумы (S)
zts20889e	Спектральная чума (F)
zts20890e	Спектральная чума (E)
zts20891e	Спектральная чума (D)
zts20892e	Спектральная чума (C)
zts20893e	Спектральная чума (B)
zts20894e	Спектральная чума (A)
zts20895e	Спектральная чума (S)
zts20896e	Проклятие фараона (F)
zts20897e	Проклятие фараона (E)
zts20898e	Проклятие фараона (D)
zts20899e	Проклятие фараона (C)
zts20900e	Проклятие фараона (B)
zts20901e	Проклятие фараона (A)
zts20902e	Проклятие фараона (S)
zts20903e	Аура Эхнатона (F)
zts20904e	Аура Эхнатона (E)
zts20905e	Аура Эхнатона (D)
zts20906e	Аура Эхнатона (C)
zts20907e	Аура Эхнатона (B)
zts20908e	Аура Эхнатона (A)
zts20909e	Аура Эхнатона (S)
zts20910e	Цель станет носителем чумы и будет распространять ее на ближайших врагов.
zts20911e	Повышенная сила
zts20912e	Твоих НосПомощников усиливают положительные эффекты работы в команде.
zts20913e	Цель станет носителем чумы с 50% вероятностью распространения ее на ближайших врагов.
zts20915e	Крылья лезвий
zts20916e	Ты получаешь этот положительный эффект от Крыльев лезвий.
zts20917e	Щит лезвий
zts20918e	Тебя окружает множество лезвий, наносящих урон атакующим.
zts20919e	Положительный эффект 13-летней годовщины
zts20920e	Благословение золотого мохового торта
zts20921e	Магический торт
zts20922e	Этот малыш может залечить твои раны и повысить силу твоей защиты.
zts20923e	Благословение мохового торта
zts20924e	Геккон Чеккон
zts20925e	Особый защитный навык Геккона-Паладина.
zts20926e	Благословение Геккона-паладина
zts20927e	Комплект для ухода за леской
zts20928e	Благословение рыбы-лоа
zts20929e	Ловля рыбы с наживкой
zts20930e	Ловля рыбы из укрытия
zts20931e	Телепортация на место для рыбалки
zts20932e	Ловля рыбы
zts20933e	Жду, пока начнет клевать.
zts20934e	Можно использовать, чтобы сделать леску прочнее и эластичнее.
zts20935e	Благословение рыбы-лоа повышает количество очков опыта, которые ты получаешь.
zts20936e	Когда ты закинешь удочку, наживка не будет израсходована. Действие эффекта закончится, когда удочка будет закинута.
zts20937e	Агрессивные монстры не видят тебя, так что можешь спокойно рыбачить.
zts20938e	Ты перенесешься на место для рыбалки, которое было примечено тобой ранее.
zts20939e	Монстры не видят тебя, так что можешь спокойно рыбачить.
zts20940e	Когда ты закинешь удочку, наживка не будет израсходована. Время перезарядки этого эффекта нельзя сократить.
zts20941e	Кристальные крылья
zts20942e	Эффект кристальных крыльев
