zts1e	Effet général
zts20245e	Pouvoir de la réflexion (niveau 4)
zts20246e	Pouvoir de la réflexion (niveau 5)
zts20247e	Pouvoir du loup (niveau 1)
zts20248e	Pouvoir du loup (niveau 2)
zts20249e	Pouvoir du loup (niveau 3)
zts20250e	Pouvoir du loup (niveau 4)
zts20251e	Pouvoir du loup (niveau 5)
zts20252e	Pouvoir du contrecoup (niveau 1)
zts20253e	Pouvoir du contrecoup (niveau 2)
zts20254e	Pouvoir du contrecoup (niveau 3)
zts20255e	Pouvoir du contrecoup (niveau 4)
zts20256e	Pouvoir du contrecoup (niveau 5)
zts20257e	Pouvoir de l'explosion (niveau 1)
zts20258e	Pouvoir de l'explosion (niveau 2)
zts20259e	Pouvoir de l'explosion (niveau 3)
zts20260e	Pouvoir de l'explosion (niveau 4)
zts20261e	Pouvoir de l'explosion (niveau 5)
zts20262e	Pouvoir de la diffusion (niveau 1)
zts20263e	Pouvoir de la diffusion (niveau 2)
zts20264e	Pouvoir de la diffusion (niveau 3)
zts20265e	Pouvoir de la diffusion (niveau 4)
zts20266e	Pouvoir de la diffusion (niveau 5)
zts20267e	Pouvoir de l'éclair (niveau 1)
zts20268e	Pouvoir de l'éclair (niveau 2)
zts20269e	Pouvoir de l'éclair (niveau 3)
zts20270e	Pouvoir de l'éclair (niveau 4)
zts20271e	Pouvoir de l'éclair (niveau 5)
zts20272e	Pouvoir de la malédiction (niveau 1)
zts20273e	Pouvoir de la malédiction (niveau 2)
zts20274e	Pouvoir de la malédiction (niveau 3)
zts20275e	Pouvoir de la malédiction (niveau 4)
zts20276e	Pouvoir de la malédiction (niveau 5)
zts20277e	Pouvoir de l'ours (niveau 1)
zts20278e	Pouvoir de l'ours (niveau 2)
zts20279e	Pouvoir de l'ours (niveau 3)
zts20280e	Pouvoir de l'ours (niveau 4)
zts20281e	Pouvoir de l'ours (niveau 5)
zts20282e	Pouvoir du froid (niveau 1)
zts20283e	Pouvoir du froid (niveau 2)
zts20284e	Pouvoir du froid (niveau 3)
zts20285e	Pouvoir du froid (niveau 4)
zts20286e	Pouvoir du froid (niveau 5)
zts20287e	Le venin du loa serpent est particulièrement puissant.
zts20288e	Malédiction du loa serpent
zts20289e	Les dégâts augmentent grâce à la malédiction du loa serpent.
zts20290e	Fourrure renforcée du roi des bêtes
zts20291e	La fourrure du roi des bêtes se durcit.
zts20292e	Fourrure du roi des bêtes
zts20293e	La fourrure du roi des bêtes est extraordinaire.
zts20294e	Malédiction du roi des bêtes
zts20295e	Le roi des bêtes te prend pour cible.
zts20296e	Faible courant d'air froid
zts20297e	La puissance du froid te fait grelotter.
zts20298e	Fort courant d'air froid
zts20299e	La puissance du froid te glace le sang.
zts20300e	Malédiction du dieu-démon
zts20301e	La malédiction de Bélial te ralentit.
zts20302e	Flèche maudite
zts20303e	Les dégâts augmentent grâce à la flèche maudite.
zts20304e	Poison du roi des esprits
zts20305e	Les dégâts magiques augmentent grâce au poison du roi des esprits.
zts20306e	Blessé par le roi des bêtes
zts20307e	Les blessures infligées par le roi des bêtes sont souvent mortelles.
zts20308e	Malédiction de la corne
zts20309e	La corne du roi des bêtes te maudit.
zts20310e	Lame maudite
zts20311e	La lame de Bélial te maudit.
zts20312e	Affaiblissement des éléments
zts20313e	Le feu du roi des esprits diminue la défense d'attaque à distance et tous les éléments.
zts20314e	Malédiction de l'ours
zts20315e	Le loa ours te maudit.
zts20316e	Mousse saine
zts20317e	La bouillie de mousse est bonne pour l'acuité visuelle.
zts20318e	La peau gagne en résistance et des épines sortent de la fourrure.
zts20319e	Recroqueviller
zts20320e	La défense est renforcée au prix de la force d'attaque.
zts20321e	Recroqueviller +1
zts20322e	Recroqueviller +2
zts20323e	Recroqueviller +3
zts20324e	Recroqueviller +4
zts20325e	Recroqueviller +5
zts20326e	Recroqueviller +6
zts20327e	Recroqueviller +7
zts20328e	Recroqueviller +8
zts20329e	Recroqueviller +9
zts20330e	Fourrure changeante
zts20331e	Cette armure s'adapte au type de dégâts reçus.
zts20332e	Fourrure changeante +1
zts20333e	Fourrure changeante +2
zts20334e	Fourrure changeante +3
zts20335e	Fourrure changeante +4
zts20336e	Fourrure changeante +5
zts20337e	Fourrure changeante +6
zts20338e	Fourrure changeante +7
zts20339e	Fourrure changeante +8
zts20340e	Fourrure changeante +9
zts20341e	Endurance de l'ours
zts20342e	La bénédiction du loa ours te donne plus d'endurance.
zts20343e	Endurance de l'ours +1
zts20344e	Endurance de l'ours +2
zts20345e	Endurance de l'ours +3
zts20346e	Endurance de l'ours +4
zts20347e	Endurance de l'ours +5
zts20348e	Endurance de l'ours +6
zts20349e	Endurance de l'ours +7
zts20350e	Endurance de l'ours +8
zts20351e	Endurance de l'ours +9
zts20352e	Fourrure épaisse
zts20353e	Ta force de résistance et ton armure se renforcent.
zts20354e	Fourrure épaisse +1
zts20355e	Fourrure épaisse +2
zts20356e	Fourrure épaisse +3
zts20357e	Fourrure épaisse +4
zts20358e	Fourrure épaisse +5
zts20359e	Fourrure épaisse +6
zts20360e	Fourrure épaisse +7
zts20361e	Fourrure épaisse +8
zts20362e	Fourrure épaisse +9
zts20363e	Fourrure bénie
zts20364e	La fourrure bénie du loa ours te protège des effets négatifs.
zts20365e	Fourrure bénie +1
zts20366e	Fourrure bénie +2
zts20367e	Fourrure bénie +3
zts20368e	Fourrure bénie +4
zts20369e	Fourrure bénie +5
zts20370e	Fourrure bénie +6
zts20371e	Fourrure bénie +7
zts20372e	Fourrure bénie +8
zts20373e	Fourrure bénie +9
zts20374e	Défense éclair
zts20375e	L'armure se renforce en un éclair.
zts20376e	Défense éclair +1
zts20377e	Défense éclair +2
zts20378e	Défense éclair +3
zts20379e	Défense éclair +4
zts20380e	Défense éclair +5
zts20381e	Défense éclair +6
zts20382e	Défense éclair +7
zts20383e	Défense éclair +8
zts20384e	Défense éclair +9
zts20385e	Coup de l'ours
zts20386e	Celui qui comprend comment vivre en harmonie avec la nature peut s'approprier la puissance du loa ours.
zts20387e	Coup de l'ours +1
zts20388e	Coup de l'ours +2
zts20389e	Coup de l'ours +3
zts20390e	Coup de l'ours +4
zts20391e	Coup de l'ours +5
zts20392e	Coup de l'ours +6
zts20393e	Coup de l'ours +7
zts20394e	Coup de l'ours +8
zts20395e	Coup de l'ours +9
zts20396e	Bénédiction des éléments
zts20397e	Tous les éléments se renforcent.
zts20398e	Bénédiction des éléments +1
zts20399e	Bénédiction des éléments +2
zts20400e	Bénédiction des éléments +3
zts20401e	Bénédiction des éléments +4
zts20402e	Bénédiction des éléments +5
zts20403e	Bénédiction des éléments +6
zts20404e	Bénédiction des éléments +7
zts20405e	Bénédiction des éléments +8
zts20406e	Bénédiction des éléments +9
zts20407e	Position d'attaque
zts20408e	La force d'attaque augmente au prix de la défense.
zts20409e	Position d'attaque +1
zts20410e	Position d'attaque +2
zts20411e	Position d'attaque +3
zts20412e	Position d'attaque +4
zts20413e	Position d'attaque +5
zts20414e	Position d'attaque +6
zts20415e	Position d'attaque +7
zts20416e	Position d'attaque +8
zts20417e	Position d'attaque +9
zts20418e	Griffes de lion
zts20419e	Les griffes du lion infligent de profondes blessures.
zts20420e	Griffes de lion +1
zts20421e	Griffes de lion +2
zts20422e	Griffes de lion +3
zts20423e	Griffes de lion +4
zts20424e	Griffes de lion +5
zts20425e	Griffes de lion +6
zts20426e	Griffes de lion +7
zts20427e	Griffes de lion +8
zts20428e	Griffes de lion +9
zts20429e	Attaque renforcée
zts20430e	La puissance des armes se renforce.
zts20431e	Attaque renforcée +1
zts20432e	Attaque renforcée +2
zts20433e	Attaque renforcée +3
zts20434e	Attaque renforcée +4
zts20435e	Attaque renforcée +5
zts20436e	Attaque renforcée +6
zts20437e	Attaque renforcée +7
zts20438e	Attaque renforcée +8
zts20439e	Attaque renforcée +9
zts20440e	Griffes acérées
zts20441e	Les attaques renforcées infligent des dégâts supplémentaires.
zts20442e	Griffes acérées +1
zts20443e	Griffes acérées +2
zts20444e	Griffes acérées +3
zts20445e	Griffes acérées +4
zts20446e	Griffes acérées +5
zts20447e	Griffes acérées +6
zts20448e	Griffes acérées +7
zts20449e	Griffes acérées +8
zts20450e	Griffes acérées +9
zts20451e	Guérison fortifiante
zts20452e	Cela te donne une probabilité de réinitialiser les temps de rechargement de tes compétences.
zts20453e	Guérison fortifiante +1
zts20454e	Guérison fortifiante +2
zts20455e	Guérison fortifiante +3
zts20456e	Guérison fortifiante +4
zts20457e	Guérison fortifiante +5
zts20458e	Guérison fortifiante +6
zts20459e	Guérison fortifiante +7
zts20460e	Guérison fortifiante +8
zts20461e	Guérison fortifiante +9
zts20462e	Exploiter les faiblesses
zts20463e	Tu perces l'armure de tes adversaires.
zts20464e	Exploiter les faiblesses +1
zts20465e	Exploiter les faiblesses +2
zts20466e	Exploiter les faiblesses +3
zts20467e	Exploiter les faiblesses +4
zts20468e	Exploiter les faiblesses +5
zts20469e	Exploiter les faiblesses +6
zts20470e	Exploiter les faiblesses +7
zts20471e	Exploiter les faiblesses +8
zts20472e	Exploiter les faiblesses +9
zts20473e	Coup du lion
zts20474e	Celui qui comprend comment vivre en harmonie avec la nature peut s'approprier la puissance du loa lion.
zts20475e	Coup du lion +1
zts20476e	Coup du lion +2
zts20477e	Coup du lion +3
zts20478e	Coup du lion +4
zts20479e	Coup du lion +5
zts20480e	Coup du lion +6
zts20481e	Coup du lion +7
zts20482e	Coup du lion +8
zts20483e	Coup du lion +9
zts20484e	Agile comme le vent
zts20485e	La vitesse de déplacement et la statistique d'esquive augmentent.
zts20486e	Agile comme le vent +1
zts20487e	Agile comme le vent +2
zts20488e	Agile comme le vent +3
zts20489e	Agile comme le vent +4
zts20490e	Agile comme le vent +5
zts20491e	Agile comme le vent +6
zts20492e	Agile comme le vent +7
zts20493e	Agile comme le vent +8
zts20494e	Agile comme le vent +9
zts20495e	Regard perçant
zts20496e	Tu identifies les points faibles de l'adversaire.
zts20497e	Regard perçant +1
zts20498e	Regard perçant +2
zts20499e	Regard perçant +3
zts20500e	Regard perçant +4
zts20501e	Regard perçant +5
zts20502e	Regard perçant +6
zts20503e	Regard perçant +7
zts20504e	Regard perçant +8
zts20505e	Regard perçant +9
zts20506e	Envol
zts20507e	Tu caches savamment tes points faibles.
zts20508e	Envol +1
zts20509e	Envol +2
zts20510e	Envol +3
zts20511e	Envol +4
zts20512e	Envol +5
zts20513e	Envol +6
zts20514e	Envol +7
zts20515e	Envol +8
zts20516e	Envol +9
zts20517e	Œil d'aigle
zts20518e	La précision de tes attaques augmente.
zts20519e	Œil d'aigle +1
zts20520e	Œil d'aigle +2
zts20521e	Œil d'aigle +3
zts20522e	Œil d'aigle +4
zts20523e	Œil d'aigle +5
zts20524e	Œil d'aigle +6
zts20525e	Œil d'aigle +7
zts20526e	Œil d'aigle +8
zts20527e	Œil d'aigle +9
zts20528e	Œil pour œil
zts20529e	Tu renvoies des dégâts à l'adversaire.
zts20530e	Œil pour œil +1
zts20531e	Œil pour œil +2
zts20532e	Œil pour œil +3
zts20533e	Œil pour œil +4
zts20534e	Œil pour œil +5
zts20535e	Œil pour œil +6
zts20536e	Œil pour œil +7
zts20537e	Œil pour œil +8
zts20538e	Œil pour œil +9
zts20539e	Instinct de survie
zts20540e	En cas de danger, ton adresse augmente.
zts20541e	Instinct de survie +1
zts20542e	Instinct de survie +2
zts20543e	Instinct de survie +3
zts20544e	Instinct de survie +4
zts20545e	Instinct de survie +5
zts20546e	Instinct de survie +6
zts20547e	Instinct de survie +7
zts20548e	Instinct de survie +8
zts20549e	Instinct de survie +9
zts20550e	Expérience grandissante
zts20551e	Avec une expérience croissante, il t'est plus facile de détecter les points faibles de l'adversaire.
zts20552e	Expérience grandissante +1
zts20553e	Expérience grandissante +2
zts20554e	Expérience grandissante +3
zts20555e	Expérience grandissante +4
zts20556e	Expérience grandissante +5
zts20557e	Expérience grandissante +6
zts20558e	Expérience grandissante +7
zts20559e	Expérience grandissante +8
zts20560e	Expérience grandissante +9
zts20561e	Griffes de l'aigle
zts20562e	Celui qui comprend comment vivre en harmonie avec la nature peut s'approprier la puissance du loa aigle.
zts20563e	Griffes de l'aigle +1
zts20564e	Griffes de l'aigle +2
zts20565e	Griffes de l'aigle +3
zts20566e	Griffes de l'aigle +4
zts20567e	Griffes de l'aigle +5
zts20568e	Griffes de l'aigle +6
zts20569e	Griffes de l'aigle +7
zts20570e	Griffes de l'aigle +8
zts20571e	Griffes de l'aigle +9
zts20572e	Venin du serpent
zts20573e	C'est une attaque renforcée grâce au poison.
zts20574e	Venin du serpent +1
zts20575e	Venin du serpent +2
zts20576e	Venin du serpent +3
zts20577e	Venin du serpent +4
zts20578e	Venin du serpent +5
zts20579e	Venin du serpent +6
zts20580e	Venin du serpent +7
zts20581e	Venin du serpent +8
zts20582e	Venin du serpent +9
zts20583e	Magie d'attaque
zts20584e	Ta force d'attaque se renforce grâce à ta défense magique.
zts20585e	Magie d'attaque +1
zts20586e	Magie d'attaque +2
zts20587e	Magie d'attaque +3
zts20588e	Magie d'attaque +4
zts20589e	Magie d'attaque +5
zts20590e	Magie d'attaque +6
zts20591e	Magie d'attaque +7
zts20592e	Magie d'attaque +8
zts20593e	Magie d'attaque +9
zts20594e	La meilleure défense, c'est l'attaque
zts20595e	Si tu subis des dégâts, ceux-ci sont retirés de tes MP au lieu de tes HP.
zts20596e	La meilleure défense, c'est l'attaque +1
zts20597e	La meilleure défense, c'est l'attaque +2
zts20598e	La meilleure défense, c'est l'attaque +3
zts20599e	La meilleure défense, c'est l'attaque +4
zts20600e	La meilleure défense, c'est l'attaque +5
zts20601e	La meilleure défense, c'est l'attaque +6
zts20602e	La meilleure défense, c'est l'attaque +7
zts20603e	La meilleure défense, c'est l'attaque +8
zts20604e	La meilleure défense, c'est l'attaque +9
zts20605e	Malédiction
zts20606e	Tu as soif de vengeance et tu maudis l'adversaire.
zts20607e	Malédiction +1
zts20608e	Malédiction +2
zts20609e	Malédiction +3
zts20610e	Malédiction +4
zts20611e	Malédiction +5
zts20612e	Malédiction +6
zts20613e	Malédiction +7
zts20614e	Malédiction +8
zts20615e	Malédiction +9
zts20616e	Bouclier élémentaire
zts20617e	Les dégâts élémentaires subis sont réduits.
zts20618e	Bouclier élémentaire +1
zts20619e	Bouclier élémentaire +2
zts20620e	Bouclier élémentaire +3
zts20621e	Bouclier élémentaire +4
zts20622e	Bouclier élémentaire +5
zts20623e	Bouclier élémentaire +6
zts20624e	Bouclier élémentaire +7
zts20625e	Bouclier élémentaire +8
zts20626e	Bouclier élémentaire +9
zts20627e	Armure magique
zts20628e	Les dégâts sont réduits grâce à une magie insolite.
zts20629e	Armure magique +1
zts20630e	Armure magique +2
zts20631e	Armure magique +3
zts20632e	Armure magique +4
zts20633e	Armure magique +5
zts20634e	Armure magique +6
zts20635e	Armure magique +7
zts20636e	Armure magique +8
zts20637e	Armure magique +9
zts20638e	Pouvoir de la malédiction
zts20639e	Tes éléments se renforcent quand tu es touché par des effets négatifs.
zts20640e	Pouvoir de la malédiction +1
zts20641e	Pouvoir de la malédiction +2
zts20642e	Pouvoir de la malédiction +3
zts20643e	Pouvoir de la malédiction +4
zts20644e	Pouvoir de la malédiction +5
zts20645e	Pouvoir de la malédiction +6
zts20646e	Pouvoir de la malédiction +7
zts20647e	Pouvoir de la malédiction +8
zts20648e	Pouvoir de la malédiction +9
zts20649e	Morsure de serpent
zts20650e	Celui qui comprend comment vivre en harmonie avec la nature peut s'approprier la puissance du loa serpent.
zts20651e	Morsure de serpent +1
zts20652e	Morsure de serpent +2
zts20653e	Morsure de serpent +3
zts20654e	Morsure de serpent +4
zts20655e	Morsure de serpent +5
zts20656e	Morsure de serpent +6
zts20657e	Morsure de serpent +7
zts20658e	Morsure de serpent +8
zts20659e	Morsure de serpent +9
zts20660e	Le pouvoir de l'apocalypse te consume.
zts20661e	Tu renvoies les dégâts grâce au pouvoir de réflexion.
zts20662e	Les éléments sont affaiblis par la puissance du loup.
zts20663e	Tes attaques se renforcent avec le pouvoir du contrecoup.
zts20664e	La résistance au Feu est réduite par le pouvoir de l'explosion.
zts20665e	Pouvoir de l'agilité (niveau 1)
zts20666e	Tu es plus agile et tu te déplaces plus rapidement grâce au pouvoir de l'agilité.
zts20667e	Pouvoir de l'agilité (niveau 2)
zts20668e	Pouvoir de l'agilité (niveau 3)
zts20669e	Pouvoir de l'agilité (niveau 4)
zts20670e	Pouvoir de l'agilité (niveau 5)
zts20671e	La puissance de l'éclair réduit la résistance à la Lumière avec des chocs électriques.
zts20672e	Le pouvoir de la malédiction te ralentit.
zts20673e	La défense diminue avec le pouvoir de l'ours.
zts20674e	Tu infliges des dégâts aux adversaires proches grâce à la puissance du froid.
zts20675e	Énergie des héros orcs
zts20676e	Tu possèdes la puissance des héros orcs et tu infliges plus de dégâts aux monstres.
zts20677e	Bénédiction du nouvel an du taureau
zts20678e	Groggy
zts20679e	Tu as été touché par une grande sphère. Tes sens sont brouillés.
zts20680e	Bénédiction de Souricette Sournoise
zts20681e	Ton attaque et ta défense augmentent.
zts20682e	Protection héroïque
zts20683e	Tu ne perds pas d'expérience héroïque si tu meurs.
zts20684e	Carapace de tortue
zts20685e	Vertige
zts20686e	Tu es immobilisé pendant une courte durée, car le voyage sur le tortucopter t'a donné le tournis.
zts20687e	Vue parfaite
zts20688e	Grâce à la vue parfaite du loup des glaces, tu peux identifier les faiblesses de tes adversaires et les attaquer de façon ciblée.
zts20689e	Tu obtiens ce buff avec le tortucopter.
zts20690e	Armure d'épines
zts20691e	L'aura de cette armure inflige des dégâts aux attaquants.
zts20692e	Armure d'épines améliorée
zts20693e	La forte aura de cette armure inflige des dégâts aux attaquants.
zts20694e	Armure d'épines parfaite
zts20695e	La puissante aura de cette armure inflige des dégâts aux attaquants.
zts20696e	Blindage amélioré
zts20697e	C'est un blindage résistant, mais lourd.
zts20698e	Soin personnel
zts20699e	Tes blessures se referment.
zts20700e	Délivrer un crochet
zts20701e	Tu ne te concentres que sur l'esquive.
zts20702e	Sang dilué d'immortel
zts20703e	Le sang d'un démon immortel te donne un peu d'une énergie nouvelle.
zts20704e	Sang d'immortel
zts20705e	Le sang d'un démon immortel te donne une énergie nouvelle.
zts20706e	Sang concentré d'immortel
zts20707e	Le sang d'un démon immortel te donne une vague d'énergie nouvelle.
zts20708e	Malédiction de cécité
zts20709e	Des puissances maléfiques t'aveuglent.
zts20710e	Malédiction de vieillesse
zts20711e	La malédiction de Paimon fait vieillir ton corps. Ta force d'attaque et toutes tes défenses sont réduites.
zts20712e	Bénédiction mineure du roi des esprits
zts20713e	Tes éléments et tes résistances élémentaires augmentent.
zts20714e	Esprit combattif du roi des bêtes
zts20715e	L'esprit combattif du roi des bêtes fait augmenter ta force d'attaque et permet ton attaque à distance.
zts20716e	Hurlement du hibours
zts20717e	Le hurlement du hibours fait augmenter le moral et renforce les attaques rapprochées.
zts20718e	Ordre de l'elfe noire
zts20719e	L'elfe noire te soutient et renforce tes attaques à distance.
zts20720e	Énergie du pudding de mousse
zts20721e	L'énergie du pudding de mousse fait augmenter tes attaques et tes défenses magiques.
zts20722e	Bénédiction du petit Lancemort
zts20723e	Faille céleste scellée
zts20724e	Paimon ne peut pas invoquer ses sbires pendant un moment. Pour compenser, sa force d'attaque augmente.
zts20725e	Spectacle effrayant
zts20726e	La force d'attaque et l'ensemble des défenses augmentent.
zts20727e	Cage de glace
zts20728e	Tant que tu es enfermé dans la cage, celle-ci t'empêche de bouger.
zts20729e	Protecteur
zts20730e	Tes NosMates sont protégés des dégâts.
zts20731e	Protection d'âme
zts20732e	Tu ne perds pas de HP tant que la protection d'âme est active.
zts20733e	Cœur de la bête
zts20734e	Cœur de la bête fait augmenter ta force d'attaque et toutes tes défenses.
zts20735e	Bénédiction du Ratufu
zts20737e	Bénédiction du chat
zts20739e	Bénédiction de la Lumière
zts20741e	Bénédiction des ténèbres
zts20743e	Bénédiction de l'Eau
zts20745e	Bénédiction du Feu
zts20747e	Bénédiction de l'Épéiste
zts20748e	Les attaques rapprochées se renforcent.
zts20749e	Bénédiction du mage
zts20750e	Les attaques magiques se renforcent.
zts20751e	Bénédiction de l'archer
zts20752e	Les attaque à distance se renforcent.
zts20753e	Bénédiction du ninja
zts20755e	Bénédiction de l'évolution
zts20757e	Bénédiction de l'arc-en-ciel
zts20759e	Bénédiction du robot
zts20760e	La probabilité de coups critiques augmente.
zts20761e	Bénédiction du pirate
zts20762e	Les dégâts critiques augmentent.
zts20763e	Bénédiction de cruauté
zts20765e	Bénédiction du froid glacial
zts20767e	Bénédiction du loup
zts20769e	Bénédiction de jelly
zts20771e	Bénédiction de la Tour céleste
zts20773e	Bénédiction de la bête
zts20775e	Bénédiction de l'esprit
zts20778e	Bénédiction du roi des esprits
zts20780e	Bénédiction du roi des bêtes
zts20782e	Énergie de l'ombre de Paimon
zts20783e	La puissance de l'ombre de Paimon te transperce et invoque un chevalier de l'Obscurité d'élite.
zts20784e	Énergie de l'ombre de Paimon +1
zts20785e	Énergie de l'ombre de Paimon +2
zts20786e	Énergie de l'ombre de Paimon +3
zts20787e	Énergie de l'ombre de Paimon +4
zts20788e	Énergie de l'ombre de Paimon +5
zts20789e	Énergie de l'ombre de Paimon +6
zts20790e	Énergie de l'ombre de Paimon +7
zts20791e	Énergie de l'ombre de Paimon +8
zts20792e	Énergie de l'ombre de Paimon +9
zts20793e	Pouvoir de l'apocalypse (niveau 6)
zts20794e	Pouvoir de la réflexion (niveau 6)
zts20795e	Pouvoir du loup (niveau 6)
zts20796e	Pouvoir du contrecoup (niveau 6)
zts20797e	Pouvoir de l'explosion (niveau 6)
zts20798e	Pouvoir de l'agilité (niveau 6)
zts20799e	Pouvoir de l'éclair (niveau 6)
zts20800e	Pouvoir de la malédiction (niveau 6)
zts20801e	Pouvoir de l'ours (niveau 6)
zts20802e	Pouvoir du froid (niveau 6)
zts20803e	Soin mystérieux
zts20804e	Les HP maximums et les défenses de tes NosMates actifs augmentent.
zts20805e	Les MP maximums et la force d'attaque de tes NosMates actifs augmentent.
zts20806e	Tes HP maximums et tes défenses augmentent, ainsi que ceux de tes NosMates actifs.
zts20807e	Tes MP maximums et ta force d'attaque augmentent, ainsi que ceux de tes NosMates actifs.
zts20808e	Si un monstre est éliminé, les HP de tes NosMates sont rétablis.
zts20809e	Ta force de combat augmente grâce au pouvoir du Feu.
zts20810e	Si tu élimines un monstre, alors tu reçois l'effet soin mystérieux.
zts20811e	Si l'un de tes NosMates est éliminé, alors tes HP sont rétablis.
zts20812e	Si l'un de tes NosMates est éliminé, alors tes HP et ceux de tous tes NosMates sont rétablis.
zts20813e	Si tu élimines un monstre, alors tu reçois l'effet spectacle effrayant.
zts20814e	Si tu es éliminé, l'effet cage de glace est appliqué sur tous les adversaires proches.
zts20815e	Si tes NosMates éliminent un monstre, ta force d'attaque augmente.
zts20816e	Si tes NosMates éliminent un monstre, tes défenses augmentent.
zts20817e	Si tu élimines un monstre, tous tes NosMates rétablissent leurs HP.
zts20818e	Si tu élimines un monstre, la force d'attaque de tous tes NosMates augmente.
zts20819e	Si tu élimines un monstre, les défenses de tous tes NosMates augmentent.
zts20820e	Si tu es éliminé, l'effet invincibilité s'applique sur tous les NosMates proches.
zts20821e	Quand tu défends, il y a une certaine probabilité qu'une illusion du roi des esprits soit invoquée. Quand cet effet prend fin, tu reçois l'effet protection d'âme.
zts20822e	Quand tu défends, il y a une certaine probabilité qu'une illusion du roi des bêtes soit invoquée. Quand cet effet prend fin, tu reçois l'effet cœur de la bête.
zts20823e	Pieds gelés
zts20824e	Le froid réduit ta vitesse de déplacement.
zts20825e	Invocation de la 1re unité
zts20826e	Tu invoques la 1re unité dans la Tour céleste.
zts20827e	Invocation de la 2e unité
zts20828e	Tu invoques la 2e unité dans la Tour céleste.
zts20829e	Invocation de la 3e unité
zts20830e	Tu invoques la 3e unité dans la Tour céleste.
zts20831e	Invocation de la 4e unité
zts20832e	Tu invoques la 4e unité dans la Tour céleste.
zts20833e	Invocation de la 5e unité
zts20834e	Tu invoques la 5e unité dans la Tour céleste.
zts20835e	Elle empêche les effets négatifs et augmente les dégâts contre les monstres dans la Terre des morts.
zts20836e	Soin des esprits sylvestres
zts20837e	Les esprits sylvestres soignent tes blessures grâce à leur énergie.
zts20838e	La puissance de l'éclair réduit l'élément Lumière avec des chocs électriques. Tu ne peux pas attaquer pendant un certain temps.
zts20839e	La force de défense et le niveau de défense sont réduits par le pouvoir de l'ours.
zts20840e	Invoque une illusion du roi des esprits. Quand cet effet prend fin, tu reçois l'effet protection d'âme.
zts20841e	Invoque une illusion du roi des bêtes. Quand cet effet prend fin, tu reçois l'effet cœur de la bête.
zts20842e	Ta force de combat augmente grâce au pouvoir du Feu.
zts20843e	Si tu élimines un monstre, alors tu reçois l'effet soin mystérieux.
zts20844e	Si tu élimines un monstre, alors tu reçois l'effet spectacle effrayant.
zts20845e	Invincibilité
zts20846e	Pendant un court instant, tu ne perds pas de HP.
zts20847e	Artificier
zts20848e	Une bombe est invoquée sur le sol. Tout adversaire dans un rayon de 5 champs subit des dégâts et le statut de syncope.
zts20849e	Électrochoc
zts20850e	L'énergie électrique protège ton corps. Les adversaires reçoivent un électrochoc quand il t'attaquent.
zts20851e	Agile et gracieux
zts20852e	Le temps de rechargement des compétences diminue et la vitesse de déplacement augmente.
zts20853e	Sang d'immortel
zts20854e	Grâce au sang d'immortel, tu ne perds pas de HP pendant un court instant.
zts20855e	Tu es invisible, rétablissant tes HP et MP.
zts20856e	Quand tu élimines un monstre, tu es invisible pendant un instant, rétablissant tes HP et MP.
zts20857e	La valeur d'esquive et la défense de tous les NosMates augmentent dans la Tour céleste.
zts20858e	La précision et la force d'attaque de tous les NosMates dans la Tour céleste augmentent.
zts20859e	Tes HP et MP et ceux de tes NosMates sont rétablis dans la Tour céleste et vos défenses augmentent.
zts20860e	La force d'attaque de tes NosMates augmente. Chaque fois qu'un monstre est vaincu, ta force d'attaque augmente.
zts20861e	La force d'attaque de tes NosMates augmente. Chaque fois qu'un monstre est vaincu, ta défense augmente.
zts20862e	Peur du noir
zts20863e	Le pouvoir de la bénédiction de l'Obscurité fait frémir et fuir les monstres.
zts20864e	Bénédiction de l'avatar du roi des bêtes
zts20865e	Cet effet t'est conféré par l'avatar du roi des bêtes.
zts20866e	Bénédicton de l'avatar du roi des esprits
zts20867e	Cet effet t'est conféré par l'avatar du roi des esprits.
zts20868e	Énergie de la Tour céleste
zts20869e	Cette tour confère une grande force à tes NosMates.
zts20870e	Bouclier de l'ombre
zts20871e	L'énergie de l'ombre invoquée protège Paimon, son maître.
zts20872e	Pouvoir du mal renforcé
zts20873e	L'énergie du mal qui resta lors de l'ouverture de la Faille céleste, renforce désormais les monstre de la tour.
zts20874e	Bouclier de vie
zts20875e	Coupe parfaite (F)
zts20876e	Coupe parfaite (E)
zts20877e	Coupe parfaite (D)
zts20878e	Coupe parfaite (C)
zts20879e	Coupe parfaite (B)
zts20880e	Coupe parfaite (A)
zts20881e	Coupe parfaite (S)
zts20882e	Fronde fléau (F)
zts20883e	Fronde fléau (E)
zts20884e	Fronde fléau (D)
zts20885e	Fronde fléau (C)
zts20886e	Fronde fléau (B)
zts20887e	Fronde fléau (A)
zts20888e	Fronde fléau (S)
zts20889e	Fléau spirituel (F)
zts20890e	Fléau spirituel (E)
zts20891e	Fléau spirituel (D)
zts20892e	Fléau spirituel (C)
zts20893e	Fléau spirituel (B)
zts20894e	Fléau spirituel (A)
zts20895e	Fléau spirituel (S)
zts20896e	Malédiction du pharaon (F)
zts20897e	Malédiction du pharaon (E)
zts20898e	Malédiction du pharaon (D)
zts20899e	Malédiction du pharaon (C)
zts20900e	Malédiction du pharaon (B)
zts20901e	Malédiction du pharaon (A)
zts20902e	Malédiction du pharaon (S)
