zts1e	Odpoèinek
zts2798e	Pouije návnadu.
zts2799e	Pokusíš se vytáhnout rybu z vody.
zts2800e	Pouiješ umìlou návnadu.
zts2801e	Efekt skonèí po nahození udice.
zts2802e	Nastavíš si toto rybáøské místo jako destinaci pro „Teleport na Rybáøské Místo“.
zts2803e	Pokud pouiješ tuto schopnost znova bìhem efektu „Teleport na Rybáøské Místo“, budeš pøenesen na rybáøské místo, které sis zvolil.
zts2804e	Staneš se neviditelnım pro monstra.
zts2805e	Pochlub se svım velkolepım úlovkem.
zts2806e	Pøitáhne cíl k Tobì.
zts2807e	Poádáš tímto taneèkem Rybí Loa o poehnání.
zts2808e	Tímto mùeš opravit svùj vlasec a zvıšit jeho vıdr.
zts2809e	Zvyšuje šanci na chycení vìtší ryby. S 50% šancí bude chycena vìtší ryba. Šance na chycení ryby je zvıšená o 5%.
zts2810e	Pouije návnadu.
zts2811e	Vezme Tì zpátky do mìsta, jakmile si nastavíš toto místo jako svou destinaci.
zts2812e	Ty i Tví NosMáti budete neviditelní pro monstra. Mùe bıt pouito pouze na rybáøskıch místech.
zts2813e	Bible Rybáøe
zts2814e	Zvyšuje všechny útoky a obrany o 50.
zts2815e	Cooldown tohoto efektu nemùe bıt sníen.
zts2817e	Obøí Zelené Tornádo
zts2818e	Moudrosova vyvolá silné tornádo.
zts2819e	S urèitou šancí zpùsobí poškození nepøátelùm v blízkosti cíle a omezí jejich pohyb.
zts2820e	Pouij svùj wok k útoku.
zts2821e	Krájení Ingrediencí
zts2822e	Pøiprav si ingredience.
zts2823e	Peèení
zts2824e	Pøipravíš peèené jídlo.
zts2825e	Dokonèení Vaøení
zts2826e	Pøestaneš vaøit. Vše je o naèasování!
zts2827e	Dušení
zts2828e	Pøipravíš dušené jídlo.
zts2829e	Voil?!
zts2830e	Hrdì pøedstavíš svùj pokrm.
zts2831e	Pøíprava na Vaøení
zts2832e	Pøipravíš si vše, co potøebuješ na vaøení. Poskytuje více kuchaøskıch zkušeností.
zts2833e	Tajné Koøení
zts2834e	Pøidáš do svého jídla trochu tajného koøení. Pomáhá úspìšnì pøipravit jídlo.
zts2835e	Restování
zts2836e	Pøipravíš sloité restované jídlo.
zts2837e	Naostøení Noe
zts2838e	Naostøíš svùj kuchyòskı nù.
zts2839e	Poskytuje šanci na vytvoøení dodateènıch nakrájenıch ingrediencí nebo jídel.
zts2840e	Zdravé Stravování
zts2841e	Pokusíš se pøipravit jídlo bez pouití koøení.
zts2842e	S urèitou šancí nebude spotøebováno ádné koøení.
zts2843e	Základní Trénink pro Šéfkuchaøe
zts2844e	Zvyšuje všechny útoky a obrany o 30.
zts2845e	Pokroèilı Trénink pro Šéfkuchaøe
zts2846e	Odbornı Trénink pro Šéfkuchaøe
zts2847e	Zvyšuje všechny útoky a obrany o 100.
zts2848e	Existuje malá šance, e se svım ostrım noem zraníš a utrpíš debuff Krvácení.
zts2849e	Poskytuje šanci na vytvoøení dodateènıch nakrájenıch ingrediencí nebo jídel.
zts2850e	Mrští kosou po neøíteli a zanechá [Slabé Znamení Smrti].
zts2851e	Ostré Drápy
zts2852e	Dvakrát udeøíš svımi drápy.
zts2853e	Energie Medvìdího Loa
zts2854e	Energie medvìda vylepšuje Tvou útoènou sílu a ohnivı element.
zts2855e	Ohnivá Stìna
zts2856e	Poskytuje Ti ochrannı ohnivı štít.
zts2857e	havé Koøeny
zts2858e	Pøivolá hoøící koøeny, které polapí blízké nepøátele.
zts2859e	Plamennı Medvìd
zts2860e	Mìníš se v silného hnìdého medvìda.
zts2861e	Plamennı Leopard
zts2862e	Mìníš se v hbitého èerveného leoparda.
zts2863e	Vıpad Drápem
zts2864e	Dvakrát zaútoèíš svımi drápy.
zts2865e	Ohnivá Koule
zts2866e	Svineš se do koule a vyrazíš na nepøítele.
zts2867e	Plamenné Brnìní
zts2868e	Obklopují Tì plameny a pùsobí poškození blízkım nepøátelùm.
zts2869e	Plamennı Švih
zts2870e	Zaútoèíš do boku pøedními drápy.
zts2871e	Øev Medvìdího Loa
zts2872e	Postavíš se na zadní nohy a zaøveš na nepøítele.
zts2873e	Zpìtnı Úder
zts2874e	Otoèíš se a udeøíš zadní nohou.
zts2875e	Absorbující Plameny
zts2876e	Plameny Tì chrání pøed útoky nepøátel a pùsobí nepøátelùm poškození.
zts2877e	Ohòotøesení
zts2878e	Nesmírná síla Tvé medvìdí formy trhá zem na kusy.
zts2879e	Dupnutí
zts2880e	Vyskoèíš do vzduchu a zøítíš se na nepøítele.
zts2881e	Oèišující Plameny
zts2882e	Èistá energie plamenù odstraní debuffy.
zts2883e	Ohòorádo
zts2884e	Roztoèíš se na místì a vyrazíš na cíl.
zts2885e	Spalující Skok
zts2886e	Ohnivá energie kolující ve Tvıch nohách Ti umoní vyskoèit vıše.
zts2887e	havı Úder
zts2888e	Zasadíš silnı hák pomocí plamenné energie kolující ve Tvıch pøedních nohách.
zts2889e	Druid
zts2890e	Mìníš se zpìt na druida.
zts2891e	Kùe Hnìdého Medvìda
zts2892e	Tvé brnìní je stejné odolné jako tvrdá kùe hnìdého medvìda.
zts2893e	Léèivé Plameny
zts2894e	Protékají Tebou ivot obnovující plameny.
zts2895e	Švih Sekerou
zts2896e	Dvakrát zaútoèíš svou váleènou sekerou.
zts2897e	Hod Sekerou
zts2898e	Hodíš svou sekeru na nepøítele a ta se vrátí zpìt jako bumerang.
zts2899e	Útok Bouøe
zts2900e	Zaútoèíš na nepøítele a narazíš na nìho tìlem.
zts2901e	Zuøivá Sekera
zts2902e	Zaútoèíš 5krát na stejné místo a zpùsobíš hluboké rány.
zts2903e	Runová Síla Vody
zts2904e	Vodní energie runy na Tvé sekeøe zvyšuje Tvùj vodní element a obranu.
zts2905e	Zpìtnı Proud
zts2906e	Pøitáhneš nepøítele blíe svou sekerou.
zts2907e	Zuøení
zts2908e	Mlátíš plnou silou svou sekerou.
zts2909e	Pod Vodopádem
zts2910e	Magická voda z runy na Tvé sekeøe Tì na chvílí brání proti pøíchozím útokùm.
zts2911e	Vodní Vír
zts2912e	Toèíš se dokola jako tornádo a šviháš sekerou.
zts2913e	Síla Vodopádu
zts2914e	Energie vodopádu zvyšuje Tvou fyzickou sílu.
zts2915e	Zuøivı Vodopád
zts2916e	Vyskoèíš do vzduchu a zpùsobíš svému cíli pøíènı úder. Dopad rovnì ovlivní blízké nepøátele.
zts2917e	Øádìní Zuøivce
zts2918e	Pohánìn zuøivostí se ještì silnìji oháníš svou sekerou.
zts2919e	Bìsnící Proud
zts2920e	Šviháš svou sekerou pohánìnı silou bìsnícího proudu.
zts2921e	Kopí
zts2922e	Hodíš svım kopím.
zts2923e	Vlèí Útok
zts2924e	Pøikáeš svému Sluneènímu Vlkovi zaútoèit na cíl.
zts2925e	Poskytuje šanci, e nepøítel utrpí Ztrátu Vìdomí.
zts2926e	Pokud je Sluneèní Vlk mrtvı, není tento skill dostupnı.
zts2927e	Blesková Zuøivost
zts2928e	Rychle se pøiblííš k cíli a nìkolikrát bodneš.
zts2929e	Sluneèní Kopí
zts2930e	Hodíš obøí kopí, které se magicky zvìtší.
zts2931e	Uzdravující Pøíroda
zts2932e	Obnovuje Tvé HP a HP Tvého Sluneèního Vlka.
zts2933e	Pokud je Sluneèní Vlk mrtvı, bude oiven.
zts2934e	Sluneèní Sprcha
zts2935e	Z nebe padají záøící kopí.
zts2936e	Zpìtnı Kop
zts2937e	Tvùj vlk vyrazí na nepøítele a kopne ho svıma zadníma nohama.
zts2938e	Svazující Kopí
zts2939e	Pokud Tvé kopí zasáhne, promìní se v past zachycující cíl.
zts2940e	Sluneèní Erupce
zts2941e	Teleportuje Tvého záøícího Sluneèního Vlka k cíli, kterı oslepí.
zts2942e	Volání Divoèiny
zts2943e	Runa na Tvém kopí pøivolá sílu pøírody, která Tì ochrání.
zts2944e	Svìtelná Sí
zts2945e	Pøi hodu se oštìp promìní ve svìtelnou sí, která polapí cíl.
zts2946e	Rychlı Ústup
zts2947e	Rychle se stáhneš po poloení medvìdí pasti, která se pohybuje smìrem k blízkım nepøátelùm.
zts2948e	Vlèí Smeèka
zts2949e	Pøivoláš vlèí smeèku na cíl a dáš povel k útoku.
zts2950e	Vıbuch Sluneèní Skvrny
zts2951e	Hodíš kopí zesílené sluneèní energií.
zts2952e	Víøící Vlk
zts2953e	Teleportuješ svého Sluneèního Vlka k cíli a ten bude okolo nìj útoèit.
zts2954e	Rozsudek Svìtla
zts2955e	Z nebe spadne obøí svaté kopí.
zts2957e	Prokletı Paprsek
zts2958e	Vystøelíš prokletı paprsek.
zts2959e	Jedovatı Mrak
zts2960e	S pomocí Hadího Loa pøivoláš prudce jedovatı mrak.
zts2961e	Duševní Pavouk
zts2962e	Pøivoláš velké modré pavouky, kteøí zaútoèí na blízké nepøátele vıbuchem.
zts2963e	Vıbuchy mohou cíli zpùsobit kletbu.
zts2964e	Pochod Duší
zts2965e	Na krátkou dobu se promìníš v duši.
zts2966e	Nemùeš bıt napaden a obdret poškození.
zts2967e	Lepkavá Duše
zts2968e	Pøivoláš duši, která se pøichytí na nepøítele.
zts2969e	Ruce zemøelıch se vynoøí ze zemì a zachytí cíl.
zts2970e	Hejno Kobylek
zts2971e	Pøivoláš hejno vyhladovìlıch kobylek.
zts2972e	Zpùsobí poškození blízkému cíli.
zts2973e	Mstivá Duše
zts2974e	Pøivoláš záštiplnou duši.
zts2975e	Pokud budeš napaden, pomstí Tì.
zts2976e	Panenka Voodoo
zts2977e	Prokleješ svùj cíl panenkou voodoo.
zts2978e	HP nepøítele bude postupnì klesat. Pokud nebude kletba odstranìna, zpùsobí cíli velké poškození.
zts2979e	M-M-Merling!
zts2980e	Prokleješ svùj cíl a promìníš jej v Merlinga.
zts2981e	V této formì bude cíl náchylnìjší k poškození.
zts2982e	Pohlcovaè Duší
zts2983e	Pohltíš duševní energii cíle a zvıšíš svou sílu.
zts2984e	Tato zvıšená síla mùe bıt pouita pouze jednou.
zts2985e	Smrtící Kletba
zts2986e	Prokleješ velkou oblast okolo sebe.
zts2987e	Toto platí pouze na nepøátele, kteøí u mají debuffy.
zts2988e	Sluneèní Vlk zaútoèí na cíl.
zts2989e	Sluneèní Vlk zasáhne cíl a odstrèí jej zpìt.
zts2990e	Sluneèní Vlk pøikáe duším svıch pøedkù zaútoèit na cíl.
zts2991e	Sluneèní Vlk záøí oslnivım svìtlem a zpùsobí cíli Ztrátu Vìdomí.
zts2992e	Sluneèní Vlk se divoce toèí okolo a útoèí na cíl a blízké nepøátele.
zts2994e	Nicménì Tví NosMáti a Sluneèní Vlk nedostanou ádné dodateèné HP.
zts3010e	Nicménì Tví NosMáti a Sluneèní Vlk nedostanou ádné dodateèné HP.
zts3012e	Máchnutí Ocasem
zts3013e	Skoèí a zaútoèí na nepøátele svım ocasem.
zts3014e	[Zaèáteèník] Odolnost proti Nemocem
zts3015e	Pøíruèka Draèí Vitality
zts3017e	Pøíruèka Draèí Hbitosti
zts3019e	Pøíruèka Draèího Intelektu
zts3020e	Pøíruèka Draèí Síly
zts3021e	Pøíruèka Draèí Magie
zts3038e	Zvyšuje maximum HP o 12.000.
zts3039e	Zvyšuje hbitost o 150.
zts3040e	Zvyšuje inteligenci o 150.
zts3041e	Zvyšuje fyzickou sílu o 150.
zts3042e	Zvyšuje maximum MP o 12.000.
zts3045e	Hnìv Draèího Pána
zts3046e	Zvyšuje maximum HP o 10.000.
zts3047e	Zvyšuje maximum MP o 10.000.
zts3048e	Pojïme Spoleènì Pojíst!
zts3049e	Snìz nìkolik eukalyptovıch listù s koalou.
zts3050e	Polobdìlı
zts3051e	Koala pouívá eukalyptové listy, aby uspala nepøítele.
zts3072e	Efekty, které sniují cooldown, nejsou ovlivnìny.
zts3073e	Rychle uskoèíš.
zts3074e	Bezmezná Zbroj zvyšuje obranu a šanci odolat vynucenému pohybu.
zts3075e	Mıvalí Tajfun
zts3076e	Mıvalí Ptáèek se bleskurychle otáèí a vyvolává vichøici.
zts3077e	Pandí Kotoul
zts3078e	Malá Panda se kutálí a naráí do Tvıch nepøátel!
zts3079e	Proud Páry
zts3080e	Podus své nepøátele v páøe.
zts3081e	Støely Rozbíjející Brnìní
zts3082e	Odpal zadní støely.
zts3083e	Proud áru
zts3084e	Støely Probíjející Brnìní
zts3085e	Vysokı Tlak
zts3086e	Alitus vypouští pøebyteènou energii.
zts3087e	Pøehøátí
zts3088e	Vıpad
zts3089e	Útoèíš na nepøítele pomocí kopí.
zts3090e	Dlouhı Vıpad
zts3091e	Útoèíš na vzdáleného nepøítele pomocí kopí.
zts3092e	Rána Štítem
zts3093e	Zasáhneš a omráèíš nepøítele štítem.
zts3094e	Vıpad Kopím
zts3095e	Namíøíš kopí na skupinu nepøátel a zasáhneš je z vıpadu.
zts3096e	Svaté Tornádo
zts3097e	Vytvoøíš svìtelné tornádo švihnutím kopí.
zts3098e	Hod Kopím
zts3099e	Hodíš kopí a zpùsobíš poškození nìkolika nepøátelùm stojícím v jedné linii.
zts3100e	Trojitı Vıpad
zts3101e	Tøikrát rychle za sebou zasáhneš nepøítele.
zts3102e	Drakonijskı Štít
zts3103e	Tvrdı štít blokuje útoky protivníka.
zts3104e	Znièení Brnìní
zts3105e	Pøivoláš malá kopí svìtla, která zasáhnou slabá místa v brnìní nepøítele.
zts3106e	Svìtlo Ochrany
zts3107e	S pomocí draèí magické svìtelné energie budou odstranìny debuffy a zvıšena obrana blízkım spojencùm.
zts3108e	Pronikavı Drak
zts3109e	Pošleš bìhem útoku na jedno místo draèí magii.
zts3110e	Odpalování Granátù
zts3111e	Odpálíš granát.
zts3112e	Šokovı Granát
zts3113e	Odpálíš granát, kterı zpùsobí rázovou vlnu.
zts3114e	Pøíkrá Støela
zts3115e	Odpálíš granát v pøíkrém úhlu.
zts3116e	Napalmovı Granát
zts3117e	Odpálíš napalmovı granát, kterı spálí nepøátele v cílové oblasti.
zts3118e	Znovunabití
zts3119e	Nabiješ silnìjší granáty.
zts3120e	Drakonijskı Energetickı Štít
zts3121e	Vytváøí energetickı štít, kterı Tì chrání.
zts3122e	Gravitaèní Granát
zts3123e	Odpálíš granát, kterı v cílové oblasti zvıší gravitaci a uvìzní tam nepøátele.
zts3124e	Zvıšená Palebná Síla
zts3125e	Tvá palebná síla je zesílená teplem.
zts3126e	Tepelná Støela
zts3127e	Odpálíš tepelnı granát s neobvykle pronikavou silou.
zts3128e	Pøemìna Energie
zts3129e	Zvyšuje palebnou sílu Tvé zbranì.
zts3130e	Vystøelíš plamennı paprsek teplé energie a draèí magie na nepøátele stojící v jedné linii.
zts3131e	Zvıšení dosahu útoku nemá ádnı efekt.
zts3132e	Telekineze
zts3133e	Vrhneš na nepøítele kámen pomocí ovládnutí gravitace.
zts3134e	Staení
zts3135e	Pouiješ gravitaèní energii ke staení nepøátel.
zts3136e	Pouiješ antigravitaèní energii k odstrèení nepøátel.
zts3137e	Rozmáèknutí
zts3138e	Shodíš na cíl obøí kámen.
zts3139e	Antigravitaèní Pole
zts3140e	Vytvoøíš antigravitaèní pole, které Tì chrání. Efekt spotøebovává MP.
zts3141e	Rychlı Únik
zts3142e	Pùsobíš nepøíteli poškození, zatímco se odsunuješ pryè.
zts3143e	Gravitaèní Pole
zts3144e	Vytvoøíš gravitaèní pole, které pùsobí poškození blízkım nepøátelùm.
zts3145e	Hyper-Gravitace
zts3146e	Zvıšíš svou útoènou sílu rozšíøením gravitaèní koule. Nicménì to má i vedlejší úèinky.
zts3147e	Antigravitaèní Odraz
zts3148e	Vytvoøíš antigravitaèní pole, které odráí poškození.
zts3149e	Nulová Gravitace
zts3150e	Vše okolo Tebe pøejde do stavu beztíe.
zts3151e	Tví nepøátele zaívají potíe, ale Ty jsi na tento efekty zvyklı.
zts3152e	Èerná Díra
zts3153e	Vytvoøíš èernou díru, která vše pohltí.
zts3154e	Tìkı Úder
zts3155e	Zasáhneš nepøítele pomocí svıch tìkıch robotickıch paí.
zts3156e	Tankování
zts3157e	Mìníš magickou sílu v palivo.
zts3158e	Pøískok
zts3159e	Pøiskoèíš ke svému cíli.
zts3160e	Zmáèknutí
zts3161e	Stáhneš nepøátele na jedno místo a plácneš robotickıma rukama.
zts3162e	Kladivovı Útok
zts3163e	Zatluèeš své nepøátele.
zts3164e	Destrukce Zemì
zts3165e	Tvrdì zasáhneš zem.
zts3166e	Frontální Blok
zts3167e	Blokuješ útoky nepøátel pomocí svıch robotickıch paí.
zts3168e	Silnı Pøískok
zts3169e	Vıpad a Úder
zts3170e	Usmìrníš svou magickou sílu do paí a vrhneš se smìrem k cíli.
zts3171e	Pøebytek Paliva
zts3172e	Spotøebuješ palivo ke zvıšení svıch bojovıch schopností.
zts3173e	Drakonickı Úder
zts3174e	Shromádíš veškerou svou sílu do pìstí a zaútoèíš na nepøátele stojící v jedné rovné linii.
zts3175e	Zotavující Protokol
zts3176e	Spotøebuješ palivo ke svému vyléèení.
zts3177e	Drtící Útok
zts3178e	Útoèíš se sepjatıma robotickıma rukama.
zts3188e	Postrèení
zts3194e	CEL2	1	-9	1	1	-8	1	1	-7	1	1	-6	1	1	-5	1	1	-4	1	1	-3	1	1	-2	1	1	-1	1	0	0	0
zts3196e	Sprška Dárkù a Sušenek
zts3197e	Rozhazuješ do okolí tìké dárky a sušenky.
zts3198e	Perníkovı Box
zts3199e	Máš energii Perníkového Panáèka Para.
zts3200e	Perníková Støelba
zts3201e	Máš energii Perníkového Panáèka Pura.
zts3202e	Perníková Magie
zts3203e	Máš energii Perníkového Panáèka Pira.
zts3204e	Hluboké Stíny
zts3205e	Namaluje na zem hlubokı stín, kterı útoèí na nepøítele.
zts3206e	Stínová Malba
zts3207e	Precizní tahy štìtcem Ti dávají sílu stínové energie.
zts3208e	Vyaduje 1000 ultimátních bodù.
zts3209e	Vyaduje 1000 ultimátních bodù a 3. ultimátní efekt.
zts3210e	Svatı Totem
zts3211e	Pøivolá svatı totem, kterı dá buff sesílateli a blízkım spojencùm.
zts3212e	Pro pouití této schopnosti musí bıt ukazatel Svaté Energie zcela naplnìnı.
zts3213e	Nelze pouít na cíle se 100 % HP.
zts3214e	Biè
zts3215e	Zaútoè na nepøítele svım bièem.
zts3216e	Sniuje HP, ale nemùe zabít.
zts3217e	Krocení
zts3218e	Umoòuje Ti zkrotit 1-hvìzdièkového mazlíèka.
zts3219e	Musíš mít vyšší úroveò ne cílové zvíøe a HP stvoøení musí bıt sníeno pod 50 % HP.
zts3220e	Pøivolat Slabé Tréninkové Monstrum
zts3221e	Toto tréninkové monstrum dokáe vylepšovat mazlíèky a do úrovnì tréninku 20.
zts3222e	Vyaduje Klec pro Tréninkové Monstrum.
zts3223e	Extrakce Esence
zts3224e	Extrahuješ esenci zvoleného mazlíèka.
zts3225e	Lze pouít pouze na mazlíèky, kteøí dosáhli nejvyšší úrovnì tréninku.
zts3226e	Vıvin
zts3227e	Zvyšuje hvìzdièkové hodnocení zvoleného mazlíèka.
zts3228e	Pokroèilé Krocení
zts3229e	Umoòuje Ti zkrotit 2-hvìzdièkového mazlíèka.
zts3230e	Pøivolat Tréninkové Monstrum
zts3231e	Toto tréninkové monstrum dokáe vylepšovat mazlíèky a do úrovnì tréninku 40.
zts3232e	Pokroèilé Extrahování Esence
zts3233e	Pøi extrahování esence z 1 nebo 2-hvìzdièkovıch mazlíèkù budeš mít 10% šanci na extrakci druhé esence.
zts3234e	Pøivolat Silné Tréninkové Monstrum
zts3235e	Toto tréninkové monstrum dokáe vylepšovat mazlíèky a do úrovnì tréninku 60.
zts3236e	Resetovat Trénink
zts3237e	Resetuje úroveò tréninku zvoleného mazlíèka na 0.
zts3238e	Jemnı Biè
zts3239e	Zkoušíš zkrotit spojence.
zts3240e	Nevíš, jestli je to moné.
zts3241e	Agresivní Postoj
zts3242e	Mazlíèek se pøipravuje k boji a zvyšuje útoènou sílu.
zts3243e	Agresivní Postoj 1
zts3244e	Agresivní Postoj 2
zts3245e	Agresivní Postoj 3
zts3246e	Agresivní Postoj 4
zts3247e	Agresivní Postoj 5
zts3248e	Agresivní Postoj 6
zts3249e	Plošné Omráèení
zts3250e	Omráèí blízké nepøátele.
zts3251e	Plošné Omráèení 1
zts3252e	Plošné Omráèení 2
zts3253e	Plošné Omráèení 3
zts3254e	Plošné Omráèení 4
zts3255e	Plošné Omráèení 5
zts3256e	Plošné Omráèení 6
zts3257e	Šílenı Vıpad
zts3258e	Mazlíèek dìlá vıpady kolem nepøátel.
zts3259e	Šílenı Vıpad 1
zts3260e	Šílenı Vıpad 2
zts3261e	Šílenı Vıpad 3
zts3262e	Šílenı Vıpad 4
zts3263e	Šílenı Vıpad 5
zts3264e	Šílenı Vıpad 6
zts3265e	Obrannı Postoj
zts3266e	Mazlíèek se pøipravuje se bránit a zvyšuje obranu.
zts3267e	Obrannı Postoj 1
zts3268e	Obrannı Postoj 2
zts3269e	Obrannı Postoj 3
zts3270e	Obrannı Postoj 4
zts3271e	Obrannı Postoj 5
zts3272e	Obrannı Postoj 6
zts3273e	První Pomoc
zts3274e	Tvé tìlo se uzdravuje.
zts3275e	První Pomoc 1
zts3276e	První Pomoc 2
zts3277e	První Pomoc 3
zts3278e	První Pomoc 4
zts3279e	První Pomoc 5
zts3280e	První Pomoc 6
zts3281e	Pøíruèka Trenéra Mazlíèkù 1
zts3282e	Zvyšuje všechny útoky a obranu o 25.
zts3283e	Pøíruèka Trenéra Mazlíèkù 2
zts3284e	Pøíruèka Trenéra Mazlíèkù 3
zts3285e	Tréninkové Monstrum vydrí 15 minut.
zts3286e	Tréninkové Monstrum vydrí 30 minut.
zts3287e	Tréninkové Monstrum vydrí 60 minut.
zts3288e	Otrávenı Šíp
zts3289e	Vystøelí na cíl otrávenı šíp.
zts3290e	Zasaenı nepøítel bude otráven.
zts3291e	Révovı Šíp
zts3292e	Vystøelí šíp, ze kterého roste réva.
zts3293e	Réva se omotá okolo cíle.
zts3294e	Smrtící Semínka
zts3295e	Rozšíøí v oblasti parazitická semínka.
zts3311e	Dortovı Úder
zts3312e	Zaútoèí na cíl dortovou silou.
zts3313e	Techronùv Svalovı Vızkum
zts3314e	Zvyšuje max. HP o 14.000.
zts3315e	Techronùv Kognitivní Vızkum
zts3316e	Zvyšuje hbitost o 220.
zts3317e	Techronùv Vızkum Mozku
zts3318e	Zvyšuje inteligenci o 220.
zts3319e	Techronùv Vızkum Kostí
zts3320e	Zvyšuje fyzickou sílu o 220.
zts3321e	Techronùv Magickı Vızkum
zts3322e	Zvyšuje max. MP o 14.000.
zts3323e	Pøízeò Víl (2)
zts3324e	Zvyšuje všechny elementární rezistence o 20.
zts3325e	Zvyšuje max. HP o 13.000.
zts3326e	Zvyšuje hbitost o 200.
zts3327e	Zvyšuje inteligenci o 200.
zts3328e	Zvyšuje fyzickou sílu o 200.
zts3329e	Zvyšuje max. MP o 13.000.
