zts1e	Dinlenme
zts1959e	Yukarý zýplar ve bulunduðu yerdeki düþmanýn tepesine biner. Sadece bir düþmaný zarara uðratýr. [Ölüm Ýþareti] taþýyan rakipler ek zarara uðrar. Rakibin [Ölüm Ýþareti] efekti ve senin [Süre Deðiþtirici] efektin kaybolur.
zts1970e	Düþmaný bir çelik kafese sokar. Kafes kýrýlýp açýlýrsa düþmaný zarara uðratýr.
zts1971e	Lanetin elleri düþmana dokunarak zarar verir.
zts1972e	Hedefi konakçýya dönüþtürür ve ruhunu yakýndaki rakibe musallat eder.
zts1973e	Bir becerinin soðuma süresini %10 azaltýr. [Ruh emilimi] kullanýldýðýnda becerinin soðuma süresi %80 azalýr. Ruh kaybolur.
zts1979e	Þirin & Çekici
zts1980e	Dokuz kuyruk!
zts1981e	Þiddetli uðultu
zts1986e	Haiya
zts1987e	Çýldýrma
zts1988e	Kaplan'ýn Egemenliði
zts1989e	Kýlýç Kinesisi
zts1990e	Kinesisle elde edilen enerjiyi kullanarak kýlýçla saldýrýr.
zts1991e	Tek Atýþ
zts1992e	Rakibe kýlýç atarak saldýrýr.
zts1993e	Patlayýcý
zts1994e	Kýlýç rakibe fýrlatýlýr ve patlar.
zts1995e	Kýlýç Iþýný
zts1996e	Kýlýcýn ýþýnýný yansýtýr ve rakibin gözlerini kamaþtýrarak ek hasarla birlikte olumsuz bir etki yaratýr.
zts1997e	Gölgebatýran
zts1998e	Hareket etmelerini engellemek için hedefle birlikte hedefin gölgesi sabitlenir.
zts1999e	Vuruþ Alaný
zts2000e	Kýlýç yerde durur ve ara vermeden rakibe saldýrýr.
zts2001e	Bacakkýran
zts2002e	Hedefin bacaðýna kýlýç atarak hedefi yavaþlatýr.
zts2003e	Kýlýçatan
zts2004e	Birçok kýlýç atýlarak saldýrýlýr.
zts2005e	Kýlýçfýrlatan
zts2006e	Kýlýç hedefe doðru atýlarak büyük bir patlamaya ve rakibin kanamasýna yol açýlýr.
zts2007e	Kýlýçinleten
zts2008e	Yerde durup saldýran bir dev kýlýç çaðýrýr.
zts2009e	9 namlulu
zts2010e	Dokuz kýlýç çaðrýlýr ve hedefe fýrlatýlýr.
zts2024e	Þeytancýk Dansý
zts2025e	Þeytancýðýn Klonu
zts2026e	Þeytancýðýn Þapkasý
zts2027e	Parlayan Karar
zts2028e	Iþýk Ýþareti
zts2029e	Tanrý Adýna
zts2030e	Kýlýç Boyama
zts2031e	Kýlýcýn tüm enerjisiyle rakibe saldýrýr.
zts2032e	Uçan Kýlýç
zts2033e	Kýlýcý fýrlatýp birçok defa hasara uðratýr.
zts2034e	Patlayýcý Saplama
zts2035e	Kýlýcýn yolu patlamadan geçer.
zts2036e	Doðrayan Kýlýç
zts2037e	Kýlýç, ýþýðýn gücünü kullanarak rakibe hasar verir.
zts2038e	Gölgeyle Baðlanan
zts2039e	Gölgeyi kullanarak rakibi baðlar.
zts2040e	Þimþek Kýlýç
zts2041e	Kýlýcý yere saplayýp etrafýna hasar verir.
zts2042e	Hýz Kesici
zts2043e	Hareketini azaltmak için rakibin alt bölgesini yaralar.
zts2044e	Büyülü Kelepçe
zts2045e	Kýlýcýn gücünü emer.
zts2046e	Göktaþý Darbesi
zts2047e	Kýlýcý rakibe fýrlatýp ýþýk patlamasýna yol açar.
zts2048e	Tanrý Kýlýcý
zts2049e	Yere saplanýp hasar veren devasa bir kýlýç çaðýrýr.
zts2050e	Ruh Þiþi
zts2051e	Rakibe birçok defa zarar vermek için dokuz kýlýç çaðýrýr.
zts2052e	Alev
zts2053e	Ateþin Enerjisi
zts2054e	Buz
zts2055e	Suyun Enerjisi
zts2056e	Ayla
zts2057e	Iþýðýn Enerjisi
zts2058e	Karanlýk
zts2059e	Gölgenin Enerjisi
zts2060e	Elementsiz
zts2061e	Iþýk Sihri
zts2062e	Rakibe saldýrmak için sihirli sözü hafýzasýnda tutar.
zts2063e	Iþýk Katalizatörü
zts2064e	Parlayan toz etrafa saçýp patlamaya yol açar. Bu þekilde hedefe iþaret býrakýr.
zts2065e	Baský
zts2066e	Rakibe zarar vermek ve onu yavaþlatmak için bedenini sarar.
zts2067e	Kutsal Prizma
zts2068e	Saldýrmak için kamaþtýrýcý bir ýþýk kullanýr.
zts2069e	Kutsal Patlama
zts2070e	Kutsal ýþýkla rakibe saldýrýr. Parlayan tozla iþaretli rakiplere ek hasar verir.
zts2071e	Sollama Þeridi
zts2072e	Yetenekleri maksimuma çýkarýr.
zts2073e	Büyü Kitabý Ustasý
zts2074e	Büyünün en etkin kullanýmýný saðlar.
zts2075e	Kutsal Sis
zts2076e	Kutsal çaprazla yoðun siste yolunu bulursun.
zts2077e	Kitle Iþýnlayýcý
zts2078e	Üyeleri kayýtlý yere ýþýnlar.
zts2079e	Göktaþý Yaðmuru
zts2080e	Rakibin üzerine çok sayýda göktaþý yaðdýrýr.
zts2081e	Aydýnlanma
zts2082e	Tüm üyeler kutsama elde der.
zts2083e	Iþýk Darbesi
zts2084e	Dikenli Çalý
zts2085e	Kokunun Laneti
zts2088e	Iþýk & Gölge
zts2089e	Kutsal kýlýcýn ve alacakaranlýðýn gücüyle saldýrýr.
zts2090e	Kutsal kýlýç iki kere saplanýr.
zts2091e	Azabýn Hükmü
zts2092e	Her þeyi delip geçen bir dalgalý enerji üretir.
zts2093e	Adalet
zts2094e	Devasa kutsal kýlýcý çaðýrýr.
zts2095e	Çift Çizik
zts2096e	Ýleri doðru gider ve kýlýcý saða sola sallar.
zts2097e	Kutsal Emanet
zts2098e	Rakibe saldýrmak için ýþýldayan bir bariyer oluþturur.
zts2099e	Patlama
zts2100e	Kutsal ve karanlýk enerjiyi kullanarak saldýrý hasarýný maksimuma çýkarýr.
zts2101e	Çapraz Kýlýç
zts2102e	Kutsal kýlýç hýzla kesip geçer.
zts2103e	Geri Tepme
zts2104e	Kutsal ve karanlýk enerjiyi kullanarak savunmayý maksimuma çýkarýr.
zts2105e	Yýkým
zts2106e	Gölge elementiyle rakibe korkulu ve dehþetli anlar yaþatýr.
zts2107e	Dönme
zts2108e	Tanrýnýn silahý. Herkesi ve her þeyi kutsal kýlýçla kesip geçer.
zts2112e	Yangýn Oku
zts2113e	Efsanevi Sarsýntý
zts2114e	Savaþ Ýlaný
zts2124e	Yarýcý
zts2125e	Oyucu
zts2126e	Kývýr
zts2129e	Büyük Patlama
zts2130e	Gökyüzüne gönderen bir atýþ.
zts2131e	Destek Ateþi
zts2132e	Ancelloanýn Duasý
zts2133e	Ancelloan'ýn enerjisi sayesinde fiziksel ve zihinsel olarak daha güçlüyüz.
zts2134e	Ancelloan Düzlüðü
zts2135e	Ancelloan'ýn gücü sayesinde düþmanlarý zora düþürür.
zts2136e	Ancelloanýn Ortaya Çýkýþý
zts2137e	Ancelloan'ýn enerjisi sayesinde fiziksel ve zihinsel olarak daha güçlü olur. Bir Ancelloan esansý harcar.
zts2138e	Ancelloanýn Öfkesi
zts2139e	Ancelloan'ýn gücü sayesinde düþmanlarý zora düþürür. Canavarlarý etkilemez. Sadece Ancelloan'ýn ortaya çýkýþýndan sonra kullanýlabilir.
zts2143e	Dondurucu iðne
zts2144e	Atýþ Balonu
zts2145e	Þimþek soðutma
zts2146e	Buz Baðý
zts2147e	Buz Yaðmuru
zts2148e	Buz örtüsü!
zts2149e	Rüzgarkesen
zts2150e	Hayalet Gemi
zts2151e	Þimþek Çapasý
zts2152e	[Kolay] PvP Hasar Artýþý
zts2153e	PvP hasarýný %1 artýrýr.
zts2154e	[Orta] PvP Hasar Artýþý
zts2155e	PvP hasarýný %2 artýrýr.
zts2156e	[Ýleri düzeyde] PvP Hasar Artýþý
zts2157e	PvP hasarýný %3 artýrýr.
zts2158e	[Olaðanüstü] PvP Hasar Artýþý
zts2159e	PvP hasarýný %5 artýrýr.
zts2160e	[Kolay] PvP Savunma Artýþý
zts2161e	PvP savunmasýný %5 artýrýr.
zts2162e	[Orta] PvP Savunma Artýþý
zts2163e	PvP savunmasýný %2 artýrýr.
zts2164e	[Ýleri düzeyde] PvP Savunma Artýþý
zts2165e	PvP savunmasýný %3 artýrýr.
zts2166e	[Olaðanüstü] PvP Savunma Artýþý
zts2167e	Unutulan kahramanýn günlüðü D (1)
zts2168e	Beden gücünü 80 artrýr.
zts2169e	Unutulan kahramanýn günlüðü S (1)
zts2170e	Hüneri 80 artýrýr.
zts2171e	Unutulan kahramanlarýn günlüðü J (1)
zts2172e	Zihin gücünü 80 artýrýr.
zts2173e	Unutulan kahramanlarýn günlüðü M (1)
zts2174e	Maksimum YP'yi 4.000 artýrýr.
zts2175e	Unutulan kahramanlarýn günlüðü (1)
zts2176e	Maksimum BP'yi 4.000 artýrýr.
zts2177e	Lort Cuarry Þövalyeleri'nin savunma stratejisi (1)
zts2178e	Toplam savunma gücünü 30 artýrýr.
zts2179e	Lort Cuarry Þövalyeleri'nin saldýrý stratejisi (1)
zts2180e	Toplam saldýrý gücünü 30 artýrýr.
zts2181e	Peri Dostluðu (1)
zts2182e	Tüm element dirençlerini 10 artýrýr.
zts2183e	Aurelius Roshu'nun Asýl Hikayesi (1)
zts2184e	Tecrübe puaný kazancýný %3 artýrýr.
zts2185e	Akamur Tüccarlarý'nýn Günlüðü (1)
zts2186e	Altýn kazancýný %3 artýrýr.
zts2220e	PvP savunmasýný %1 artýrýr.
zts2221e	Pelüþ Vuruþu
zts2222e	Hücumlu Saldýrý
zts2223e	Gigantizm
zts2224e	Ölüm Sirki
zts2225e	Sihir numaralarý
zts2226e	Þaþýrtmaca
zts2227e	Megaþimþek
zts2228e	Çok sayýda þiddetli þimþekler etkinleþtirerek rakibe zarar verir.
zts2229e	Megamandra
zts2230e	Kelepçele
zts2231e	Yer deðiþikliði
zts2232e	Þemsiye Yýrtýcý
zts2233e	Çiçek Bombasý
zts2234e	Þemsiye Kalkan
zts2235e	Unutulmuþ Kahraman Anýtý D (2)
zts2236e	Bedensel gücü 100 puan artýrýr.
zts2237e	Unutulmuþ Kahraman Anýtý S (2)
zts2238e	Hüneri 100 puan artýrýr.
zts2239e	Unutulmuþ Kahraman Anýtý J (2)
zts2240e	Zihin gücünü 100 puan artýrýr.
zts2241e	Unutulmuþ Kahraman Anýtý M (2)
zts2242e	Maksimum YP'yi 6000 puan artýrýr.
zts2243e	Ýsimsiz Kahraman Anýtý (2)
zts2244e	Maksimum BP'yi 6000 puan artýrýr.
zts2245e	Lord Cuarry'nin Þövalyelerinin Savunma Stratejisi (2)
zts2246e	Toplam savunma gücünü 50 puan artýrýr.
zts2247e	Lord Cuarry'nin Þövalyelerinin Saldýrý Stratejisi (2)
zts2269e	Toplam saldýrý gücünü 50 puan artýrýr.
zts2270e	Vikingli'nin Çaðrýsý
zts2271e	Savaþçý'nýn Ýradesi
zts2272e	Ýntikam Meleði'nin Kutsamasý
zts2273e	Ruh Bekçisi
zts2278e	Vikingli'nin çaðrýsý rakiplerinin düþmanlýðýný azaltýr.
zts2279e	Ünlü bir Vikingli olan Ragnar, düþmanlarýný iradesinin gücünü kullanarak yener.
zts2280e	Ýntikam Meleði'nin kutsamasýný alanlar tanrýlarýn korumasýný alýr.
zts2281e	Ölenlerin ruhunu temizlemek ve Walhalla'ya taþýmak Ýntikam Meleði'nin görevidir.
zts2287e	Tabiat Ana'nýn kutsamasý
zts2288e	Tabiatýn kutsamasýný baþkalarýna aktarýr.
zts2289e	Büyü enerjisi yangýný
zts2290e	Kendi büyü enerjisini kontrol edebilen Vikingliler rakiplerinin büyü enerjisini tüketebilir.
zts2297e	Rakip canavara saldýrabilirsin. Bunu kullanmak için "A" tuþuna bas.
zts2298e	Rakip oyuncuya saldýrabilirsin.
zts2299e	Bunu kullanmak için "S" tuþuna bas. Bir vücut bir rakip tarafýndan dondurulduðunda, müttefik bir oyuncu vücudu 10 saniye içinde eritmek zorundadýr. Aksi halde oyuncu ölür.
zts2300e	Tuzak
zts2301e	Jennifer usta bir niþancý olduðu için rakipleri alt eden tuzaklar kurabiliyor.
zts2302e	Geliþmiþ Engelleme
zts2303e	Gotlar, kendilerini kötü efektlerden koruyan bir dirence sahip.
zts2305e	Hayaletin Darbesi
zts2306e	Karanlýk Azaltma
zts2307e	Viking Gururu
zts2322e	Paratoner
zts2323e	Þimþeklerin devasa gücünü araþtýrdýktan sonra sonunda onlara hakim olabildi.
zts2324e	Yasak Sihir
zts2325e	Kendi sýnýrlarý Yertirand'ý hayal kýrýklýðýna uðrattý, çünkü daha güçlü olmak istiyordu. Böylece yasak sihrin baðýmlýsý oldu.
zts2327e	Çýlgýn koþu
zts2329e	Esin
zts2330e	Kana susamýþ
zts2331e	Kaybolopokus
zts2332e	Kuaaa!
zts2333e	Kaçan düþmanlarý bir darbeyle deviriyorsun.
zts2334e	Parçala
zts2335e	Rakibini bir omuz darbesiyle yere indir!
zts2336e	Hayaller ülkesine bilet
zts2337e	Kimsenin karþý koyamayacaðý büyülü bir uyku.
zts2338e	Kobay çaðýr
zts2339e	Çaðýrdýðýn kobay sayesinde hareket hýzýn artýyor.
zts2340e	Dayanýlmaz susuzluk
zts2341e	Elektrostatik deþarj
zts2342e	Basit darbe
zts2343e	Elle gerçekleþtirilen basit bir dövüþ sanatý temel saldýrýsý.
zts2344e	Darbe serisi
zts2345e	Arka arkaya hýzlý darbeler
zts2346e	Ters el kýrlangýç darbesi
zts2347e	Güçlü bir darbeyle saldýrýr.
zts2348e	Ters el engellemesi
zts2349e	Rakip saldýrýlarý geri yansýtýr.
zts2350e	Yan tekme
zts2351e	Ayakla gerçekleþtirilen basit bir dövüþ sanatý temel saldýrýsý.
zts2352e	Tekme dizisi
zts2353e	Arka arkaya hýzlý tekmeler.
zts2354e	Yarým ay tekmesi
zts2355e	Güçlü bir döner tekme.
zts2356e	Ayak bileði tekmesi
zts2357e	Rakibin alt bedenine doðru kötü bir efekt meydana getiren hýzlý bir tekme.
zts2358e	Þok dalgasý
zts2359e	Rakibe güçlü enerji fýrlatýr.
zts2360e	Enerji yenilemesi
zts2361e	Biriktirilen enerjiyle YP yeniler.
zts2362e	Güçlü vücut
zts2363e	Saldýrý gücünü enerji kullanýmýyla yükseltir.
zts2364e	Çevik vücut
zts2365e	Enerji kullanýmýyla daha hýzlý hareket eder.
zts2366e	Meditasyon
zts2367e	Meditasyonla bir sonraki saldýrýya enerji toplar.
zts2368e	Hýzlý adýmlar
zts2369e	Bedensel idmanla daha hýzlý hareketler.
zts2370e	Pusu pozisyonu
zts2371e	Beceriyi soðuma süresiz 3 kez kullanabilir.
zts2372e	Güçlendirilmiþ eldiven seviye 1
zts2373e	Temel saldýrýnýn yakýn saldýrý gücünü artýrýr.
zts2374e	Düþük seviyeli bitkilerde uzman
zts2375e	Düþük seviyeli bitkiler karþýsýnda yakýn saldýrý gücünü arttýrýr.
zts2376e	Patlayýcý darbe
zts2377e	Rakiplere ateþin enerjisiyle saldýrýr.
zts2378e	Güçlendirilmiþ kollar
zts2379e	Darbe serisinin isabet oranýný ve yakýn saldýrý gücünü artýrýr.
zts2380e	Geliþmiþ darbe serisi
zts2381e	Darbe serisinin yakýn saldýrý gücünü artýrýr.
zts2382e	Zayýf nokta bul
zts2383e	Rakibin zayýf noktalarýnýn bulunmasý belli bir süre kritik isabet þansýný yükseltir.
zts2384e	Zayýf noktayý vur
zts2385e	Rakiplerin zayýf noktalarýný vurmak kritik hasarý yükseltir.
zts2386e	Çelik deri
zts2387e	Tüm saldýrýyý rakibe geri yansýtýr.
zts2388e	Düþük seviyeli canavarlar karþýsýnda yakýn saldýrý gücünü arttýrýr.
zts2389e	Mükemmel tekme
zts2390e	Rakipleri harika bir tekmeyle þaþýrtýr ve baygýnlýk yaratýr.
zts2391e	Güçlendirilmiþ bacaklar seviye 1
zts2392e	Tekme serisinin isabet oranýný ve yakýn saldýrý gücünü artýrýr.
zts2393e	Güçlendirilmiþ tekme serisi
zts2394e	Tekme dizisinin kritik isabet þansýný yükseltir.
zts2395e	Yarým ay tekmesi menzilini geniþletir.
zts2396e	Ayak bileði tekmesi efektine baygýnlýk ekler.
zts2397e	Ayak bileði tekmesi efektine kanama ekler.
zts2398e	Rakipleri geri püskürtür.
zts2399e	Görünmez püskürtme
zts2400e	Görünmez bir enerjiyle sert bir saldýrý.
zts2401e	Þok dalgasýnýn menzilini geniþletir.
zts2402e	Daha fazla enerji depolar.
zts2403e	Güçlendirilmiþ eldiven seviye 2
zts2404e	Güçlendirilmiþ ters el
zts2405e	Ters el kýrlangýç darbesinin saldýrý gücünü artýrýr.
zts2406e	Güçlendirilmiþ bacaklar seviye 2
zts2407e	Yankýlanan yarým ay tekmesi
zts2408e	Becerinin soðuma süresini kýsaltýr.
zts2409e	Düþük seviyeli canavarda uzman
zts2410e	Düþük seviyeli ölümsüzlerde uzman
zts2411e	Düþük seviyeli ölümsüzler karþýsýnda yakýn saldýrý gücünü arttýrýr.
zts2412e	Geliþtirilmiþ kritik isabet seviye 1
zts2413e	Þok dalgasýnýn kritik isabet þansýný yükseltir.
zts2414e	Geliþtirilmiþ kritik isabet seviye 2
zts2415e	Geliþtirilmiþ kritik isabet seviye 3
zts2416e	Hayalet
zts2417e	Gelinin laneti
zts2418e	Püskürtme
zts2419e	Silahsýz püskürtme.
zts2420e	Canavar yumruðu
zts2421e	Büyük bir canavar yumruðuyla saldýrý.
zts2422e	Týrnak
zts2423e	Canavar yumruðu pençeleriyle vahþi saldýrý.
zts2424e	Tutuþ
zts2425e	Rakibi canavar yumruðuyla tutar.
zts2426e	Haetae enerjisi
zts2427e	Haetae enerjisi verir.
zts2428e	Haetae atlayýþý
zts2429e	Arkaya doðru hýzla atlanýr.
zts2430e	Canavar yumruðuyla sert bir saldýrý.
zts2431e	Dönüþüm
zts2432e	Haetae tarzý ile ejderha tarzý arasýnda hýzlý deðiþtirme yapýlabilir.
zts2433e	Alevli yoyo
zts2434e	Bir yoyo þeklinde alevli saldýrý.
zts2435e	Kemik darbesi
zts2436e	Rakibe parmak kemiðiyle acýlý bir darbe vurur.
zts2437e	Alevlenen darbe
zts2438e	Darbenin savuruþuyla bir alev harlar.
zts2439e	Ateþ pençesi
zts2440e	Ateþli saldýrý.
zts2441e	Ejderha enerjisi
zts2442e	Ejderha enerjisi saðlar.
zts2443e	Ejderha atlayýþý
zts2444e	Öne doðru hýzla atlanýr.
zts2445e	Çapraz ateþ
zts2446e	Bir çapraz çizer ve rakibi ateþ çemberine alýr.
zts2447e	Son alev
zts2448e	Rakibi bir alevle alt eder.
zts2455e	Makineli tüfek
zts2456e	Düþük seviyeli hayvanlara hücüm ederken yakýn mesafe saldýrý gücünü yükseltir.
zts2457e	Büyülü ýþýk çemberi
zts2458e	Kedi pençesi
zts2459e	Candan
zts2460e	Tokat
zts2461e	Þok dalgasý
zts2462e	Rakibin alt bedenine vurulan hýzlý bir darbe.
zts2463e	Bin tekme
zts2464e	Rakibin üzerinden ýþýnlan ve onu yerle bir et.
zts2465e	Sýyrýlma adýmý
zts2466e	Saldýrýlardan sýyrýlma adýmýyla kurtul.
zts2467e	Ay ýþýðý serumu
zts2468e	Aydýnlanma etkinken bir güçlendirici becerisi kullandýðýnda tüm saldýrýlarý %20 yükselten ekstra bir güçlendirici alýrsýn. BP dinlenmesi 30 artar.
zts2469e	Çiçek duruþu
zts2470e	Aydýnlanma etkinken bir güçlendirici becerisi kullandýðýnda tüm savunmalarý %20 yükselten ekstra bir güçlendirici alýrsýn. Ayrýca %30 olasýlýkla hasarýn %20 artar.
zts2471e	Vahþi hilal dansý
zts2472e	Saldýrý imkaný etkinken bu beceriyi kullandýðýnda %100 olasýlýkla hilal gölgesi elde edersin.
zts2473e	Hilal kesintisi
zts2474e	Saldýrý imkaný etkinken bu beceriyi kullandýðýnda rakipten sahip olduðun seviye baþýna %20 BP çalarsýn.
zts2475e	Ay ýþýðý gücü
zts2476e	Saldýrý imkaný etkinken bu beceriyi kullandýðýnda seviye 4'e kadar olan tüm kötü efektler silinir.
zts2477e	Ay tutulmasý
zts2478e	Saldýrý imkaný etkinken bu beceriyi kullandýðýnda rakibin %100 olasýlýkla ayýn izleri yerine dolunayýn izlerini elde edecek.
zts2479e	Lotus çiçeði atlayýþý
zts2480e	Saldýrý imkaný etkinken bu beceriyi kullandýðýnda lotus çiçeði atlayýþýnýn soðuma süresi sýfýrlanýr, böylece onu yeniden kullanabilirsin.
zts2481e	Lotus tohumu
zts2482e	Saldýrý imkaný etkinken bu beceriyi kullandýðýnda iki lotus çiçeði daha çaðýrýlýr.
zts2483e	Lotus tuzaðý
zts2484e	Saldýrý imkaný etkinken bu beceriyi kullandýðýnda çiçekler kaybolma sýrasýnda patlar ve rakiplere bulunulan seviye baþýna 10 ekstra hasar verir.
zts2485e	Açmýþ çiçekler
zts2486e	Saldýrý imkaný etkinken bu beceriyi kullandýðýnda rakibin lotus çiçeði laneti almasý olasýlýðý %50 yükselir. Bu sadece rakip bu debuffa henüz maruz deðilse geçerlidir. Lotus çiçeði laneti zaten etkinse çiçek mayýnlarý tekrar etkinleþtirilir.
zts2487e	Direniþ
zts2488e	Rakip bir saldýrý sýrasýnda direniþi kullanýrsan saldýrý imkaný efektini alýrsýn.
zts2493e	Elle gerçekleþtirilen temel bir saldýrý.
zts2494e	Ýnen darbe
zts2495e	Berserker coþkusu
zts2496e	Kalp oku
zts2497e	Kalp uçlu bir ok fýrlatýr.
zts2498e	Üç misli ok
zts2499e	Üç oku ayný anda fýrlatýr.
zts2500e	Okçuluk Þampiyonasý
zts2501e	Saldýrý gücünü artýrmak için yayýný geliþtir.
zts2502e	Temel saldýrý
zts2503e	Çiçek buketi at
zts2504e	Evlilik teklifi et
zts2505e	Konfeti yaðmuru
zts2506e	Öp
zts2507e	Heyecanlý dans
zts2508e	Çiftlerin dansý
zts2509e	Fotoðraf pozu
zts2510e	Elle gösterilen kalp iþareti
zts2511e	Çift pozu
zts2512e	Güzel poz
zts2513e	Güçlendirici sadece rakip düðün kostümü uzman kartýný kullandýðýnda mevcut olur.
zts2518e	Çürük yumurta bombasý
zts2519e	Yumurtacýk bombasý
zts2520e	Çýlgýn yumurta bombasý
zts2521e	Rakibe dev, çýlgýn bir yumurta bombasý fýrlatýr.
zts2522e	Rakibe dev, çürük bir yumurta bombasý fýrlatýr.
zts2523e	Artýrýlmýþ irade gücü
zts2524e	Oyuncunun ve NosMate'nin irade gücünü artýran bir efekt saðlar.
zts2525e	Sert bir darbe, ardýndan tekme.
zts2526e	Derin tekme
zts2527e	Dönüþlü derin tekme.
zts2528e	Atlayýþlý tekme
zts2529e	Rakibine doðru bir parende atýyorsun ve onu havada tekmeliyorsun.
zts2530e	Enerji topu
zts2531e	Ellerini çýrpýyorsun ve rakibine bir enerji topu atýyorsun.
zts2532e	[Mutlak dövüþ stili] etkinken [mutlak enerji topuna] dönüþür.
zts2533e	2.000 Mut puaný gerekir.
zts2534e	Dönüþlü tekme
zts2535e	Yerde dururken havaya atlýyorsun, üç kez dönüyorsun ve bu sýrada tekme atýyorsun.
zts2536e	[Mutlak dövüþ stili] etkinken [mutlak dönüþlü tekmeye] dönüþür.
zts2537e	1.000 Mut puaný gerekir.
zts2538e	Aparkat
zts2539e	Havaya atlayýp bu sýrada bir aparkat gerçekleþtirirsin.
zts2540e	[Mutlak dövüþ stili] etkinken [mutlak aparkata] dönüþür.
zts2541e	3.000 Mut puaný gerekir.
zts2542e	Blokla
zts2543e	Rakip saldýrýlarý bloklamaya odaklanýyorsun.
zts2544e	[Blokla] etkinken saldýrýya uðradýðýnda 1.000 Mut puan alýrsýn.
zts2545e	Enerji dýþa vurumu
zts2546e	Müttefiklerini güçlendiren arýndýrýcý enerji dalgalarý yayar.
zts2547e	Mutlak dövüþ tarzý
zts2548e	Bu dövüþ tarzýyla Mut becerileri gerçekleþtirebilirsin.
zts2549e	Bu dövüþ tarzý etkinse [enerji topu], [dönüþlü tekme], [aparkat] ve [üçlü kombo] Mut þekilde gerçekleþtirilir.
zts2550e	Gerçeði arayanýn iradesi
zts2551e	Ruhunu meditasyonla güçlendirir.
zts2552e	Üçlü kombo
zts2553e	Arka arkaya [atlayýþlý tekme], [enerji topu] ve [aparkat] gerçekleþtirirsin.
zts2554e	[Mutlak dövüþ stili] etkinken [mutlak üçlü komboya] dönüþür.
zts2555e	Mutlak enerji topu
zts2556e	Mutlak dönüþlü tekme
zts2557e	Mutlak aparkat
zts2558e	Mutlak üçlü kombo
zts2559e	Alevli saldýrý
zts2560e	Alevli zýrh
zts2561e	Gökkuþaðý gülen suratý (alt+-)
zts2562e	Bu simgeyi kullanabilmen için Gökkuþaðý Dükkaný'ndan alman gerekir.
zts2563e	Suþi partisi
zts2564e	Düþmanlarý lezzetli suþilerle kendine çek.
zts2565e	Balýk avcýsý
zts2566e	Bu beceri "suþi partisi" kullanýmýndan sonra 10 saniye boyunca kullanýlabilir.
zts2567e	Pençe darbesi
zts2568e	Keskin pençelerinle vahþi bir saldýrý.
zts2569e	Pike uçuþu
zts2570e	Göklere yükselip rakibe doðru atýlýyorsun ve ona pençelerinle saldýrýyorsun.
zts2571e	Yarasa sürüsü
zts2572e	Bir yarasa sürüsüne dönüþüp bu þekilde daha hýzlý hareket edebiliyorsun.
zts2573e	Gölge fýrtýnasý
zts2574e	Bir çember þeklinde dönüp etrafýndaki tüm rakiplere saldýran yarasalar çaðýrýyorsun.
zts2575e	Ýblis ateþi
zts2576e	Gözlerinden kýrmýzý bir ýþýn saçýyorsun.
zts2577e	Çifte döner tekme
zts2578e	Arka arkaya bir döner tekme bir de alçak tekme atýyorsun.
zts2579e	Kanat ataðý
zts2580e	Rakip saldýrýlarý kanatlarýnla püskürtüp hasarý kýsmen geri yansýtýyorsun.
zts2581e	Kan zincirleri
zts2582e	Rakiplerini sarmalayan kan zincirleri fýrlatýrsýn.
zts2583e	Gökten gelen ölüm
zts2584e	Yerdeki rakiplere havadan saldýrýrsýn.
zts2585e	Þeytani güçler
zts2586e	Yakýndaki müttefiklerini þeytani güçle doldurursun.
zts2587e	Lucifer'in kararý
zts2588e	Havaya yükselip güçlü bir ýþýn fýrlatýrsýn.
zts2589e	Savaþçý Ýblis'in pike uçuþu
zts2590e	Carno'nun normal saldýrýsý
zts2591e	Isýrýk
zts2592e	Canavar kralýn geri dönüþü
zts2593e	Kanat fýrtýnasý
zts2594e	Tuzakta
zts2595e	Ölümün nefesi
zts2596e	Dikenli post
zts2597e	Gölge küre
zts2598e	Gölge ateþ topu
zts2599e	Boodoo saldýrýsý
zts2600e	Kirolla'nýn normal saldýrýsý
zts2601e	Alev püskürtme
zts2602e	Gaipten düþen yýldýrým
zts2603e	Buzlanmýþ gök taþý
zts2604e	Belial'in normal saldýrýsý
zts2605e	Cehennem ateþi sarsýntýsý
zts2606e	Patlayýcý kesik
zts2607e	Ruh yutucu
zts2608e	Sürpriz dönüþ
zts2609e	Ýblis tanrýsýnýn çaðrýsý
zts2610e	Büyülü katýlaþma
zts2611e	Uyumlu post
zts2612e	Saldýrý en iyi savunmadýr
zts2613e	Kalýn post
zts2614e	Yedi canlý
zts2615e	Hýzlý savunma
zts2616e	Ayý darbesi
zts2617e	Kanlý intikam
zts2618e	Saldýrý konumu
zts2619e	Aslan pençesi
zts2620e	Güçlendirilmiþ saldýrý
zts2621e	Keskin pençeler
zts2622e	Güçlendiren þifa
zts2623e	Zayýflýktan faydalan
zts2624e	Aslan darbesi
zts2625e	Öldürücü isabet
zts2626e	Çevik ve öldürücü
zts2627e	Rakibin amacýný öðren
zts2628e	Çok yavaþ!
zts2629e	Sýyrýl ve vur
zts2630e	Hayatta kalma içgüdüsü
zts2631e	Büyüyen tecrübe
zts2632e	Kartal pençesi
zts2633e	Sinir zehri
zts2634e	Büyülü bilgi
zts2635e	Saldýrý en iyi savunmadýr
zts2636e	Ýntikam laneti
