zts1e	Abenteurerausbildung für Anfänger
zts2540e	Der Prüfungsort muss irgendwo bei der Waldklippe sein.
zts2541e	Bestehe die Prüfung der Leidenschaft.
zts2542e	Sprich mit Taita bei der Waldklippe, um mehr über die letzte Prüfung zu erfahren.
zts2543e	Sprich mit Asgot im Verseuchten Wald, um die letzte Prüfung zu beginnen.
zts2544e	Prüfung der Weisheit
zts2545e	Bestehe die Prüfung der Weisheit.
zts2546e	Du hast alle Prüfungen bestanden. Sprich mit Asgot im Verseuchten Wald, um zu erfahren, was als Nächstes zu tun ist.
zts2547e	Die Macht der Ork-Helden
zts2548e	Bitte Thrull, das Andenken der Helden herzustellen.
zts2549e	Revanche
zts2550e	Geh zur Höhle des verdorbenen Bestienkönigs. (Schließe den Raid ab)
zts2551e	Es ist vollbracht
zts2552e	Erzähle Rigtas in der Bestienhöhle, was du getan hast.
zts2553e	Ein unerwartetes Ergebnis
zts2554e	Berichte dem Häuptling vom Bestienkönig.
zts2555e	Plötzliche Heimkehr
zts2556e	Verabschiede dich von Proga am Hafen Morizios.
zts2557e	Sprich mit Perkichan.
zts2558e	Sprich erneut mit Perkichan, um an Bord zu gehen.
zts2559e	Berichte Tom am Wüstenhafen Mortaz von deinen Abenteuern auf Morizios.
zts2560e	Kleine Geschenke erhalten die Freundschaft
zts2561e	Frag Roram in der Wüstenadlerstadt nach den Geschenken.
zts2562e	Frag Nephi im Akamurquartier nach den Geschenken.
zts2563e	Du fühlst dich etwas niedergeschlagen und unmotiviert. Kehre nach NosVille zurück, um Kraft zu tanken.
zts2564e	Informiere dich bei Teoman Topp in NosVille über die Ork-Waffen und -Rüstungen.
zts2565e	Ob dieses Allheilmittel wirklich wirkt ...? Frag am besten bei Malcolm Mix nach.
zts2566e	Du suchst nach etwas Leckerem, um den Geschmack des bitteren Tranks loszuwerden. Frag doch mal Eva Energy in NosVille.
zts2567e	Dringende Angelegenheiten
zts2568e	Du hast erfahren, dass dir ein Eilbrief zugestellt wurde.
zts2569e	Kontaktiere Proga am Wüstenhafen Mortaz.
zts2570e	Lipaga wird vermisst
zts2571e	Sprich mit Proga am Wüstenhafen Mortaz, wenn du bereit bist, an Bord zu gehen.
zts2572e	Sprich mit Proga am Wüstenhafen Mortaz, um nach Morizios zu reisen.
zts2573e	Sprich mit Proga am Hafen Morizios, um weitere Informationen zu erhalten.
zts2574e	Die Suche nach Lipaga
zts2575e	Begib dich zum Waldweg und suche nach Lipaga.
zts2576e	Suche nach Hinweisen, die zu Lipaga führen.
zts2577e	Suche nach Hinweisen, die zu Lipaga führen.
zts2578e	Lipagas Spuren führen tiefer in den Geisterwald. Such weiter.
zts2579e	Der Eingang
zts2580e	Folge den Spuren.
zts2581e	Besiege die Geister, die dir den Weg versperren.
zts2582e	Ins Ungewisse
zts2583e	Betritt den seltsamen Ort.
zts2584e	Die Wahrheit über das Gefängnis
zts2585e	Bring Lipaga zu Proga am Hafen Morizios und berichte vom Gefängnis.
zts2586e	Helfende Hand
zts2587e	Bitte Taita bei der Waldklippe, dich bei der Rettung der Gefangenen zu unterstützen.
zts2588e	Besiege die Monster und Dämonen, die dir den Weg versperren.
zts2589e	Bitte Asgot im Verseuchten Wald um Unterstützung.
zts2590e	Zerstöre die seltsamen Steinstatuen, die Asgot gefangen halten.
zts2591e	Prüfe, ob sich Asgot bewegen kann.
zts2592e	Bitte Cottari in der Bestienhöhle um Unterstützung.
zts2593e	Zerstöre die seltsamen Räuchergefäße, die diesen schrecklichen Rauch verbreiten.
zts2594e	Sieh nach, ob es Cottari und den Tieren gut geht.
zts2595e	Bitte Datius im Geisterwald um Unterstützung.
zts2596e	Besiege die Geister, die den Weg zum Gefängnis versperren.
zts2597e	Rettungsmission
zts2598e	Geh zum Gefängnis im Geisterwald.
zts2599e	Auch ein Gott hat Schwächen
zts2600e	Sammle verdorbene Essenzen der Reinheit von den Monstern im Verseuchten Wald.
zts2601e	Entferne mit der Essenz der Reinheit das Zeichen des Bösen.
zts2602e	Sammle verdorbene Essenzen der Großmut von den Monstern bei der Waldklippe.
zts2603e	Entferne mit der Essenz der Großmut das Zeichen der Habgier.
zts2604e	Sammle verdorbene Essenzen der Gleichmut von den Monstern am Nordstrand.
zts2606e	Entferne mit der Essenz der Gleichmut das Zeichen des Zorns.
zts2607e	Duell mit Belial
zts2608e	Frage Toffel im Dorf Olorun, wo du Belial finden kannst.
zts2609e	Begib dich zu Belials Thronsaal und fordere ihn zum Kampf.
zts2610e	Gottestöter
zts2611e	Du hast es geschafft! Geh zu Toffel im Dorf Olorun und erstatte ihm Bericht.
zts2612e	Retter der Orks
zts2613e	Thrull möchte dir etwas erzählen. Geh ins Dorf Olorun und sprich mit ihm.
zts2614e	Die vermissten Schatzsucher
zts2615e	Sprich mit Perkichan, der Hafenwache am Hafen Morizios.
zts2616e	Sprich am Nordstrand mit Schatzsucher Orus.
zts2617e	Wir haben solchen Hunger!
zts2618e	Sammle die gestohlenen Fische und bring sie den hungrigen Schatzsuchern, Orus und Irus.
zts2619e	Brief an einen Freund
zts2620e	Bring die Fische zu Orus am Nordstrand.
zts2621e	Leite Orus' Brief an Tom an Perkichan am Hafen Morizios weiter.
zts2622e	Sieh dir den Gegenstand an, den dir Perkichan gegeben hat.
zts2623e	Perfekt fürs Training
zts2624e	Fange Pikanyas für das Training der Wache.
zts2625e	Bring die gefangenen Pikanyas zur Wache im Dorf Olorun.
zts2626e	Anerkennung
zts2627e	Logota benötigt die kaputten Ork-Waffen von der Olorun-Farm, um sich ihrem Vater zu beweisen.
zts2628e	Bring die gesammelten kaputten Ork-Waffen zu Logota im Dorf Olorun.
zts2629e	Den Vater überzeugen
zts2630e	Sprich mit Häuptling Toffel im Dorf Olorun und zeig ihm die reparierten Ork-Waffen.
zts2631e	Ein halbes Lob
zts2632e	Berichte Logota im Dorf Olorun, was ihr Vater gesagt hat.
zts2633e	Sieh dir den Gegenstand an, den dir Logota gegeben hat.
zts2634e	Der fehlende Schlüssel
zts2635e	Irus scheint zu wissen, wo der Schlüssel für die Schatztruhe ist. Geh zum Nordstrand und frag ihn danach.
zts2636e	Die seltsame Schatztruhe
zts2637e	Besiege den großen Wassermann in der Höhle am Südstrand und hol dir dann den Schlüssel.
zts2638e	Ein unbefriedigendes Ergebnis
zts2639e	Bring den Schlüssel zu Orus am Nordstrand.
zts2640e	Sieh dir den Gegenstand an, den dir Orus gegeben hat.
zts2641e	Knackende Knie
zts2642e	Tulito, der Dorfälteste, braucht seine Medizin. Er sagt, dass frisches Moos gut für seine schmerzenden Gelenke sei.
zts2643e	Moosbrei
zts2644e	Bring Rocha im Dorf Olorun das eingelegte Moos, das Tulito dir gegeben hat.
zts2645e	Moosbrei für die morschen Knochen
zts2646e	Gib Tulito im Dorf Olorun den Moosbrei.
zts2647e	Wie neugeboren
zts2648e	Sieh dir den Gegenstand an, den dir Tulito gegeben hat.
zts2649e	Nadel und Tinte
zts2650e	Frag Asgot im Verseuchten Wald nach dem Material, das die Macht der Loa stärkt.
zts2651e	Fernons Kristall
zts2652e	Besiege den unvollendeten Fernon in seinem Raid, um das magische Pulver zu erhalten.
zts2653e	Bring das magische Fernon-Pulver zu Asgot im Verseuchten Wald.
zts2654e	Bring den unbearbeiteten magischen Fernon-Kristall zu Churigo im Dorf Olorun.
zts2655e	Hm, was man mit dem Kristall wohl anstellen kann ...?
zts2656e	Runenschnitzen für Fortgeschrittene
zts2657e	Martas sucht nach neuem Material, das er zum Schnitzen von Runen verwenden kann. Berate dich im Dorf Olorun mit Hexenmeister Thrull.
zts2658e	Der Göttinnenkristall
zts2659e	Rede mit dem Felice-Alchemisten in Cylloan, um mehr über das Material zu erfahren.
zts2660e	Besiege Erenia und Zenas in ihren Raids, um ihr magisches Pulver zu erhalten.
zts2661e	Du hast das magische Pulver. Frag den Felice-Alchemisten in Cylloan, wie man den magischen Kristall herstellt.
zts2662e	Ein Kristall? Kommt sofort!
zts2663e	Bring den unbearbeiteten Göttinnenkristall zu Martas im Dorf Olorun.
zts2664e	Hm, was man mit dem Kristall wohl anstellen kann ...?
zts2665e	Erstschlag (täglich)
zts2666e	Besiege die Monster im Verseuchten Wald, bevor sie das Dorf angreifen.
zts2667e	Berichte Liatiz im Dorf Olorun das Ergebnis.
zts2668e	Sieh dir den Gegenstand an, den dir Liatiz gegeben hat.
zts2669e	Ohne Moos nix los (täglich)
zts2670e	Die Junghexe Churigo benötigt einige orkische Moostränke.
zts2671e	Brücke in der Ferne (täglich)
zts2672e	Liatiz berichtet, dass die Brücke bei der Waldklippe angegriffen wird. Besiege die verantwortlichen Monster.
zts2673e	Berichte Liatiz im Dorf Olorun.
zts2674e	Regionale Spezialitäten (täglich)
zts2675e	Itura, die Besitzerin des Lebensmittelgeschäfts, hat dich beauftragt, am Waldweg süße Äpfel und Eulenbär-Fleisch zu sammeln.
zts2676e	Sieh dir den Gegenstand an, den dir Itura gegeben hat.
zts2677e	Skorpiongift (täglich)
zts2678e	Sammle Skorpiongift und bringe es zu Rigtas, da er es gegen die Monster einsetzen möchte.
zts2679e	Heulende Monster (täglich)
zts2680e	Berichte Tulito im Dorf Olorun, dass du die heulenden Monster zum Schweigen gebracht hast.
zts2681e	Material für einen neuen Zauber (täglich)
zts2682e	Sammle Eulenbär-Mähnen und Gift des Rotaugen-Skorpions für einen neuen Verteidigungszauber.
zts2683e	Stressfrei angeln (täglich)
zts2684e	Die Monster am Strand behindern die Arbeit der Fischer. Besiege sie und hol den gestohlenen Fisch zurück.
zts2685e	Berichte Proga, dass du die Monster besiegt und den Fisch zurückgebracht hast.
zts2686e	Sieh dir den Gegenstand an, den dir Proga gegeben hat.
zts2687e	Beschützt den Bauernhof! (täglich)
zts2688e	Besiege die Trollkrieger und Kartoffel-Goblins, die den Bauernhof verwüsten.
zts2689e	Berichte Liatiz, dass du die Monsterhorden ausgedünnt hast.
zts2690e	Dämonenjagd (täglich)
zts2691e	Sammle die Andenken des Dämons und bring sie Häuptling Toffel.
zts2692e	Der 2. Kampf gegen den Bestienkönig (täglich)
zts2693e	Verwende das Raidsiegel des verdorbenen Bestienkönigs in der Bestienkönighöhle und besiege ihn gemeinsam mit deinen Verbündeten.
zts2694e	Berichte Cottari in der Bestienhöhle, dass du Carno besiegt hast.
zts2695e	Sieh dir das Fragment des Bestienkönigs an.
zts2696e	Der 2. Kampf gegen den Geisterkönig (täglich)
zts2697e	Verwende das Raidsiegel des verdorbenen Geisterkönigs im Geisterkönigwald und besiege ihn gemeinsam mit deinen Verbündeten.
zts2698e	Berichte Datius im Geisterwald, dass du Kirollas besiegt hast.
zts2699e	Sieh dir das Fragment des Geisterkönigs an.
zts2700e	Belials Rückkehr (täglich)
zts2701e	Du hast Belial besiegt! Bring Häuptling Toffel im Dorf Olorun die frohe Kunde.
zts2702e	Sieh dir den Gegenstand an, den du von Belial erbeutet hast.
zts2703e	Der magische Kristall entsteht (täglich)
zts2704e	Bring das magische Fernon-Pulver zu Asgot im Verseuchten Wald.
zts2705e	Bring den unbearbeiteten magischen Fernon-Kristall zu Churigo im Dorf Olorun.
zts2706e	Der magische Göttinnenkristall (täglich)
zts2707e	Frag den Felice-Alchemisten in Cylloan, wie man den magischen Kristall herstellt.
zts2708e	Die Magie der Göttinnen
zts2709e	Bring den unbearbeiteten Göttinnenkristall zu Martas im Dorf Olorun.
zts2710e	Bestienüberschuss (täglich)
zts2711e	Die Bestienhöhle platzt aus allen Nähten. Lichte die Reihen der Monster dort.
zts2712e	Berichte Cottari in der Bestienhöhle, dass du die Monsterhorden ausgedünnt hast.
zts2713e	Der Zorn der Geister (täglich)
zts2714e	Der Geisterwald platzt aus allen Nähten. Lichte die Reihen der Monster dort.
zts2715e	Berichte Datius im Geisterwald, dass du die Monsterhorden ausgedünnt hast.
zts2716e	Haltet den Wald sauber (täglich)
zts2717e	Der Verseuchte Wald platzt aus allen Nähten. Lichte die Reihen der Monster dort.
zts2718e	Berichte Asgot im Verseuchten Wald, dass du die Monsterhorden ausgedünnt hast.
zts2719e	Große Fische
zts2720e	Betritt die Höhle am Strand und rette die Fischer.
zts2721e	Kantroks Bruder wollte im Geisterwald Feuerholz holen, ist seitdem aber verschwunden. Suche nach Spuren, die zu ihm führen.
zts2722e	Die Spuren führen tief in den Wald. Such weiter.
zts2723e	Geh zu der Höhle, in der der riesige Wassermann haust.
zts2724e	Besiege die heulenden Monster im Verseuchten Wald, die Tulito den Schlaf rauben.
zts2725e	Verwende das Raidsiegel des Dämonengottes Belial in Belials Thronsaal und besiege ihn gemeinsam mit deinen Verbündeten.
zts2726e	Der verdorbene Geisterkönig
zts2727e	Der Geisterkönig wurde korrumpiert. Besiege ihn, um ihn zu erlösen. (Schließe den Raid ab)
zts2728e	Geh zur Höhle des verdorbenen Bestienkönigs. (Raid-Mission)
zts2729e	Der verschollene Bericht (täglich)
zts2730e	Erbeute die Teile des Berichts von den besiegten verdorbenen Orks.
zts2731e	Bring die Teile des Berichts zu Liatiz im Dorf Olorun.
zts2732e	Mission erfolgreich abgeschlossen
zts2733e	Informationsbeschaffung (täglich)
zts2734e	Bring Belials Befehle, die seine Anhänger bei sich tragen, zu Toffel im Dorf Olorun.
zts2735e	Aufruhr im Himmelsturm
zts2736e	Erkundige dich bei der Wache des Himmelsturms im Dorf Olorun nach den Geheimagenten.
zts2737e	Suche im Untergeschoss des Himmelsturms nach Hinweisen.
zts2738e	Besiege die verdorbenen Orks und sammle Informationen.
zts2739e	Sammle die anderen Teile des Berichts.
zts2740e	Spionagebericht
zts2741e	Bring die Teile des Berichts zu Liatiz im Dorf Olorun.
zts2742e	Was geht da vor?
zts2743e	Berichte Toffel im Dorf Olorun von den Geschehnissen im Himmelsturm.
zts2744e	Eine neue Aufgabe
zts2745e	Zeig deine Liebe!
zts2746e	Gib jemanden ein Valentinsgeschenk.
zts2747e	Berichte Amora, dass du den Auftrag erledigt hast.
zts2748e	Pfeile bauen 1
zts2749e	Erbeute Magische Herzen von Monstern.
zts2750e	Bring Amora die Magischen Herzen.
zts2751e	Pfeile bauen 2
zts2752e	Sammle Seltenes Holz für die Pfeilschäfte.
zts2753e	Pfeile bauen 3
zts2754e	Erbeute Feenstaub von den Wollets im Ahornwald.
zts2755e	Bring den Feenstaub zu Amora.
zts2756e	Funkelnder Feenstaub
zts2757e	Bring Amora Goldene Staubblätter vom Ahornwaldrand, damit sie den Feenstaub wieder zum Funkeln bringen kann.
zts2758e	Quest abgeschlossen
zts2759e	Sprich mit Teodor Topp, wenn du den Huhnkönig-Raid 3-mal abgeschlossen hast.
zts2760e	Die Versammlung
zts2761e	Belials Befehle wurden entschlüsselt. Berichte Toffel davon.
zts2762e	Die Nachkommin des Feuer-Druiden
zts2763e	Geh zu Taita bei der Waldklippe.
zts2764e	So viele Dämonen!
zts2765e	Besiege die Dämonen in der Nähe.
zts2766e	Erkundige dich bei Taita über den Riss am Himmel.
zts2767e	Der Nachkomme des Bestienfürsten
zts2768e	Geh zu Cottari in die Bestienhöhle.
zts2769e	Die Dämonen spielen verrückt
zts2770e	Begib dich zu dem Ort, an dem die Obelisken des Bösen errichtet werden.
zts2771e	Besiege die Dämonen, die die Obelisken des Bösen errichten.
zts2772e	Tabu
zts2773e	Erkundige dich bei Cottari über den Riss am Himmel.
zts2774e	Die Nachkommin des Boodoo-Priesters
zts2775e	Geh zu Asgot im Verseuchten Wald.
zts2776e	Nervige Steinstatuen
zts2777e	Besiege die Steinstatuen und die Monster im Verseuchten Wald.
zts2778e	Der Nachkomme des orkischen Kreuzritters
zts2779e	Geh zu Datius am Geisterwaldrand.
zts2780e	Rasende Geister
zts2781e	Besiege die rasenden Geister.
zts2782e	Geh zurück zu Datius und frage ihn nach dem Riss im Himmel.
zts2783e	Die Opfergabe
zts2784e	Sammle Material für den Geisterkönig. Sein Altar befindet sich ganz in der Nähe des Eingangs zum Geisterkönig-Raid.
zts2785e	Der Altar des Geisterkönigs
zts2786e	Bring die Materialien als Opfergabe am Altar des Geisterkönigs im Geisterwald dar.
zts2787e	Die Prüfung des Geisterkönigs
zts2788e	Schließe den Timespace in der Nähe des Altars ab.
zts2789e	Ein würdiger Held
zts2790e	Geh zum Altar des Geisterkönigs, um die Tafel zu erhalten.
zts2791e	Auf zu den Goldenen Feldern!
zts2792e	Reise zur Wüstenadlerstadt, um weitere Hinweise zu erhalten.
zts2793e	Die Nadel im Sandhaufen
zts2794e	Frage Roram nach der Nadel.
zts2795e	Frage den Händler nach der Nadel.
zts2796e	Zahle den hohen Preis des Händlers.
zts2797e	Sprich mit Präsident Noah im Akamurlager.
zts2798e	Gib Präsident Noah die Schwarzen Titansplitter.
zts2799e	Suche den Baum in der Nordwüste, bei dem die Nadel verborgen ist.
zts2800e	Die Suche nach dem Heiligen Faden
zts2801e	Sprich mit Kreuzritter Graham über den Willen der Götter.
zts2802e	Der Himmelsfaden
zts2803e	Begib dich zu Ancelloans Wille.
zts2804e	Frage den Kreuzritter der 6. Einheit nach dem verlassenen Tempel.
zts2805e	Besiege die unbekannten bösen Geister.
zts2806e	Erstatte dem Kreuzritter Bericht.
zts2807e	Begib dich zu 'Ancelloans Wille 2'.
zts2808e	In dieser Ruine hattest du kein Glück.Durchsuche die nächste Ruine.
zts2809e	Geh durch das Tor, um den Faden zu erhalten.
zts2810e	Nadel und Faden
zts2811e	Du hast Nadel und Faden gefunden. Kehre zurück ins Dorf Olorun und sprich mit Häuptling Toffel.
zts2812e	Flucht aus dem Turm
zts2813e	Sprich mit Thrull über den Himmelsturm.
zts2814e	Die Lösung
zts2815e	Geh zu Asgot im Verseuchten Wald.
zts2816e	Monsterjagd im Turm
zts2817e	Besiege die Steinstatuen und die Dämonen im Verseuchten Wald.
zts2818e	Kehre zu Asgot zurück.
zts2819e	Der Lichtobelisk
zts2820e	Geh zu Datius am Geisterwaldrand.
zts2821e	Energieübertragung
zts2822e	Sammle am Geisterwaldrand Material für das Totem.
zts2823e	Der richtige Ort für das Ritual
zts2824e	Sammle weitere Materialien für das Totem.
zts2825e	Geh zum Ritualplatz.
zts2826e	Ritualwache
zts2827e	Schütze den Lichtobelisken während des Rituals.
zts2828e	Sprich mit Datius.
zts2829e	Berichte Toffel vom Totem.
zts2830e	Die unteren Ebenen
zts2831e	Neutralisiere mit dem Totem die böse Macht in den unteren Ebenen. (Verwende hierfür das "Die Herausforderung des Himmelsturms"-Menü bei der Turmwache.)
zts2832e	Berichte Toffel, dass die böse Macht aus den unteren Ebenen getilgt wurde.
zts2833e	Weiter nach oben
zts2834e	Neutralisiere mit dem Totem die böse Macht in den mittleren Ebenen. (Verwende hierfür das "Die Herausforderung des Himmelsturms"-Menü bei der Turmwache.)
zts2835e	Berichte Toffel, dass die böse Macht aus den mittleren Ebenen getilgt wurde.
zts2836e	Auf zur Spitze!
zts2837e	Neutralisiere mit dem Totem die böse Macht in den oberen Ebenen. (Verwende hierfür das "Die Herausforderung des Himmelsturms"-Menü bei der Turmwache.)
zts2838e	Berichte Toffel, dass die böse Macht aus den oberen Ebenen getilgt wurde.
zts2839e	Für den Weltfrieden
zts2840e	Helden-Herausforderungen
zts2841e	Auf zum Unendlichen Himmelsturm!
zts2842e	Erstatte Toffel Bericht.
zts2843e	Die Herausforderung des Himmelsturms (täglich)
zts2844e	Säubere das Innere des Himmelsturms (Quest im Unendlichen Himmelsturm). Belohnungen: Heldenerfahrung, Unendlichkeitsmünze
zts2845e	Erstatte Toffel Bericht und hole dir deine Belohnung.
zts2846e	Mission abgeschlossen.
zts2847e	Paimons Monster
zts2848e	Besiege Paimons Monster im Turm (Quest im Unendlichen Himmelsturm). Belohnungen: Paimon-Raidsiegel, Ruf
zts2849e	Berichte Toffel, dass du die Monster besiegt hast.
zts2850e	Die Säuberung des Himmelsturms (täglich)
zts2851e	Besiege Paimons Monster im Turm (Quest im Unendlichen Himmelsturm). Belohnungen: Paimon-Raidsiegel, Ruf
zts2852e	Berichte Toffel, dass du die Monster besiegt hast.
zts2853e	Paimons Schatten
zts2854e	Besiege Paimons Phantom. Wende dich an den Torwächter des Himmelsturms, wenn du den Raid betreten möchtest. Belohnungen: Edles Haustierfutter, Unendlichkeitsmünze, Himmelsturm-Reset-Ticket
zts2855e	Berichte Thrull, dass du Paimon besiegt hast.
zts2856e	Paimons Beharrlichkeit (täglich)
zts2857e	Besiege Paimons Phantom. Wende dich an den Torwächter des Himmelsturms, wenn du den Raid betreten möchtest. Belohnungen: Fernons magischer Kristall, Magischer Göttinnenkristall
zts2858e	Berichte Thrull, dass du Paimon besiegt hast.
zts2859e	Rasende Geister
zts2860e	Schließe den Geisterkönig-Raid ab und kehre dann zu Datius zurück.
zts2861e	Die letzte Schlacht
zts2862e	Versiegle den Riss am Himmel und erstatte Toffel anschließend Bericht. (Verwende hierfür das "Die Herausforderung des Himmelsturms"-Menü bei der Turmwache.)
zts2863e	Ende des Schreckens
zts2864e	Berichte Toffel, was geschehen ist.
zts2865e	Stell dich der Herausforderung des Unendlichen Himmelsturms (Quest im Unendlichen Himmelsturm). Belohnungen: Heldenerfahrung, Medizin für Partner, Himmelsturm-Zufallstruhe, Himmelsturm-Reset-Ticket
zts2866e	Die verfluchte 13
zts2867e	Schließe alle 3 Halloween-Raids 13x ab.
zts2868e	Der Fluch des Wassermanns
zts2869e	Höre dir Walters Bitte an.
zts2870e	Suche nach dem leckersten Fisch der Welt.
zts2871e	Über Geschmack lässt sich nicht streiten
zts2872e	Berichte Walter, was du herausgefunden hast.
zts2873e	Frischer Fisch? Igitt!
zts2874e	Frage Eva Energy, ob sie vergammelte Lebensmittel im Angebot hat.
zts2875e	Frage Mimi Mentor, was passiert ist.
zts2876e	Das stinkt zum Himmel
zts2877e	Untersuche den übelriechenden Ort.
zts2878e	Berichte Mimi Mentor, dass du dich um das Problem gekümmert hast.
zts2879e	Mit Fischen fängt man Wassermänner
zts2880e	Bringe Walter die verrotteten Lebensmittel.
zts2881e	Täusche Arku, um Winfried zu retten.
zts2882e	Wiedervereint
zts2883e	Führe Winni zu seinem Bruder.
zts2884e	Petri Heil!
zts2885e	Ein toller Tag zum Fischen, nicht wahr? (täglich)
zts2886e	Lass uns angeln!
zts2887e	Angelspaß in NosVille (täglich)
zts2888e	Lass uns in NosVille angeln! (Stufe 1)
zts2889e	Angelspaß auf dem Port Alveus-Platz (täglich)
zts2890e	Lass uns auf dem Port Alveus-Platz angeln! (Stufe 5)
zts2891e	Angelspaß im Ahornwald (täglich)
zts2892e	Lass uns im Ahornwald angeln! (Stufe 10)
zts2893e	Angelspaß im Wüstenhafen Mortaz (täglich)
zts2894e	Lass uns im Wüstenhafen Mortaz angeln! (Stufe 15)
zts2895e	Angelspaß in Tart Hapendam (täglich)
zts2896e	Lass uns in Tart Hapendam angeln! (Stufe 20)
zts2897e	Angelspaß in der Oase (täglich)
zts2898e	Lass uns in der Oase angeln! (Stufe 25)
zts2899e	Angelspaß im Tropenmeer (täglich)
zts2900e	Lass uns im Hafen von Morizios angeln! (Stufe 30)
zts2901e	Angelspaß am Tropenfluss (täglich)
zts2902e	Lass uns am Waldweg angeln! (Stufe 35)
zts2903e	Angelspaß im Verseuchten Wald (täglich)
zts2904e	Lass uns im Verseuchten Wald angeln! (Stufe 40)
zts2905e	Angelspaß am Geisterfluss (täglich)
zts2906e	Lass uns im Geisterwald angeln! (Stufe 45)
zts2907e	Angelspaß in der Lavaregion (täglich)
zts2908e	Lass uns in Valakus' Klauen, den Phönixschwingen und bei Katols Straße angeln! (Stufe 50)
zts2909e	Höre dir Walters Bitte an. Belohnung: Fischer-Spezialistenkarte, 5x Köder, 5x Angelschnur
zts2910e	Fang den größten Fisch [1/10]
zts2911e	Fange in NosVille den größten Silbernen Piranha.
zts2912e	Frage Walter nach der nächsten Fischer-Quest.
zts2913e	Fang den größten Fisch [2/10]
zts2914e	Fange auf dem Port Alveus-Platz den größten Roten Seestern.
zts2915e	Fang den größten Fisch [3/10]
zts2916e	Fange im Ahornwald den größten Brillenkarpfen.
zts2917e	Fang den größten Fisch [4/10]
zts2918e	Fange im Wüstenhafen Mortaz den größten Tiefseeköhler.
zts2919e	Fang den größten Fisch [5/10]
zts2920e	Fange in Tart Hapendam den größten Tintenfisch.
zts2921e	Fang den größten Fisch [6/10]
zts2922e	Fange im Akamurlager den größten Schlangenkopffisch.
zts2923e	Fang den größten Fisch [7/10]
zts2924e	Fange im Hafen Morizios den größten Thunfisch.
zts2925e	Fang den größten Fisch [8/10]
zts2926e	Fange beim Waldweg den größten Roten Sonnenbarsch.
zts2927e	Fang den größten Fisch [9/10]
zts2928e	Fange im Verseuchten Wald den größten Roten Schlangenkopffisch.
zts2929e	Fang den größten Fisch [10/10]
zts2930e	Fange in Valakus' Klauen den größten Lavahai.
zts2931e	Prahle vor Walter mit dem größten Lavahai.
zts2932e	Sieh dir Walters Geschenk an.
zts2933e	Hole das Material von dem Ort, den dir Mimi Mentor genannt hat. (Timespace)
zts2934e	Fange in NosVille den größten Silbernen Piranha. Belohnung am Ende der Questreihe: 2.000.000 Gold, 20.000 Ruhm, Titel "hat den längsten"
zts2935e	Fange in NosVille den größten Silbernen Piranha. Belohnung am Ende der Questreihe: 2.000.000 Gold, 20.000 Ruhm, Titel "hat den längsten"
zts2936e	Die Suche nach Bigfoot
zts2937e	Schließe den Schneemann-Raid und den Raid von Maru, Tiger des Jahrtausends, ab, um Hinweise über Bigfoot zu erhalten. Belohnung: Titel "Bigfoot"
zts2938e	Von bunten Eiern und Wortspielen
zts2939e	Besiege die Huhnkönigin und den verrückten Osterhasen, um zum Wortspielmeister zu werden.
zts2940e	Die sprechende Maus
zts2941e	Höre dir Terrys Bitte an.
zts2942e	Erste Zutat
zts2943e	Finde eine Zutat.
zts2944e	Großer Kopfsalat
zts2945e	Ernte große Kopfsalate.
zts2946e	Fleisch ist mein Gemüse
zts2947e	Bringe Terry verschiedene Fleischarten.
zts2948e	Nur das Beste
zts2949e	Frag Eva Energy, wo du Schweinekoteletts bekommen kannst.
zts2950e	Allerlei Schweinerei
zts2951e	Besiege ein Schwein, um ein Schweinekotelett zu bekommen.
zts2952e	Die richtige Würze
zts2953e	Geh in den Ahornwald und hole Terrys Gewürze zurück.
zts2954e	Bringe die drei Gewürze zu Terry.
zts2955e	Gegrilltes Schweinefleisch
zts2956e	Koste Terrys gegrilltes Schweinefleisch.
zts2957e	Königlicher Lieferservice 1
zts2958e	Bringe Terry die Gerichte für die königliche Familie von Savero. (Abschlussbelohnungen) Königlicher Ehrenkoch, Feuerkristall, Mysteriöse Ehrenmedaille
zts2959e	Königlicher Lieferservice 2
zts2960e	Bringe Terry die Gerichte für die königliche Familie von Savero.
zts2961e	Königlicher Lieferservice 3
zts2962e	Königlicher Lieferservice 4
zts2963e	Königlicher Lieferservice 5
zts2964e	Königlicher Lieferservice 6
zts2965e	Königlicher Lieferservice 7
zts2966e	Die letzte Essenslieferung
zts2967e	Königlicher Ehrenkoch
zts2968e	Hilfskoch (Grillgerichte)
zts2969e	Beweise deine Kochkünste, um Hilfskoch (Grillgerichte) zu werden.
zts2970e	Ich bin Hilfskoch (Grillgerichte)!
zts2971e	Profikoch (Grillgerichte)
zts2972e	Beweise deine Kochkünste, um Profikoch (Grillgerichte) zu werden.
zts2973e	Ich bin Profikoch (Grillgerichte)!
zts2974e	Sternekoch (Grillgerichte)
zts2975e	Beweise deine Kochkünste, um Sternekoch (Grillgerichte) zu werden.
zts2976e	Ich bin Sternekoch (Grillgerichte)!
zts2977e	Hilfskoch (Eintöpfe)
zts2978e	Beweise deine Kochkünste, um Hilfskoch (Eintöpfe) zu werden.
zts2979e	Ich bin Hilfskoch (Eintöpfe)!
zts2980e	Profikoch (Eintöpfe)
zts2981e	Ich bin Profikoch (Eintöpfe)!
