zts1e	Spezialangriff
zts1632e	Pro Debuff-Stapel sind die HP um %s%% reduziert (max. %s%%).
zts1633e	Die HP des Gegners sind um %s reduziert. %s%% dieses Verlusts werden dem Anwender gutgeschrieben.
zts1634e	Die MP des Gegners sind um (Wirkungslevel * 2) reduziert. %s%% dieses Verlusts werden dem Anwender gutgeschrieben.
zts1635e	Mit einer Wahrscheinlichkeit von (prozentualer HP-Verlust *%s /100)%% meidest du Angriffe.
zts1637e	Deine HP erhöhen sich um %s%% deiner fehlenden HP, wenn du Angriffe meidest.
zts1644e	Bei der Verteidigung wird mit %s%% Wahrscheinlichkeit "Macht der reinigenden Rüstung" ausgelöst.
zts1645e	Bei der Verteidigung wird mit %s%% Wahrscheinlichkeit "Macht der Regeneration" ausgelöst.
zts1646e	Bei der Verteidigung wird mit %s%% Wahrscheinlichkeit "Macht des Flammenkreises" ausgelöst.
zts1647e	Bei der Verteidigung wird mit %s%% Wahrscheinlichkeit "Macht der Reinheit" ausgelöst.
zts1648e	Bei der Verteidigung wird mit %s%% Wahrscheinlichkeit "Macht des Fluchwiderstands" ausgelöst.
zts1655e	Bei der Verteidigung wird mit %s%% Wahrscheinlichkeit "Macht des Vampirfluchs" ausgelöst.
zts1656e	Bei der Verteidigung wird mit %s%% Wahrscheinlichkeit "Macht der Umwandlung" ausgelöst.
zts1657e	Bei der Verteidigung wird mit %s%% Wahrscheinlichkeit "Macht der Unnachgiebigkeit" ausgelöst.
zts1658e	Bei der Verteidigung wird mit %s%% Wahrscheinlichkeit "Macht des Instinkts" ausgelöst.
zts1659e	Bei der Verteidigung wird mit %s%% Wahrscheinlichkeit "Macht der Heilung" ausgelöst.
zts1660e	Der Schaden ist um (prozentualer HP-Verlust/%s)%% reduziert.
zts1661e	Der Schaden ist um (prozentualer HP-Verlust/%s)%% erhöht.
zts1663e	Sämtliche Angriffe in Himmelsnest und im Land der Lebenden sind um 5% erhöht.
zts1665e	Der Schaden gegen niedrigstufige Monster in Himmelsnest und im Land der Lebenden ist um %s%% erhöht.
zts1666e	Der Schaden von niedrigstufigen Monstern in Himmelsnest und im Land der Lebenden ist um %s%% reduziert.
zts1668e	Erhöht die HP um %s%% der maximalen HP pro erlittenem Treffer (max. %s-mal).
zts1669e	Erhöht die MP um %s%% der maximalen MP pro erlittenem Treffer (max. %s-mal).
zts1672e	Dies wird nicht durch Effekte beeinflusst, die den Cooldown reduzieren.
zts1673e	Nach %s Angriffen wird der Effekt [%s] entfernt.
zts1678e	Du kannst Gegnern nicht mehr als %s Schaden zufügen.
zts1679e	Der Schaden ist um (prozentualer HP-Verlust/%s)%% erhöht.
zts1681e	Es besteht eine Wahrscheinlichkeit von %s%%, dass %s einen kritischen Treffer erzielt.
zts1683e	Die Bewegungsgeschwindigkeit wird um %s erhöht (max. %s).
zts1684e	Die Bewegungsgeschwindigkeit wird um %s verringert (max. %s).
zts1685e	Schiebt den Gegner mit einer Wahrscheinlichkeit von %s%% um %s Feld(er) weg (nur im PvP).
zts1687e	Die Wahrscheinlichkeit, einen seltenen Fisch zu angeln, wird um %s%% erhöht.
zts1688e	Wenn du angreifst, wird der Gegner mit %s%% Wahrscheinlichkeit 4 Felder zurückgestoßen (nur im PvP).
zts1689e	Wenn du verteidigst, wird der Gegner mit %s%% Wahrscheinlichkeit 4 Felder zurückgestoßen (nur im PvP).
zts1690e	Mit einer Wahrscheinlichkeit von %s%% feuerst du einen magischen Pfeil ab, wenn du Angriffsskills einsetzt.
zts1691e	Der Radius aller Flächenangriffe wird um %s erhöht.
zts1692e	Der Radius aller Flächenangriffe wird um %s verringert.
zts1695e	Deinen Hitzepunkten entsprechend wird die Chance auf einen kritischen Treffer von %s%% auf %s%% erhöht.
zts1696e	Sämtlicher Treibstoff wird verbraucht. Pro %s verbrauchten Treibstoffpunkten werden %s%% HP wiederhergestellt.
zts1697e	Nur Basisangriffe sind möglich.
zts1699e	Verfügbar bei einem Buff von [%s] oder höher.
zts1700e	Du kannst keine Skills verwenden, die die Hitzepunkte erhöhen.
zts1707e	Die Rüstung wird durchbohrt. Erhöht den Schaden von Präzisen Stichen.
zts1708e	Die Rüstung wird gründlich durchbohrt. Erhöht den Schaden von Präzisen Stichen deutlich.
zts1709e	Zählt als Präziser Stich. Der Schaden gegen Ziele mit durchbohrter Rüstung wird um %s%% erhöht.
zts1710e	Erhöht den kritischen Schaden um %s%%, wenn [%s] aktiv ist.
zts1711e	Verringert den kritischen Schaden um %s%%, wenn [%s] aktiv ist.
zts1712e	Die Wahrscheinlichkeit, einen kritischen Treffer zu verursachen, erhöht sich um %s%%, wenn [%s] aktiv ist.
zts1713e	Die Wahrscheinlichkeit, einen kritischen Treffer zu verursachen, verringert sich um %s%%, wenn [%s] aktiv ist.
zts1714e	Wenn du abwehrst und [%s] aktiv ist, erhältst du [%s].
zts1715e	Wenn du angreifst und [%s] aktiv ist, erhält das Ziel [%s].
zts1722e	Deinen Hitzepunkten entsprechend wird die Angriffskraft von %s%% auf %s%% erhöht.
zts1723e	Deinen Hitzepunkten entsprechend wird die Angriffsreichweite von %s auf %s erhöht.
zts1724e	Deinen Hitzepunkten entsprechend wird der Angriffsradius von %s%% auf %s%% erhöht.
zts1725e	Ist der Effekt [Überhitzt] aktiv, werden Gegner aus %s Feldern Umkreis um das Ziel an einer Stelle zusammengezogen.
zts1726e	Zieht Gegner aus %s Feldern Umkreis um das Ziel an einer Stelle zusammen.
zts1727e	Ist der Effekt [Überhitzt] aktiv, werden die HP des Gegners um %s%% des von dir erlittenen Schadens verringert.
zts1734e	Sämtliche Hitzepunkte werden verbraucht. Der Schaden steigt um %s%% der verbrauchten Hitzepunkte.
zts1735e	Du erhältst %s Schärfepunkte.
zts1736e	Du verlierst %s Schärfepunkte.
zts1737e	Du erhältst %s Grav-Punkte und verlierst %s Antigrav-Punkte.
zts1738e	Du erhältst %s Antigrav-Punkte und verlierst %s Grav-Punkte.
zts1739e	Der Schaden von Gravitationsskills wird um %s%% erhöht.
zts1740e	Der Schaden von Antigravitationsskills wird um %s%% erhöht.
zts1741e	Der Schaden wird um (Anzahl der aktuellen Grav- und Antigrav-Punkte) * %s%% erhöht. Alle Grav- und Antigrav-Punkte werden verbraucht.
zts1748e	Erhöht den Schaden um %s%%, wenn [%s] aktiv ist.
zts1749e	Der MP-Verbrauch von Skills (einschließlich Magie) ist um %s%% erhöht, wenn [%s] aktiv ist.
zts1750e	Der MP-Verbrauch von Skills (einschließlich Magie) ist um %s%% verringert, wenn [%s] aktiv ist.
zts1751e	Das Wasserelement ist um %s%% erhöht, wenn [%s] aktiv ist.
zts1752e	Alle Elementresistenzen sind um %s%% erhöht, wenn [%s] aktiv ist.
zts1753e	Du verlierst %s MP und erhältst %s Treibstoffpunkte.
zts1754e	Du verbrauchst %s Treibstoffpunkte. Dein Schaden steigt um %s%%.
zts1761e	Du verbrauchst %s Treibstoffpunkte. Dein Schattenelement steigt um %s%%.
zts1762e	Du verbrauchst %s Treibstoffpunkte und erhältst den Effekt [%s].
zts1763e	Du verbrauchst %s Treibstoffpunkte. Mit %s%% Wahrscheinlichkeit wird der Cooldown des verwendeten Skills zurückgesetzt.
zts1764e	Du verbrauchst %s Treibstoffpunkte und ignorierst %s%% der Verteidigung des Gegners.
zts1765e	Du erhältst %s Hitzepunkte.
zts1766e	Du verlierst %s Hitzepunkte.
zts1770e	Nach jedem Basisangriff werden die Grav-Punkte um %s reduziert.
zts1771e	Nach jedem Basisangriff werden die Antigrav-Punkte um %s reduziert.
zts1772e	Sämtliche Gravitations-Skills sind nicht verfügbar.
zts1773e	Sämtliche Antigravitation-Skills sind nicht verfügbar.
zts1774e	Grav-Punkte werden um %s reduziert.
zts1775e	Antigrav-Punkte werden um %s reduziert.
zts1778e	Ist [%s] bereits aktiv, wird [%s] ausgelöst.
zts1779e	Das Element einer ausgerüsteten Fee erhöht sich um %s, wenn [%s] aktiv ist.
zts1780e	Du verlierst %s Treibstoffpunkte und verursachst beim Ziel [%s].
zts1781e	Du verlierst %s%% deiner max. MP und erhältst %s Treibstoffpunkte.
zts1782e	Ist der Effekt [Glühend] aktiv, werden Gegner aus %s Feldern Umkreis um das Ziel an einer Stelle zusammengezogen.
zts1786e	Die "Heilige Energie"-Leiste wird um %s%% gefüllt.
zts1787e	Die "Heilige Energie"-Leiste wird um %s%% geleert.
zts1788e	Stellt %s%% der max. HP des Anwenders als HP wieder her.
zts1789e	Stellt %s%% der max. HP des Anwenders als HP wieder her. Dieser Effekt wirkt nicht auf den Anwender selbst.
zts1790e	Der Schaden von ultimativen Skills wird um %s%% erhöht.
zts1792e	Besitzt das Ziel weniger als %s%% seiner HP, füllt sich die "Heilige Energie"-Leiste um %s%%.
zts1793e	Verleiht Verbündeten innerhalb von %s Feld(ern) jede Sekunde den Effekt [%s].
zts1794e	Gegner innerhalb von %s Feld(ern) erleiden alle 1,5 Sekunden %s Schaden.
zts1795e	Gegner innerhalb von %s Feld(ern) erleiden alle 1,5 Sekunden %s.
zts1796e	Verbündete innerhalb von %s Feld(ern) erhalten alle 1,5 Sekunden [%s].
zts1797e	Besitzt das Ziel weniger als %s%% seiner HP, füllt sich die "Heilige Energie"-Leiste um %s%% (gilt nicht für NosMates).
zts1799e	Mit 100%% Wahrscheinlichkeit erhalten Monster [%s] und Spieler [%s].
zts1801e	Sämtliche Skillpunkte deines Spezialisten sind um %s erhöht.
zts1804e	Die Trainingserfahrung des Haustiers ist um %s%% erhöht.
zts1805e	Extrahierst du die Essenz von %s-Sterne-Haustieren (oder niedriger), erhältst du mit einer Wahrscheinlichkeit von %s%% eine zusätzliche.
zts1807e	Der Erfahrungsgewinn des Haustiertrainer-Spezialisten ist um %s%% erhöht.
zts1810e	Zähmt %s-Sterne-Haustiere mit %s%% Wahrscheinlichkeit.
zts1811e	Mit %s%% Wahrscheinlichkeit erhältst du eine zusätzliche Essenz, wenn du die Essenz von %s-Sterne-Haustieren extrahierst.
