zts1e	Efectos Generales
zts20249e	Poder del lobo (nivel 3)
zts20250e	Poder del lobo (nivel 4)
zts20251e	Poder del lobo (nivel 5)
zts20252e	Poder del retroceso (nivel 1)
zts20253e	Poder del retroceso (nivel 2)
zts20254e	Poder del retroceso (nivel 3)
zts20255e	Poder del retroceso (nivel 4)
zts20256e	Poder del retroceso (nivel 5)
zts20257e	Poder de la explosión (nivel 1)
zts20258e	Poder de la explosión (nivel 2)
zts20259e	Poder de la explosión (nivel 3)
zts20260e	Poder de la explosión (nivel 4)
zts20261e	Poder de la explosión (nivel 5)
zts20262e	Poder de la difusión (nivel 1)
zts20263e	Poder de la difusión (nivel 2)
zts20264e	Poder de la difusión (nivel 3)
zts20265e	Poder de la difusión (nivel 4)
zts20266e	Poder de la difusión (nivel 5)
zts20267e	Poder del rayo (nivel 1)
zts20268e	Poder del rayo (nivel 2)
zts20269e	Poder del rayo (nivel 3)
zts20270e	Poder del rayo (nivel 4)
zts20271e	Poder del rayo (nivel 5)
zts20272e	Poder de la maldición (nivel 1)
zts20273e	Poder de la maldición (nivel 2)
zts20274e	Poder de la maldición (nivel 3)
zts20275e	Poder de la maldición (nivel 4)
zts20276e	Poder de la maldición (nivel 5)
zts20277e	Poder del oso (nivel 1)
zts20278e	Poder del oso (nivel 2)
zts20279e	Poder del oso (nivel 3)
zts20280e	Poder del oso (nivel 4)
zts20281e	Poder del oso (nivel 5)
zts20282e	Poder del frío (nivel 1)
zts20283e	Poder del frío (nivel 2)
zts20284e	Poder del frío (nivel 3)
zts20285e	Poder del frío (nivel 4)
zts20286e	Poder del frío (nivel 5)
zts20287e	El veneno de la Loa serpiente es especialmente potente.
zts20288e	Maldición del Loa serpiente
zts20289e	El daño aumenta gracias a la Loa serpiente.
zts20290e	Pellejo reforzado del rey de las bestias
zts20291e	El pellejo del rey de las bestias se endurece.
zts20292e	Pellejo del rey de las bestias
zts20293e	El pellejo del rey de las bestias es extraordinario.
zts20294e	Maldición del rey de las bestias
zts20295e	El rey de las bestias te pone en sus miras.
zts20296e	Corriente de aire frío débil
zts20297e	El poder del frío te hace tiritar.
zts20298e	Corriente de aire frío potente
zts20299e	El poder del frío te congela.
zts20300e	Maldición del dios demoníaco
zts20301e	La maldición de Belial te ralentiza.
zts20302e	Flecha maldita
zts20303e	El daño aumenta gracias a la flecha maldita.
zts20304e	Veneno del rey de los espíritus
zts20305e	El daño mágico aumenta gracias al veneno del rey de los espíritus.
zts20306e	Herido por el rey de las bestias
zts20307e	Las heridas causadas por el rey de las bestias son a menudo mortales.
zts20308e	Maldición del cuerno
zts20309e	El cuerno del rey de las bestias te maldice.
zts20310e	Filo maldito
zts20311e	El filo de Belial te maldice.
zts20312e	Debilidad de los elementos
zts20313e	El fuego del rey de los espíritus reduce la defensa a distancia y todos los elementos.
zts20314e	Maldición del oso
zts20315e	El Loa oso te maldice.
zts20316e	Musgo saludable
zts20317e	La Crema de musgo es buena para la vista.
zts20318e	Hace que la piel se vuelva más resistente y que salgan espinas del pelaje.
zts20319e	Acuclillarse
zts20320e	Potencia la defensa a costa del poder de ataque.
zts20321e	Cuclillas +1
zts20322e	Cuclillas +2
zts20323e	Cuclillas +3
zts20324e	Cuclillas +4
zts20325e	Cuclillas +5
zts20326e	Cuclillas +6
zts20327e	Cuclillas +7
zts20328e	Cuclillas +8
zts20329e	Cuclillas +9
zts20330e	Pellejo adaptable
zts20331e	La armadura se adapta al tipo de daño.
zts20332e	Pellejo adaptable +1
zts20333e	Pellejo adaptable +2
zts20334e	Pellejo adaptable +3
zts20335e	Pellejo adaptable +4
zts20336e	Pellejo adaptable +5
zts20337e	Pellejo adaptable +6
zts20338e	Pellejo adaptable +7
zts20339e	Pellejo adaptable +8
zts20340e	Pellejo adaptable +9
zts20341e	Resistencia del oso
zts20342e	La bendición del Loa oso te otorga más resistencia.
zts20343e	Resistencia del oso +1
zts20344e	Resistencia del oso +2
zts20345e	Resistencia del oso +3
zts20346e	Resistencia del oso +4
zts20347e	Resistencia del oso +5
zts20348e	Resistencia del oso +6
zts20349e	Resistencia del oso +7
zts20350e	Resistencia del oso +8
zts20351e	Resistencia del oso +9
zts20352e	Pelaje grueso
zts20353e	Refuerza la fuerza de resistencia y la armadura.
zts20354e	Pelaje grueso +1
zts20355e	Pelaje grueso +2
zts20356e	Pelaje grueso +3
zts20357e	Pelaje grueso +4
zts20358e	Pelaje grueso +5
zts20359e	Pelaje grueso +6
zts20360e	Pelaje grueso +7
zts20361e	Pelaje grueso +8
zts20362e	Pelaje grueso +9
zts20363e	Pellejo bendito
zts20364e	El pelaje sagrado del Loa oso te protege de efectos negativos.
zts20365e	Pellejo bendito +1
zts20366e	Pellejo bendito +2
zts20367e	Pellejo bendito +3
zts20368e	Pellejo bendito +4
zts20369e	Pellejo bendito +5
zts20370e	Pellejo bendito +6
zts20371e	Pellejo bendito +7
zts20372e	Pellejo bendito +8
zts20373e	Pellejo bendito +9
zts20374e	Defensa relámpago
zts20375e	Refuerza la armadura a la velocidad del rayo.
zts20376e	Defensa relámpago +1
zts20377e	Defensa relámpago +2
zts20378e	Defensa relámpago +3
zts20379e	Defensa relámpago +4
zts20380e	Defensa relámpago +5
zts20381e	Defensa relámpago +6
zts20382e	Defensa relámpago +7
zts20383e	Defensa relámpago +8
zts20384e	Defensa relámpago +9
zts20385e	Golpetazo osuno
zts20386e	Quien comprenda cómo vivir en armonía con la naturaleza puede hacer suyo el poder del Loa oso.
zts20387e	Golpetazo osuno +1
zts20388e	Golpetazo osuno +2
zts20389e	Golpetazo osuno +3
zts20390e	Golpetazo osuno +4
zts20391e	Golpetazo osuno +5
zts20392e	Golpetazo osuno +6
zts20393e	Golpetazo osuno +7
zts20394e	Golpetazo osuno +8
zts20395e	Golpetazo osuno +9
zts20396e	Bendición de los elementos
zts20397e	Todos los elementos se refuerzan.
zts20398e	Bendición de los elementos +1
zts20399e	Bendición de los elementos +2
zts20400e	Bendición de los elementos +3
zts20401e	Bendición de los elementos +4
zts20402e	Bendición de los elementos +5
zts20403e	Bendición de los elementos +6
zts20404e	Bendición de los elementos +7
zts20405e	Bendición de los elementos +8
zts20406e	Bendición de los elementos +9
zts20407e	Postura de ataque
zts20408e	Aumenta el poder de ataque a costa de la defensa.
zts20409e	Postura de ataque +1
zts20410e	Postura de ataque +2
zts20411e	Postura de ataque +3
zts20412e	Postura de ataque +4
zts20413e	Postura de ataque +5
zts20414e	Postura de ataque +6
zts20415e	Postura de ataque +7
zts20416e	Postura de ataque +8
zts20417e	Postura de ataque +9
zts20418e	Garras de león
zts20419e	Las garras de león crean heridas profundas.
zts20420e	Garras de león +1
zts20421e	Garras de león +2
zts20422e	Garras de león +3
zts20423e	Garras de león +4
zts20424e	Garras de león +5
zts20425e	Garras de león +6
zts20426e	Garras de león +7
zts20427e	Garras de león +8
zts20428e	Garras de león +9
zts20429e	Ataque reforzado
zts20430e	Potencia el poder de las armas.
zts20431e	Ataque reforzado +1
zts20432e	Ataque reforzado +2
zts20433e	Ataque reforzado +3
zts20434e	Ataque reforzado +4
zts20435e	Ataque reforzado +5
zts20436e	Ataque reforzado +6
zts20437e	Ataque reforzado +7
zts20438e	Ataque reforzado +8
zts20439e	Ataque reforzado +9
zts20440e	Garras afiladas
zts20441e	Los ataques potenciados causan daño adicional.
zts20442e	Garras afiladas +1
zts20443e	Garras afiladas +2
zts20444e	Garras afiladas +3
zts20445e	Garras afiladas +4
zts20446e	Garras afiladas +5
zts20447e	Garras afiladas +6
zts20448e	Garras afiladas +7
zts20449e	Garras afiladas +8
zts20450e	Garras afiladas +9
zts20451e	Cura reforzadora
zts20452e	Otorga probabilidades de restaurar los tiempos de espera de habilidades.
zts20453e	Cura reforzadora +1
zts20454e	Cura reforzadora +2
zts20455e	Cura reforzadora +3
zts20456e	Cura reforzadora +4
zts20457e	Cura reforzadora +5
zts20458e	Cura reforzadora +6
zts20459e	Cura reforzadora +7
zts20460e	Cura reforzadora +8
zts20461e	Cura reforzadora +9
zts20462e	Aprovechar debilidades
zts20463e	Atraviesa la armadura de los enemigos.
zts20464e	Aprovechar debilidades +1
zts20465e	Aprovechar debilidades +2
zts20466e	Aprovechar debilidades +3
zts20467e	Aprovechar debilidades +4
zts20468e	Aprovechar debilidades +5
zts20469e	Aprovechar debilidades +6
zts20470e	Aprovechar debilidades +7
zts20471e	Aprovechar debilidades +8
zts20472e	Aprovechar debilidades +9
zts20473e	Golpe de león
zts20474e	Quien comprenda cómo vivir en armonía con la naturaleza puede hacer suyo el poder del Loa león.
zts20475e	Golpe de león +1
zts20476e	Golpe de león +2
zts20477e	Golpe de león +3
zts20478e	Golpe de león +4
zts20479e	Golpe de león +5
zts20480e	Golpe de león +6
zts20481e	Golpe de león +7
zts20482e	Golpe de león +8
zts20483e	Golpe de león +9
zts20484e	Ágil como el viento
zts20485e	Aumenta la velocidad de movimiento y el valor de evasión.
zts20486e	Ágil como el viento +1
zts20487e	Ágil como el viento +2
zts20488e	Ágil como el viento +3
zts20489e	Ágil como el viento +4
zts20490e	Ágil como el viento +5
zts20491e	Ágil como el viento +6
zts20492e	Ágil como el viento +7
zts20493e	Ágil como el viento +8
zts20494e	Ágil como el viento +9
zts20495e	Mirada penetrante
zts20496e	Identifica el punto débil del enemigo.
zts20497e	Mirada penetrante +1
zts20498e	Mirada penetrante +2
zts20499e	Mirada penetrante +3
zts20500e	Mirada penetrante +4
zts20501e	Mirada penetrante +5
zts20502e	Mirada penetrante +6
zts20503e	Mirada penetrante +7
zts20504e	Mirada penetrante +8
zts20505e	Mirada penetrante +9
zts20506e	Vuelo alto
zts20507e	Ocultas hábilmente tus puntos débiles.
zts20508e	Vuelo alto +1
zts20509e	Vuelo alto +2
zts20510e	Vuelo alto +3
zts20511e	Vuelo alto +4
zts20512e	Vuelo alto +5
zts20513e	Vuelo alto +6
zts20514e	Vuelo alto +7
zts20515e	Vuelo alto +8
zts20516e	Vuelo alto +9
zts20517e	Ojos de águila
zts20518e	Aumenta la precisión de tus ataques.
zts20519e	Ojos de águila +1
zts20520e	Ojos de águila +2
zts20521e	Ojos de águila +3
zts20522e	Ojos de águila +4
zts20523e	Ojos de águila +5
zts20524e	Ojos de águila +6
zts20525e	Ojos de águila +7
zts20526e	Ojos de águila +8
zts20527e	Ojos de águila +9
zts20528e	Ojo por ojo
zts20529e	Lanza daño de vuelta al enemigo.
zts20530e	Ojo por ojo +1
zts20531e	Ojo por ojo +2
zts20532e	Ojo por ojo +3
zts20533e	Ojo por ojo +4
zts20534e	Ojo por ojo +5
zts20535e	Ojo por ojo +6
zts20536e	Ojo por ojo +7
zts20537e	Ojo por ojo +8
zts20538e	Ojo por ojo +9
zts20539e	Instinto de supervivencia
zts20540e	Si hay peligro, tu destreza aumenta.
zts20541e	Instinto de supervivencia +1
zts20542e	Instinto de supervivencia +2
zts20543e	Instinto de supervivencia +3
zts20544e	Instinto de supervivencia +4
zts20545e	Instinto de supervivencia +5
zts20546e	Instinto de supervivencia +6
zts20547e	Instinto de supervivencia +7
zts20548e	Instinto de supervivencia +8
zts20549e	Instinto de supervivencia +9
zts20550e	Experiencia creciente
zts20551e	A medida que aumenta la experiencia te resulta más sencillo descubrir los puntos débiles de los enemigos.
zts20552e	Experiencia creciente +1
zts20553e	Experiencia creciente +2
zts20554e	Experiencia creciente +3
zts20555e	Experiencia creciente +4
zts20556e	Experiencia creciente +5
zts20557e	Experiencia creciente +6
zts20558e	Experiencia creciente +7
zts20559e	Experiencia creciente +8
zts20560e	Experiencia creciente +9
zts20561e	Garras de águila
zts20562e	Quien comprenda cómo vivir en armonía con la naturaleza puede hacer suyo el poder del Loa águila.
zts20563e	Garras de águila +1
zts20564e	Garras de águila +2
zts20565e	Garras de águila +3
zts20566e	Garras de águila +4
zts20567e	Garras de águila +5
zts20568e	Garras de águila +6
zts20569e	Garras de águila +7
zts20570e	Garras de águila +8
zts20571e	Garras de águila +9
zts20572e	Veneno de serpiente
zts20573e	Un ataque reforzado con veneno.
zts20574e	Veneno de serpiente +1
zts20575e	Veneno de serpiente +2
zts20576e	Veneno de serpiente +3
zts20577e	Veneno de serpiente +4
zts20578e	Veneno de serpiente +5
zts20579e	Veneno de serpiente +6
zts20580e	Veneno de serpiente +7
zts20581e	Veneno de serpiente +8
zts20582e	Veneno de serpiente +9
zts20583e	Magia de ataque
zts20584e	Tu poder de ataque se refuerza a través de tu defensa mágica.
zts20585e	Magia ofensiva +1
zts20586e	Magia ofensiva +2
zts20587e	Magia ofensiva +3
zts20588e	Magia ofensiva +4
zts20589e	Magia ofensiva +5
zts20590e	Magia ofensiva +6
zts20591e	Magia ofensiva +7
zts20592e	Magia ofensiva +8
zts20593e	Magia ofensiva +9
zts20594e	El ataque es la mejor defensa
zts20595e	Si sufres daño, se te descuenta de tus MP en lugar de de tus HP.
zts20596e	El ataque es la mejor defensa +1
zts20597e	El ataque es la mejor defensa +2
zts20598e	El ataque es la mejor defensa +3
zts20599e	El ataque es la mejor defensa +4
zts20600e	El ataque es la mejor defensa +5
zts20601e	El ataque es la mejor defensa +6
zts20602e	El ataque es la mejor defensa +7
zts20603e	El ataque es la mejor defensa +8
zts20604e	El ataque es la mejor defensa +9
zts20605e	Maldición
zts20606e	Te concentras en tu venganza y maldices al enemigo.
zts20607e	Maldición +1
zts20608e	Maldición +2
zts20609e	Maldición +3
zts20610e	Maldición +4
zts20611e	Maldición +5
zts20612e	Maldición +6
zts20613e	Maldición +7
zts20614e	Maldición +8
zts20615e	Maldición +9
zts20616e	Escudo elemental
zts20617e	El daño elemental recibido se reduce.
zts20618e	Escudo elemental +1
zts20619e	Escudo elemental +2
zts20620e	Escudo elemental +3
zts20621e	Escudo elemental +4
zts20622e	Escudo elemental +5
zts20623e	Escudo elemental +6
zts20624e	Escudo elemental +7
zts20625e	Escudo elemental +8
zts20626e	Escudo elemental +9
zts20627e	Armadura mágica
zts20628e	El daño se reduce gracias a una magia maravillosa.
zts20629e	Armadura mágica +1
zts20630e	Armadura mágica +2
zts20631e	Armadura mágica +3
zts20632e	Armadura mágica +4
zts20633e	Armadura mágica +5
zts20634e	Armadura mágica +6
zts20635e	Armadura mágica +7
zts20636e	Armadura mágica +8
zts20637e	Armadura mágica +9
zts20638e	Poder de la maldición
zts20639e	Tus elementos se refuerzan cuando te afectan efectos negativos.
zts20640e	Poder de la maldición +1
zts20641e	Poder de la maldición +2
zts20642e	Poder de la maldición +3
zts20643e	Poder de la maldición +4
zts20644e	Poder de la maldición +5
zts20645e	Poder de la maldición +6
zts20646e	Poder de la maldición +7
zts20647e	Poder de la maldición +8
zts20648e	Poder de la maldición +9
zts20649e	Mordisco de serpiente
zts20650e	Quien comprenda cómo vivir en armonía con la naturaleza puede hacer suyo el poder del Loa serpiente.
zts20651e	Mordisco de serpiente +1
zts20652e	Mordisco de serpiente +2
zts20653e	Mordisco de serpiente +3
zts20654e	Mordisco de serpiente +4
zts20655e	Mordisco de serpiente +5
zts20656e	Mordisco de serpiente +6
zts20657e	Mordisco de serpiente +7
zts20658e	Mordisco de serpiente +8
zts20659e	Mordisco de serpiente +9
zts20660e	Ardes mediante el poder del apocalipsis.
zts20661e	Reflejas el daño con el poder de la reflexión.
zts20662e	Los elementos se ven debilitados por el poder del lobo.
zts20663e	Potencia tus ataques con el poder del retroceso.
zts20664e	La resistencia al fuego se reduce debido al poder de la explosión.
zts20665e	Poder de la agilidad (nivel 1)
zts20666e	Te vuelves más ágil y te mueves a más velocidad mediante el poder de la agilidad.
zts20667e	Poder de la agilidad (nivel 2)
zts20668e	Poder de la agilidad (nivel 3)
zts20669e	Poder de la agilidad (nivel 4)
zts20670e	Poder de la agilidad (nivel 5)
zts20671e	El poder del relámpago reduce la resistencia a la luz mediante descargas eléctricas.
zts20672e	El poder de la maldición te ralentiza.
zts20673e	La defensa se reduce debido al poder del oso.
zts20674e	Daña a los adversarios en tu entorno mediante el poder del frío.
zts20675e	Energía de los héroes orcos
zts20676e	Posees el poder de los héroes Orcos y le causas más daño a los monstruos.
zts20677e	Bendición del toro de Año Nuevo
zts20678e	Grogui
zts20679e	Te ha impactado una gran bola. Tus sentidos están embotados.
zts20680e	Bendición del Minino Ratoncito
zts20681e	Aumenta el ataque y las defensas.
zts20682e	Protección heroica
zts20683e	No pierdes experiencia de héroe cuando mueres.
zts20684e	Caparazón de tortuga
zts20685e	Mareo
zts20686e	No puedes moverte durante unos instantes, ya que te mareaste montando en el Tortugacóptero.
zts20687e	Visión extraordinaria
zts20688e	Gracias a la increíble vista del Lobo de escarcha, puedes desvelar los puntos débiles de tu enemigo y atacarlos.
zts20689e	Recibes este potenciador del Tortugacóptero.
zts20690e	Armadura de espinas
zts20691e	El aura de esta armadura causa daños a los atacantes.
zts20692e	Armadura de espinas mejorada
zts20693e	La potente aura de esta armadura causa daños a los atacantes.
zts20694e	Armadura de espinas perfecta
zts20695e	La poderosa aura de esta armadura causa daños a los atacantes.
zts20696e	Blindaje mejorado
zts20697e	Un blindaje fuerte pero pesado.
zts20698e	Autocuración
zts20699e	Tus heridas se cierran.
zts20700e	Cambio de rumbo
zts20701e	Te concentras solo en esquivar.
zts20702e	Sangre diluida del inmortal
zts20703e	La sangre de un demonio inmortal te otorga un poco de nuevas energías.
zts20704e	Sangre del inmortal
zts20705e	La sangre de un demonio inmortal te otorga nuevas energías.
zts20706e	Sangre concentrada del inmortal
zts20707e	La sangre de un demonio inmortal te otorga un montón de nuevas energías.
zts20708e	Maldición de la ceguera
zts20709e	Unos poderes malignos te ciegan.
zts20710e	Maldición del envejecimiento
zts20711e	Tu cuerpo envejece debido a la maldición de Paimon. Tu poder de ataque y todas tus defensas se reducen.
zts20712e	Bendición leve del rey de los espíritus
zts20713e	Tus elementos y tus resistencias elementales aumentan.
zts20714e	Espíritu guerrero del rey de las bestias
zts20715e	El espíritu guerrero del rey de las bestias aumenta tu poder de ataque y te permite lanzar ataques a distancia.
zts20716e	Aullido del osobúho
zts20717e	El aullido de un Osobúho aumenta la moral y potencia los ataques cuerpo a cuerpo.
zts20718e	Orden del elfo oscuro
zts20719e	El elfo oscuro te apoya y potencia ataques a distancia.
zts20720e	Energía del Pudin musgoso
zts20721e	La energía del Pudin musgoso aumenta tus ataques y defensas mágicas.
zts20722e	Bendición del muerte lancera pequeña
zts20723e	Grieta celestial sellada
zts20724e	Paimon no puede invocar secuaces durante un tiempo. A cambio, su poder de ataque aumenta.
zts20725e	Espectáculo horripilante
zts20726e	Aumenta el poder de ataque y las defensas.
zts20727e	Cárcel de hielo
zts20728e	No puedes moverte mientras estés en la jaula.
zts20729e	Protector
zts20730e	Tus NosMates están protegidos de daño.
zts20731e	Protección de alma
zts20732e	No pierdes HP mientras Protección de alma esté activa.
zts20733e	Corazón de la bestia
zts20734e	El corazón de la bestia aumenta tu poder de ataque y todas tus defensas.
zts20735e	Bendición de ardillas
zts20737e	Bendición de gatos
zts20739e	Bendición de la luz
zts20741e	Bendición de la oscuridad
zts20743e	Bendición del agua
zts20745e	Bendición del fuego
zts20747e	Bendición de espadachines
zts20748e	Los ataques cuerpo a cuerpo se refuerzan.
zts20749e	Bendición de magos
zts20750e	Los ataques mágicos se refuerzan.
zts20751e	Bendición de arqueros
zts20752e	Los ataques a distancia se refuerzan.
zts20753e	Bendición de ninjas
zts20755e	Bendición de la evolución
zts20757e	Bendición de arcoiris
zts20759e	Bendición de robots
zts20760e	Aumenta la probabilidad de impacto crítico
zts20761e	Bendición de piratas
zts20762e	Aumenta el daño crítico.
zts20763e	Bendición del horror
zts20765e	Bendición gélida
zts20767e	Bendición del lobo
zts20769e	Bendición de jelly
zts20771e	Bendición de la Torre Celestial
zts20773e	Bendición de bestias
zts20775e	Bendición de fantasmas
zts20778e	Bendición del rey de los espíritus
zts20780e	Bendición del rey de las bestias
zts20782e	Energía espectral de Paimon
zts20783e	El poder del espectro de Paimon te atraviesa e invoca un caballero sombrío de élite.
zts20784e	Energía espectral de Paimon +1
zts20785e	Energía espectral de Paimon +2
zts20786e	Energía espectral de Paimon +3
zts20787e	Energía espectral de Paimon +4
zts20788e	Energía espectral de Paimon +5
zts20789e	Energía espectral de Paimon +6
zts20790e	Energía espectral de Paimon +7
zts20791e	Energía espectral de Paimon +8
zts20792e	Energía espectral de Paimon +9
zts20793e	Poder del apocalipsis (nivel 6)
zts20794e	Poder de la reflexión (Nivel 6)
zts20795e	Poder del lobo (nivel 6)
zts20796e	Poder del retroceso (nivel 6)
zts20797e	Poder de la explosión (nivel 6)
zts20798e	Poder de la agilidad (nivel 6)
zts20799e	Poder del rayo (nivel 6)
zts20800e	Poder de la maldición (nivel 6)
zts20801e	Poder del oso (nivel 6)
zts20802e	Poder del frío (nivel 6)
zts20803e	Curación misteriosa
zts20804e	Aumenta los HP máximos y las defensas de tu NosMate actualmente activo.
zts20805e	Aumenta los MP máximos y el poder de ataque de tu NosMate actualmente activo.
zts20806e	Aumenta tus HP máximos y tus defensas, así como los de tu NosMate actualmente activo.
zts20807e	Aumenta tus MP máximos y tu poder de ataque, así como los de tu NosMate actualmente activo.
zts20808e	Cuando se derrota a un monstruo, se restauran HP de tu NosMate.
zts20809e	Tu poder de combate aumenta debido al poder del fuego.
zts20810e	Cuando derrotas a un monstruo se te aplica Curación misteriosa.
zts20811e	Cuando uno de tus NosMates es derrotado se restaura parte de tus HP.
zts20812e	Cuando uno de tus NosMates es derrotado se restaura parte de tus HP y de los de todos tus NosMates.
zts20813e	Cuando derrotas a un monstruo se te aplica Espectáculo horripilante.
zts20814e	Si te derrotan, a todos los enemigos se les aplica Cárcel de hielo.
zts20815e	Cuando tus NosMates derrotan a un monstruo tu poder de ataque aumenta.
zts20816e	Cuando tus NosMates derrotan a un monstruo tus defensas aumentan.
zts20817e	Cuando derrotas a un monstruo se restauran HP de tus NosMates.
zts20818e	Cuando derrotas a un monstruo aumenta el poder de ataque de tus NosMates.
zts20819e	Cuando derrotas a un monstruo aumentan las defensas de todos los NosMates.
zts20820e	Si te derrotan, a todos los NosMates cercanos se les aplica Invencibilidad.
zts20821e	Mientras defiendes hay cierta probabilidad de invocar un espejismo del rey de los espíritus. Cuando este efecto termina se te aplica Protección de almas.
zts20822e	Mientras defiendes hay cierta probabilidad de invocar un espejismo del rey de las bestias. Cuando este efecto termina se te aplica Corazón de la bestia.
zts20823e	Pies fríos
zts20824e	El frío reduce tu velocidad de movimiento.
zts20825e	Invocar a la 1.ª unidad
zts20826e	Invoca a la 1.ª unidad en la Torre Celestial.
zts20827e	Invocar a la 2.ª unidad
zts20828e	Invoca a la 2.ª unidad en la Torre Celestial.
zts20829e	Invocar a la 3.ª unidad
zts20830e	Invoca a la 3.ª unidad en la Torre Celestial.
zts20831e	Invocar a la 4.ª unidad
zts20832e	Invoca a la 4.ª unidad en la Torre Celestial.
zts20833e	Invocar a la 5.ª unidad
zts20834e	Invoca a la 5.ª unidad en la Torre Celestial.
zts20835e	Evita efectos negativos y aumenta el daño contra monstruos en el Reino de la Muerte.
zts20836e	Curación del espíritu del bosque
zts20837e	Los espíritus del bosque sanan tus heridas mediante su energía.
zts20838e	El poder del relámpago reduce el elemento luz mediante descargas eléctricas. No puedes atacar durante un rato.
zts20839e	El poder y el nivel de defensa se reducen debido al poder del oso.
zts20840e	Invoca una ilusión del rey de los espíritus. Cuando este efecto termina se te aplica Protección de almas.
zts20841e	Invoca una ilusión del rey de las bestias. Cuando este efecto termina se te aplica Corazón de la bestia.
zts20842e	Tu poder de combate aumenta debido al poder del fuego.
zts20843e	Cuando derrotas a un monstruo se te aplica Curación misteriosa.
zts20844e	Cuando derrotas a un monstruo se te aplica Espectáculo horripilante.
zts20845e	Inmortalidad
zts20846e	No pierdes HP durante un breve período de tiempo.
zts20847e	Maestro dinamitero
zts20848e	Invoca una bomba en el suelo. Los enemigos dentro de 5 campos sufren daños y reciben Aturdimiento.
zts20849e	Electrochoque
zts20850e	Energía eléctrica protege tu cuerpo. Los enemigos reciben un electrochoque si te atacan.
zts20851e	Ágil y agradable
zts20852e	Reduce el tiempo de espera de habilidades y aumenta la velocidad de movimiento.
zts20853e	Sangre del inmortal
zts20854e	La sangre del inmortal te permite no perder HP durante un breve período de tiempo.
zts20855e	Te vuelves invisible y regeneras HP y MP.
zts20856e	Cuando derrotas a un monstruo te vuelves invisible durante un rato y regeneras HP y MP.
zts20857e	El valor de esquivar y la defensa de todos los NosMates en la Torre Celestial aumentan.
zts20858e	El índice de acierto y el poder de ataque de todos los NosMates en la Torre Celestial aumentan.
zts20859e	Los HP y MP tuyos y de tus NosMates en la Torre Celestial se restauran y vuestras defensas aumentan.
zts20860e	El poder de ataque de tus NosMates aumenta. Cada vez que un monstruo resulta derrotado, su poder de ataque aumenta.
zts20861e	El poder de ataque de tus NosMates aumenta. Cada vez que un monstruo resulta derrotado, su defensa aumenta.
zts20862e	Miedo en la oscuridad
zts20863e	El poder de la bendición de las tinieblas hace que los monstruos tiemblen y huyan.
zts20864e	Bendición del avatar del rey de las bestias
zts20865e	Un efecto otorgado por el avatar del rey de las bestias
zts20866e	Bendición del avatar del rey de los espíritus
zts20867e	Un efecto otorgado por el avatar del rey de los espíritus
zts20868e	Energía de la Torre Celestial
zts20869e	La torre le otorga a tus NosMates un gran poder
zts20870e	Escudo de tinieblas
zts20871e	La energía de las sombras invocadas protege a Paimon, su soberano.
zts20872e	Poder del mal reforzado
zts20873e	La energía maligna que permaneció tras abrirse la fisura en el cielo ahora potencia a los monstruos de la torre.
zts20874e	Escudo vital
zts20875e	Corte limpio (F)
zts20876e	Corte limpio (E)
zts20877e	Corte limpio (D)
zts20878e	Corte limpio (C)
zts20879e	Corte limpio (B)
zts20880e	Corte limpio (A)
zts20881e	Corte limpio (S)
zts20882e	Lanzaepidemia (F)
zts20883e	Lanzaepidemia (E)
zts20884e	Lanzaepidemia (D)
zts20885e	Lanzaepidemia (C)
zts20886e	Lanzaepidemia (B)
zts20887e	Lanzaepidemia (A)
zts20888e	Lanzaepidemia (S)
zts20889e	Plaga espectral (F)
zts20890e	Plaga espectral (E)
zts20891e	Plaga espectral (D)
zts20892e	Plaga espectral (C)
zts20893e	Plaga espectral (B)
zts20894e	Plaga espectral (A)
zts20895e	Plaga espectral (S)
zts20896e	Maldición del faraón (F)
zts20897e	Maldición del faraón (E)
zts20898e	Maldición del faraón (D)
zts20899e	Maldición del faraón (C)
zts20900e	Maldición del faraón (B)
zts20901e	Maldición del faraón (A)
zts20902e	Maldición del faraón (S)
zts20903e	Compañero de Akenatón (F)
zts20904e	Compañero de Akenatón (E)
zts20905e	Compañero de Akenatón (D)
zts20906e	Compañero de Akenatón (C)
zts20907e	Compañero de Akenatón (B)
zts20908e	Compañero de Akenatón (A)
zts20909e	Compañero de Akenatón (S)
zts20910e	Convierte al enemigo en un infectado que contagia a los demás.
zts20911e	Poder reforzado
zts20912e	Tus NosMates se ven reforzados con potenciadores de trabajo en equipo.
zts20913e	Convierte al enemigo en un infectado que tiene un 50 % de probabilidades de contagiar a los demás.
zts20915e	Alas de espada
zts20916e	Las Alas de espada te otorgan este potenciador.
zts20917e	Escudo de cuchillas
zts20918e	Cuchillas voladoras te rodean y causan daño a tus atacantes.
zts20919e	Potenciador del 13.º aniversario
zts20920e	Bendición del budín dorado
zts20921e	Pastel mágico
zts20922e	Esta dulce criaturita cura tus heridas y aumenta tu defensa.
zts20923e	Bendición del budín
zts20924e	Baluarte
zts20925e	La habilidad especial de defensa del Paladín gecko.
zts20926e	Bendición del Paladín gecko
zts20927e	Cuidado del sedal
zts20928e	Bendición del Loa Pez
zts20929e	Pescar con cebo
zts20930e	Pescar en secreto
zts20931e	Teletransporte al punto de pesca
zts20932e	Pescar
zts20933e	Estoy esperando a que algo pique.
