zts1e	Training for Rookie Adventurers
zts1613e	I felt a strange vibration. You'd better tell Priestess Serizad about it!
zts1614e	Seal of the Burning Sword
zts1615e	A problem has occurred with the Burning Sword's intermediary seal. Investigate the Time-Space and find out what happened.
zts1616e	The intermediary seal has been destroyed.
zts1617e	The intermediary seal has been destroyed. Talk to John the Adventurer about it!
zts1618e	Monsters of the Torrid Heat
zts1619e	Get hold of Kertos' and Valakus' Raid Seals and take them to Priestess Serizad.
zts1620e	Identifying the Seal
zts1621e	Ask High Priest Eladin about the strong monsters!
zts1622e	Danger of Falling
zts1623e	Return to Priestess Serizad and report your findings!
zts1624e	To the Last Seal
zts1625e	I really need to protect the last seal of the Burning Sword. I'll go to the Time-Space immediately.
zts1626e	The seal has been protected.
zts1627e	Return to Priestess Serizad!
zts1628e	Fire God Grenigas
zts1629e	Successfully complete the raid against Fire God Grenigas.
zts1630e	The World Saved
zts1631e	*Ask Priestess Serizad to watch the seal and protect it with her life!*
zts1632e	Collect even more Ice Flowers! (Daily Quest)
zts1633e	Raid the Desert Robber Camp! (Daily Quest)
zts1635e	Collect material for the camp construction! (Daily Quest)
zts1637e	Explore the temple's vault! (Daily Quest)
zts1638e	Captain Jack Panon's Daily Favour
zts1639e	Hunt Pirate Jackpens!
zts1640e	Hunt Pirate Kangpens!
zts1641e	After successfully completing the pirate raid, you will receive a reward from Captain Jack Panon.
zts1642e	Collect Lime Juice!
zts1643e	Collect Pirate Do-Rags!
zts1644e	When you're finished, go to Priestess Serizad and tell her about it!
zts1645e	You have received the Magical Camel Parchment Scroll.
zts1646e	If you have a little time, help the Military Engineer with his work!
zts1647e	Destroy the Fire God Grenigas!
zts1648e	Give the required materials to the Military Engineer!
zts1649e	Breaking into Melki's Camp
zts1650e	Raid Keru's Camp (Daily Quest)
zts1651e	Eliminate the Desert Robbers in Keru's Camp!
zts1652e	Raid Garton's Camp (Daily Quest)
zts1653e	Eliminate the Desert Robbers in Garton's Camp!
zts1654e	Tell Hazel about it when you're done!
zts1655e	Magical Sand
zts1656e	Head off to visit John the Adventurer in the Burning Sword region!
zts1657e	Defeat Blaze Hounds!
zts1658e	You have defeated the Blaze Hounds. Report this to John the Adventurer.
zts1659e	Priestess Serizad is looking for you. Run to her quickly.
zts1660e	Go to Michol at the Temple Site and find out if new relics have appeared!
zts1661e	Investigate the Time-Space found in the Rashid Temple's holy catacombs!
zts1662e	Bring the Grenigas Relic to Michol, who is waiting for you at the Temple Site.
zts1663e	Go to John the Adventurer and ask him about the current progress of his work.
zts1664e	Hunt Magmaros and Blaze Hounds!
zts1665e	Great! You defeated all the monsters. Report your success to John the Adventurer.
zts1666e	Search for the Fire Alchemist in Valakus' Claws!
zts1667e	Hunt the Flame Spiders that we call Valaket and steal their eggs.
zts1668e	You have collected enough Valaket Eggs. Return to the Fire Alchemist.
zts1669e	John the Adventurer has discovered an intermediary seal. Go to him quickly!
zts1670e	Tell Priestess Serizad that the intermediary seal has been discovered.
zts1671e	Head out and investigate the Time-Space in Valakus' Claws. Good luck!
zts1672e	The intermediary seal has been destroyed. Go quickly to Priestess Serizad and tell her!
zts1673e	Tell John the Adventurer that the intermediary seal was destroyed.
zts1674e	Hunt the Phoenix and Blazing Creatures!
zts1675e	Report back to John the Adventurer.
zts1676e	Show Priestess Serizad Kertos' and Valakus' Raid Seals which you received from John.
zts1677e	Make your way to High Priest Eladin in Aster Temple. He can tell you more about the powerful monsters.
zts1678e	Defeat Keros and return to Priestess Serizad!
zts1679e	Destroy Valakus and return to Serizad!
zts1680e	Report back to Priestess Serizad.
zts1681e	Talk to John the Adventurer.
zts1682e	Ask the Fire Alchemist about the progress he has made with his work.
zts1683e	Hunt Flame Giants and gather their hearts!
zts1684e	You have now collected enough Flame Giant's Hearts. Take them to the Fire Alchemist!
zts1685e	Take the Heat Resistance Potion to John the Adventurer!
zts1686e	The last seal of the Burning Sword must be protected. Go to the Time-Space on Katol's Street.
zts1687e	Destroy Fire God Grenigas and return to Priestess Serizad afterwards.
zts1688e	Eliminate monsters in the region of the Burning Sword (daily)
zts1689e	Eliminate all the monsters that are hindering the investigation.
zts1690e	Report back to John the Adventurer.
zts1691e	Collect Ingredients for the Heat Resistance Potion (Daily)
zts1692e	Eliminate Valaket and collect the Flame Spider's eggs!
zts1693e	Report back to the Fire Alchemist.
zts1694e	Defeat Flame Giants and bring their hearts to me!
zts1695e	Trick or Treat (Eric)
zts1696e	Meet Eric if you were able to defeat Jack O'Lantern in the raid.
zts1697e	Talk to Eric and get your reward!
zts1698e	Trick or Treat (Mary)
zts1699e	Hunt Jack O'Lantern's henchmen!
zts1700e	Go back to Mary and pick up your reward!
zts1701e	Trick or Treat (Eva Energy)
zts1702e	Collect Pumpkin Syrup! You get it by hunting Jack O'Lantern's Henchmen!
zts1703e	Meet Eva Energy and get your reward!
zts1704e	Trick or Treat (Malcolm Mix)
zts1705e	Speak to Mimi Mentor to get your mitts on a deadly smart Pumpkin Hat (1 Day)!
zts1706e	Go back to Malcolm Mix and get your reward!
zts1707e	Trick or Treat (Teoman Topp)
zts1708e	Collect Pumpkin Heads! You can get them by hunting Jack O'Lantern's henchmen!
zts1709e	Go back to Teoman Topp and get your reward!
zts1713e	Eliminate the Fire Slade in Closed Mine 1! You can get there by going through the Closed Mine at Fernon Outpost.
zts1714e	Track down the Hellhound! It smells suspiciously like those mutts in the level 42 Time-Space!
zts1746e	Daily Quest (Santa Claus)
zts1747e	Hunt the Ugly and Abominable Rudolph when they come out of the sealed Christmas vessel!
zts1748e	Return to Santa and collect your gift!
zts1749e	Daily Quest (Slugg)
zts1750e	Bring some Jingle Bells to Slugg. You can find them in the Snowman Raid Box.
zts1751e	Head back to Slugg and pick up your reward!
zts1752e	Daily Quest (Eva Energy)
zts1753e	Complete the Snowman Raid successfully and collect your reward from Eva Energy!
zts1754e	Daily Quest (Malcolm Mix)
zts1755e	Collect Ice Flower Crystals in Glacernon!
zts1756e	Daily Quest (Teodor Topp)
zts1757e	Take a donation for the poor to Mimi Mentor!
zts1758e	Go back to Teodor Topp and pick up your reward!
zts1759e	Daily Quest (Soraya Style)
zts1760e	Bring the Magical Wool and Magical Knitting Needle to Soraya Style!
zts1761e	Take the fluffy scarf to Calvin Coach!
zts1762e	Return to Soraya Style and tell her about Calvin's reaction!
zts1765e	Take the Chicken Queen's Feathers to Malcolm. You can get them from the Chicken Queen Raid Box.
zts1766e	Daily Quest (Mimi Mentor)
zts1767e	When you have successfully mastered the Chicken Queen raid, pick up your reward from Mimi Mentor!
zts1768e	Return to Mimi Mentor and grab your reward!
zts1769e	Find the Yellow Easter Eggs that are hidden all over the village.
zts1770e	Daily Quest (Calvin Coach)
zts1771e	Pick up Calvin's Easter Present!
zts1772e	Take Calvin's Easter Present to Soraya!
zts1773e	Go back to Calvin and receive your reward!
zts1774e	Get Red Easter Eggs by hunting monsters and take them to Eva Energy!
zts1776e	Go to Stone Cliff 1 near Sunny Meadows!
zts1777e	Go to Wizard Tower 4 near Fernon Temple!
zts1778e	Sever the first Energy Stream in Spiral Maze E!
zts1779e	Sever the second Energy Stream in Spiral Maze W!
zts1780e	Sever the third Energy Stream in Spiral Maze S!
zts1781e	Sever the fourth Energy Stream in Spiral Maze N!
zts1782e	Heroes of Fire
zts1783e	Listen to the stories the Great Magician Kan has to tell.
zts1784e	Talk to Riana!
zts1785e	Gather the Basilisk Horn!
zts1786e	Ask Riana if she can repair the helm.
zts1787e	Bring Roberto's Helm to Great Magician Kan.
zts1788e	Talk to Nephi!
zts1789e	Gather Mysterious Sand!
zts1790e	Exchange the Mysterious Sand for Irene's Glasses!
zts1791e	Bring Irene's Glasses to Great Magician Kan.
zts1792e	Talk to President Noah!
zts1793e	Do away with the leaders of the Desert Robbers!
zts1794e	Return to President Noah!
zts1795e	Bring Harold's Glove to Great Magician Kan.
zts1796e	Meet the great heroes of fire in the Time-Space!
zts1797e	Tell Great Magician Kan about what you experienced in the Time-Space.
zts1798e	Collect Mariner's Symbols!
zts1800e	Send Captain Pete O'Peng's crew to hell!
zts1801e	Find O'Peng's Treasure Maps!
zts1802e	Put on the Straw Hat (1 Day) and return to Captain Jack Panon!
zts1803e	Hunt monsters and collect Pumpkin Syrup!
zts1804e	Put on the Glowing Pumpkin Hat (1 Day) and go back to Mimi Mentor!
zts1805e	Collect Pumpkins from Jack O'Lantern's Treasure Box!
zts1806e	The Viking Family
zts1807e	Quick, get some Ice Cubes before Flake's body melts completely!
zts1808e	Go straight to Malcolm Mix! He can tell you more about how you can awaken the Viking family!
zts1809e	Go straight to Calvin Coach! He can tell you more about how you can awaken the Viking family!
zts1810e	Tell Flake the Snow Fairy how to awaken the Vikings!
zts1811e	Ask Teoman Topp to make a Summoning Horn!
zts1812e	Bring Teoman Topp the materials he needs to produce the Summoning Horn!
zts1813e	The Summoning Horn is ready. Go back to Flake!
zts1814e	Blow the Summoning Horn and aim it towards Flake!
zts1815e	Join the Viking family in the Time-Space!
zts1816e	Tell Flake the Snow Fairy what you experienced in Time-Space!
zts1817e	Sound Flower Energy
zts1818e	Receive a buff after you have completed the Quest of the Sound Flower.
zts1819e	Glacerus the Ice Cold
zts1820e	Find the suspicious glacier around the Chaos Zone!
zts1821e	Let's take a closer look at the Frozen Soulstone.
zts1822e	Return to Felix Frost.
zts1823e	Ask Riana in the Treasure Hunter Camp about Zangpo's Buddhist Prayer Beads!
zts1824e	Pay Serena 100,000 Gold for the important information!
zts1825e	Get Zangpo's Buddhist Prayer Beads by eliminating Desert Sand Foxes!
zts1826e	Take Zangpo's Buddhist Prayer Beads to the Frozen Soulstone!
zts1827e	Go back to Felix Frost and get more information.
zts1828e	Ask Velmon about Falco's Training Gloves!
zts1829e	Attack Garton's Elite Samurai who are threatening the Chaos Zone!
zts1830e	Snatch the Attack Command for Chaos Zone from Commander Garton!
zts1831e	Pick up Falco's Training Gloves from Velmon!
zts1832e	Take Falco's Training Gloves to the Frozen Soulstone!
zts1833e	Ask Felix about Elisia's Hair Accessory!
zts1834e	Go to Nephi and ask about Elisia's Hair Accessory!
zts1835e	Take the Ice Flowers to Nephi and swap them for Elisia's Hair Accessory!
zts1836e	Return to the Frozen Soulstone to give back Elisia's Hair Accessory!
zts1837e	Go to the Time-Space - the power of the ancient souls will be with you!
zts1838e	Make your way to the Frozen Soulstone and tell everyone about destroying the ice seal!
zts1839e	Show Felix the Scroll of Icy Coldness!
zts1840e	Put on the Navy Hat (1 day) and speak with Captain Jack Panon!
zts1841e	Fresh Liver Please!
zts1842e	Hunt monsters on general maps and collect Fresh Livers.
zts1843e	Foxy's Verdict
zts1844e	Successfully complete Foxy's Raid.
zts1845e	Fox Hunt
zts1846e	Hunt Foxes and Dusi-Foxes!
zts1847e	Someone Who Knows the Truth
zts1848e	Meet Mr Park's Third Son!
zts1849e	Lost Preparations
zts1850e	Collect Blue, Yellow and Red Flasks!
zts1851e	What's in the Red Flask?
zts1852e	1, 2 or 3... use the Red Flask against Foxy.
zts1853e	Hunt Foxes and Dusi-Foxes!
zts1854e	Searching for the Siblings' Mother - Part 1
zts1855e	Find the tiger Maru.
zts1856e	Searching for the Siblings' Mother - Part 2
zts1857e	Collect Bean Flour Cakes and Red Bean Rice Cakes.
zts1858e	Searching for the Siblings' Mother - Part 3
zts1859e	Meet the Wanderer.
zts1860e	Save the Siblings.
zts1861e	Defeat Maru the majestic tiger!
zts1862e	I need Sesame Oil.
zts1863e	Collect 5 bottles of Sesame Oil.
zts1864e	Hungbu became rich.
zts1865e	Meet Hungbu!
zts1866e	Hungbu's Strange Seed Grain
zts1867e	Open Hungbu's strange gourd.
zts1868e	Fruit of Hungbu's Seed
zts1869e	Meet Nolbu!
zts1870e	Nolbu's Strange Seed Grain
zts1871e	Open Nolbu's strange gourd.
zts1872e	Fruit of Nolbu's Seed
zts1873e	Creepy Imp
zts1874e	Hunt Hongbi and Cheongbi!
zts1875e	Injured Swallow
zts1876e	Collect Cures!
zts1877e	Bewitched Soldier (1)
zts1879e	Bewitched Soldier (2)
zts1880e	Unknown Woman
zts1881e	Bewitched Soldier (3)
zts1882e	Bewitched Soldier (5)
zts1884e	Bewitched Soldier (6)
zts1885e	Bewitched Soldier (7)
zts1886e	Collect the Soul Slivers.
zts1887e	Destroy Witch Laurena (1)
zts1888e	Collect Seed of Damnation from the Poison Plant of Damnation.
zts1889e	Destroy Witch Laurena (2)
zts1890e	Destroy Witch Laurena (3)
zts1891e	For the Realm of Heroes
zts1892e	Destroy Witch Laurena (4)
zts1893e	Bewitched Soldier (4)
zts1894e	Find the soldiers!
zts1895e	Go to the place Sarakael spoke of.
zts1896e	Talk to Sarakael.
zts1897e	Raphael's Story
zts1898e	On the Bunny Trail
zts1899e	Carrots and Bunnies
zts1900e	Tempt the bunny with the carrot
zts1901e	Find the rabbit family!
zts1902e	Bunny Hideout
zts1903e	Punish Lola Lopears!
zts1904e	Punish Lola Lopears and retrieve the treasure!
zts1905e	The Two Faces of Raphael
zts1906e	The tortoise is suspicious, but we need to deal with the treasure first.
zts1907e	Ginseng Digger
zts1908e	Find Ginseng Leaves!
zts1909e	Bunny Burrow
zts1910e	Tell Raphael about it!
zts1911e	Find the bunny tracks!
zts1912e	Find a member of the rabbit family!
zts1913e	Ocean Palace
zts1914e	A palace under the sea.
zts1915e	Punish Lola Lopears and return to Raphael!
zts1916e	The Two Faces of Raphael
zts1917e	The tortoise is suspicious, but we need to deal with the treasure first.
zts1918e	The One from the Ocean Palace
zts1919e	Suspicious Person
zts1920e	Talk to Graham.
zts1921e	Forgotten Archipelago 1
zts1922e	Talk to Graham.
zts1923e	Forgotten Archipelago 2
zts1924e	Forgotten Archipelago 3
zts1925e	Talk to the angel.
zts1926e	Forgotten Archipelago 4
zts1927e	Talk to the demon.
zts1928e	Forgotten Archipelago 5
zts1929e	Angels vs. Demons 1
zts1930e	Talk to Angel Asahel.
zts1931e	Angels vs. Demons 2
zts1932e	Find signs of the scout party from Mystic Heaven near Hell's Gate 1.
zts1933e	Angels vs. Demons 3
zts1934e	Angels vs. Demons 4
zts1935e	Defeat the demons and return to Asahel.
zts1936e	Angels vs. Demons 5
zts1937e	Talk to Angel Ramiel.
zts1938e	Angels vs. Demons 6
zts1939e	Return to Ramiel with Bacoom Horns and Tails.
zts1940e	Angels vs. Demons 7
zts1941e	Angels vs. Demons 8
zts1942e	Talk to Angel Zaqiel.
zts1943e	Angels vs. Demons 9
zts1944e	Bring the Dark Energy Stone to Zaqiel.
zts1945e	Angels vs. Demons 10
zts1946e	Angels vs. Demons 11
zts1947e	Angels vs. Demons 12
zts1948e	Successfully complete Zenas' raid once.
zts1949e	Angels vs. Demons 13
zts1950e	Demons of Conviction
zts1951e	Angels vs. Demons 14
zts1952e	Talk to Demon Barak.
zts1953e	Angels vs. Demons 15
zts1954e	Report to Barak of the angel massacre.
zts1955e	Angels vs. Demons 16
zts1956e	Collect Unstable Energy by eliminating Zealots.
zts1957e	Angels vs. Demons 17
zts1958e	Angels vs. Demons 18
zts1959e	Talk to Demon Zepar.
zts1960e	Angels vs. Demons 19
zts1961e	Deliver Souls of Innocence to Zepar.
zts1962e	Angels vs. Demons 20
zts1963e	Angels vs. Demons 21
zts1964e	Talk to Demon Polneus.
zts1965e	Angels vs. Demons 22
zts1966e	Return to Polneus after the angel massacre.
zts1967e	Angels vs. Demons 23
zts1968e	Bring Polneus some Holy Blood.
zts1969e	Angels vs. Demons 24
zts1970e	Angels vs. Demons 25
zts1971e	Angels vs. Demons 26
zts1972e	Successfully complete Erenia's Raid once.
zts1973e	Angels vs. Demons 27
zts1974e	Tell Graham the result.
zts1975e	Talk to Demon Barak.
zts1976e	Great Holy Stone
zts1977e	Missing Patrol
zts1978e	Listen to what Crusader Graham has to say.
zts1979e	Missing Patrol (2)
zts1980e	Listen to what the Crusader Captain has to say.
zts1981e	Off to New Adventures!
zts1982e	Talk to the captain of the airship.
zts1983e	Bad Timing
zts1984e	Collect materials for repairing the engine.
zts1985e	A Greedy Captain
zts1986e	Board the airship.
zts1987e	The Forbidden Place
zts1988e	Talk to the captain.
zts1989e	The Search
zts1990e	Find the patrol's tracks.
zts1991e	The Search (2)
zts1992e	Follow the patrol's tracks.
zts1993e	The Search (3)
zts1994e	Find the tracks of the missing patrol.
zts1995e	The Survivor
zts1996e	Neutralise the Brainwashed Crusaders.
zts1997e	Ouch!
zts1998e	Bring the Wounded Crusader some Cylloan Spring Water.
zts1999e	The Preserver of Life
zts2000e	Talk to the Crusader Captain.
zts2001e	What Happened Here?
zts2002e	Talk to the Wounded Crusader.
zts2003e	Clues to the Missing Crusaders
zts2004e	Find out how the crusaders were transformed into monsters.
zts2005e	Exorcising Evil
zts2006e	Talk to the alchemist Felice.
zts2007e	Exorcising Evil (2)
zts2008e	Collect the materials.
zts2009e	The Truth
zts2010e	Return the restored diary to the Crusader Captain.
zts2011e	Those Who Left
zts2012e	Peace in Death
zts2013e	Deliver the crusaders from their misery.
zts2014e	Rest in Peace
zts2015e	Good and Evil
zts2016e	Talk to Eldinen.
zts2017e	Good and Evil (2)
zts2018e	Listen to what Eldinen has to say.
zts2019e	Good and Evil (3)
zts2020e	Ancelloan the Creator and Fernon the Destroyer
zts2021e	Explore Ancelloan's Will.
zts2022e	Ancelloan the Creator and Fernon the Destroyer (2)
zts2023e	Read the earth's memories to learn what has happened.
zts2024e	Ancelloan the Creator and Fernon the Destroyer (3)
zts2025e	Check the earth's memories.
zts2026e	Follow the Light
zts2027e	Go to Glacernon.
zts2028e	Akashic Records
zts2029e	Talk to Aurelius Roshu.
zts2030e	Akashic Records (2)
zts2031e	Collect the materials required to unlock the Akashic Records.
zts2032e	Akashic Records (3)
zts2033e	Talk to Aurelius Roshu.
zts2034e	The Purification Ceremony
zts2035e	Collect the materials required for the purification ceremony.
zts2036e	The Purification Ceremony (2)
zts2037e	The Fate of the World
zts2038e	Destroy Fernon!
zts2039e	Journey's End
zts2040e	Talk to Eldinen.
zts2041e	No Time to Lose!
zts2042e	Clues
zts2043e	Take the crusader's message to the Crusader Captain.
zts2044e	Unknown Evil Spirit
zts2045e	Show the Crusader Captain what you found on the evil spirit.
zts2046e	Slade's Tragedy
zts2047e	For the Fallen
zts2048e	On Ancelloan's Side
zts2049e	Send the crusader to Ancelloan.
zts2050e	Forgotten Tribes and New Clues
zts2051e	Show Fernon's Energy to someone who will know more about it.
zts2052e	New Relationships
zts2053e	Talk to Kerzena.
zts2054e	Explore Ancelloan's Will.
zts2055e	Read the earth's memories.
zts2056e	Read the rest of the memories.
zts2057e	A Woman's Skin is Her Most Important Asset
zts2058e	Bring the materials to Kerzena.
zts2059e	The Birth of the Shadow Slades
zts2060e	Listen to what Kerzena has to say.
zts2061e	For a Cup of Cocoa!
zts2062e	Bring the cocoa to Kerzena.
zts2063e	Fernon and the Shadow Slades
zts2064e	An Unexpected Suggestion
zts2065e	Preparations
zts2066e	Collect the materials.
zts2067e	Caligor
zts2068e	I need Caligor's spirit.
zts2069e	For a Better Future
zts2070e	Born of Another Devil
zts2071e	Talk to Kerzena.
zts2072e	Find the Wounded Crusader.
zts2073e	Time-Space (Daily)
zts2074e	Defeat 5 enemies in the Time-Space.
zts2075e	Time-Space Explorer (Daily)
zts2076e	Defeat 7 enemies in the Time-Space.
zts2077e	Time-Space Conqueror (Daily)
zts2078e	Defeat 10 enemies in the Time-Space.
zts2079e	Time-Space Researcher (1) (Daily)
zts2080e	Collect Time-Space Fragments for research purposes.
zts2081e	Time-Space Researcher (2) (Daily)
zts2082e	Collect Time-Space Essence for research purposes.
zts2083e	Time-Space Researcher (3) (Daily)
zts2084e	Collect Time-Space Essence for research purposes.
zts2085e	Medicine Collector (Daily)
zts2086e	Collect the ingredients for medicine.
zts2087e	Styptic (Daily)
zts2088e	Collect ingredients for the styptic.
zts2089e	Research Goal (Daily)
zts2090e	Collect Fernon's Essence.
zts2091e	Stolen Goods (Daily)
zts2092e	Bring Lilith the Pure Mithril.
zts2093e	The Hardest Gemstone (Daily)
zts2094e	Bring Lilith the Adamantium.
zts2095e	Rare Gem Collector (Daily)
zts2096e	Bring Lilith the Ertel.
zts2097e	Praying for the Dead (Daily)
zts2098e	Collect Prayers.
zts2099e	Memories of the Dead (Daily)
zts2100e	Collect Rosaries.
zts2101e	The Patrol's Traces (Daily)
zts2102e	Collect Bloodstained Testaments.
zts2103e	Well Prepared (Daily)
zts2104e	Collect Coolant.
zts2105e	Chill Out! (Daily)
zts2106e	Hysteria (Daily)
zts2107e	Bursting (Daily)
zts2108e	Collect Caligor's spirit.
zts2109e	Vanquishing Kertos (Daily)
zts2110e	Successfully complete the Kertos Raid once.
zts2111e	Vanquishing Valakus (Daily)
zts2112e	Successfully complete the Valakus Raid once.
zts2113e	Vanquishing Grenigas (Daily)
zts2114e	Successfully complete the Grenigas Raid once.
zts2115e	Vanquishing Lord Draco (Daily)
zts2116e	Vanquishing Glacerus (Daily)
zts2117e	Successfully complete Glacerus' raid once.
zts2118e	Vanquishing Witch Laurena (Daily)
zts2119e	Successfully complete Witch Laurena's raid once.
zts2120e	Punishing Evil (Daily)
zts2121e	Defeat 5 enemies in Glacernon.
zts2122e	Punishing the Hypocrites (Daily)
zts2123e	Purification (Daily)
zts2124e	Purify the Crusaders.
zts2125e	Rescue the Crusader (Daily)
zts2126e	Neutralise the Brainwashed Crusaders.
zts2127e	Visit Ancelloan (Daily)
zts2128e	Defeat Crazed Crusaders.
zts2129e	Defeat the Guardians! (Daily)
zts2130e	Defeat 5 Guardians in Mystic Heaven.
zts2131e	Defeat Rozhanik! (Daily)
zts2132e	Defeat 5x Rozhanik in Mystic Heaven.
zts2133e	Defeat Esther! (Daily)
zts2134e	Defeat 5x Esther in Mystic Heaven.
zts2135e	Defeat Lazekiel!
zts2136e	Defeat 5x Lazekiel in Mystic Heaven.
zts2137e	Defeat Mysticaron! (Daily)
zts2138e	Defeat 5x Mysticaron in Mystic Heaven.
zts2139e	Defeat Zealots! (Daily)
zts2140e	Defeat 5 Zealots in Mystic Heaven.
zts2141e	Defeat Ghastly Spearmen! (Daily)
zts2142e	Defeat 5 Ghastly Spearmen in Hellord.
zts2143e	Defeat Tallion! (Daily)
zts2144e	Defeat 5x Tallion in Hellord.
zts2145e	Defeat Rement! (Daily)
zts2146e	Defeat 5x Rement in Hellord.
zts2147e	Defeat Ismatte! (Daily)
zts2148e	Defeat 5x Ismatte in Hellord.
zts2149e	Defeat Bacoom! (Daily)
zts2150e	Defeat 5 Bacooms in Hellord.
zts2151e	Successfully complete Lord Dracos' raid once.
zts2152e	An Unexpected Reunion
zts2153e	Talk to Barni's Soul.
zts2154e	Reason
zts2155e	Listen to Barni's story.
zts2156e	Messenger of the Gods
zts2157e	Find the Avenging Angel, Messenger of the Gods.
zts2158e	The Warrior's Test
zts2159e	Eliminate Wolves on Mount Krem.
zts2160e	The Warrior's Test (2)
zts2161e	Eliminate Warepards around the Fernon Temple.
zts2162e	The Warrior's Test (3)
zts2163e	Eliminate the strongest enemies.
zts2164e	Recognition
zts2165e	Talk to Frigg.
zts2166e	Finding Allies
zts2167e	Another Meeting (2)
zts2168e	Talk to Ragnar.
zts2169e	Gambling Debts
zts2170e	Gambling Debts (2)
zts2171e	Biting the Bullet
zts2172e	Pay back Ragnar's gambling debts.
zts2173e	Friend or Foe?
zts2174e	Ready!
zts2175e	Ready to Leave
zts2176e	Collect Angel's Feathers.
zts2177e	Ready to Leave (2)
zts2178e	Eliminate 3 enemies in Glacernon.
zts2179e	The Journey Begins
zts2180e	Negotiations
zts2181e	Hard Work
zts2182e	Talk to Teodor Topp.
zts2183e	Steely Reserve
zts2184e	Collect steel in the mines.
zts2185e	Gigantic Chicken
zts2186e	Eliminate Giant Gamecocks at Fernon Outpost.
zts2187e	Clear the Transport Routes
zts2188e	Eliminate the monsters on Mount Krem.
zts2189e	Clear the Transport Routes (2)
zts2190e	Eliminate the monsters in Glacernon.
zts2191e	Stop the Thief!
zts2192e	Eliminate Wollets in the Maple Woods.
zts2193e	Smells Like Trouble
zts2194e	Complete the Chicken King raid 3 times.
zts2195e	Smells Like Trouble (2)
zts2196e	Complete the Mother Cuby raid 3 times.
zts2197e	Smells Like Trouble (3)
zts2198e	Complete the Ginseng raid 3 times.
zts2199e	Smells Like Trouble (4)
zts2200e	Complete the Dark Castra raid 3 times.
zts2201e	Collecting Debts
zts2202e	I've Got My Eye on You!
zts2203e	The Journey Continues
zts2204e	Another Meeting (1)
zts2205e	The Legend Begins
zts2206e	Return
zts2207e	Go to Midgard
zts2208e	Memento
zts2209e	Go to Midgard
zts2210e	Vikings and Avenging Angel
zts2211e	To Midgard
zts2212e	Viking Mage
zts2213e	Find the Viking Mage!
zts2214e	Misunderstandings
zts2215e	Talk to Erdimien.
zts2216e	Misunderstandings (2)
zts2217e	Misunderstandings (3)
zts2218e	Field Research
zts2219e	Find a clue in Midgard.
zts2220e	A Familiar Mask
zts2221e	Eliminate the monsters to find a clue.
zts2222e	To the Desert
zts2223e	Go to Port Surroundings
zts2224e	To the Clue
zts2225e	Enter the Desert
zts2226e	Survival of the Fittest
zts2227e	Defeat the Desert Robbers.
zts2228e	Gathering Information
zts2229e	Once Again
zts2230e	Talk to Harbour Guard Tom.
zts2231e	Talk to President Noah.
zts2232e	Clues (2)
zts2233e	Defeat the monsters.
zts2234e	Clues (3)
zts2235e	Clues (4)
zts2236e	Following the Clue
zts2237e	Following the Clue (2)
zts2238e	Desert Robbers' Leader
zts2239e	Go to the Aster Temple.
zts2240e	Hide and Seek
zts2241e	Successfully complete the Desert Robbers raid once.
zts2242e	Hide and Seek (2)
zts2243e	Successfully complete the Desert Robbers raid 3 times.
zts2244e	Hide and Seek (3)
zts2245e	Successfully complete the Desert Robbers raid 10 times.
zts2246e	To Jotunheim
zts2247e	Talk to Utegarda.
zts2248e	Goths
zts2249e	Scout
zts2250e	Scout (2)
zts2251e	Talk to the Scout.
zts2252e	Helping to Make the Scout Clothing
zts2253e	Helping to Make the Scout Clothing (2)
zts2254e	Collect materials for the Scout Clothing.
zts2255e	What Happened in the Viking City?
zts2256e	The Full Story
zts2257e	The Truth is Revealed
zts2258e	Ray of Hope
zts2259e	Take Them Down!
zts2260e	Revenge
zts2261e	Successfully complete the Fafnir raid 3 times.
zts2262e	Tragic Misunderstandings
zts2263e	The Rift
zts2264e	Go to this location.
zts2265e	Key to Castle Aria
zts2266e	Collect materials for the key.
zts2267e	Training
zts2268e	Successfully complete the raid.
zts2269e	Pork Belly
zts2270e	Collect the pork belly and a good drink.
zts2271e	Smoked Pork Belly
zts2272e	Grill the uncooked Pork Belly.
zts2273e	Defeating Monsters
zts2274e	Defeat the monsters.
zts2275e	Food for Stamina
zts2276e	Collect Globs of Slime.
zts2277e	A Familiar Mask
zts2278e	Clues (1)
zts2279e	Answer
zts2280e	Talk to Frigg.
zts2281e	A Delicate Issue
zts2282e	Undue Concern
zts2283e	A Bad Feeling
zts2284e	Meet Ragnar again.
zts2285e	Bring the food to Ragnar.
zts2286e	Questionable Argument
zts2287e	Ragnar's Ambition
zts2288e	Law of the Jungle
zts2289e	Peacemaker
zts2290e	Preparations
zts2291e	Defeat all monsters in the Fafnir raid 5 times.
zts2292e	Misunderstandings and Explanations
zts2293e	Bring the gift to Utegarda.
zts2294e	Risk your life!
zts2295e	The Warrior's Ritual
zts2296e	The Warrior's Ritual (2)
zts2297e	The Legend of the Goths
zts2298e	To the Legendary Bushis
zts2299e	Go to the village.
zts2300e	The Final Escape
zts2301e	Find someone who knows something about the Bushi legend.
zts2302e	The Cryptic Clue
zts2303e	Talk to Yertirand.
zts2304e	Formation!
zts2305e	If It Doesn't Exist, Make It Yourself
zts2306e	Collect the materials.
zts2307e	If It Doesn't Exist, Make It Yourself (2)
zts2308e	Alibi
