zts1e	Abenteurerausbildung für Anfänger
zts1341e	Bringe den eiligen Bericht der Patrouille B zu Repräsentantin Semia ins Akamurquartier!
zts1342e	Gehe in die Zone des Chaos und rede mit Xavier!
zts1343e	Berichte Repräsentantin Semia von deinem Gespräch mit Xavier!
zts1344e	Gehe zu Nephi und überbringe Repräsentantin Semias Bericht!
zts1345e	Gehe zur Zone des Chaos und rede mit Velmon!
zts1346e	Erledige Shorans Transport-Assassine und Shorans Transport-Jäger!
zts1347e	Die Spione sind erledigt. Gehe zu Repräsentant Rushaldin!
zts1348e	Suche den verdächtigen Trank und bringe ihn zu Repräsentant Rushaldin.
zts1349e	Du hast den verdächtigen Trank erhalten. Bringe ihn zu Repräsentant Rushaldin!
zts1350e	Erledige die Zündler von Shays Spähtrupp und Assassinen von Shorans Spähtrupp im Räuberlagerumfeld!
zts1351e	Du hast die Wüstenräuber erledigt. Berichte Repräsentant Rushaldin davon!
zts1352e	Bringe den Brief zu Repräsentantin Semia ins Akamurquartier!
zts1353e	Gehe zum Wüstenräuberlager und rede mit Repräsentant Rushaldin.
zts1354e	Bringe den Brief zu Repräsentantin Semia!
zts1355e	Überbringe Velmon den Brief von Repräsentantin Semia!
zts1356e	Erledige Kommandant Keru und Kerus Elite-Jäger in Kerus Lager!
zts1357e	Untersuche Kerus merkwürdige Truhe in Kerus Lager!
zts1358e	Bringe den Plan zu Velmon in der Zone des Chaos!
zts1359e	Erledige Kommandant Garton und Gartons Elite-Assassinen in Gartons Lager!
zts1360e	Untersuche Gartons merkwürdige Truhe in Gartons Lager!
zts1361e	Überbringe Xavier die Pläne!
zts1362e	Bringe die Pläne zu Repräsentantin Semia im Akamurquartier!
zts1363e	Überbringe Repräsentantin Semia das Auftragsschreiben!
zts1364e	Erledige Samurais von Shays Spähtrupp im Räuberlagerumfeld und Shorans Transport-Zündler im Wüstenräuberlager!
zts1365e	Du hast die Wüstenräuber erledigt. Berichte Repräsentantin Semia davon!
zts1366e	Erledige Shorans Geleit-Samurai und Shays Geleit-Jäger im Räuberinnenhof!
zts1367e	Erledige die Kommandanten Shoran und Shay, die sich im Räuberzentrum aufhalten!
zts1368e	Gehe zu Repräsentantin Semia um genauere Informationen über die gestohlenen Relikte zu erhalten!
zts1369e	Suche in Kerus Lager nach der Truhe, die die gestohlenen Relikte enthält!
zts1370e	Du hast die gestohlenen Relikte des Astertempels gefunden. Bringe sie zu Repräsentantin Semia!
zts1371e	Suche in Gartons Lager die Truhe, die die gestohlenen Relikte enthält!
zts1372e	Suche die Truhe im Wüstenräuberlager, welche die gestohlenen Relikte enthält!
zts1373e	Bringe die Relikte zu Hohepriester Eladin im Astertempel!
zts1374e	Suche den Gefangenen Sharif im Wüstenräuberlager!
zts1375e	Erledige Shays Transport-Assassine, die sich in der Umgebung aufhalten!
zts1376e	Du hast die Wüstenräuber erledigt. Berichte Gefangenen Sharif davon!
zts1377e	Erledige den Wärter und den Schlüsselmeister der Wüstenräuber, um die Schlüssel zu erhalten!
zts1378e	Befreie den Gefangenen Sharif mit den Schlüsseln!
zts1379e	Erledige Samurai von Shorans Spähtrupp im Räuberlagerumfeld!
zts1380e	Bringe das zerbrochene Reliktstück zu Repräsentantin Semia!
zts1381e	Rede mit Priesterin Vera!
zts1382e	Bringe das zerbrochene Reliktstück zu Nephi!
zts1383e	Erledige die Gebetsmönche im Asterinnenhof!
zts1384e	Du hast die Gebetsmönche im Innenhof erledigt. Berichte Priesterin Vera davon!
zts1385e	Erledige die Anführer und Klagegeister im Asterinnenhof!
zts1386e	Du hast die Geister erledigt. Berichte Priesterin Vera davon!
zts1387e	Erledige die Priester der Agonie im Asterzentrum!
zts1388e	Erledige die Anführer und Geister der Unruhe im Asterzentrum!
zts1389e	Untersuche das zerstörte Relikt im Asterzentrum!
zts1390e	Du hast ein Relikt gefunden. Bringe es zu Priesterin Vera!
zts1391e	Bringe den Bericht zu Hohepriester Eladin!
zts1392e	Erledige die Gebetsgeister im Asterinnenhof und sammle die Geisteressenz!
zts1393e	Du hast die Geisteressenzen eingesammelt. Bringe sie zu Priesterin Vera!
zts1394e	Erledige die Anführer der Klage im Asterinnenhof und sammle Geisteressenz!
zts1395e	Erledige die Mönche der Agonie im Asterzentrum und sammle Geisteressenz!
zts1396e	Erledige die Mönche der Unruhe im Asterzentrum und sammle Geisteressenz!
zts1397e	Bringe die Tasche zu Hohepriester Eladin!
zts1398e	Gehe ins Akamurquartier und frage Nephi nach der Bestellung!
zts1399e	Gehe zu Repräsentantin Semia und frage sie nach der Bestellung!
zts1400e	Suche die versiegelte Truhe in Gartons Lager!
zts1401e	Du hast die Waren des Astertempels gefunden. Bringe sie zu Repräsentantin Semia!
zts1402e	Bringe die Waren zu Hohepriester Eladin in den Astertempel!
zts1403e	Suche Priesterin Nora im Asterinnenhof!
zts1404e	Suche den toten Priester im Asterinnenhof und zünde dort ein Räucherstäbchen an!
zts1405e	Du hast das Räucherstäbchen angezündet. Berichte Priesterin Nora davon!
zts1406e	Suche den toten Mönch im Asterinnenhof und zünde dort ein Räucherstäbchen an!
zts1407e	Suche den toten Kleriker im Asterzentrum und zünde dort ein Räucherstäbchen an!
zts1408e	Suche den toten Schatzsucher im Asterzentrum und zünde dort ein Räucherstäbchen an!
zts1409e	Bringe den Brief von Priesterin Nora zu Priesterin Vera!
zts1410e	Bringe Priesterin Noras Brief zu Hohepriester Eladin!
zts1411e	Befrage Hohepriester Eladin über die zerbrochenen Relikte!
zts1412e	Untersuche die zerbrochenen Reliktstücke im Asterinnenhof!
zts1413e	Du hast das Reliktstück eingesammelt. Bringe es Priesterin Vera!
zts1414e	Untersuche die Zerbrochenen Reliktstücke im Asterinnenhof!
zts1415e	Untersuche die zerbrochenen Reliktstücke im Asterzentrum!
zts1416e	Untersuche die zerbrochenen Reliktstücke im Asterzentrum!
zts1417e	Erledige die Priester der Unruhe im Asterzentrum und besorge dir das zerrissene Schriftstück!
zts1418e	Du hast das zerrissene Schriftstück gefunden. Bringe es zu Priesterin Vera!
zts1419e	Frage Serena nach den Schatzsuchern!
zts1420e	Gehe zu Gartons Lager und erledige die Zündler von Gartons Spähtrupp, um den Bericht des Tempelplatzes zu erhalten!
zts1421e	Du hast den Bericht eingesammelt. Bringe ihn zu Serena!
zts1422e	Du hast den Bericht eingesammelt. Bringe ihn zu Michol, der sich am Tempelplatz aufhält!
zts1423e	Erledige Wüstensand-Riesen und Wüstensand-Stürme auf dem Tempelplatz!
zts1424e	Du hast alle Monster erledigt: Berichte Michol davon!
zts1425e	Erledige Staubsand-Riesen und sammle Fragmente der Schrifttafel!
zts1426e	Du hast die Fragmente der Schrifttafel eingesammelt: Bringe sie zu Michol!
zts1427e	Überbringe den Bericht zu Serena!
zts1428e	Untersuche die Ruinen und erledige die Monster!
zts1429e	Erledige Treibsand-Geister und sammle Berichte des Tempelplatzes!
zts1430e	Du hast die Berichte eingesammelt: Bringe sie zu Michol!
zts1431e	Bringe den Bericht zu Riana!
zts1432e	Suche die erste Schrifttafel nördlich des Brunnens!
zts1433e	Du hast die Schrifttafel erhalten. Bringe sie zu Michol!
zts1434e	Suche die zweite Schrifttafel nordwestlich des Brunnens!
zts1435e	Suche die dritte Schrifttafel westlich des Brunnens!
zts1436e	Erledige Treibsand-Zwerge und sammle zerbrochene Schrifttafeln!
zts1437e	Du hast alle zerbrochenen Schrifttafeln eingesammelt. Kehre zu Michol zurück!
zts1438e	Bringe die Schrifttafeln zu Serena im Schatzsucherlager!
zts1439e	Erledige die Windsand-Gladiatoren und Windsand-Magier im Rashidinnenhof!
zts1440e	Erledige Vulkansand-Schützen im Rashidinnenhof!
zts1441e	Erledige Flugsand-Magier im Rashidzentrum!
zts1442e	Erledige Trockensand-Geister und Trockensand-Schützen im Rashidzentrum!
zts1443e	Erledige Windsand-Schützen im Rashidzentrum und sammle die Reliktstücke!
zts1444e	Du hast die Reliktstücke gesammelt. Bringe sie zu Michol!
zts1445e	Erledige Vulkansand-Gladiatoren im Rashidinnenhof und sammle die Reliktstücke!
zts1446e	Erledige Flugsand-Schützen im Rashidinnenhof und sammle die Reliktstücke!
zts1447e	Erledige Trockensand-Magier im Rashidinnenhof und sammle die Reliktstücke!
zts1448e	Bringe die Reliktstücke zu Serena!
zts1449e	Suche die zerbrochene Schrifttafel im Rashidinnenhof!
zts1450e	Du hast eine zerbrochene Schrifttafel gefunden: Bringe sie zu Michol!
zts1451e	Suche die zerbrochene Schrifttafel in den Untergrundhöhlen des Rashidinnenhofs!
zts1452e	Suche die zerbrochene Schrifttafel in der Gebetshalle des Rashidinnenhofs!
zts1453e	Suche die zerbrochene Schrifttafel im Rashidzentrum!
zts1454e	Erledige Trockensand-Gladitoren im Rashidzentrum, um den Rucksack des Schatzsuchers zu erhalten!
zts1455e	Du hast den Rucksack des Schatzsuchers gefunden: Bringe ihn zu Michol!
zts1456e	Bringe den Rucksack des Schatzsuchers zu Serena ins Schatzsucherlager!
zts1457e	Bringe Xaviers Brief zu Velmon!
zts1458e	Erledige die Geistersand-Kriecher im Umfeld des Chaos und sammle Sandessenzen!
zts1459e	Du hast die Essenzen eingesammelt. Bringe sie zu Velmon!
zts1460e	Erledige die Geistersand-Kriecher in der verlorenen Wüste und sammle Sandessenzen!
zts1461e	Gehe zu Gartons Lager und erledige Gartons Elite-Jäger, um den Rum zu erhalten!
zts1462e	Du hast den Rum erhalten. Bringe ihn zu Velmon in die Zone des Chaos!
zts1463e	Suche die Truhe mit Feenstaub in Gartons Lager!
zts1464e	Du hast den Feenstaub eingesammelt. Bringe ihn zu Velmon!
zts1465e	Bringe den Rum zu Repräsentantin Semia ins Akamurquartier!
zts1466e	Bringe Xavier den verpackten Rum!
zts1467e	Berichte es Velmon!
zts1468e	Erledige Kerus Elite-Assassinen und Gartons Elite-Samurai und sammle die Fragmente vom Brief an den Wüstenräuberanführer!
zts1469e	Du hast alle Brieffragmente eingesammelt. Bringe sie zu Repräsentantin Semia!
zts1470e	Erledige Wüstensand-Klingenhörner in der Verlorenen Wüste!
zts1471e	Gehe zu Velmon, der sich in der Zone des Chaos aufhält!
zts1472e	Erledige die Geistersand-Mantis im Umfeld des Chaos!
zts1473e	Du hast die Geistersand-Mantis erledigt. Berichte Velmon davon!
zts1474e	Befrage Xavier über den Brief der Wüstenräuber!
zts1475e	Gehe zurück zu Velmon!
zts1476e	Bringe den Brief zu Velmon!
zts1477e	Erledige die Geistersand-Basilisken im Umfeld des Chaos!
zts1478e	Du hast alle Geistersand-Basilisken erledigt. Berichte Velmon davon!
zts1479e	Gehe zu Repräsentant Rushaldin im Wüstenräuberlager!
zts1480e	Erledige Shorans Transport-Assassinen in der Umgebung!
zts1481e	Du hast Shorans Transport-Assassinen erledigt. Berichte Repräsentant Rushaldin davon!
zts1482e	Finde Kamil, der im Gefängnis des Räuberinnenhofes festgehalten wird!
zts1483e	Erledige Shorans Geleit-Assassinen und Shorans Geleit-Zündler im Räuberinnenhof!
zts1484e	Du hast Shorans Truppe erledigt: Berichte Kamil davon!
zts1485e	Erledige die Kommandanten Shoran und Shay, die sich im Räuberzentrum aufhalten!
zts1486e	Du hast die Kommandanten erledigt: Berichte Kamil davon!
zts1487e	Bringe Velmon das Siegel der Wüstenräuber!
zts1488e	Bringe Xavier das Siegel der Wüstenräuber!
zts1489e	Jage Geistersand-Skorpione und Wüstensand-Basilisken in der Verlorenen Wüste und im Umfeld des Chaos!
zts1490e	Du hast alle Kreaturen erledigt. Berichte Velmon davon!
zts1491e	Erledige die Assassinen von Kerus Spähtrupp in Kerus Lagerumfeld!
zts1492e	Du hast den Spähtrupp erledigt. Berichte Velmon davon!
zts1493e	Erledige Kommandant Keru und Kerus Elite-Samurai in Kerus Lager!
zts1494e	Du hast alle Kreaturen erledigt. Berichte Velmon davon!
zts1495e	Erledige den Kundschafter von Gartons Spähtrupp am Tempelpfad!
zts1496e	Der Spähtrupp ist erledigt. Berichte Velmon davon!
zts1497e	Erledige Kommandant Garton und Gartons Elite-Assassinen in Gartons Lager!
zts1498e	Bringe das Tagebuch des Reisenden zu Kamil!
zts1499e	Suche die Ledertasche einer Fee im Räuberinnenhof!
zts1500e	Du hast die Tasche gefunden: Bringe sie zu Kamil!
zts1501e	Suche die Truhen im Wüstenräuberlager, die den Feenstaub enthalten!
zts1502e	Du hast alle verschiedenen Sorten des Feenstaubes eingesammelt. Bringe sie zu Kamil!
zts1503e	Erledige die Geleittruppen im Räuberinnenhof und die Wächtertruppen im Astertempel!
zts1504e	Du hast die merkwürdigen Taschen beschafft. Bringe sie zu Kamil!
zts1505e	Bringe Repräsentant Rushaldin die gesammelten Beweise!
zts1506e	Bringe die Beweise zu Velmon in der Zone des Chaos!
zts1507e	Bringe Repräsentant Rushaldins Brief zu Xavier!
zts1508e	Erledige Shorans Patrouillen-Assassinen und Patrouillen-Jäger im Wüstenräuberlager!
zts1509e	Du hast Shorans Truppen erledigt: Berichte Kamil davon!
zts1510e	Erledige Shays Patrouillen-Samurai und Patrouillen-Zündler im Wüstenräuberlager!
zts1511e	Du hast Shays Truppen erledigt: Berichte Kamil davon!
zts1512e	Erledige Shorans Transport-Samurai und Transport-Zündler im Wüstenräuberlager!
zts1513e	Suche die Medizinflasche im Wüstenräuberlager!
zts1514e	Du hast die Medizinflasche gefunden. Bringe sie zu Kamil!
zts1515e	Probiere die Medizinflasche an dem ruhenden Räuber im Wüstenräuberlager aus!
zts1516e	Du hast die Medizin erfolgreich benutzt. Berichte Kamil davon!
zts1517e	Bringe den Bericht zu Repräsentant Rushaldin ins Wüstenräuberlager!
zts1518e	Bringe den Brief zu Velmon!
zts1519e	Überbringe Xavier den Brief!
zts1520e	Bringe die Medizinflasche zu Kamil!
zts1521e	Bringe die Medizinflasche zu Repräsentant Rushaldin!
zts1522e	Bringe die Medizinflasche und den Brief zu Velmon!
zts1523e	Bringe die Medizinflasche zu Xavier!
zts1524e	Bringe die Medizinflasche und den Brief zu Hohepriester Eladin!
zts1525e	Gehe zu Repräsentantin Semia ins Akamurquartier!
zts1526e	Suche die Truhen der Akamurhändler in Kerus und Gartons Lager!
zts1527e	Du hast die Essenzen eingesammelt. Bringe sie zu Hohepriester Eladin!
zts1528e	Bringe das Gegenmittel zu Rushaldin ins Wüstenräuberlager!
zts1529e	Verwende das Gegenmittel an der ruhenden Transporteinheit im Wüstenräuberlager!
zts1530e	Du hast das Gegenmittel erfolgreich angewendet. Berichte Repräsentant Rushaldin davon!
zts1531e	Verwende das Gegenmittel an der ruhenden Patrouille im Wüstenräuberlager!
zts1532e	Verwende das Gegenmittel an der toten Eliteeinheit im Wüstenräuberlager!
zts1533e	Bringe Repräsentant Rushaldins Brief zu Kamil im Räuberinnenhof!
zts1534e	Bringe Velmon die Liste der Wüstenräuber!
zts1535e	Bringe die Liste der Wüstenräuber zu Xavier!
zts1536e	Erledige die Kommandanten in den vier Lagern und sammle die Befehlslisten!
zts1537e	Du hast die Befehlslisten eingesammelt: Bringe sie zu Kamil!
zts1538e	Erledige alle Kommandanten im Astertempel und sammle die Befehlslisten!
zts1539e	Du hast die Befehlslisten eingesammelt. Bringe sie zu Kamil!
zts1540e	Überbringe Repräsentant Rushaldin die Informationen von Kamil!
zts1541e	Rede mit Velmon in der Zone des Chaos!
zts1542e	Rede mit Xavier!
zts1543e	Bringe die verlorenen Waren zurück, die sich in Kerus Lager, Gartons Lager, dem Wüstenräuberlager und dem Räuberzentrum befinden!
zts1544e	Du hast die Waren eingesammelt: Bringe sie zu Paul in der Wüstenadlerstadt!
zts1545e	Erledige die Räuber in Kerus Lager, Gartons Lager, dem Wüstenräuberlager und dem Räuberinnenhof und bringe die gestohlenen Waren zurück!
zts1546e	Du hast die Waren eingesammelt. Bringe sie zu Delmon Milow in der Wüstenadlerstadt!
zts1547e	Untersuche die bisher noch Unentdeckte Merkwürdige Truhe in der Zone des Chaos!
zts1548e	Rede mit Velmon über die Truhe!
zts1549e	Erledige Shorans Transport-Jäger und Shorans Transport-Zündler im Wüstenräuberlager!
zts1550e	Bitte Kamil um Rat!
zts1551e	Erledige Kommandant Shoran und bringe Delmon Milow Delmons Wecker zurück!
zts1552e	Du hast den Wecker erhalten. Gehe zu Kamil zurück!
zts1553e	Bringe Velmon den Wecker und den Brief!
zts1554e	Bringe Delmon Milow seinen Wecker zurück!
zts1555e	Berichte Hohepriester Eladin von Xavier!
zts1556e	Jage Sturmsand-Prädatoren in Melkis Lagerumfeld!
zts1557e	Du hast alle Sturmsand-Prädatoren erledigt. Berichte Hazel davon.
zts1558e	Erledige Kundschafter von Neils Spähtrupp und sammle den ersten Aufklärungsbericht ein!
zts1559e	Erledige den Kundschafter von Gartons Spähtrupp in Gartons Lager und nimm ihm den Bericht über den Tempelplatz ab.
zts1560e	Erledige Zündler von Gartons Spähtrupp in Gartons Lagerumfeld und sammle den Bericht über den Tempelplatz ein.
zts1561e	Erledige den Kundschafter von Gartons Spähtrupp am Tempelpfad!
zts1562e	Erledige Gartons Elite-Assassinen und Kommandant Garton selbst in Gartons Lager!
zts1563e	Erledige Shorans Transport-Jäger und Shorans Transport-Zündler im Wüstenräuberlager!
zts1564e	Erledige die Kundschafter von Gartons Spähtrupp am Tempelpfad und sammle den Bericht des Tempels!
zts1565e	Erledige Wüstensand-Prädatoren in der verlorenen Wüste und sammle Sandessenzen!
zts1566e	Erledige die Wüstensand-Prädatoren in der verlorenen Wüste und sammle Windessenzen!
zts1567e	Du hast die Windessenzen eingesammelt. Gehe damit zu Velmon.
zts1569e	Bitte von Calvin Coach (täglich)
zts1570e	Calvin Coach aus NosVille bittet dich, die Huhnkönigin, die die mutierten Küken ausbrütet, zu erledigen. Als Belohnung wird er dir eines von vielen speziellen Ostergeschenken geben.
zts1571e	Hol dir die Belohnung von Calvin Coach ab, nachdem du den Huhnkönigin-Raid erfolgreich abgeschlossen hast!
zts1572e	Über das "brennende Schwert"
zts1573e	Priesterin Serizad erzählt dir über die Erkundung des brennenden Schwertes.
zts1574e	Hintergrundgeschichte zum brennenden Schwert
zts1575e	Tritt ein in die Aura des brennenden Schwertes.
zts1576e	Hitze des brennenden Schwertes
zts1577e	Berichte Priesterin Serizad über die Hitze des brennenden Schwertes.
zts1578e	Finde einen Weg, um der Hitze des brennenden Schwertes zu entgehen.
zts1579e	Frage Hohepriester Eladin im Astertempel, wie du der Hitze des brennenden Schwertes entgehen kannst.
zts1580e	Ein Kenner der geheimen Methode
zts1581e	Xavier kennt sich angeblich mit der geheimen Methode aus. Gehe zu ihm in die Zone des Chaos und frage nach dieser Methode!
zts1582e	Medikament aus der Zone des Chaos
zts1583e	Bringe Xavier das Medikament aus der Zone des Chaos, dass du von Bolporti, dem Seidenweber, erhalten hast!
zts1584e	Erlernen der geheimen Methode abgeschlossen.
zts1585e	Du weißt nun, wie man die gleißende Hitze des brennenden Schwertes überstehen kann. Kehre zu Priesterin Serizad zurück.
zts1586e	Auf nach Glacernon
zts1587e	Bringe Priesterin Serizad Eisblumen aus Glacernon.
zts1588e	Einbruch in Melkis Lager
zts1589e	Erledige die Wüstenräuber in Melkis Lager!
zts1590e	Rückkehr von Melkis Lager
zts1591e	Berichte Hazel davon!
zts1592e	Frage den Akamurhändler um Rat!
zts1593e	Gehe zum Akamurlager und triff Hazel!
zts1594e	Begib dich in die Gewölbe des Tempels!
zts1595e	Meistere den Timespace in den Katakomben des Rashidtempels!
zts1596e	Pforte aus Sand
zts1597e	Beschwöre einen Hüter der Relikte und vernichte ihn.
zts1598e	Erzähle, was du über die Relikte weißt!
zts1599e	Kehre zu Michol zurück und berichte ihm davon.
zts1600e	Berichte über den Hüter der Relikte.
zts1601e	Kehre zur Priesterin Serizad zurück und berichte ihr davon.
zts1602e	Aufbau des Lagers
zts1603e	Hilf dem Militäringenieur!
zts1604e	Auf zum Tempelplatz
zts1605e	Brich auf und triff Michol am Tempelplatz!
zts1606e	Portal in die Region des brennenden Schwertes
zts1607e	Erledige die Feinde und Monster in der Gegend des brennenden Schwertes!
zts1608e	John, der Abenteurer
zts1609e	Triff dich mit John, dem Abenteurer. Er hält sich in der Region des brennenden Schwertes auf.
zts1610e	Die glühenden Monster des brennenden Schwertes
zts1611e	Erlege die glühenden Monster in der Region des brennenden Schwertes!
zts1612e	Seltsame Erschütterung
zts1613e	Ich habe eine seltsame Erschütterung verspürt. Erzähle am besten Priesterin Serizad davon!
zts1614e	Siegel des brennenden Schwertes
zts1615e	Es ist ein Problem mit dem Zwischensiegel des brennenden Schwertes aufgetreten. Erkunde den Timespace und finde heraus, was passiert ist.
zts1616e	Das Zwischensiegel ist zerstört.
zts1617e	Das Zwischensiegel ist zerstört. Rede mit John, dem Abenteurer, darüber!
zts1618e	Monster der sengenden Hitze
zts1619e	Beschaffe dir Kertos' und Valakus' Raidsiegel und geh damit zu Priesterin Serizad.
zts1620e	Identifizierung des Siegels
zts1621e	Erkundige dich bei Hohepriester Eladin nach den starken Monstern!
zts1622e	Gefahr des Absturzes
zts1623e	Kehre zu Priesterin Serizad zurück und erzähle ihr davon!
zts1624e	Zum letzten Siegel
zts1625e	Ich muss das letzte Siegel des brennenden Schwertes unbedingt beschützen. Ich gehe sofort in den Timespace!
zts1626e	Das Siegel wurde beschützt.
zts1627e	Gehe zurück zu Priesterin Serizad!
zts1628e	Feuergott Grenigas
zts1629e	Schließe den Raid gegen Feuergott Grenigas erfolgreich ab.
zts1630e	Die errettete Welt
zts1631e	*Bitte Priesterin Serizad, das Siegel gut aufzubewahren und mit ihrem Leben zu beschützen!*
zts1632e	Sammle noch mehr Eisblumen! (tägliche Quest)
zts1633e	Überfalle das Lager der Wüstenräuber! (tägliche Quest)
zts1635e	Sammle Material für den Lageraufbau (tägliche Quest)
zts1637e	Erkunde die Gewölbe des Tempels (tägliche Quest)
zts1638e	Täglicher Gefallen für Captain Jack Panon
zts1639e	Jage Piraten Jackpen!
zts1640e	Jage Piraten Kangpen!
zts1641e	Nach dem erfolgreichen Abschließen des Piratenraids, erhältst du von Captain Jack Panon eine Belohnung.
zts1642e	Sammle Limettensaft!
zts1643e	Sammle Piratentücher!
zts1644e	Wenn du fertig bist, gehe zu Priesterin Serizad und weihe sie ein!
zts1645e	Du hast die Pergamentrolle des magischen Kamels erhalten.
zts1646e	Wenn du etwas Zeit hast, hilf dem Militäringenieur bei seiner Arbeit!
zts1647e	Zerschlage den Feuergott Grenigas!
zts1648e	Bring dem Militäringenieur die benötigten Materialien!
zts1649e	Einbruch in Melkis Lager
zts1650e	Kerus Lager überfallen (tägliche Quest)
zts1651e	Erledige die Wüstenräuber in Kerus Lager!
zts1652e	Gartons Lager überfallen (tägliche Quest)
zts1653e	Erledige die Wüstenräuber in Gartons Lager!
zts1654e	Wenn du fertig bist, berichte Hazel davon!
zts1655e	Magischer Sand
zts1656e	Begib dich auf den Weg zu John, dem Abenteurer, in der Region des brennenden Schwertes!
zts1657e	Erledige Gluthunde!
zts1658e	Du hast die Gluthunde erledigt. Berichte John, dem Abenteurer, davon.
zts1659e	Priesterin Serizad sucht dich. Laufe schnell zu ihr.
zts1660e	Geh zu Michol zum Tempelplatz und erkundige dich, ob neue Relikte aufgetaucht sind!
zts1661e	Erkunde den Timespace in den heiligen Katakomben das Rashidtempels!
zts1662e	Bringe Michol, der am Tempelplatz auf dich wartet, das Grenigas-Relikt.
zts1663e	Geh zu John, dem Abenteurer, und frage ihn nach dem momentanen Fortschritt seiner Arbeit.
zts1664e	Jage Magmaros und Gluthunde!
zts1665e	Sehr gut! Du hast alle Monster erledigt. Berichte John, dem Abenteurer, davon.
zts1666e	Suche in Valakus' Klauen nach dem Flammenalchemisten!
zts1667e	Jage die Feuerspinnen, die wir Valaket nennen, um ihnen die Eier abzujagen.
zts1668e	Du hast genügend Eier von Valaket gesammelt. Kehre zurück zum Flammenalchemisten.
zts1669e	John, der Abenteurer, hat ein Zwischensiegel entdeckt. Geh schnell zu ihm!
zts1670e	Berichte Priesterin Serizad davon, dass das Zwischensiegel entdeckt wurde.
zts1671e	Nun mach dich auf den Weg und erkunde den Timespace in Valakus' Klauen. Viel Glück!
zts1672e	Das Zwischensiegel wurde zerstört. Gehe schnell zu Priesterin Serizad und erzähle ihr davon!
zts1673e	Berichte John, dem Abenteurer, davon, dass das Zwischensiegel zerstört wurde.
zts1674e	Jage Phönix und lodernde Kreaturen!
zts1675e	Erstatte John, dem Abenteurer, Bericht.
zts1676e	Zeige Priesterin Serizad die Raidsiegel von Kertos und Valakus, die du von John erhalten hast.
zts1677e	Mach dich auf den Weg zu Hohepriester Eladin im Astertempel. Er kann dir mehr über die mächtigen Monster sagen.
zts1678e	Zerschlage Kertos und kehre zu Priesterin Serizad zurück!
zts1679e	Vernichte Valakus und kehre zu Serizad zurück!
zts1680e	Erstatte Priesterin Serizad Bericht.
zts1681e	Sprich mit John, dem Abenteurer.
zts1682e	Erkundige dich beim Flammenalchemisten über den den Fortschritt seiner Arbeit.
zts1683e	Jage Flammengiganten und sammle deren Herzen!
zts1684e	Du hast nun genügend Herzen der Flammengiganten gesammelt. Geh damit zum Flammenalchemisten!
zts1685e	Bringe John, dem Abenteurer, den Hitzewiderstandstrank!
zts1686e	Das letzte Siegel des brennenden Schwertes muss beschützt werden. Begib dich in den Timespace an Katols Straße.
zts1687e	Vernichte Feuergott Grenigas und kehre anschließend zu Priesterin Serizad zurück.
zts1688e	Monster in der Region des brennenden Schwertes erledigen (täglich)
zts1689e	Erledige alle Monster, die die Erkundung behindern.
zts1690e	Erstatte John, dem Abenteurer, Bericht.
zts1691e	Zutaten für den Hitzewiderstandstrank sammeln (täglich)
zts1692e	Erledige Valaket und besorge die Eier dieser Feuerspinne!
zts1693e	Erstatte dem Flammenalchemisten Bericht
zts1694e	Erledige Flammengiganten und bringe deren Herzen zu mir!
zts1695e	Süßes oder Saures (Eric)
zts1696e	Triff Eric, wenn du Jack O'Lantern im Raid besiegen konntest.
zts1697e	Rede mit Eric und hole dir deine Belohnung!
zts1698e	Süßes oder Saures (Mary)
zts1699e	Jage die Schergen von Jack O'Lantern!
zts1700e	Gehe zurück zu Mary und hole dir deine Belohnung!
zts1701e	Süßes oder Saures (Eva Energy)
zts1702e	Sammle Kürbissirup! Du musst ihn Jack O'Lanterns Schergen abjagen!
zts1703e	Triff Eva Energy und hole dir deine Belohnung!
zts1704e	Süßes oder Saures (Malcolm Mix)
zts1705e	Sprich mit Mimi Mentor, um einen todschicken Kürbishut (1 Tag) zum Aufsetzen zu erhaschen!
zts1706e	Gehe zurück zu Malcolm Mix und hole dir deine Belohnung!
zts1707e	Süßes oder Saures (Teoman Topp)
zts1708e	Sammle Kürbisse! Du musst sie Jack O'Lantern Gefolge abjagen!
zts1709e	Kehre zu Teoman Topp zurück und hole dir deine Belohnung!
zts1713e	Erledige den Feuerslade in der stillgelegten Mine 1! Du gelangst dorthin, wenn du durch die stillgelegte Mine am Fernonvorposten gehst.
zts1714e	Stöbere den Höllenhund auf! Beim Level 42 - Timespace riecht es verdächtig nach diesen Kötern!
zts1746e	Tägliche Quest (Weihnachtsmann)
zts1747e	Jage den hässlichen und abscheulichen Rudolf, wenn sie aus dem versiegelten Weihnachtsgefäß herauskommen!
zts1748e	Kehre zurück zum Weihnachtsmann und hole dein Geschenk!
zts1749e	Tägliche Quest (Schluri)
zts1750e	Bringe Weihnachtsglöckchen zu Schluri. Du ergatterst sie aus der Schneemann-Raidbox.
zts1751e	Gehe zurück zu Schluri und staube deine Belohnung ab!
zts1752e	Tägliche Quest (Eva Energy)
zts1753e	Schließe den Schneemann-Raid erfolgreich ab und hole dir deine Belohnung von Eva Energy!
zts1754e	Tägliche Quest (Malcolm Mix)
zts1755e	Sammle Eisblumenkristalle in Glacernon!
zts1756e	Tägliche Quest (Teodor Topp)
