zts1e	Normaler Effekt
zts20104e	Grenzenlose magische Kraft durchströmt dich und stellt kontinuierlich deine MP wieder her.
zts20105e	Anspornen
zts20106e	Du gibst der Esel-Piñata die Sporen und erhöhst so die Bewegungsgeschwindigkeit.
zts20107e	Segen des Regenbogens
zts20108e	Die PvP-Angriffskraft ist während der Regenbogenschlacht um 10% erhöht. Die Bewegungsgeschwindigkeit ist während der Regenbogenschlacht um 2 erhöht.
zts20109e	Verfluchte Flamme (F)
zts20110e	Verfluchte Flamme (E)
zts20111e	Verfluchte Flamme (D)
zts20112e	Verfluchte Flamme (C)
zts20113e	Verfluchte Flamme (B)
zts20114e	Verfluchte Flamme (A)
zts20115e	Verfluchte Flamme (S)
zts20116e	Glühende Rüstung (F)
zts20117e	Glühende Rüstung (E)
zts20118e	Glühende Rüstung (D)
zts20119e	Glühende Rüstung (C)
zts20120e	Glühende Rüstung (B)
zts20121e	Glühende Rüstung (A)
zts20122e	Glühende Rüstung (S)
zts20123e	Schmelzende Rüstung (F)
zts20124e	Schmelzende Rüstung (E)
zts20125e	Schmelzende Rüstung (D)
zts20126e	Schmelzende Rüstung (C)
zts20127e	Schmelzende Rüstung (B)
zts20128e	Schmelzende Rüstung (A)
zts20129e	Schmelzende Rüstung (S)
zts20130e	Flammenrüstung (F)
zts20131e	Flammenrüstung (E)
zts20132e	Flammenrüstung (D)
zts20133e	Flammenrüstung (C)
zts20134e	Flammenrüstung (B)
zts20135e	Flammenrüstung (A)
zts20136e	Flammenrüstung (S)
zts20137e	Begleitet von Ein-Schwinge Perti (F)
zts20138e	Begleitet von Ein-Schwinge Perti (E)
zts20139e	Begleitet von Ein-Schwinge Perti (D)
zts20140e	Begleitet von Ein-Schwinge Perti (C)
zts20141e	Begleitet von Ein-Schwinge Perti (B)
zts20142e	Begleitet von Ein-Schwinge Perti (A)
zts20143e	Begleitet von Ein-Schwinge Perti (S)
zts20144e	Leckerer Thunfisch
zts20145e	Gönne dir den leckeren Thunfisch des Otters, um dich optimal auf den Kampf vorzubereiten.
zts20146e	Gefrorener Thunfisch
zts20147e	Steinhart und eiskalt.
zts20148e	Segen des Otters
zts20149e	Erhöht Angriffe und Verteidigungen.
zts20150e	Kampfbereit
zts20151e	Der Otter kann es kaum erwarten zuzuschlagen.
zts20152e	Buff des 12. Jahrestages
zts20153e	Schwaches Blutsaugen
zts20154e	Durch den Blutverlust wird der Körper geschwächt.
zts20155e	Fledermausschwarm
zts20156e	Verwandle dich in einen Fledermausschwarm, wenn Gefahr droht.
zts20157e	Schrecken der Nacht
zts20158e	Dein Opfer fürchtet die Schrecken, die in der Dunkelheit lauern.
zts20159e	Fesseln
zts20160e	Dein Gegner wird in Ketten gelegt.
zts20161e	Abprallen
zts20162e	Reflektiert gegnerische Angriffe.
zts20163e	Antischwerkraft
zts20164e	Du schwebst in der Luft. Es besteht die Möglichkeit, dass du von Panik ergriffen wirst.
zts20165e	Dämonische Kräfte
zts20166e	Du erlangst die Kräfte eines Dämons.
zts20168e	Herzinfarkt
zts20169e	Dein Gegner kann nicht angreifen.
zts20170e	Überschlag
zts20171e	Der Gegner erleidet einen Stromschlag.
zts20172e	Blitzschwingen
zts20173e	Diesen Buff erhältst du durch die Blitzschwingen.
zts20174e	Dieser Richtspruch lässt Welten vergehen.
zts20175e	Dieser Richtspruch lässt Welten vergehen.
zts20176e	Zotteliges Fell
zts20177e	Das zottelige Fell des Alpakas schützt dich.
zts20178e	Giftiger Rauch
zts20179e	Dieser Rauch hat den Wald verpestet.
zts20180e	Vergiftung
zts20181e	In gefährlichen Gebieten kannst du vergiftet werden.
zts20182e	Leichte Vergiftung
zts20183e	Eine leichte Vergiftung. Vorsicht, du kannst sie übertragen! Stärke dein Immunsystem, um dem Gift zu widerstehen.
zts20184e	Immunsystem stärken
zts20185e	Stärkt deinen Körper und macht ihn immun gegen Carnos Gift.
zts20186e	Tödliche Verletzung
zts20187e	Carnos Zähne und Klauen reißen tiefe Wunden.
zts20188e	Körperbombe
zts20189e	Explodiert nach einer gewissen Zeit und fügt dir und Verbündeten in der Nähe 4.000 Schaden zu.
zts20190e	Pappsatt
zts20191e	Belial wird stärker durch die Seelen, die er verschlingt.
zts20192e	Seelenschwächung
zts20193e	Belial schwächt deine Seele.
zts20194e	Überraschende Wendung
zts20195e	Belial reflektiert deine Angriffe und fügt deinen Verbündeten so Schaden zu.
zts20196e	Dornenfell
zts20197e	Verleiht dir einen Buff, der dich schützt.
zts20198e	Dornenfell +1
zts20199e	Dornenfell +2
zts20200e	Dornenfell +3
zts20201e	Dornenfell +4
zts20202e	Dornenfell +5
zts20203e	Dornenfell +6
zts20204e	Dornenfell +7
zts20205e	Dornenfell +8
zts20206e	Dornenfell +9
zts20207e	Blutige Rache
zts20208e	Blutige Rache +1
zts20209e	Blutige Rache +2
zts20210e	Blutige Rache +3
zts20211e	Blutige Rache +4
zts20212e	Blutige Rache +5
zts20213e	Blutige Rache +6
zts20214e	Blutige Rache +7
zts20215e	Blutige Rache +8
zts20216e	Blutige Rache +9
zts20217e	Tödlicher Treffer
zts20218e	Tödlicher Treffer +1
zts20219e	Tödlicher Treffer +2
zts20220e	Tödlicher Treffer +3
zts20221e	Tödlicher Treffer +4
zts20222e	Tödlicher Treffer +5
zts20223e	Tödlicher Treffer +6
zts20224e	Tödlicher Treffer +7
zts20225e	Tödlicher Treffer +8
zts20226e	Tödlicher Treffer +9
zts20227e	Nervengift
zts20228e	Nervengift +1
zts20229e	Nervengift +2
zts20230e	Nervengift +3
zts20231e	Nervengift +4
zts20232e	Nervengift +5
zts20233e	Nervengift +6
zts20234e	Nervengift +7
zts20235e	Nervengift +8
zts20236e	Nervengift +9
zts20237e	Macht der Apokalypse (Stufe 1)
zts20238e	Macht der Apokalypse (Stufe 2)
zts20239e	Macht der Apokalypse (Stufe 3)
zts20240e	Macht der Apokalypse (Stufe 4)
zts20241e	Macht der Apokalypse (Stufe 5)
zts20242e	Macht der Reflexion (Stufe 1)
zts20243e	Macht der Reflexion (Stufe 2)
zts20244e	Macht der Reflexion (Stufe 3)
zts20245e	Macht der Reflexion (Stufe 4)
zts20246e	Macht der Reflexion (Stufe 5)
zts20247e	Macht des Wolfes (Stufe 1)
zts20248e	Macht des Wolfes (Stufe 2)
zts20249e	Macht des Wolfes (Stufe 3)
zts20250e	Macht des Wolfes (Stufe 4)
zts20251e	Macht des Wolfes (Stufe 5)
zts20252e	Macht des Rückstoßes (Stufe 1)
zts20253e	Macht des Rückstoßes (Stufe 2)
zts20254e	Macht des Rückstoßes (Stufe 3)
zts20255e	Macht des Rückstoßes (Stufe 4)
zts20256e	Macht des Rückstoßes (Stufe 5)
zts20257e	Macht der Explosion (Stufe 1)
zts20258e	Macht der Explosion (Stufe 2)
zts20259e	Macht der Explosion (Stufe 3)
zts20260e	Macht der Explosion (Stufe 4)
zts20261e	Macht der Explosion (Stufe 5)
zts20262e	Macht der Diffusion (Stufe 1)
zts20263e	Macht der Diffusion (Stufe 2)
zts20264e	Macht der Diffusion (Stufe 3)
zts20265e	Macht der Diffusion (Stufe 4)
zts20266e	Macht der Diffusion (Stufe 5)
zts20267e	Macht des Blitzes (Stufe 1)
zts20268e	Macht des Blitzes (Stufe 2)
zts20269e	Macht des Blitzes (Stufe 3)
zts20270e	Macht des Blitzes (Stufe 4)
zts20271e	Macht des Blitzes (Stufe 5)
zts20272e	Macht des Fluches (Stufe 1)
zts20273e	Macht des Fluches (Stufe 2)
zts20274e	Macht des Fluches (Stufe 3)
zts20275e	Macht des Fluches (Stufe 4)
zts20276e	Macht des Fluches (Stufe 5)
zts20277e	Macht des Bären (Stufe 1)
zts20278e	Macht des Bären (Stufe 2)
zts20279e	Macht des Bären (Stufe 3)
zts20280e	Macht des Bären (Stufe 4)
zts20281e	Macht des Bären (Stufe 5)
zts20282e	Macht der Kälte (Stufe 1)
zts20283e	Macht der Kälte (Stufe 2)
zts20284e	Macht der Kälte (Stufe 3)
zts20285e	Macht der Kälte (Stufe 4)
zts20286e	Macht der Kälte (Stufe 5)
zts20287e	Das Gift des Schlangen-Loa ist besonders potent.
zts20288e	Fluch des Schlangen-Loa
zts20289e	Der Schaden wird durch den Fluch des Schlangen-Loa erhöht.
zts20290e	Verstärktes Fell des Bestienkönigs
zts20291e	Das Fell des Bestienkönigs verhärtet sich.
zts20292e	Fell des Bestienkönigs
zts20293e	Das Fell des Bestienkönigs ist außergewöhnlich.
zts20294e	Fluch des Bestienkönigs
zts20295e	Der Bestienkönig nimmt dich ins Visier.
zts20296e	Schwacher kalter Luftzug
zts20297e	Die Macht der Kälte lässt dich frösteln.
zts20298e	Starker kalter Luftzug
zts20299e	Die Macht der Kälte lässt dich frieren.
zts20300e	Fluch des Dämonengottes
zts20301e	Belials Fluch macht dich träge.
zts20302e	Verfluchter Pfeil
zts20303e	Der Schaden wird durch den Verfluchten Pfeil erhöht.
zts20304e	Gift des Geisterkönigs
zts20305e	Der Magieschaden wird durch das Gift des Geisterkönigs erhöht.
zts20306e	Verwundet vom Bestienkönig
zts20307e	Vom Bestienkönig verursachte Wunden sind meist tödlich.
zts20308e	Fluch des Horns
zts20309e	Das Horn des Bestienkönigs verflucht dich.
zts20310e	Verfluchte Klinge
zts20311e	Belials Klinge verflucht dich.
zts20312e	Schwächung der Elemente
zts20313e	Das Feuer des Geisterkönigs reduziert die Magieverteidigung und alle Elemente.
zts20314e	Fluch des Bären
zts20315e	Der Bären-Loa verflucht dich.
zts20316e	Gesundes Moos
zts20317e	Moosbrei ist gut für die Sehkraft.
zts20318e	Macht die Haut widerstandsfähiger und lässt Stacheln aus dem Fell wachsen.
zts20319e	Kauern
zts20320e	Stärkt die Verteidigung auf Kosten der Angriffskraft.
zts20321e	Kauern +1
zts20322e	Kauern +2
zts20323e	Kauern +3
zts20324e	Kauern +4
zts20325e	Kauern +5
zts20326e	Kauern +6
zts20327e	Kauern +7
zts20328e	Kauern +8
zts20329e	Kauern +9
zts20330e	Anpassungsfähiges Fell
zts20331e	Die Rüstung passt sich der Schadensart an.
zts20332e	Anpassungsfähiges Fell +1
zts20333e	Anpassungsfähiges Fell +2
zts20334e	Anpassungsfähiges Fell +3
zts20335e	Anpassungsfähiges Fell +4
zts20336e	Anpassungsfähiges Fell +5
zts20337e	Anpassungsfähiges Fell +6
zts20338e	Anpassungsfähiges Fell +7
zts20339e	Anpassungsfähiges Fell +8
zts20340e	Anpassungsfähiges Fell +9
zts20341e	Ausdauer des Bären
zts20342e	Der Segen des Bären-Loa gewährt dir mehr Ausdauer.
zts20343e	Ausdauer des Bären +1
zts20344e	Ausdauer des Bären +2
zts20345e	Ausdauer des Bären +3
zts20346e	Ausdauer des Bären +4
zts20347e	Ausdauer des Bären +5
zts20348e	Ausdauer des Bären +6
zts20349e	Ausdauer des Bären +7
zts20350e	Ausdauer des Bären +8
zts20351e	Ausdauer des Bären +9
zts20352e	Dickes Fell
zts20353e	Stärkt die Widerstandskraft und die Rüstung.
zts20354e	Dickes Fell +1
zts20355e	Dickes Fell +2
zts20356e	Dickes Fell +3
zts20357e	Dickes Fell +4
zts20358e	Dickes Fell +5
zts20359e	Dickes Fell +6
zts20360e	Dickes Fell +7
zts20361e	Dickes Fell +8
zts20362e	Dickes Fell +9
zts20363e	Gesegnetes Fell
zts20364e	Das heilige Fell des Bären-Loa schützt dich vor schlechten Effekten.
zts20365e	Gesegnetes Fell +1
zts20366e	Gesegnetes Fell +2
zts20367e	Gesegnetes Fell +3
zts20368e	Gesegnetes Fell +4
zts20369e	Gesegnetes Fell +5
zts20370e	Gesegnetes Fell +6
zts20371e	Gesegnetes Fell +7
zts20372e	Gesegnetes Fell +8
zts20373e	Gesegnetes Fell +9
zts20374e	Blitzschnelle Verteidigung
zts20375e	Verstärkt blitzartig die Rüstung.
zts20376e	Blitzschnelle Verteidigung +1
zts20377e	Blitzschnelle Verteidigung +2
zts20378e	Blitzschnelle Verteidigung +3
zts20379e	Blitzschnelle Verteidigung +4
zts20380e	Blitzschnelle Verteidigung +5
zts20381e	Blitzschnelle Verteidigung +6
zts20382e	Blitzschnelle Verteidigung +7
zts20383e	Blitzschnelle Verteidigung +8
zts20384e	Blitzschnelle Verteidigung +9
zts20385e	Bärenhieb
zts20386e	Wer es versteht, im Einklang mit der Natur zu leben, kann sich die Macht des Bären-Loa zu eigen machen.
zts20387e	Bärenhieb +1
zts20388e	Bärenhieb +2
zts20389e	Bärenhieb +3
zts20390e	Bärenhieb +4
zts20391e	Bärenhieb +5
zts20392e	Bärenhieb +6
zts20393e	Bärenhieb +7
zts20394e	Bärenhieb +8
zts20395e	Bärenhieb +9
zts20396e	Segen der Elemente
zts20397e	Sämtliche Elemente werden verstärkt.
zts20398e	Segen der Elemente +1
zts20399e	Segen der Elemente +2
zts20400e	Segen der Elemente +3
zts20401e	Segen der Elemente +4
zts20402e	Segen der Elemente +5
zts20403e	Segen der Elemente +6
zts20404e	Segen der Elemente +7
zts20405e	Segen der Elemente +8
zts20406e	Segen der Elemente +9
zts20407e	Angriffshaltung
zts20408e	Erhöht die Angriffskraft auf Kosten der Verteidigung.
zts20409e	Angriffshaltung +1
zts20410e	Angriffshaltung +2
zts20411e	Angriffshaltung +3
zts20412e	Angriffshaltung +4
zts20413e	Angriffshaltung +5
zts20414e	Angriffshaltung +6
zts20415e	Angriffshaltung +7
zts20416e	Angriffshaltung +8
zts20417e	Angriffshaltung +9
zts20418e	Löwenklauen
zts20419e	Löwenklauen reißen tiefe Wunden.
zts20420e	Löwenklauen +1
zts20421e	Löwenklauen +2
zts20422e	Löwenklauen +3
zts20423e	Löwenklauen +4
zts20424e	Löwenklauen +5
zts20425e	Löwenklauen +6
zts20426e	Löwenklauen +7
zts20427e	Löwenklauen +8
zts20428e	Löwenklauen +9
zts20429e	Verstärkter Angriff
zts20430e	Stärkt die Macht von Waffen.
zts20431e	Verstärkter Angriff +1
zts20432e	Verstärkter Angriff +2
zts20433e	Verstärkter Angriff +3
zts20434e	Verstärkter Angriff +4
zts20435e	Verstärkter Angriff +5
zts20436e	Verstärkter Angriff +6
zts20437e	Verstärkter Angriff +7
zts20438e	Verstärkter Angriff +8
zts20439e	Verstärkter Angriff +9
zts20440e	Scharfe Klauen
zts20441e	Verstärkte Angriffe fügen zusätzlichen Schaden zu.
zts20442e	Scharfe Klauen +1
zts20443e	Scharfe Klauen +2
zts20444e	Scharfe Klauen +3
zts20445e	Scharfe Klauen +4
zts20446e	Scharfe Klauen +5
zts20447e	Scharfe Klauen +6
zts20448e	Scharfe Klauen +7
zts20449e	Scharfe Klauen +8
zts20450e	Scharfe Klauen +9
zts20451e	Stärkende Heilung
zts20452e	Gewährt die Chance, dass die Abklingzeiten von Skills zurückgesetzt werden.
zts20453e	Stärkende Heilung +1
zts20454e	Stärkende Heilung +2
zts20455e	Stärkende Heilung +3
zts20456e	Stärkende Heilung +4
zts20457e	Stärkende Heilung +5
zts20458e	Stärkende Heilung +6
zts20459e	Stärkende Heilung +7
zts20460e	Stärkende Heilung +8
zts20461e	Stärkende Heilung +9
zts20462e	Schwäche ausnutzen
zts20463e	Durchdringt die Rüstung von Gegnern.
zts20464e	Schwäche ausnutzen +1
zts20465e	Schwäche ausnutzen +2
zts20466e	Schwäche ausnutzen +3
zts20467e	Schwäche ausnutzen +4
zts20468e	Schwäche ausnutzen +5
zts20469e	Schwäche ausnutzen +6
zts20470e	Schwäche ausnutzen +7
zts20471e	Schwäche ausnutzen +8
zts20472e	Schwäche ausnutzen +9
zts20473e	Löwenhieb
zts20474e	Wer es versteht, im Einklang mit der Natur zu leben, kann sich die Macht des Löwen-Loa zu eigen machen.
zts20475e	Löwenhieb +1
zts20476e	Löwenhieb +2
zts20477e	Löwenhieb +3
zts20478e	Löwenhieb +4
zts20479e	Löwenhieb +5
zts20480e	Löwenhieb +6
zts20481e	Löwenhieb +7
zts20482e	Löwenhieb +8
zts20483e	Löwenhieb +9
zts20484e	Flink wie der Wind
zts20485e	Erhöht die Bewegungsgeschwindigkeit und den Meiden-Wert.
zts20486e	Flink wie der Wind +1
zts20487e	Flink wie der Wind +2
zts20488e	Flink wie der Wind +3
zts20489e	Flink wie der Wind +4
zts20490e	Flink wie der Wind +5
zts20491e	Flink wie der Wind +6
zts20492e	Flink wie der Wind +7
zts20493e	Flink wie der Wind +8
zts20494e	Flink wie der Wind +9
zts20495e	Durchbohrender Blick
zts20496e	Identifiziert die Schwachstellen des Gegners.
zts20497e	Durchbohrender Blick +1
zts20498e	Durchbohrender Blick +2
zts20499e	Durchbohrender Blick +3
zts20500e	Durchbohrender Blick +4
zts20501e	Durchbohrender Blick +5
zts20502e	Durchbohrender Blick +6
zts20503e	Durchbohrender Blick +7
zts20504e	Durchbohrender Blick +8
zts20505e	Durchbohrender Blick +9
zts20506e	Höhenflug
zts20507e	Du verbirgst geschickt deine Schwachpunkte.
zts20508e	Höhenflug +1
zts20509e	Höhenflug +2
zts20510e	Höhenflug +3
zts20511e	Höhenflug +4
zts20512e	Höhenflug +5
zts20513e	Höhenflug +6
zts20514e	Höhenflug +7
zts20515e	Höhenflug +8
zts20516e	Höhenflug +9
zts20517e	Adleraugen
zts20518e	Erhöht die Genauigkeit deiner Angriffe.
zts20519e	Adleraugen +1
zts20520e	Adleraugen +2
zts20521e	Adleraugen +3
zts20522e	Adleraugen +4
zts20523e	Adleraugen +5
zts20524e	Adleraugen +6
zts20525e	Adleraugen +7
zts20526e	Adleraugen +8
zts20527e	Adleraugen +9
zts20528e	Auge um Auge
zts20529e	Wirft Schaden zurück auf den Gegner.
zts20530e	Auge um Auge +1
zts20531e	Auge um Auge +2
zts20532e	Auge um Auge +3
zts20533e	Auge um Auge +4
zts20534e	Auge um Auge +5
zts20535e	Auge um Auge +6
zts20536e	Auge um Auge +7
zts20537e	Auge um Auge +8
zts20538e	Auge um Auge +9
zts20539e	Überlebensinstinkt
zts20540e	Bei Gefahr erhöht sich deine Geschicklichkeit.
zts20541e	Überlebensinstinkt +1
zts20542e	Überlebensinstinkt +2
zts20543e	Überlebensinstinkt +3
zts20544e	Überlebensinstinkt +4
zts20545e	Überlebensinstinkt +5
zts20546e	Überlebensinstinkt +6
zts20547e	Überlebensinstinkt +7
zts20548e	Überlebensinstinkt +8
zts20549e	Überlebensinstinkt +9
zts20550e	Wachsende Erfahrung
zts20551e	Mit wachsender Erfahrung fällt es dir leichter, die Schwachstellen von Gegnern auszumachen.
zts20552e	Wachsende Erfahrung +1
zts20553e	Wachsende Erfahrung +2
zts20554e	Wachsende Erfahrung +3
zts20555e	Wachsende Erfahrung +4
zts20556e	Wachsende Erfahrung +5
zts20557e	Wachsende Erfahrung +6
zts20558e	Wachsende Erfahrung +7
zts20559e	Wachsende Erfahrung +8
zts20560e	Wachsende Erfahrung +9
zts20561e	Adlerklauen
zts20562e	Wer es versteht, im Einklang mit der Natur zu leben, kann sich die Macht des Adler-Loa zu eigen machen.
zts20563e	Adlerklauen +1
zts20564e	Adlerklauen +2
zts20565e	Adlerklauen +3
zts20566e	Adlerklauen +4
zts20567e	Adlerklauen +5
zts20568e	Adlerklauen +6
zts20569e	Adlerklauen +7
zts20570e	Adlerklauen +8
zts20571e	Adlerklauen +9
zts20572e	Schlangengift
zts20573e	Ein Angriff, der durch Gift verstärkt wird.
zts20574e	Schlangengift +1
zts20575e	Schlangengift +2
zts20576e	Schlangengift +3
zts20577e	Schlangengift +4
zts20578e	Schlangengift +5
zts20579e	Schlangengift +6
zts20580e	Schlangengift +7
zts20581e	Schlangengift +8
zts20582e	Schlangengift +9
zts20583e	Angriffsmagie
zts20584e	Deine Angriffskraft wird durch deine Magieverteidigung gestärkt.
zts20585e	Angriffsmagie +1
zts20586e	Angriffsmagie +2
zts20587e	Angriffsmagie +3
zts20588e	Angriffsmagie +4
zts20589e	Angriffsmagie +5
zts20590e	Angriffsmagie +6
zts20591e	Angriffsmagie +7
zts20592e	Angriffsmagie +8
zts20593e	Angriffsmagie +9
zts20594e	Angriff ist die beste Verteidigung
zts20595e	Wenn du Schaden erleidest, wird dieser von deinen MP statt von deinen HP abgezogen.
zts20596e	Angriff ist die beste Verteidigung +1
zts20597e	Angriff ist die beste Verteidigung +2
zts20598e	Angriff ist die beste Verteidigung +3
zts20599e	Angriff ist die beste Verteidigung +4
zts20600e	Angriff ist die beste Verteidigung +5
zts20601e	Angriff ist die beste Verteidigung +6
zts20602e	Angriff ist die beste Verteidigung +7
zts20603e	Angriff ist die beste Verteidigung +8
zts20604e	Angriff ist die beste Verteidigung +9
zts20605e	Fluch
zts20606e	Du sinnst auf Rache und verfluchst den Gegner.
zts20607e	Fluch +1
zts20608e	Fluch +2
zts20609e	Fluch +3
zts20610e	Fluch +4
zts20611e	Fluch +5
zts20612e	Fluch +6
zts20613e	Fluch +7
zts20614e	Fluch +8
zts20615e	Fluch +9
zts20616e	Elementarschild
zts20617e	Erlittener Elementarschaden wird reduziert.
zts20618e	Elementarschild +1
zts20619e	Elementarschild +2
zts20620e	Elementarschild +3
zts20621e	Elementarschild +4
zts20622e	Elementarschild +5
zts20623e	Elementarschild +6
zts20624e	Elementarschild +7
zts20625e	Elementarschild +8
zts20626e	Elementarschild +9
zts20627e	Magische Rüstung
zts20628e	Der Schaden wird durch wundersame Magie reduziert.
zts20629e	Magische Rüstung +1
zts20630e	Magische Rüstung +2
zts20631e	Magische Rüstung +3
zts20632e	Magische Rüstung +4
zts20633e	Magische Rüstung +5
zts20634e	Magische Rüstung +6
zts20635e	Magische Rüstung +7
zts20636e	Magische Rüstung +8
zts20637e	Magische Rüstung +9
zts20638e	Macht des Fluches
zts20639e	Deine Elemente werden verstärkt, wenn du von schlechten Effekten betroffen bist.
zts20640e	Macht des Fluches +1
zts20641e	Macht des Fluches +2
zts20642e	Macht des Fluches +3
zts20643e	Macht des Fluches +4
zts20644e	Macht des Fluches +5
zts20645e	Macht des Fluches +6
zts20646e	Macht des Fluches +7
zts20647e	Macht des Fluches +8
zts20648e	Macht des Fluches +9
zts20649e	Schlangenbiss
zts20650e	Wer es versteht, im Einklang mit der Natur zu leben, kann sich die Macht des Schlangen-Loa zu eigen machen.
zts20651e	Schlangenbiss +1
zts20652e	Schlangenbiss +2
zts20653e	Schlangenbiss +3
zts20654e	Schlangenbiss +4
zts20655e	Schlangenbiss +5
zts20656e	Schlangenbiss +6
zts20657e	Schlangenbiss +7
zts20658e	Schlangenbiss +8
zts20659e	Schlangenbiss +9
zts20660e	Du verbrennst durch die Macht der Apokalypse.
zts20661e	Du reflektierst Schaden mit der Macht der Reflexion.
zts20662e	Die Elemente werden durch die Macht des Wolfes geschwächt.
zts20663e	Stärkt deine Angriffe mit der Macht des Rückstoßes.
zts20664e	Die Feuerresistenz ist durch die Macht der Explosion verringert.
zts20665e	Macht der Flinkheit (Stufe 1)
zts20666e	Du bist agiler und bewegst dich schneller durch die Macht der Flinkheit.
zts20667e	Macht der Flinkheit (Stufe 2)
zts20668e	Macht der Flinkheit (Stufe 3)
zts20669e	Macht der Flinkheit (Stufe 4)
zts20670e	Macht der Flinkheit (Stufe 5)
zts20671e	Die Macht des Blitzes verringert durch Stromschläge das Lichtelement.
zts20672e	Die Macht des Fluches macht dich träge.
zts20673e	Die Verteidigung wird durch die Macht des Bären verringert.
zts20674e	Fügt Gegnern um dich herum durch die Macht der Kälte Schaden zu.
zts20675e	Energie der Ork-Helden
zts20676e	Du besitzt die Macht der Ork-Helden und fügst Monstern mehr Schaden zu.
zts20677e	Mäuschens Neujahrssegen
zts20678e	Groggy
zts20679e	Du wurdest von einer großen Kugel getroffen. Deine Sinne sind benebelt.
zts20680e	Mäuschen Miez' Segen
zts20681e	Erhöht Angriffe und Verteidigungen.
zts20682e	Heldenschutz
zts20683e	Du verlierst keine Heldenerfahrung, wenn du stirbst.
zts20684e	Schildkrötenpanzer
zts20685e	Schwindel
zts20686e	Du kannst dich für kurze Zeit nicht bewegen, da dir vom Ritt auf dem Schildikopter schwindelig ist.
zts20687e	Hervorragendes Sehvermögen
zts20688e	Dank des hervorragenden Sehvermögens des Frostwolfs kannst du die Schwachpunkte deiner Gegner ausmachen und sie gezielt angreifen.
zts20689e	Diesen Buff erhältst durch den Schildikopter.
