zts1e	초보모험가 학습코스
zts1292e	조사 완료. 교역품을 슈밀 헤이즐에게 가져가자
zts1293e	케루스의 야영지에 있는 제5~6처소 상단교역품을 조사하고 교역품을 찾아오자
zts1294e	하마드 아카무르에게 보고서를 전달하자
zts1295e	상단 야영지 동부의 폭풍모래 바실리스크를 사냥하자
zts1296e	폭풍모래 바실리스크 사냥 완료. 슈밀 헤이즐에게 보고하자
zts1297e	상단야영지 서부에서 메마른 프로타를 사냥하자
zts1298e	메마른 프로타 사냥 완료. 슈밀 헤이즐에게 보고하자
zts1299e	멜키의 야영지 인근에 가서 폭풍모래 스콜피온을 사냥하자
zts1300e	폭풍모래 스콜피온 사냥 완료. 슈밀 헤이즐에게 보고하자.
zts1301e	케루스의 야영지 인근에 가서 폭풍모래 포식자를 사냥하자
zts1302e	폭풍모래 스콜피온 사냥 완료. 슈밀 헤이즐에게 보고하자
zts1303e	슈밀 헤이즐에게 가자
zts1304e	케루스의 야영지에 있는 대리인 무르샤에게 가자
zts1305e	케루스의 정예 암살자를 처치하고 사막도적단 두건을 모으자
zts1306e	두건 수집 완료. 대리인 무르샤에게 가져가자
zts1307e	케루스의 정예 포수를 처치하고 사막도적단 휘장을 모으자
zts1308e	휘장 수집 완료. 대리인 무르샤에게 가져가자
zts1309e	부대장 케루스를 처치하고 부대장 케루스의 인장을 획득하자
zts1310e	부대장 케루스의 인장 획득. 대리인 무르샤에게 가져가자
zts1311e	대리인 무르샤에게 받은 밀서를 슈밀 헤이즐에게 가져가자
zts1312e	슈밀 헤이즐이 준비한 편지를 하마드 아카무르에게 전달하자
zts1313e	상자에 있던 2차행동지령서를 슈밀 헤이즐에게 전달하자
zts1314e	멜키의 야영지에서 멜키의 정예 폭파병을 처치하자
zts1315e	멜키의 야영지에 잡혀있는 상단포로 후마드에게 가자
zts1316e	멜키의 야영지 교도관을 처치하고 교도관의 열쇠를 획득하자
zts1317e	교도관의 열쇠 획득. 상단포로 후마드에게 가져가자
zts1318e	멜키의 정예 칼잡이를 처치하자
zts1319e	슈밀 헤이즐에게 보고하자
zts1320e	슈밀 헤이즐의 보고서를 하마드 아카무르에게 전달하자
zts1321e	상단 야영지 동부의 폭풍모래 프로타를 사냥하자
zts1322e	폭풍모래 프로타 사냥 완료. 슈밀 헤이즐에게 보고하자
zts1323e	상단 야영지 동부와 멜키의 야영지인근에서 폭풍모래덩굴과 멜키의 수색대 칼잡이를 처치하자
zts1324e	처치 임무 완료. 슈밀 헤이즐에게 보고하자
zts1325e	멜키의 야영지에 있는 멜키의 정예 포수들과 부대장 멜키를 처치하자
zts1326e	상단야영지 서부에서 메마른모래 만토스를 사냥하자
zts1327e	메마른모래 만토스 사냥 완료. 헤이즐에게 보고하자
zts1328e	케루스의 야영지 인근에서 케루스의 수색대 폭파병을 처치하자
zts1329e	케루스의 수색대 폭파병 처치 완료. 슈밀 헤이즐에게 보고하자
zts1330e	케루스의 야영지에 있는 케루스의 정예 칼잡이와 부대장 케루스 처치 하자
zts1331e	세미아 펠튼과 대화하자
zts1332e	케루스의 야영지에 가서 부대장 케루스를 처치하고 긴급지령서 A를 획득하자
zts1333e	긴급지령서 A 획득. 세미아 펠튼에게 가져가자
zts1334e	가톤의 야영지 인근에 있는 경비병 푸트란에게 가자
zts1335e	가톤의 야영지 인근에서 가톤의 수색대 암살자를 처치하자
zts1336e	가톤의 수색대 암살자 처치 완료. 경비병 푸트란에게 보고하자
zts1337e	가톤의 야영지에서 가톤의 정예 포수를 처치하자
zts1338e	정예 포수 처치 완료. 경비병 푸트란에게 보고하자
zts1339e	가톤의 야영지에서 부대장 가톤을 처치하고 긴급지령서B를 획득하자
zts1340e	긴급지령서B 획득. 경비병 푸트란에게 보고하자
zts1341e	긴급지령서B를 세미아 펠튼에게 가져가자
zts1342e	무법지대에 가서 까마귀 머피와 대화하자
zts1343e	세미아 펠튼에게 보고하자
zts1344e	세미아 펠튼의 보고서를 총단장 네피 아카무르에게 전달하자
zts1345e	무법지대에 가서 칼잡이 벨몬과 대화하자
zts1346e	쇼란의 수송대 암살자와 포수를 처치하자
zts1347e	처치 완료. 대리인 루샬딘에게 가자
zts1348e	소굴내에 있는 살펴보지 못한 수상한 약병을 수거하자
zts1349e	살펴보지 못한 수상한 약병 획득. 대리인 루샬딘에게 가져가자
zts1350e	도적단 소굴 인근에서 쎄이의 수색대 폭파병과 쇼란의 수색대 암살자를 처치하자
zts1351e	수색대 처치 완료. 대리인 루샤딘에게 가자
zts1352e	세미아 펠튼에게 보고하러 가자
zts1353e	사막도적단 소굴에 가서 대리인 루샬딘과 대화하자
zts1354e	편지를 세미아 펠튼과 전달하자
zts1355e	세미아 펠튼의 서신을 칼잡이 벨몬에게 전달하자
zts1356e	케루스의 야영지에서 케루스의 정예 포수들과 부대장 케루스를 처치하자
zts1357e	케루스의 수상한 상자를 조사하자
zts1358e	조직도를 칼잡이 벨몬에게 가져가자
zts1359e	가톤의 야영지에서 케루스의 정예 암살자들과 부대장 가톤를 처치하자
zts1360e	가톤의 수상한 상자를 조사하자
zts1361e	조직도를 까마귀 머피에게 전달하자
zts1362e	완성된 조직도를 대리인 세미아 펠튼에게 전달하자
zts1363e	명령서를 세미아 펠튼과 전달하자
zts1364e	사막도적단의 소굴과 그 인근지역에서 쎄이의 수색대 칼잡이와 쇼란의 수송대 폭파병을 처치하자
zts1365e	처치 임무 완료, 세미아 펠튼에게 보고하자
zts1366e	사막도적단 소굴 안쪽의 옛아스터사원에서 쇼란의 호위대 칼잡이와 쎄이의 호위대 포수를 처치하자
zts1367e	옛아스터사원 깊숙한 곳에 있는 부대장 쇼란과 쎄이를 처치하자
zts1368e	교역품 추적 보고서를 세미아 펠튼과 전달하자
zts1369e	케루스의 야영지에서 유물이 담긴 상자를 조사하자
zts1370e	아스터 사원 유물 조각 획득. 세미아 펠튼에게 가져가자
zts1371e	가톤의 야영지에서 유물이 담긴 상자를 조사하자
zts1372e	사막도적단 소굴에서 유물이 담긴 상자를 조사하자
zts1373e	아스터사원 유물을 아스터사원의 대사제 엘라딘에게 전달하자
zts1374e	사막도적단 소굴에 있는 상단포로 롬멜과 대화하자
zts1375e	쎄이의 수송대 암살자를 처치하자
zts1376e	결과를 상단포로 롬멜에게 알려주자
zts1377e	열쇠지기와 교도관을 처치하고 2종류의 열쇠를 구하자
zts1378e	열쇠로 상단포로 롬멜을 풀어주자
zts1379e	도적단소굴 인근지역에서 쇼란의 수색대 칼잡이를 처치하자
zts1380e	부서진 유물 조각을 세미아 펠튼에게 전달하자
zts1381e	사제 베라와 대화하자
zts1382e	부서진 유물 조각을 네피 아카무르에게 전달하자
zts1383e	아스터사원 내부성소에서 지하서고 수도사를 처치하자
zts1384e	지하서고 수도사 처치 완료. 사제 베라에게 보고하자
zts1385e	아스터사원 내부성소에서 지하납골당 기원자와 길잡이를 처치하자
zts1386e	처치 완료. 사제 베라에게 보고하자
zts1387e	아스터사원 중앙성소에서 지하예배당 구도자를 처치하자
zts1388e	아스터사원 중앙성소에서 중앙성소 길잡이와 기원자를 처치하자
zts1389e	아스터사원 중앙성소에서 발견하지 못한 깨진 유물조각을 조사하자
zts1390e	깨진유물조각 획득. 사제 베라에게 보고하자
zts1391e	보고서를 대사제 엘라딘에게 전달하자
zts1392e	아스터사원 내부성소에서 지하서고 기원자를 처치해 영혼의 정수를 모으자
zts1393e	영혼의 정수 수집 완료. 사제 베라에게 가져가자
zts1394e	아스터사원 내부성소에서 지하납골당 길잡이를 처치해 영혼의 정수를 모으자
zts1395e	아스터사원 중앙성소에서 지하예배당 수도자를 처치해 영혼의 정수를 모으자
zts1396e	아스터사원 중앙성소에서 중앙성소 수도자를 처치해 영혼의 정수를 모으자
zts1397e	주머니를 대사제 엘라딘에게 전달하자
zts1398e	네피 아카무르에게 주문목록을 물어보자
zts1399e	세미아 펠튼에게 물품에 대해 물어보자
zts1400e	가톤의 야영지에서 개봉되지 않은 상자를 조사하자
zts1401e	향료세트 획득. 세미아 펠튼에게 가져가자
zts1402e	대사제 엘라딘에게 물품을 전달하자
zts1403e	아스터사원 지하에서 사제 노라를 찾자
zts1404e	서고에서 죽은 사제를 찾아 서고에서 쓸 축복받은 향을 사용하자
zts1405e	향을 피웠다. 사제 노라에게 돌아가자
zts1406e	납골당에서 죽은 사제를 찾아 납골당에서 쓸 축복받은 향을 사용하자
zts1407e	예배당에서 죽은 사제를 찾아 예배당에서 쓸 축복받은 향을 사용하자
zts1408e	죽은 트레져헌터를 찾아 중앙성소에서 쓸 축복받은 향을 사용하자
zts1409e	노라의 편지를 사제 베라에게 전달하자
zts1410e	해독된 노라의 편지를 대사제 엘라딘에게 전달하자
zts1411e	부서진 유물에 대해 대사제 엘라딘에게 물어보자
zts1412e	아스터사원 내부성소에서 서고의 깨진 유물의 흔적을 조사하자
zts1413e	유물조각 획득. 사제 베라에게 가져가자
zts1414e	아스터사원 내부성소에서 납골당의 깨진 유물의 흔적을 조사하자
zts1415e	아스터사원 중앙성소에서 예배당의 깨진 유물의 흔적을 조사하자
zts1416e	아스터사원 중앙성소에서 중앙성소의 깨진 유물의 흔적을 조사하자
zts1417e	아스터사원 중앙성소에서 중앙성소의 수도자를 처치하고 일지를 가져오자
zts1418e	일지 획득. 사제 베라에게 가져가자
zts1419e	조사대원에 대해 시린 헤이즐과 대화하자
zts1420e	가톤의 야영지에서 가톤의 수색대 폭파병을 처치하고 잊혀진 사원 보고서를 획득하자
zts1421e	보고서 획득. 시린 헤이즐에 가져가자
zts1422e	보고서 획득. 잊혀진 사원에 있는 미콜 라본즈에게 가자
zts1423e	라시드 사원 폭풍정령과 모래거인을 처치하자
zts1424e	처치 완료. 미콜 라본즈에게 돌아가자
zts1425e	로시드사원 모래거인을 처치하고 태양신의 서판 조각을 모으자
zts1426e	태양신의 서판 조각 수집 완료. 미콜 라본즈에게 가져가자
zts1427e	보고서를 시린 헤이즐에게 전달하자
zts1428e	의심스러운 장소를 조사하고 나타나는 몬스터를 처치하자
zts1429e	루시드사원 모래정령을 처치하고 잊혀진 사원 추가 보고서를 모으자
zts1430e	보고서 수집완료. 미콜 라본즈에게 돌아가자
zts1431e	보고서를 리아 아카무르에게 전달하자
zts1432e	잊혀진 사원의 동북쪽 지역에서 조사하지 않은 첫번째 서판을 찾아 조사하자
zts1433e	서판 획득. 미콜 라본즈에게 돌아가자
zts1434e	잊혀진 사원의 서북쪽 지역에서 조사하지 않은 두번째 서판을 찾아 조사하자
zts1435e	잊혀진 사원의 서쪽 지역에서 조사하지 않은 두번째 서판을 찾아 조사하자
zts1436e	루시드사원 모래 난쟁이를 처치하고 깨진 서판을 모으자
zts1437e	서판 수집 완료. 미콜 라본즈에게 돌아가자
zts1438e	서판 꾸러미를 시린 헤이즐에게 전달하자
zts1439e	라시드사원 내부성소에서 서고모래 검투사와 주술사를 처치하자
zts1440e	라시드사원 내부성소에서 납골당모래 궁사를 처치하자
zts1441e	라시드사원 중앙성소에서 예배당모래 주술사를 처치하자
zts1442e	라시드사원 중앙성소에서 중앙성소 원령과 궁사를 처치하자
zts1443e	라시드사원 내부성소에서 서고모래 궁사를 처치하고 유물조각을 모으자
zts1444e	유물조각 수집 완료. 미콜 라본즈에게 돌아가자
zts1445e	라시드사원 내부성소에서 납골당모래 검투사를 처치하고 유물조각을 모으자
zts1446e	라시드사원 중앙성소에서 예배당모래 궁사를 처치하고 유물조각을 모으자
zts1447e	라시드사원 중앙성소에서 중앙성소 주술사를 처치하고 유물조각을 모으자
zts1448e	주머니를 시린 헤이즐에게 전달하자
zts1449e	라시드사원 내부성소의 서고에서 서고의부서진서판을 찾아서 조사하자
zts1450e	부서진 서판 획득. 미콜 라본즈에게 돌아가자
zts1451e	라시드사원 내부성소의 납골당에서 납골당의부서진서판을 찾아서 조사하자
zts1452e	라시드사원 중앙성소의 예배당에서 예배당의부서진서판을 찾아서 조사하자
zts1453e	라시드사원 중앙성소에서 중앙성소의부서진서판을 찾아서 조사하자
zts1454e	라시드사원 중앙성소에서 중앙성소 검투사를 처치하고 조사원의 배낭을 찾아오자
zts1455e	조사원의 배낭 획득. 미콜 라본즈에게 돌아가자
zts1456e	조사원의 배낭을 리아 아카무르에게 전달하자
zts1457e	칼잡이 벨몬에게 머피의 말을 전하자
zts1458e	무법지대 인근에서 사라진모래덩굴을 처치하고 모래의 정수를 모으자
zts1459e	모래의 정수 수집 완료. 칼잡이 벨몬에게 가져가자
zts1460e	데이지언덕에서 사라진모래덩굴을 처치하고 모래의 정수를 모으자
zts1461e	가톤의 야영지에서 가톤의 정예포수를 처치하고 럼주를 구해오자
zts1462e	럼주 획득. 칼잡이 벨몬에게 가져가자
zts1463e	가톤의 야영지에서 요정의 꿈가루가 담긴 상자를 조사하자
zts1464e	요정의 꿈가루 획득. 칼잡이 벨몬에게 가져가자
zts1465e	대사제 엘라딘에게 받은 럼주를 세미아 펠튼에게 가져가자
zts1466e	포장한 럼주를 까마귀 머피에게 가져가자
zts1467e	칼잡이 벨몬에게 보고하자
zts1468e	케루스의 정예 암살자와 가톤의 정예 칼잡이들을 처치하고 편지의 위아래 조각을 획득하자
zts1469e	편지의 위아래 조각 획득 완료. 세미아 펠튼에게 가져가자
zts1470e	데이지 언덕에서 끝없는모래 칼날뿔을 처치하자
zts1471e	무법지대의 벨몬을 만나러 가자
zts1472e	무법지대 인근에서 사라진모래만토스를 처치하자
zts1473e	사라진모래만토스 처치 완료. 칼잡이 벨몬에게 보고하자
zts1474e	럼주와 편지를 가지고 까마귀 머피에게 가자
zts1475e	칼잡이 벨몬에게 돌아가자
zts1476e	소개장을 칼잡이 벨몬에게 가져가자
zts1477e	무법지대 인근의 사라진모래바실리스크를 처치하자
zts1478e	사라진모래바실리스크 처치 완료. 칼잡이 벨몬에게 보고하자
zts1479e	사막도적단 소굴의 대리인 루샬딘에게 가자
zts1480e	주변에 있는 쇼란의 수송대 암살자를 처치하라
zts1481e	쇼란의 수송대 암살자 처치 완료. 대리인 루샬딘과 대화하자
zts1482e	옛아스터사원의 감옥에 잡혀있는 반역자 빌리를 찾아가자
zts1483e	주변에 있는 쇼란의 호위대 폭파병과 암살자를 처치하라
zts1484e	쇼란의 호위대 처치 완료. 반역자 빌리에게 돌아가자
zts1485e	옛아스터사원 깊은 곳에 있는 부대장 쇼란과 쎄이를 처치하자
zts1486e	부대장 처치 완료. 반역자 빌리에게 돌아가자
zts1487e	빌리가 준 인장을 칼잡이 벨몬에게 가져가자
zts1488e	벨몬이 준 물건들을 까마귀 머피에게 가져가자
zts1489e	데이지 언덕과 무법지대 인근에서 사라진모래스콜피온과 끝없는모래바실리스크를 사냥하자
zts1490e	사냥 완료. 칼잡이 벨몬에게 보고하자
zts1491e	케루스 야영지 인근에서 케루스의 수색대 암살자를 처치하자
zts1492e	수색대 처치 완료. 칼잡이 벨몬에게 보고하자
zts1493e	케루스 야영지에서 케루스의 정예 칼잡이와 부대장 케루스를 처치하자
zts1494e	처치 완료. 칼잡이 벨몬에게 보고하자
zts1495e	가톤의 야영지인근에서 가톤의 수색대 정찰병을 처치하자
zts1496e	정찰병 처치 완료. 칼잡이 벨몬에게 보고하자
zts1497e	케루스 야영지에서 가톤의 정예 암살자와 부대장 가톤을 처치하자
zts1498e	여행자의 일기에 대해 반역자 빌리에게 물어보자
zts1499e	옛아스터사원 서고에서 요정의 가죽 주머니를 조사하자
zts1500e	주머니 획득. 반역자 빌리에게 돌아가자
zts1501e	사막도적단 소굴에서 바람, 모래, 사막 요정의 가루가 담긴 3개의 상자를 조사하자
zts1502e	가루 3종류 획득. 반역자 빌리에게 돌아가자
zts1503e	옛아스터사원 서고와 예배당지역에서 호위대와 친위대를 처치하고 수상한 주머니 4종류를 모아라
zts1504e	수상한 주머니 수집 완료. 반역자 빌리에게 돌아가자
zts1505e	수상한 꾸러미를 대리인 루샬딘에게 가져가자
zts1506e	편지와 꾸러미를 칼잡이 벨몬에게 전달하자
zts1507e	루샬딘의 편지를 까마귀 머피에게 전달하자
zts1508e	사막도적단 소굴에서 쇼란의 경비대 암살자와 포수를 처치하자
zts1509e	쇼란의 경비대 처치 완료. 반역자 빌리에게 돌아가자
zts1510e	사막도적단 소굴에서 쎄이의 경비대 폭파병과 칼잡이를 처치하자
zts1511e	쎄이의 경비대 처치 완료. 반역자 빌리에게 돌아가자
zts1512e	사막도적단 소굴에서 쇼란의 수송대 칼잡이와 폭파병을 처치하자
zts1513e	사막도적단 소굴에서 조사하지 못한 수상한 약병을 조사하자
zts1514e	수상한 약병을 획득. 반역자 빌리에게 가져가자
zts1515e	사막도적단 소굴에서 휴식중인 수색대 도적에게 수상한 약병을 사용하자
zts1516e	사용 완료. 반역자 빌리에게 돌아가자
zts1517e	조사문서를 대리인 루샬딘에게 전달하자
zts1518e	편지를 칼잡이 벨몬에게 전달하자
zts1519e	편지를 까마귀 머피에게 전달하자
zts1520e	수상해 보이는 약병에 대해 반역자 빌리에게 물어보자
zts1521e	약병을 대리인 루샬딘에게 전달하자
zts1522e	약병과 밀서를 칼잡이 벨몬에게 전달하자
zts1523e	약병에 대해 까마귀 머피에게 물어보자
zts1524e	약견본과 편지를 대사제 엘라딘에게 전달하자
zts1525e	아카무르상단 본점의 세미아 펠튼을 찾아가자
zts1526e	케루스와 가톤의 야영지에 있는 아카무르상단 상자를 조사해 2종류의 정화제를 구해오자
zts1527e	정화제 수집 완료. 대사제 엘라딘에게 가져가자
zts1528e	축복받은 요정의 정화제를 대리인 루샬딘에게 전달하자
zts1529e	사막도적단 소굴에서 휴식중인 수송대 도적에게 모래요정의 정화제의 정화제를 사용하자
zts1530e	사용 완료. 대리인 루샬딘에게 보고하자
zts1531e	사막도적단 소굴에서 휴식중인 경비대 도적에게 바람요정의 정화제를 사용하자
zts1532e	사막도적단 소굴에서 휴식중인 정예 도적에게 사막요정의 정화제를 사용하자
zts1533e	루샬딘의 결의서를 반역자 빌리에게 전달하자
zts1534e	도적단의 결의서를 칼잡이 벨몬에게 전달하자
zts1535e	도적단의 결의서를 까마귀 머피에게 전달하자
zts1536e	네곳의 도적단야영지에서 네명의 부대장들을 처치하고 각각의 비밀지령서를 모두 획득하자
zts1537e	비밀지령서 A,B,C,D 수집 완료. 반역자 빌리에게 가져가자
zts1538e	옛아스터사원 내부에 있는 부대장 쇼란과 쎄이를 처치하고 각각의 비밀지령서를 모두 획득하자
zts1539e	비밀지령서 E,F 수집 완료. 반역자 빌리에게 가져가자
zts1540e	빌리가 알려준 정보를 대리인 루샬딘에게 전하자
zts1541e	무법지대의 칼잡이 벨몬과 대화하자
zts1542e	까마귀 머피와 대화하자
zts1543e	케루스와 가톤의 야영지, 사막도적단 소굴과 엣아스터사원 지하에서 잃어버린 상품 4종류를 조사하자
zts1544e	상품 수집 완료. 데저트이글 시티의 딘폴 브라운에게 가져가자
zts1545e	케루스와 가톤의 야영지, 사막도적단 소굴과 엣아스터사원 지하에서 도적단을 처치하고 상품을 회수하자
zts1546e	상품 수집 완료. 데저트이글 시티의 델먼 밀로프에게 가져가자
zts1547e	무법지대에 가서 미처 발견하지 못한 수상한 상자를 조사하자
zts1548e	상자에 대해 칼잡이 벨몬과 대화하자
zts1549e	사막도적단 고술에서 쇼란의 수송대 포수와 폭파병을 처치하자
zts1550e	반역자 빌리에게 물어보자
zts1551e	부대장 쇼란을 처치하고 델먼의 자명종을 되찾아오자
zts1552e	자명종 획득. 반역자 빌리에게 돌아가자
zts1553e	자명종과 편지를 칼잡이 벨몬에게 가져가자
zts1554e	델먼의 자명종을 델먼 밀로프에게 가져가자
zts1555e	꾸러미를 대사제 엘라딘에게 전달하자
zts1556e	멜키의 야영지 인근에 가서 폭풍모래 포식자를 사냥하자
zts1557e	폭풍모래 포식자 사냥 완료. 슈밀 헤이즐에게 보고하자
zts1558e	닐의 수색대 정찰병을 처치하고 정찰 보고서를 획득하자
zts1559e	가톤의 야영지에서 가톤의 수색대 정찰병을 처치하고 잊혀진 사원 보고서를 획득하자
zts1560e	가톤의 야영지 인근에서 가톤의 수색대 폭파병을 처치하고 잊혀진 사원 보고서를 획득하자
zts1561e	잊혀진 사원 길목에서 가톤의 수색대 정찰병을 처치하자
zts1562e	가톤의 야영지에서 가톤의 정예 암살자와 부대장 가톤을 처치하자
zts1563e	사막도적단 소굴에서 쇼란의 수송대 포수와 폭파병을 처치하자
zts1564e	잊혀진 사원 길목에서 가톤의 수색대 정찰병을 처치하고 잊혀진 사원 보고서를 획득하자
zts1565e	데이지언덕에서 끝없는모래 포식자를 처치하고 모래의 정수를 모으자
zts1566e	데이지언덕에서 끝없는모래 포식자를 처치하고 바람의 정수를 모으자
zts1567e	바람의 정수 수집 완료. 칼잡이 벨몬에게 가져가자
zts1568e	질낮은 나무 10개를 모아주세요
zts1569e	셀빅 비기너의 부탁 (일일)
zts1570e	밀라노 마을에 있는 셀빅 비기너가 돌연변이 삥이들을 부화시키고 있는 퀸꼬닭을 사냥해달라고 합니다. 답례로 부활절에 어울리는 특별한 아이템들 중 1개를 준다고 합니다.
zts1571e	퀸꼬닭 레이드를 1회 완료하고 셀빅 비기너에게 보상을 받자.
zts1572e	불타는 검에 대해서
zts1573e	사제 세리자드에게 불타는 검의 탐험에 대해서 이야기를 듣는다.
zts1574e	불타는 검에 첫 진입
zts1575e	불타는 검 안으로 이동하자.
zts1576e	불타는 검의 열기
zts1577e	불타는 검의 열기에 대해서 사제 세리자드에게 보고하자.
zts1578e	열기를 막을 방법을 찾아
zts1579e	불타는 검의 열기를 막을 방법을 아스터 사원의 대사제 엘라딘에게 물어보자.
zts1580e	비법을 알고 있는 자
zts1581e	까마귀 머피가 비법을 알고 있다고 한다. 무법지대에 가서 물어보자.
zts1582e	무법지대 특제약
zts1583e	까마귀 머피에게 벌포틴 실크위버의 무법지대 특제약을 가져다 주자.
zts1584e	비법 조사 완료
zts1585e	열기를 막을 방법을 알아냈다. 사제 세리자드에게 돌아가자.
zts1586e	프로즌 크라운으로
zts1587e	프로즌 크라운에 가서 얼음꽃을 채취해 세리자드에게 가져오자.
zts1588e	멜키의 야영지에 침입
zts1589e	멜키의 야영지에서 도적단을 처치하라.
zts1590e	멜키의 야영지에서 귀환
zts1591e	슈밀에게 보고하자.
zts1592e	상단의 도움요청
zts1593e	아카무르 상단 야영지의 슈밀에게 가자.
zts1594e	사원의 깊숙한 곳으로
zts1595e	라시드 사원 지하의 시공을 탐험하자.
zts1596e	모래로 만들어진 문
zts1597e	유물의 수호자를 소환해서 처치하자.
zts1598e	유물에 대한 보고
zts1599e	미콜에게 돌아가 보고하자
zts1600e	수호자에 대한 보고
zts1601e	사제 세리자드에게 돌아가 보고하자
zts1602e	야영지 건설
zts1603e	공병을 돕자.
zts1604e	잊혀진 사원으로
zts1605e	잊혀진 사원의 미콜에게 가자.
zts1606e	불타는 검 속으로
zts1607e	불타는 검에서 방해꾼과 몬스터를 처치하자.
zts1608e	모험가 존
zts1609e	불타는 검 안에서 모험가 존을 만나자.
zts1610e	불타는 검의 괴물들
zts1611e	불타는 검의 괴물들을 퇴치하자.
zts1612e	이상한 진동
zts1613e	이상한 진동이 느껴진다. 사제 세리자드에게 보고하자.
zts1614e	불타는 검의 봉인
zts1615e	불타는 검의 중간 봉인에 이상이 발생했다. 시공을 탐험하자.
zts1616e	중간 봉인이 풀리고
zts1617e	중간 봉인은 풀리고 말았다. 모험가 존과 이야기하자.
zts1618e	폭염의 괴물들
zts1619e	케르토스, 발라쿠스 레이드 인장을 구해서 사제 세리자드에게 가자.
zts1620e	인장의 정체
zts1621e	대사제 엘라딘에게 강력한 마수에 대하여 물어보자.
zts1622e	붕괴의 위기
zts1623e	사제 세리자드에게 돌아가 이야기 하자.
zts1624e	마지막 봉인으로
zts1625e	불타는 검의 마지막 봉인을 보호해야 한다. 시공을 탐험하자.
zts1626e	지켜낸 봉인
zts1627e	사제 세리자드에게 돌아가자.
zts1628e	폭염의 화신 그레니가스
zts1629e	폭염의 화신 그레니가스 레이드를 완료하자.
zts1630e	지켜낸 세상
zts1631e	사제 세리자드에게 봉인을 부탁하자.
zts1632e	얼음꽃 추가 채집 (일일)
zts1633e	도적단 야영지 토벌 (일일)
zts1634e	ㅇㅇ의 야영지에서 도적단을 처치하라.
zts1635e	야영지 건설 물품 기부 (일일)
zts1636e	공병에게 ㅇㅇ을 ㅇ개 가져가자.
zts1637e	사원 지하 추가 탐사 (일일)
zts1638e	캡틴 잭스패논의 부탁 (일일)
zts1639e	해적 잭펜을 잡아주세요.
zts1640e	해적 깡펜을 잡아주세요.
zts1641e	애꾸눈 캡틴 쿵펜 레이드를 1회 완료하고 캡틴 잭스패논에게 보상을 받자.
zts1642e	라임주스(이벤트)를 모아주세요.
zts1643e	해적두건(이벤트)를 모아주세요.
zts1644e	준비가 됐으면 사제 세리자드에게 이야기 하자.
zts1645e	마법 낙타 스크롤을 받았다.
zts1646e	여유가 되면 공병을 돕자.
zts1647e	폭염의 화신 그레니가스를 쓰러트리자.
zts1648e	공병에게 필요한 물품을 가져가자.
zts1649e	멜키의 야영지의 침입
zts1650e	케루스의 야영지 토벌 (일일)
zts1651e	케루스의 야영지에서 도적단을 처치하라.
zts1652e	가톤의 야영지 토벌 (일일)
zts1653e	가톤의 야영지에서 도적단을 처치하라.
zts1654e	준비가 됐으면 슈밀에게 이야기 하자.
zts1655e	마력이 담긴 모래
zts1656e	불타는 검 안쪽에서 모험가 존을 만나자.
zts1657e	화염사냥개를 처치하자.
zts1658e	화염사냥개를 처치했다. 모험가 존에게 보고하자.
zts1659e	사제 세리자드가 찾는다고 한다. 사제 세리자드에게 가보자.
zts1660e	잊혀진 사원의 미콜 라본즈에게 가서 새로 발견한 유물이 있는지 확인하자.
zts1661e	라시드 사원 중앙성소의 시공을 탐험하자.
zts1662e	잊혀진 사원의 미콜 라본즈에게 정체불명의 유물조각을 전달하자.
zts1663e	모험가 존을 만나 지금까지의 조사 상황을 확인하자.
zts1664e	발라고스와 화염사냥개를 처치하자.
zts1665e	몬스터들을 다 처치하였다. 모험가 존에게 보고하자.
zts1666e	발라쿠스의 손아귀에 있는 화염의 연금술사를 찾자
zts1667e	발라케드를 사냥하여 알을 모으자.
zts1668e	발라케드의 알을 다 모았다. 화염의 연금술사에게 가자
zts1669e	모험가 존이 중간 봉인을 발견했다고 한다. 모험가 존에게 가보자.
zts1670e	두 번째 봉인을 발견한 것을 사제 세리자드에게 이야기하자.
zts1671e	발라쿠스의 손아귀에 있는 시공을 탐험하자.
zts1672e	중간 봉인은 풀리고 말았다. 사제 세리자드에게 이야기하자.
zts1673e	모험가 존에게 중간 봉인이 부서진 것을 이야기하자.
zts1674e	불안정한 불새와 타오르는 피조물을 처치하자.
zts1675e	모험가 존에게 몬스터 처치를 보고하자
zts1676e	모험가 존에게 받은 케르토스, 발라쿠스 레이드 인장을 사제 세리자드에게 보여주자.
zts1677e	아스터 사원의 대사제 엘라딘에게 강력한 마수에 대하여 물어보자.
zts1678e	케르토스를 쓰러트리고 세리자드와 대화하자.
zts1679e	발라쿠스를 쓰러트리고 세리자드와 대화하자.
zts1680e	사제 세리자드에게 보고하자.
zts1681e	모험가 존과 대화하자.
zts1682e	화염의 연금술사의 연구 진행 상황을 확인하자.
zts1683e	화염 거인을 사냥하여 심장을 모으자.
zts1684e	화염 거인의 심장을 다 모았다. 화염의 연금술사에게 가자
zts1685e	모험가 존에게 열기 저항 물약을 전달해주자.
zts1686e	불타는 검의 마지막 봉인을 보호해야 한다. 카톨볼미론의 여로에 있는 시공을 탐험하자.
zts1687e	폭염의 화신 그레니가스를 쓰러트리고 세리자드와 대화하자.
zts1688e	불타는 검 몬스터 처치 (일일)
zts1689e	조사를 방해하는 몬스터들을 처치하라.
zts1690e	모험가 존에게 보고하자.
