zts1e	New Item
zts3194e	Headband for Oracle (7days)
zts3195e	Taoist loves to wear it. You can feel something clean and bright.[n]Duration starts since you equip it first.[n][n]
zts3196e	Morning glory hat (7days)
zts3197e	Huge morning glory' hat[n]Duration starts since you equip it first.[n][n]
zts3198e	Donkey hat (7days)
zts3199e	Mischievous Donkey hat[n]Duration starts since you equip it first.[n][n]
zts3200e	Cowboy Hat (7days)
zts3201e	The hat which western cowboys wear frequently.[n]Duration starts since you equip it first.[n][n]
zts3202e	It is needed when you enter a TimeSpace.[n][n]
zts3203e	Can be refined to obtain Sands from Dona River, Cellar powder and the other materials.[n] To refine it, purchase a refiner and double-click it. [n][n]
zts3204e	Used for upgrading equipment [n] Can be upgraded from +1~+7[n][n]
zts3205e	Used for upgrading equipment [n] Can be upgraded from +8~+10[n][n]
zts3206e	Increase 50 points of basic Special Point (SP).[n][n]
zts3207e	Quest Sound flower
zts3208e	Recovers all HP. [n] Additionally 100 points of basic Special Point are increased. [n][n]
zts3209e	Recovers all HP/MP. [n] Additionally 300 points of basic Special Point are increased. [n][n]
zts3210e	Recovers all HP/MP.[n] All bad effects are removed.[n] Basic Special Point are increased : 500 points [n][n]
zts3211e	Can start AquaGel Raid [n] in Jelly Square in Morning Prairie [n] Lv. Limit: 30-45 [n] [How to use] [n] With this, be the team leader [n] And click the other character and [n] click 'raid team join' button [n] Go to the entrance of the raid [n] When the leader enters, [n] the others will follow him automatically [n] [Warning] If the character Lv. is higher [n] than the recommended Lv. [n] he will be able to join, but there will be a penalty [n] (Heart is not increased [n] cannot get the treasure box [n] even though he succeeds in the raid) [n][n]
zts3212e	Can start Xysenload Raid [n] at the Cursed Ginseng field [n] at the Fernon temple entrance [n] Recommended Lv. 40-55 [n] [How to use] [n] With this, be the team leader [n] And click the other character and [n] click 'raid team join' button [n] Go to the entrance of the raid [n] When the leader enters [n] the others will follow him automatically [n] [Warning] If the character Lv. is higher [n] than the recommended Lv. [n] he will be able to join, but there will be a penalty [n] (Heart is not increased [n] cannot get the treasure box [n] even though he succeeds in the raid) [n][n]
zts3213e	Can start DarkCastra Raid [n] at the Banquet Hall of Wailing at the basement 2 of Fernon Temple [n] Recommended Lv.50-65 [n] [How to use] [n] With this, be the team leader [n] And click the other character and [n] click 'raid team join' button [n] Go to the entrance of the raid [n] When the leader enters [n] the others will follow him automatically [n] [Warning] If the character Lv. is higher [n] than the recommended Lv. [n] he will be able to join, but there will be a penalty [n] (Heart is not increased [n] cannot get the treasure box [n] even though he succeeds in the raid) [n][n]
zts3214e	Can start JackSpider Raid [n] at the Resting place of the Demon [n] in Cave 5 of Mt. Krem [n] Recommended Lv. 60-75 [n] [How to use] [n] With this, be the team leader [n] And click the other character and [n] click 'raid team join' button [n] Go to the entrance of the raid [n] When the leader enters [n] the others will follow him automatically [n] [Warning] If the character Lv. is higher [n] than the recommended Lv. [n] he will be able to join, but there will be a penalty [n] (Heart is not increased [n] cannot get the treasure box [n] even though he succeeds in the raid) [n][n]
zts3215e	Can start Sladeheim Raid [n] at the Altar of Pain [n] at the hill of Mt. Krem [n] Recommended Lv. 70-85 [n] [How to use] [n] With this, be the team leader [n] And click the other character and [n] click 'raid team join' button [n] Go to the entrance of the raid [n] When the leader enters [n] the others will follow him automatically [n] [Warning] If the character Lv. is higher [n] than the recommended Lv. [n] he will be able to join, but there will be a penalty [n] (Heart is not increased [n] cannot get the treasure box [n] even though he succeeds in the raid) [n][n]
zts3216e	Through chicken farm in Milano [n] you can do 'Chicken-king Raid'. [n] Recommend Lv. : 20 - 35 [n] [how to use] The user becomes the team leader. [n] After being a leader, click other character [n] and click 'invitation' button. [n] Go to Raid entrance [n] if the leader enters [n] all members will enter the raid automatically. [n] [Warning] The character with higher Lv. than the recommended one [n] can enter the raid, but will get the penalty. [n] (Heart is not increased, No treasure box in time of success) [n][n]
zts3217e	Can upgrade an item right after using it. However it can be used when you upgrade from 0 to +6 item. If fail to upgrade, the equipment doesn¡¯t disappear. [Usage] By double-clicking it, the upgrade window opens. When you upgrade your item in this window, the item is protected from the destruction. [n][n]
zts3218e	The equipped fairy¡¯s ability increases by 20% for an hour.[n]Can use it all fairies. After using it, the appearance of fairy will be changed. [n] Once you use fairy booster, you can't change the fairy before finishing the duration.[n][n]
zts3219e	Armir¡¯s production book
zts3220e	The cover of Armir¡¯s production book
zts3221e	Firewood for individual
zts3222e	Firewood for camping
zts3223e	Ice machine
zts3224e	Gillion Stone Refiner
zts3225e	By refining Gillion Stone, you can obtain Sands from Dona River, Cellar powder and the other materials.[n][n]
zts3226e	Rebirth¡¯s Doll
zts3227e	In case you died, one doll is consumed and you can respawn at the place you died.[n] you are not under weakening rebirth and your HP recovers in half [n][n]
zts3228e	Partner's Guardian Doll
zts3229e	In case your partner is about to die, one doll is consumed and the partner is moved next to you. [n] HP of the partner recovers in half and the partner doesn¡¯t receive any penalty of experience.[n][n]
zts3230e	Premium Medal (10days)
zts3231e	Medal with various good benefits.[n] You can get its effects during the duration. [n][Effect][n]1. 13 slots are added to each inventory of equipment, main and ETC.[n] They sum into 39 slots.[n] 2. By clicking the pack icon in your partner¡¯s portrait,[n] you can use 50 slots of Partner¡¯s knapsack.[n]3. By clicking the pack icon in your partner¡¯s portrait,[n] you can open the warehouse in your Miniland directly.[n] 4. Attribute of your pet is increased by 20%,[n] in case of some fairies, their appearances are changed.[n] 5. Nosmate¡¯s speed is increased by 2, [n] and the volume of the obtained experience is increased by 20%. [n][n]
zts3232e	Premium Medal (30days)
zts3233e	Fortune box for hat (7days)
zts3234e	Fortune box with various hats![n] By opening it, you can get one of hats for 7days. [n][n]
zts3235e	Fortune box for costume (7days)
zts3236e	Fortune box with various costumes![n] By opening it, you can get one of costumes for 7days. [n][n]
zts3237e	Fortune box for hat (30days)
zts3238e	Fortune box with various hats![n] By opening it, you can get one of hats for 30days. [n][n]
zts3239e	Fortune box for costume (30days)
zts3240e	Fortune box with various costumes![n] By opening it, you can get one of costumes for 30days. [n][n]
zts3241e	Best fortune box
zts3242e	Fortune box with various items! [n] You can obtain a rare item from it.[n][n]
zts3243e	Better fortune box
zts3244e	Good fortune box
zts3245e	In case your pet is about to die, one doll is consumed and the pet is moved next to you. [n] HP of the pet recovers in half and the pet doesn¡¯t receive any penalty of experience.[n][n]
zts3246e	Weapon producing book
zts3247e	[How to produce][n]1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n][Cautions][n]The rare Lv., upgrade Lv., and options of the weapon used as a material are moved to the produced weapon.[n][n]
zts3248e	Clothes producing book
zts3249e	Clothes producing plan[n]With it, you can make a new clothes. [n][How to make][n] 1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n][Cautions][n]The rare Lv., upgrade Lv., and options of the clothes used as a material are moved to the produced clothes.[n][n]
zts3250e	Gloves and Shoes producing book
zts3251e	Gloves and Shoes producing plan [n]With it, you can make a new clothes. [n][How to make][n] 1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n]
zts3252e	Accessory producing book
zts3253e	Gloves and Shoes producing plan [n]With it, you can make a new clothes. [n][How to make][n] 1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n][Cautions][n]The options of the Cellon used as a material will be removed.[n][n]
zts3254e	Piece of TimeSpace Stone for Chicken-King
zts3255e	TimeSpace to get the seal of Chicken-King [n] Lv. Limit : 20-35 [n] With this, you can enter it immediately.[n] If you clear the TimeSpace, you will get the seal.[n]You should enter it alone.[n][n]
zts3256e	Piece of TimeSpace Stone for AquaGel
zts3257e	TimeSpace to get the seal of AquaGel [n] Lv. Limit : 30-45 [n] With this, you can enter it immediately.[n] If you clear the TimeSpace, you will get the seal.[n]You should enter it alone.[n][n]
zts3258e	Piece of TimeSpace Stone for Xysendload
zts3259e	TimeSpace to get the seal of Xysendload [n] Lv. Limit : 40-55 [n] With this, you can enter it immediately.[n] If you clear the TimeSpace, you will get the seal.[n]You should enter it alone.[n][n]
zts3260e	Piece of TimeSpace Stone for DarkCastra
zts3261e	TimeSpace to get the seal of DarkCastra [n] Lv. Limit : 50-65 [n] With this, you can enter it immediately.[n] If you clear the TimeSpace, you will get the seal.[n]You should enter it alone.[n][n]
zts3262e	Piece of TimeSpace Stone for Jack Spider
zts3263e	TimeSpace to get the seal of Jack Spider [n] Lv. Limit : 60-75 [n] With this, you can enter it immediately.[n] If you clear the TimeSpace, you will get the seal.[n]You should enter it alone.[n][n]
zts3264e	Piece of TimeSpace Stone for Sladeheim
zts3265e	TimeSpace to get the seal of Sladeheim [n] Lv. Limit : 70-85 [n] With this, you can enter it immediately.[n] If you clear the TimeSpace, you will get the seal.[n]You should enter it alone.[n][n]
zts3266e	Event costume gift box (Hat)
zts3268e	Event costume gift box (Clothes)
zts3270e	Choc stick
zts3272e	Dark choc stick
zts3274e	White choc stick
zts3276e	Star
zts3278e	1st Swordsman Specialist TimeSpace
zts3279e	Specialist TimeSpace[n]Lv. Limit: Over Lv.55[n]Whenever you can enter the TimeSpace by using a piece of TimeSpace.[n]If you cleared the TimeSpace, you will receive a Specialist card. [n]You can enter it alone.[n][n]
zts3280e	2nd Swordsman Specialist TimeSpace
zts3281e	Specialist TimeSpace[n]Lv. Limit: Over Lv.58[n]Whenever you can enter the TimeSpace by using a piece of TimeSpace.[n] If you cleared the TimeSpace, you will receive a Specialist card. [n]You can enter it alone.[n][n]
zts3282e	3rd Swordsman Specialist TimeSpace
zts3283e	Specialist TimeSpace[n]Lv. Limit: Over Lv.62[n]Whenever you can enter the TimeSpace by using a piece of TimeSpace.[n] If you cleared the TimeSpace, you will receive a Specialist card. [n]You can enter it alone.[n][n]
zts3284e	4th Swordsman Specialist TimeSpace
zts3285e	4th Swordsman Specialist TimeSpace
zts3286e	5th Swordsman Specialist TimeSpace
zts3287e	1st Archer Specialist TimeSpace
zts3288e	2nd Archer Specialist TimeSpace
zts3289e	3rd Archer Specialist TimeSpace
zts3290e	4th Archer Specialist TimeSpace
zts3291e	5th Archer Specialist TimeSpace
zts3292e	1st Sorcerer Specialist TimeSpace
zts3293e	2nd Sorcerer Specialist TimeSpace
zts3294e	3rd Sorcerer Specialist TimeSpace
zts3295e	4th Sorcerer Specialist TimeSpace
zts3296e	5th Sorcerer Specialist TimeSpace
zts3297e	Costume gift box
zts3298e	The box with various costume items.[n]If you cleared the TimeSpace, you will receive one costume item automatically.[n] According to which Lv. TimeSpace you cleared, you will receive an item among various costume items.[n][n]
zts3299e	Nosmall item box
zts3300e	The box including cash items you bought.[n]It has Premium Medal (10days) and Fortune box for hat (7days).[n][n]
zts3301e	The box including cash items you bought.[n]It has Premium Medal (10days) and Fortune box for costume (7days).[n][n]
zts3302e	The box including cash items you bought.[n]It has Premium Medal (30days) and Fortune box for hat (30days).[n][n]
zts3303e	The box including cash items you bought.[n]It has Premium Medal (30days) and Fortune box for costume (30days).[n][n]
zts3304e	The box including cash items you bought.[n]It has 1 Equipment protection scroll and Good fortune box.[n][n]
zts3305e	The box including cash items you bought.[n]It has 5 Equipment protection scroll and Best fortune box.[n][n]
zts3306e	The box including cash items you bought.[n]It has 10 Equipment protection scroll, Fortune box for hat (30days) and Best fortune box.[n][n]
zts3307e	The box including cash items you bought.[n]It has 10 Equipment protection scroll, Fortune box for costume (30days) and Best fortune box.[n][n]
zts3308e	The box including cash items you bought.[n]It has 1 Scroll to release fixed-Lv. and Good fortune box.[n][n]
zts3309e	The box including cash items you bought.[n]It has 3 Scroll to release fixed-Lv. and Best fortune box.[n][n]
zts3310e	The box including cash items you bought.[n]It has Special Card Carrier and Best fortune box.[n][n]
zts3311e	The box including cash items you bought.[n]It has Bead for keeping Partner and Best fortune box.[n][n]
zts3312e	The box including cash items you bought.[n]It has Bead for keeping the pet and Best fortune box.[n][n]
zts3313e	The box including cash items you bought.[n]It has 2 Pet Name Tag and Good fortune box.[n][n]
zts3314e	The box including cash items you bought.[n]It has 2 Food for Smart pet and Good fortune box.[n][n]
zts3315e	The box including cash items you bought.[n]It has 10 Speaker and Words Balloon.[n][n]
zts3316e	The box including cash items you bought.[n]It has 33 Speaker, Good fortune box, 5 Spring Water of Cylloan and 5 Words Balloon.[n][n]
zts3317e	The box including cash items you bought.[n]It has 5 Potion to increase decency, Good fortune box, and 5 Spring Water of Cylloan.[n][n]
zts3318e	The box including cash items you bought.[n]It has 3 Self-Introduction, Good fortune box, and 5 Spring Water of Cylloan.[n][n]
zts3319e	The box including cash items you bought.[n]It has 5 Medicine for Partner and Better fortune box.[n][n]
zts3320e	The box including cash items you bought.[n]It has 5 Best Pet Food and Better fortune box.[n][n]
zts3321e	The box including cash items you bought.[n]It has 10 Wing of Friendship and Better fortune box.[n][n]
zts3322e	The box including cash items you bought.[n]It has 33 Spring Water of Cylloan and Better fortune box.[n][n]
zts3323e	The box including cash items you bought.[n]It has 99 Spring Water of Cylloan and Better fortune box.[n][n]
zts3324e	Illustrated weapon book for elementary Swordsman
zts3325e	Illustrated weapon book for elementary Swordsman.[n] You can make a new weapon/clothes by using this book and the weapon/clothes possessed. [n][How to make][n] 1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n][Cautions][n]The rare Lv., upgrade Lv., and options of the item used as a material are moved to the produced item.[n][n]
zts3326e	Illustrated weapon book for elementary Archer
zts3327e	Illustrated weapon book for elementary Archer.[n] You can make a new weapon/clothes by using this book and the weapon/clothes possessed. [n][How to make][n] 1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n][Cautions][n]The rare Lv., upgrade Lv., and options of the item used as a material are moved to the produced item.[n][n]
zts3328e	Illustrated weapon book for elementary Sorcerer
zts3329e	Illustrated weapon book for elementary Sorcerer.[n] You can make a new weapon/clothes by using this book and the weapon/clothes possessed. [n][How to make][n] 1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n][Cautions][n]The rare Lv., upgrade Lv., and options of the item used as a material are moved to the produced item.[n][n]
zts3330e	Illustrated weapon book for intermediate Swordsman
zts3331e	Illustrated weapon book for intermediate Swordsman.[n] You can make a new weapon/clothes by using this book and the weapon/clothes possessed. [n][How to make][n] 1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n][Cautions][n]The rare Lv., upgrade Lv., and options of the item used as a material are moved to the produced item.[n][n]
zts3332e	Illustrated weapon book for intermediate Archer
zts3333e	Illustrated weapon book for intermediate Archer.[n] You can make a new weapon/clothes by using this book and the weapon/clothes possessed. [n][How to make][n] 1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n][Cautions][n]The rare Lv., upgrade Lv., and options of the item used as a material are moved to the produced item.[n][n]
zts3334e	Illustrated weapon book for intermediate Sorcerer
zts3335e	Illustrated weapon book for intermediate Sorcerer.[n] You can make a new weapon/clothes by using this book and the weapon/clothes possessed. [n][How to make][n] 1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n][Cautions][n]The rare Lv., upgrade Lv., and options of the item used as a material are moved to the produced item.[n][n]
zts3336e	Illustrated Accessory book
zts3337e	Illustrated Accessory book.[n] You can make a new accessory by using this book and the accessory possessed. [n][How to make][n] 1. Necessary materials should be in the inventory. [n]2. Double click it and open the producing window. [n]3. Choose the item you want to produce. [n] 4. Put the materials on the window. [n]5. Press the button ¡°Producing.¡± [n][Cautions][n]The rare Lv., upgrade Lv., and options of the item used as a material are moved to the produced item.[n][n]
zts3338e	Material for making a recovery potion[n] You can collect it from Mandra Pot.[n][n]
zts3339e	It is necessary when you are playing a quest.[n][n]
zts3340e	Slowly restore HP & MP [n] Nosmate¡¯s HP & MP are restored also. [n] Can be taken during breaks[n][n]
zts3341e	Expended HP: 30,000[n]HP is expended. When you got any damage, the expended HP absorbs the damage partially.[n]Can be taken during breaks.[n][n]
zts3342e	Expended HP: 5,000[n]HP is expended. When you got any damage, the expended HP absorbs the damage partially.[n]Can be taken during breaks.[n][n]
zts3343e	Expended HP: 10,000[n]HP is expended. When you got any damage, the expended HP absorbs the damage partially.[n]Can be taken during breaks.[n][n]
zts3344e	Slowly restore HP & MP [n] Nosmate¡¯s HP & MP are restored also. [n] Can have it continuously. [n][n]
zts3345e	Slowly restore HP & MP [n] Nosmate¡¯s HP & MP are restored also.[n][n]
zts3346e	If you used 'Wing of Return', you will go to the place saved. [n][n]
zts3347e	Food for pets.[n]If you feed it to your pet, your pet¡¯s experience is increased a little and its loyalty is increased by 100.[n][n]
zts3348e	Intermediate Pet Trainer
zts3349e	With it, you can train Lv.+3~+4 Pets only.[n] For 10 minutes, you summon the Pet Trainer which makes pet¡¯s attack Lv./defense Lv. increased.[n]If your pet attacks it, pet¡¯s attack Lv. will be increased.[n]If your pet is struck by it, your pet¡¯s defense Lv. will be increased.[n]When the volume of training becomes 100%, your pet¡¯s Lv. will be increased according to certain probability. [n]You can summon it in the appointed places only. [n][Pet training place][n]Training area in Brookhild Square[n]Training area in the entrance of Fernon temple[n]Training area in Left area of Mt. Krem[n]Training area in Frozen Heart Citadel[n][n]
zts3350e	Pet Guardian Doll
zts3351e	Material for making a recovery potion[n] You can collect it from Round Trunk with Red Fruit.[n][n]
zts3352e	Material for making a recovery potion[n] You can collect it from Green Herb Tree.[n][n]
zts3353e	Material for making a recovery potion[n] You can collect it from Ginseng Pot.[n][n]
zts3354e	Expended HP: 2,000[n]HP is expended. When you got any damage, the expended HP absorbs the damage partially.[n]Can be taken during breaks.[n][n]
zts3355e	Expended HP: 1,000[n]HP is expended. When you got any damage, the expended HP absorbs the damage partially.[n]Can be taken during breaks.[n][n]
zts3356e	Recovery expended HP/MP of players within 3 cells from wood fire for camping by 100%.[n]When you make it, its effect is had on you immediately. [n] You can not carry it.[n][n]
zts3357e	Expended HP: 500[n]HP is expended. When you got any damage, the expended HP absorbs the damage partially.[n]Can be taken during breaks.[n][n]
zts3358e	When you find out a hidden TimeSpace, it is used.[n][When you use it][n]1. When you find out a raid TimeSpace [n]2. When you play the quest of Lab. of Secret [n][How to use][n]1. Go to the place where a TimeSpace is hidden.[n]2. Use a Dowsing Stick [n]3. If a question mark ¡°?¡± appears, move a little and use a Dowsing stick again.[n]4. If an arrow mark appears, move to the direction the arrow is pointed at and use a Dowsing stick again.[n] 5. If you find out a Energy Square, make a hidden TimeSpace by using a Piece of TimeSpace.[n]6. Enter the Hidden TimeSpace.[n][n]
zts3359e	Mole¡¯s tail
zts3360e	Restore basic SP slowly.[n] Can be taken during breaks.[n][n]
zts3361e	Ketchup
zts3362e	It is used in cooking.[n]It is dropped now.[n][n]
zts3363e	Sliced meat
zts3364e	Rare material for cooking [n]You can get it from Frozen Crown raid dungeon.[n][n]
zts3365e	Meat
zts3366e	Fowl
zts3367e	Meat roasted on a hot plate
zts3368e	Recovery HP/MP of players within 3 cells from wood fire for camping by 100%.[n] When you make it, its effect is had on you immediately. [n] You can not carry it.[n][n]
zts3369e	Beijing duck
zts3370e	The cook¡¯s additional SP is restored by 5000 and the additional SPs of the players who are within 3 cells from camp fire are restored by 1000.[n] When you make it, its effect is had on you immediately. [n] You can not carry it.[n][n]
zts3371e	Bread
zts3372e	White fairy stone
zts3373e	Stone having fairy¡¯s energy[n]It is used to make Lv.20 weapon/clothes. [n][n]
zts3374e	Green fairy stone
zts3375e	Stone having fairy¡¯s energy[n]It is used to make Lv.30 weapon/clothes. [n][n]
zts3376e	Purple fairy stone
zts3377e	Stone having fairy¡¯s energy[n]It is used to make Lv.40 weapon/clothes. [n][n]
zts3378e	Blue fairy stone
zts3379e	Stone having fairy¡¯s energy[n]It is used to make Lv.50 weapon/clothes. [n][n]
zts3380e	Red fairy stone
zts3381e	Stone having fairy¡¯s energy[n]It is used to make Lv.60 weapon/clothes. [n][n]
zts3382e	Dark fairy stone
zts3383e	Stone having fairy¡¯s energy[n]It is used to make Lv.70 weapon/clothes. [n][n]
zts3384e	Kovolt scarecrow
zts3385e	You can train your Nostmate in Lv. Twenties with it.[n]It summons a scarecrow for 10 minutes.[n]When Nosmate hits the scarecrow, your Nosmate¡¯s Exp. is increased.[n]But it doesn¡¯t affect to players.[n]This scarecrow can be used in the appointed place.[n][Training area][n]Training area in Brookhild Square [n] Training area in Entrance of Fernon [n] Training area in Left area of Mt. Krem[n] Training area in Frozen Heart Citadel [n][n]
zts3386e	Bushtail scarecrow
zts3387e	You can train your Nostmate in Lv. Seventies with it.[n]It summons a scarecrow for 10 minutes.[n]When Nosmate hits the scarecrow, your Nosmate¡¯s Exp. is increased.[n]But it doesn¡¯t affect to players.[n]This scarecrow can be used in the appointed place.[n][Training area][n]Training area in Brookhild Square [n] Training area in Entrance of Fernon [n] Training area in Left area of Mt. Krem[n] Training area in Frozen Heart Citadel [n][n]
zts3388e	Kenko scarecrow
zts3389e	You can train your Nostmate in Lv. Thirties with it.[n]It summons a scarecrow for 10 minutes.[n]When Nosmate hits the scarecrow, your Nosmate¡¯s Exp. is increased.[n]But it doesn¡¯t affect to players.[n]This scarecrow can be used in the appointed place.[n][Training area][n]Training area in Brookhild Square [n] Training area in Entrance of Fernon [n] Training area in Left area of Mt. Krem[n] Training area in Frozen Heart Citadel [n][n]
zts3390e	Warepard scarecrow
zts3391e	You can train your Nostmate in Lv. Forties with it.[n]It summons a scarecrow for 10 minutes.[n]When Nosmate hits the scarecrow, your Nosmate¡¯s Exp. is increased.[n]But it doesn¡¯t affect to players.[n]This scarecrow can be used in the appointed place.[n][Training area][n]Training area in Brookhild Square [n] Training area in Entrance of Fernon [n] Training area in Left area of Mt. Krem[n] Training area in Frozen Heart Citadel [n][n]
zts3392e	Catsy scarecrow
zts3393e	You can train your Nostmate in Lv. Fifties with it.[n]It summons a scarecrow for 10 minutes.[n]When Nosmate hits the scarecrow, your Nosmate¡¯s Exp. is increased.[n]But it doesn¡¯t affect to players.[n]This scarecrow can be used in the appointed place.[n][Training area][n]Training area in Brookhild Square [n] Training area in Entrance of Fernon [n] Training area in Left area of Mt. Krem[n] Training area in Frozen Heart Citadel [n][n]
zts3394e	Skull Hammerman scarecrow
zts3395e	You can train your Nostmate in Lv. Sixties with it.[n]It summons a scarecrow for 10 minutes.[n]When Nosmate hits the scarecrow, your Nosmate¡¯s Exp. is increased.[n]But it doesn¡¯t affect to players.[n]This scarecrow can be used in the appointed place.[n][Training area][n]Training area in Brookhild Square [n] Training area in Entrance of Fernon [n] Training area in Left area of Mt. Krem[n] Training area in Frozen Heart Citadel [n][n]
zts3396e	Elementary pet trainer
zts3397e	With it, you can train Lv. 0~+2 Pets only.[n] For 10 minutes, you summon the Pet Trainer which makes pet¡¯s attack Lv./defense Lv. increased.[n]If your pet attacks it, pet¡¯s attack Lv. will be increased.[n]If your pet is struck by it, your pet¡¯s defense Lv. will be increased.[n]When the volume of training becomes 100%, your pet¡¯s Lv. will be increased according to certain probability. [n]You can summon it in the appointed places only. [n][Pet training place][n]Training area in Brookhild Square[n]Training area in the entrance of Fernon temple[n]Training area in Left area of Mt. Krem[n]Training area in Frozen Heart Citadel[n][n]
zts3398e	Advanced pet trainer
zts3399e	With it, you can train Lv. +5~+6 Pets only.[n] For 10 minutes, you summon the Pet Trainer which makes pet¡¯s attack Lv./defense Lv. increased.[n]If your pet attacks it, pet¡¯s attack Lv. will be increased.[n]If your pet is struck by it, your pet¡¯s defense Lv. will be increased.[n]When the volume of training becomes 100%, your pet¡¯s Lv. will be increased according to certain probability. [n]You can summon it in the appointed places only. [n][Pet training place][n]Training area in Brookhild Square[n]Training area in the entrance of Fernon temple[n]Training area in Left area of Mt. Krem[n]Training area in Frozen Heart Citadel[n][n]
zts3400e	Almond choco stick
zts3402e	Medicine for Partner
zts3403e	Medicine for Partner.[n]After choosing a partner, you can give it to the partner.[n]If a partner has it, its intimacy is increased by 200.[n][n]
zts3404e	Build a house in Miniland.[n][n]
zts3405e	Build a house in Miniland.[n]Max. 25 persons can enter Miniland.[n][n]
zts3406e	Build a Vacation house in Miniland.[n][n]
zts3407e	Small tree with tasty fruits. It can be planted in garden. [n]You can make your partners collect Red fruit, Mixed Meats, Sweet source from it every certain time. [n]When the items are collected, your production points will be decreased.[n] If the production points are not enough, you can not collect the items anymore.[n][n]
zts3408e	Square Shaped Lamp
zts3409e	Round Parasol
zts3410e	Square Parasol
zts3411e	Stylish Parasol
zts3412e	Warehouse is built. (Slots are 35.)[n]If you build a warehouse,[n] you can share items with the other characters in the same account.[n] (Both characters should have a warehouse.)[n]A character can build only one warehouse.[n]If you change the warehouse into a smaller warehouse, [n] you can not pull some items out from the warehouse.[n][n]
zts3413e	Cherry Tree
zts3414e	Mandra Pot
zts3415e	The pot where Mandra is growing. It can be put in the terrace.[n] You can make your partners collect Red fruit, Mixed Meats, Sweet source from it every certain time. [n]When the items are collected, your production points will be decreased.[n] If the production points are not enough, you can not collect the items anymore.[n][n]
zts3416e	Green Herb Tree
zts3417e	Tree pot with Green Herb. It can be planted in the producing place.[n]You can make your partners collect Red fruit, Mixed Meats, Sweet source from it every certain time. [n]When the items are collected, your production points will be decreased.[n] If the production points are not enough, you can not collect the items anymore.[n][n]
zts3418e	Ginseng Pot
zts3419e	Ginseng Pot. It can be put in the producing place.[n]You can make your partners collect Red fruit, Mixed Meats, Sweet source from it every certain time. [n]When the items are collected, your production points will be decreased.[n] If the production points are not enough, you can not collect the items anymore.[n][n]
zts3444e	Raid Package A
zts3445e	Let's go hunting Chicken King & AquaGel.[n][n]Chicken-King Seal x 1[n]Seal of Aquagel x 1[n]Very Big Entire Potion x 99[n]
zts3446e	Raid Package B
zts3447e	Simply the best way to go raid on Xysenload & DarkCastra.[n][n]Seal of Xysenload x 1[n]Seal of DarkCastra x 1[n]Very Big Entire Potion x 99[n]
zts3448e	Raid Package C
zts3449e	Have you ever seen Sladegeim? Now you also can go hunting the Giant Fear.[n][n]Seal of JackSpider x 1[n]Seal of Sladeheim x 1[n]Springwater of Cylloan x 70[n]
zts3450e	LOD Survival Package
zts3451e	Those you must have to survive in LOD.[n][n]Strong HP Recovery Potion x 30[n]Fountain of Savior x 10[n]Small SP Recharger x 1[n]
zts3452e	Special Autumn Package
zts3453e	Special Must haves in this Autumn![n][n]Megaphone to everyone x 12[n]Adventure's knapsack (30 days) x 1[n]Herb Cure x 3[n]
zts3454e	Mysterious Box set
zts3455e	Get one from items including Bushtail, Black Bushtail, Big SP charger.[n][n]Mysterious box A x 1[n]Mysterious box B x 1[n]Mysterious box C x 1[n]
zts3456e	Hair Dye set
zts3457e	Find your own hair style in a very cost-saving way. Potion of Hair Style to change your hair style and Hair-dyes to change your hair color.[n][n]Red Hair-dye x 1[n]Green Hair-dye x 1[n]White Hair-dye x 1 [n]Blue Hair-dye x 1[n]Black Hair-dye x 1[n]Potion of Hair-Style x 1[n]
zts3475e	Santa hat (1day)
zts3476e	Santa hat![n] Time is spent from equipping it first.[n][n]
zts3477e	Santa hat (7days)
